ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
110,"Champs de bataille|n|cFFFFD200Haut fait :|r Maître du champ de bataille|n|cFFFFD200Vendeur :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, à Boralus",Champs de bataille|n|cFFFFD200Haut fait :|r Maître du champ de bataille|n|cFFFFD200Vendeur :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala,18,4,299518,299519,299883,299887
111,Donjons mythiques +|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Haut fait :|r Maître mythique de Battle for Azeroth|n|cFFFFD200Vendeur :|r Thaumaturge Vashreen|n|cFFFFD200Lieu :|r Marché des Alizés de Boralus,Donjons mythiques +|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Haut fait :|r Maître mythique de Battle for Azeroth|n|cFFFFD200Vendeur :|r Thaumaturge Vashreen|n|cFFFFD200Lieu :|r Grand bazar de Dazar’alor,20,4,299520,299521,299944,299940
112,Nazjatar|n|cFFFFD200Faction :|r Fournitures ankoïennes|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere,Nazjatar|n|cFFFFD200Faction :|r Fournitures des Affranchis|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge,17,4,299522,299523,299876,299879
113,Mécagone|n|cFFFFD200Faction :|r Fournitures de Mécarouille|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille,,19,4,299529,299530,299933,299936
114,Visions horrifiques de N’Zoth|n|cFFFFD200Haut fait :|r|nDans les profondeurs des visions|n|cFFFFD200PNJ :|r Irion|n|cFFFFD200Lieu :|r Chambre du Cœur,,16,4,299542,299544,310442,310426
115,Raid du palais Éternel|n|cFFFFD200Butin :|r Reine Azshara - mode mythique,,21,4,299559,299560,299959,303476
121,"JcJ coté|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Coût :|r 250 points d’honneur|n|cFFFFD200Vendeur :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, Boralus",JcJ coté|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Coût :|r 250 points d’honneur|n|cFFFFD200Vendeur :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala,32,1,303823,304081,303823,304081
122,"JcJ coté|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Cote :|r 1000 ou plus au cours de la semaine précédente|n|cFFFFD200Coût :|r 500 points d’honneur|n|cFFFFD200Vendeur :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, Boralus",JcJ coté|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Cote :|r 1000 ou plus au cours de la semaine précédente|n|cFFFFD200Coût :|r 500 points d’honneur|n|cFFFFD200Vendeur :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala,32,2,304086,304055,304088,304089
123,"JcJ coté|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Cote :|r 1400 ou plus au cours de la semaine précédente|n|cFFFFD200Coût :|r 1000 points d’honneur|n|cFFFFD200Vendeur :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, Boralus",JcJ coté|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Cote :|r 1400 ou plus au cours de la semaine précédente|n|cFFFFD200Coût :|r 1000 points d’honneur|n|cFFFFD200Vendeur :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala,32,3,303892,304125,304121,304123
124,"JcJ coté|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Cote :|r 2 400 ou plus|n|cFFFFD200Butin :|r Trésor de guerre|n|cFFFFD200Lieu :|r Quais Corsandre, à Boralus",JcJ coté|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Cote :|r 2 400 ou plus|n|cFFFFD200Butin :|r Trésor de guerre|n|cFFFFD200Lieu :|r Mugambala,32,4,303894,304533,304121,304123
125,Val de l’Éternel printemps|n|cFFFFD200Début de la suite de quêtes :|r|nUne mission de longue haleine |n|cFFFFD200Fin de la suite de quêtes :|r|nEspoir retrouvé|n|cFFFFD200Donneur de quête :|r Magni Barbe-de-Bronze|n|cFFFFD200Lieu :|r Chambre du Cœur,,33,1,295046,295164,295046,295164
126,Val de l’Éternel printemps |n|cFFFFD200Combinaison :|r Souffle de l’esprit éternel |n|cFFFFD200Quête :|r|npremière Vision des ténèbres de la semaine |n|cFFFFD200Donneur de quête :|r Agent de Sombre-Serre |n|cFFFFD200Lieu :|r|n près des portails des visions des ténèbres en Uldum ou au val de l’Éternel printemps,,33,2,295098,295349,299984,299989
127,Val de l’Éternel printemps|n|cFFFFD200Réputation :|r Rajani - Révéré|n|cFFFFD200Vendeur :|r Zhang Ku|n|cFFFFD200Lieu :|r Sanctuaire du Silence|n|cFFFFD200Coût :|r 50 souvenirs corrompus,,33,3,295119,295353,299988,299991
128,Val de l’Éternel printemps |n|cFFFFD200Faction :|r Rajani|n|cFFFFD200Vendeur :|r Zhang Ku |n|cFFFFD200Lieu :|r Sanctuaire du Silence,,33,4,295308,295309,299988,299991
129,Visions horrifiques de N’Zoth|n|cFFFFD200Butin :|r|ncoffres maudits d’Alleria ou Thrall|n|cFFFFD200Lieu :|r Chambre du Cœur,,34,1,310592,310603,310592,310603
130,Visions horrifiques de N’Zoth|n|cFFFFD200Butin :|r|ncoffres corrompus des zones perdues|n|cFFFFD200Lieu :|r Chambre du Cœur,,34,2,310597,310605,310601,310607
131,Visions horrifiques de N’Zoth|n|cFFFFD200Combinaison :|r Étincelle de force inébranlable |n|cFFFFD200Butin :|r|nCoffres corrompus des zones corrompues et perdues|n|cFFFFD200Lieu :|r Chambre du Cœur,,34,3,310599,310606,310602,310608
132,Visions horrifiques de N’Zoth|n|cFFFFD200Haut fait :|r|nDans les profondeurs des visions|n|cFFFFD200PNJ :|r Irion|n|cFFFFD200Lieu :|r Chambre du Cœur,,34,4,310600,310609,310602,310608
133,Uldum|n|cFFFFD200Début de la suite de quêtes :|r |nProblème titanesque|n|cFFFFD200Récompense de quête :|r |nMenaces émergentes|n|cFFFFD200Donneur de quête :|r Roi Phaoris|n|cFFFFD200Lieu :|r Ramkahen,,35,1,310690,310712,310690,310712
134,Uldum|n|cFFFFD200Combinaison :|r Souffle de l’esprit éternel |n|cFFFFD200Quête :|r |npremière quête journalière de la semaine de Visions des ténèbres|n|cFFFFD200Donneur de quête :|r Agent de Sombre-Serre |n|cFFFFD200Lieu :|r près des portails des visions des ténèbres en Uldum ou au val de l’Éternel printemps,,35,2,310705,311166,311194,311197
135,Uldum|n|cFFFFD200Réputation :|r Accord d’Uldum - Révéré|n|cFFFFD200Vendeur :|r Approvisionneuse Qorra|n|cFFFFD200Lieu :|r Ramkahen|n|cFFFFD200Coût :|r 50 souvenirs corrompus,,35,3,310710,311167,311195,311198
136,Uldum |n|cFFFFD200Réputation :|r Fournitures de l’Accord d’Uldum|n|cFFFFD200Vendeur :|r Approvisionneuse Qorra|n|cFFFFD200Lieu :|r Ramkahen,,35,4,310711,311177,311195,311198
137,Visions horrifiques de N’Zoth|n|cFFFFD200Butin :|r|ncoffres maudits d’Alleria ou Thrall|n|cFFFFD200Lieu :|r Chambre du Cœur,,36,1,311203,311210,311203,311210
138,Visions horrifiques de N’Zoth|n|cFFFFD200Butin :|r|ncoffres corrompus des zones perdues|n|cFFFFD200Lieu :|r Chambre du Cœur,,36,2,311206,311211,311302,311304
139,Visions horrifiques de N’Zoth|n|cFFFFD200Combinaison :|r Étincelle de force inébranlable |n|cFFFFD200Butin :|r|nCoffres corrompus des zones corrompues et perdues|n|cFFFFD200Lieu :|r Chambre du Cœur,,36,3,311207,311212,311303,311306
140,Visions horrifiques de N’Zoth|n|cFFFFD200Haut fait :|r|nDans les profondeurs des visions|n|cFFFFD200PNJ :|r Irion|n|cFFFFD200Lieu :|r Chambre du Cœur,,36,4,311209,311213,311303,311306
141,"Raid de Ny’alotha|n|cFFFFD200Combinaison :|r |nTextes cryptés de Ny’alotha|n|cFFFFD200Butin :|r |nProphète Skitra, Ra Den le Spolié, Vexiona, Il’gynoth, la corruption ressuscitée, ou N’Zoth le Corrupteur",,37,1,312725,312771,312725,312771
142,"Raid de Ny’alotha|n|cFFFFD200Combinaison :|r |nTextes cryptés de Ny’alotha|n|cFFFFD200Butin :|r |nProphète Skitra, Ra Den le Spolié, Vexiona, Il’gynoth, la corruption ressuscitée, ou N’Zoth le Corrupteur",,37,2,312764,312773,313921,313919
143,"Raid de Ny’alotha|n|cFFFFD200Combinaison :|r |nTextes cryptés de Ny’alotha|n|cFFFFD200Butin :|r |nProphète Skitra, Ra Den le Spolié, Vexiona, Il’gynoth, la corruption ressuscitée, ou N’Zoth le Corrupteur",,37,3,312768,312774,313922,313920
144,Raid de Ny’alotha|n|cFFFFD200Butin :|r |nN’Zoth le Corrupteur (mythique),,37,4,312770,312775,313922,313920
