SourceText_lang,ID,ItemID,LegacyUpgradedItemID,StaticUpgradedItemID,SourceTypeEnum,Flags,LegacyItemID,UpgradeItemID[0],UpgradeItemID[1],UpgradeItemID[2],UpgradeItemID[3],UpgradeItemID[4],UpgradeItemID[5],UpgradeItemBonusListID[0],UpgradeItemBonusListID[1],UpgradeItemBonusListID[2],UpgradeItemBonusListID[3],UpgradeItemBonusListID[4],UpgradeItemBonusListID[5]
"|cFFFFD200Vendeur : |rGoram|n|cFFFFD200Région : |rOrgrimmar, vallée de la Force|n|n|cFFFFD200Vendeur : |rShay Pressler|n|cFFFFD200Région : |rHurlevent, quartier commerçant",778,127012,0,0,2,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Évènement mondial :|r Arène des Gurubashi|n,779,126948,0,0,6,0,0,151614,167731,187997,204336,0,0,3592,5805,7920,9354,0,0
|cFFFFD200Évènement mondial :|r Combat à mort de Sombrelune|n,780,126949,0,0,6,0,0,151614,167731,187997,204336,0,0,3592,5805,7920,9354,0,0
|cFFFFD200Mission de fief :|r La maison gagne toujours,781,128173,93889,0,1,0,44102,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Mission de fief :|r La Maîtresse de l’onde,782,128169,93889,0,0,0,44102,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Mission de fief :|r Pour l’amour de la haine,783,128172,93889,0,0,0,44102,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Mission de fief :|r Le Vide consumant|n,784,128318,0,0,0,0,42992,151614,167731,187997,204336,0,0,3592,5805,7920,9354,0,0
|cFFFFD200Boss de donjon mythique de Warlords of Draenor|r|n|n,785,133585,0,0,0,1,0,167731,187997,204336,0,0,0,5817,7924,9354,0,0,0
|cFFFFD200Boss de donjon mythique de Warlords of Draenor|r|n|n,786,133595,0,0,0,1,0,167731,187997,204336,0,0,0,5817,7924,9354,0,0,0
|cFFFFD200Boss de donjon mythique de Warlords of Draenor|r|n|n,787,133596,0,0,0,1,0,167731,187997,204336,0,0,0,5817,7924,9354,0,0,0
|cFFFFD200Boss de donjon mythique de Warlords of Draenor|r|n|n,788,133597,0,0,0,1,0,167731,187997,204336,0,0,0,5817,7924,9354,0,0,0
|cFFFFD200Boss de donjon mythique de Warlords of Draenor|r|n|n,789,133598,0,0,0,1,0,167731,187997,204336,0,0,0,5817,7924,9354,0,0,0
"|cFFFFD200Vendeur : |rEstelle Gendry|n|cFFFFD200Région : |rOrgrimmar, portes d’Orgrimmar|n|n|cFFFFD200Vendeur : |rKrom Rudebras|n|cFFFFD200Région : |rForgefer, hall des Explorateurs",790,140773,0,0,2,0,0,122339,122341,151615,167732,187998,204337,582,583,3592,5805,7920,9354
|cFFFFD200Métier : |rArchéologie|n|cFFFFD200Quête : |rRepaire de Neltharion : petite erreur|n|cFFFFD200Région : |rHaut-Roc,792,131733,0,0,0,0,0,151615,167732,187998,204337,0,0,3592,5805,7920,9354,0,0
"|cFFFFD200Vendeur : |rEstelle Gendry|n|cFFFFD200Région : |rFossoyeuse, quartier des Voleurs|n|n|cFFFFD200Vendeur : |rKrom Rudebras|n|cFFFFD200Région : |rForgefer, hall des Explorateurs",793,151377,93843,0,2,1,42943,151378,151379,151385,0,0,0,582,583,3591,0,0,0
|cFFFFD200Mission de domaine de classe de Legion :|r Sus à l’armurerie du Gangrefeu,797,153130,0,0,0,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendeur : |rApprovisionneuse Mukra|n|cFFFFD200Région : |rZuldazar,901,166752,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendeur : |rApprovisionneur Forgebrune|n|cFFFFD200Région : |rBoralus,902,166770,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendeur : |rApprovisionneur Forgebrune|n|cFFFFD200Région : |rBoralus,903,166766,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendeur : |rApprovisionneuse Mukra|n|cFFFFD200Région : |rZuldazar,904,166756,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendeur : |rApprovisionneuse Mukra|n|cFFFFD200Région : |rZuldazar,905,166755,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendeur : |rApprovisionneur Forgebrune|n|cFFFFD200Région : |rBoralus,906,166767,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendeur : |rApprovisionneuse Mukra|n|cFFFFD200Région : |rZuldazar,907,166753,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendeur : |rApprovisionneur Forgebrune|n|cFFFFD200Région : |rBoralus,908,166769,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendeur : |rApprovisionneuse Mukra|n|cFFFFD200Région : |rZuldazar,909,166754,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendeur : |rApprovisionneur Forgebrune|n|cFFFFD200Région : |rBoralus,910,166768,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
"|cFFFFD200Évènement mondial :|r Tempêtes primordiales|nRécupérez et combinez les éléments|n primitifs atténués suivants : feu, eau, tempête et terre.",916,199686,0,0,6,0,0,187997,204336,0,0,0,0,7920,9354,0,0,0,0
|cFFFFD200Évènement mondial :|r Échos radieux,986,219325,0,0,6,0,0,187997,204336,0,0,0,0,7920,9354,0,0,0,0
