ID,Locale,DurationMS,BroadcastTextID
17533,14,8161,294558
17534,13,9376,294558
17535,14,5596,294559
17536,13,7029,294559
17537,14,7711,297710
17538,13,8201,297710
17539,14,5980,294570
17540,13,6004,294570
17541,14,5638,294569
17542,13,6865,294569
17543,14,7690,294571
17544,13,5803,294571
17545,14,9126,297891
17546,13,7214,297891
17547,14,10427,296683
17548,13,10803,296683
17549,14,8153,296684
17550,13,7791,296684
17551,14,6652,296673
17552,13,8012,296673
17553,14,7470,296682
17554,13,7704,296682
17555,14,4736,296681
17556,13,5224,296681
17557,14,14277,296650
17558,13,13080,296650
17559,14,8880,296651
17560,13,7820,296651
17561,14,8465,285187
17562,13,8465,285187
17563,14,9782,285189
17564,13,9782,285189
17565,14,2829,285237
17566,13,2829,285237
17567,14,4229,298121
17568,13,4229,298121
17569,14,5762,298131
17570,13,5762,298131
17571,14,9928,287158
17572,13,9928,287158
17573,14,8974,287156
17574,13,8974,287156
17575,14,7929,287161
17576,13,7929,287161
17577,14,2061,292527
17578,13,2061,292527
17579,14,3580,298172
17580,13,3580,298172
17581,14,11364,298174
17582,13,11364,298174
17583,14,7153,298176
17584,13,7153,298176
17585,14,3824,298178
17586,13,3824,298178
17587,14,6819,298405
17588,13,6819,298405
17589,14,8381,298406
17590,13,8381,298406
17591,14,6075,298407
17592,13,6075,298407
17593,14,9015,298408
17594,13,9014,298408
17595,14,1277,298409
17596,13,1277,298409
17597,14,4795,285083
17598,13,5297,285083
17599,14,3310,285097
17600,13,3482,285097
17601,14,5127,285098
17602,13,5872,285098
17603,14,1472,285092
17604,13,1953,285092
17605,14,6256,294182
17606,13,8828,294182
17607,14,3508,297073
17608,13,4628,297073
17609,12,7007,289707
17610,15,7735,289707
17611,15,2963,313654
17612,13,3302,313654
17613,15,4402,313120
17614,13,5401,313120
17615,15,2807,316427
17616,13,2807,316427
17617,15,2614,316428
17618,13,2614,316428
17619,15,1978,316429
17620,13,1978,316429
17621,15,1502,316430
17622,13,1502,316430
17623,15,2502,316431
17624,13,2502,316431
17625,15,2052,316432
17626,13,2052,316432
17627,15,3982,316433
17628,13,3982,316433
17629,15,940,316434
17630,13,940,316434
17631,15,3630,316435
17632,13,3630,316435
17633,15,1715,316436
17634,13,1715,316436
17635,15,3432,316437
17636,13,3432,316437
17637,15,1476,316438
17638,13,1476,316438
17639,15,2868,316439
17640,13,2868,316439
17641,15,4929,316440
17642,13,4929,316440
17643,15,903,316441
17644,13,903,316441
17645,15,2147,316442
17646,13,2147,316442
17647,15,2861,316443
17648,13,2861,316443
17649,15,3713,316444
17650,13,3713,316444
17651,15,1798,316445
17652,13,1798,316445
17653,15,1838,316446
17654,13,1838,316446
17655,15,5234,316447
17656,13,5234,316447
17657,15,3592,316448
17658,13,3592,316448
17659,15,929,316449
17660,13,929,316449
17661,15,1891,316450
17662,13,1891,316450
17663,15,1753,316451
17664,13,1753,316451
17665,15,3117,316468
17666,13,3117,316468
17667,15,1467,316471
17668,13,1467,316471
17669,15,4378,316472
17670,13,4378,316472
17671,15,7371,316473
17672,13,7371,316473
17673,15,2074,316475
17674,13,2074,316475
17675,15,6525,316476
17676,13,6525,316476
17677,15,1986,316477
17678,13,1986,316477
17679,15,5012,316479
17680,13,5012,316479
17681,15,2208,316480
17682,13,2208,316480
17683,15,1347,316482
17684,13,1347,316482
17685,15,2696,316932
17686,13,2696,316932
17687,15,4664,316933
17688,13,4664,316933
17689,15,5240,316934
17690,13,5240,316934
17691,15,5423,316935
17692,13,5423,316935
17693,15,3323,316938
17694,13,3323,316938
17695,15,3097,316939
17696,13,3097,316939
17697,15,5899,316940
17698,13,5899,316940
17699,15,5099,316944
17700,13,5099,316944
17701,15,4567,316945
17702,13,4567,316945
17703,15,5131,316946
17704,13,5131,316946
17705,15,6828,316951
17706,13,6828,316951
17707,15,4055,316953
17708,13,4055,316953
17709,15,4739,316954
17710,13,4739,316954
17711,15,1368,316962
17712,13,1368,316962
17713,15,2215,316963
17714,13,2215,316963
17715,15,1661,316964
17716,13,1661,316964
17717,6,4774,312973
17718,8,5305,312973
17719,6,9690,314047
17720,8,9781,314047
17721,6,4200,313066
17722,8,3937,313066
17723,6,2198,313121
17724,8,2065,313121
17725,6,5662,313118
17726,8,4228,313118
17727,6,5047,312981
17728,8,4844,312981
17729,6,6653,312976
17730,8,6790,312976
17731,6,5055,312975
17732,8,5148,312975
17733,6,3301,313117
17734,8,3783,313117
17735,12,6207,308186
17736,14,6260,308186
17737,12,9039,308131
17738,14,7220,308131
17739,12,5006,303894
17740,14,4178,303894
17741,12,5117,305170
17742,14,5300,305170
17743,12,5746,304074
17744,14,5225,304074
17745,12,3019,308468
17746,14,3137,308468
17747,12,4283,308487
17748,14,4813,308487
17749,12,9093,304642
17750,14,7602,304642
17751,12,5604,304643
17752,14,6294,304643
17753,12,5911,304688
17754,14,7004,304688
17755,12,7314,304760
17756,14,5512,304760
17757,12,3390,304777
17758,14,3331,304777
17759,12,4064,304861
17760,14,2776,304861
17761,12,5656,310641
17762,14,5143,310641
17763,12,3339,304534
17764,14,2909,304534
17765,12,5447,308589
17766,14,6884,308589
17767,12,5550,310642
17768,14,7802,310642
17769,12,769,308508
17770,14,735,308508
17771,12,3380,308502
17772,14,4077,308502
17773,12,2485,311845
17774,14,2485,311845
17775,12,8627,311846
17776,14,8627,311846
17777,12,7669,311847
17778,14,7669,311847
17779,12,6099,311848
17780,14,6099,311848
17781,12,7099,311849
17782,14,7099,311849
17783,12,5047,311850
17784,14,5047,311850
17785,12,4400,311851
17786,14,4400,311851
17787,12,8290,311852
17788,14,8290,311852
17789,12,3253,311853
17790,14,3253,311853
17791,12,6167,311855
17792,14,6167,311855
17793,12,5008,311856
17794,14,5008,311856
17795,12,5930,311857
17796,14,5930,311857
17797,12,5773,311858
17798,14,5773,311858
17799,12,2915,311859
17800,14,2915,311859
17801,12,5120,311860
17802,14,5120,311860
17803,12,2513,312314
17804,14,2740,312314
17805,12,3375,312315
17806,14,4131,312315
17807,12,3926,312316
17808,14,3751,312316
17809,12,4353,312317
17810,14,5690,312317
17811,12,6993,312320
17812,14,6272,312320
17813,12,6933,312311
17814,14,7677,312311
17815,12,3508,312312
17816,14,4635,312312
17817,12,4518,312313
17818,14,4106,312313
17819,15,3439,316974
17820,6,8343,313030
17821,8,8214,313030
17822,6,7219,313077
17823,8,6505,313077
17824,6,6434,313119
17825,8,6635,313119
17826,6,8172,312368
17827,8,7631,312368
17828,6,3292,313060
17829,8,3029,313060
17830,6,3478,313115
17831,8,3876,313115
17832,12,2002,311798
17833,14,2649,311798
17834,12,2270,311768
17835,14,2116,311768
17836,12,3210,311771
17837,14,3605,311771
17838,12,1812,311919
17839,14,1851,311919
17840,12,6949,309153
17841,14,5141,309153
17842,12,10562,307324
17843,14,10562,307324
17844,12,4991,311513
17845,14,4991,311513
17846,12,5451,311514
17847,14,5451,311514
17848,12,5682,307329
17849,14,5990,307329
17850,12,4453,307327
17851,14,4587,307327
17852,12,5314,307328
17853,14,5745,307328
17854,12,6005,307330
17855,14,6371,307330
17856,12,5030,307331
17857,14,5090,307331
17858,12,3806,307332
17859,14,4508,307332
17860,12,4862,307326
17861,14,4271,307326
17862,12,5341,307333
17863,14,4625,307333
17864,12,5277,307334
17865,14,4361,307334
17866,12,4539,307335
17867,14,5198,307335
17868,12,5382,307325
17869,14,5650,307325
17870,12,6292,307336
17871,14,5475,307336
17872,12,6683,307337
17873,14,6873,307337
17874,12,4897,311620
17875,14,5077,311620
17876,12,6834,307341
17877,14,6285,307341
17878,12,6578,307342
17879,14,5886,307342
17880,12,7049,311598
17881,14,7049,311598
17882,12,3767,311599
17883,14,3767,311599
17884,12,7880,311600
17885,14,7880,311600
17886,12,8238,311601
17887,14,8238,311601
17888,12,9611,311602
17889,14,9611,311602
17890,12,8695,311603
17891,14,8695,311603
17892,12,10438,311604
17893,14,10438,311604
17894,12,9780,311605
17895,14,9780,311605
17896,12,3271,308155
17897,14,3159,308155
17898,12,8084,307343
17899,14,8000,307343
17900,12,7040,307344
17901,14,6718,307344
17902,12,8304,307345
17903,14,6427,307345
17904,12,3682,307346
17905,14,4415,307346
17906,12,8731,307347
17907,14,7328,307347
17908,12,3845,307349
17909,14,3495,307349
17910,12,6533,307352
17911,14,5900,307352
17912,12,4133,307353
17913,14,4222,307353
17914,12,2406,307354
17915,14,1965,307354
17916,12,4602,307355
17917,14,3730,307355
17918,12,5051,312622
17919,14,3838,312622
17920,12,4241,307357
17921,14,4063,307357
17922,12,3908,307356
17923,14,4364,307356
17924,12,5895,307358
17925,14,5639,307358
17926,12,3615,307359
17927,14,4580,307359
17928,12,4223,307360
17929,14,3954,307360
17930,12,3333,307361
17931,14,3183,307361
17932,12,6201,307362
17933,14,5330,307362
17934,12,8411,307363
17935,14,8416,307363
17936,12,5557,307364
17937,14,4889,307364
17938,12,1806,307365
17939,14,2064,307365
17940,12,727,307366
17941,14,717,307366
17942,12,4123,307367
17943,14,2838,307367
17944,12,3266,307368
17945,14,2385,307368
17946,12,7412,307370
17947,14,6407,307370
17948,12,1260,307371
17949,14,1260,307371
17950,12,4282,311606
17951,14,4282,311606
17952,12,6307,311607
17953,14,6307,311607
17954,12,4226,311608
17955,14,4226,311608
17956,12,5452,311609
17957,14,5452,311609
17958,12,5736,311610
17959,14,5736,311610
17960,12,8974,311611
17961,14,8974,311611
17962,12,7506,311612
17963,14,7506,311612
17964,12,8709,307372
17965,14,8877,307372
17966,12,6716,309331
17967,14,8416,309331
17968,12,11909,309332
17969,14,11952,309332
17970,12,9490,309333
17971,14,10123,309333
17972,12,7685,307375
17973,14,6405,307375
17974,12,6300,307378
17975,14,6147,307378
17976,12,5623,307379
17977,14,6339,307379
17978,12,6981,307380
17979,14,6818,307380
17980,12,3388,307381
17981,14,3063,307381
17982,12,4106,307382
17983,14,4415,307382
17984,12,603,307385
17985,14,657,307385
17986,12,3170,307383
17987,14,2460,307383
17988,12,4987,313879
17989,14,5640,313879
17990,12,6175,307350
17991,14,5214,307350
17992,12,13794,307386
17993,14,14628,307386
17994,12,4858,307388
17995,14,5784,307388
17996,12,2708,307389
17997,14,2942,307389
17998,12,9065,307391
17999,14,8641,307391
18000,12,6414,307348
18001,14,7166,307348
18002,12,5945,307395
18003,14,5043,307395
18004,12,8281,307399
18005,14,9064,307399
18006,12,5662,307351
18007,14,4982,307351
18008,12,4518,307373
18009,14,4518,307373
18010,12,10572,307374
18011,14,10572,307374
18012,12,5060,311613
18013,14,5060,311613
18014,12,8252,311614
18015,14,8252,311614
18016,12,11885,311615
18017,14,11885,311615
18018,12,9295,311616
18019,14,9295,311616
18020,12,5000,311617
18021,14,5000,311617
18022,12,11357,311618
18023,14,11357,311618
18024,12,4125,307393
18025,14,4182,307393
18026,12,5213,307394
18027,14,6927,307394
18028,12,5820,312023
18029,13,3439,316974
18030,15,3763,316975
18031,13,3763,316975
18032,15,5333,316976
18033,13,5333,316976
18034,15,3748,316977
18035,13,3748,316977
18036,15,489,317356
18037,13,489,317356
18038,15,19628,317358
18039,13,19628,317358
18040,15,2985,317360
18041,13,2985,317360
18042,15,4481,317361
18043,13,4481,317361
18044,15,1871,317362
18045,13,1871,317362
18046,15,3134,317364
18047,13,3134,317364
18048,15,4030,317365
18049,13,4030,317365
18050,15,2461,317367
18051,13,2461,317367
18052,15,3235,317369
18053,13,3235,317369
18054,15,2496,317370
18055,13,2496,317370
18056,15,3037,317371
18057,13,3037,317371
18058,15,1975,317372
18059,13,1975,317372
18060,15,1937,317374
18061,13,1937,317374
18062,15,3824,317375
18063,13,3824,317375
18064,15,2181,317377
18065,13,2181,317377
18066,15,2506,317378
18067,13,2506,317378
18068,15,3506,317379
18069,13,3506,317379
18070,15,4095,317386
18071,13,4095,317386
18072,15,3329,317387
18073,13,3329,317387
18074,15,2131,317392
18075,13,2131,317392
18076,15,6129,317398
18077,13,6129,317398
18078,15,3192,317399
18079,13,3192,317399
18080,15,588,317400
18081,13,588,317400
18082,15,13499,317402
18083,13,13499,317402
18084,15,8887,317403
18085,13,8887,317403
18086,15,7584,317404
18087,13,7325,317404
18088,15,1666,317406
18089,13,1666,317406
18090,15,4291,304525
18091,13,5521,304525
18092,15,3955,304514
18093,13,4936,304514
18094,15,1749,303900
18095,13,3006,303900
18096,15,5070,304239
18097,13,7699,304239
18098,15,3037,304867
18099,13,3042,304867
18100,15,3343,304567
18101,13,3943,304567
18102,15,2392,304571
18103,13,2904,304571
18104,5,6223,317254
18105,7,5007,317254
18106,12,5090,317254
18107,15,5071,317254
18108,14,5784,317254
18109,13,5233,317254
18110,4,4308,311349
18111,4,3185,303894
18112,4,2884,304861
18113,6,3817,312393
18114,8,4167,312393
18115,6,4311,312387
18116,8,4811,312387
18117,6,8537,312977
18118,8,10529,312977
18119,14,6456,312023
18120,12,4344,312024
18121,14,3959,312024
18122,12,7154,308488
18123,14,6333,308488
18124,12,4860,312356
18125,14,4895,312356
18126,12,3893,311769
18127,14,3730,311769
18128,12,1836,311913
18129,14,1978,311913
18130,12,2802,311917
18131,14,2852,311917
18132,12,2458,312000
18133,14,2150,312000
18134,12,1401,311794
18135,14,1327,311794
18136,12,1652,311795
18137,14,2256,311795
18138,12,1877,311999
18139,14,2167,311999
18140,12,2111,311793
18141,14,1660,311793
18142,12,7486,311563
18143,14,7475,311563
18144,12,8362,311579
18145,14,7206,311579
18146,12,5574,311689
18147,14,6503,311689
18148,12,6110,311686
18149,14,6382,311686
18150,12,4372,311580
18151,14,5128,311580
18152,12,6682,311672
18153,14,6199,311672
18154,12,4575,311590
18155,14,4782,311590
18156,12,4615,311673
18157,14,4847,311673
18158,12,2972,311687
18159,14,3002,311687
18160,12,2740,311796
18161,14,3554,311796
18162,12,2055,311799
18163,14,2483,311799
18164,12,1452,311797
18165,14,2067,311797
18166,12,1355,311767
18167,14,989,311767
18168,12,3396,311770
18169,14,3397,311770
18170,12,2517,311772
18171,14,2706,311772
18172,12,1647,311910
18173,14,1375,311910
18174,12,2727,311920
18175,14,2185,311920
18176,12,2898,312001
18177,14,2017,312001
18178,12,2654,311998
18179,14,2452,311998
18180,12,4506,311591
18181,14,5842,311591
18182,12,5385,311688
18183,14,7609,311688
18184,12,1900,311909
18185,14,1768,311909
18186,12,1239,313059
18187,14,1224,313059
18188,6,10521,312966
18189,8,11286,312966
18190,6,2317,313654
18191,8,2642,313654
18192,6,4793,313120
18193,8,4218,313120
18194,6,2135,316427
18195,8,2807,316427
18196,6,2831,316428
18197,8,2614,316428
18198,6,2016,316429
18199,8,1978,316429
18200,6,1490,316430
18201,8,1505,316430
18202,6,2552,316431
18203,8,2502,316431
18204,6,2112,316432
18205,8,2052,316432
18206,6,3516,316433
18207,8,3982,316433
18208,6,1040,316434
18209,8,940,316434
18210,6,3860,316435
18211,8,3630,316435
18212,6,1780,316436
18213,8,1715,316436
18214,6,3549,316437
18215,8,3432,316437
18216,6,1265,316438
18217,8,1476,316438
18218,6,2938,316439
18219,8,2868,316439
18220,6,4448,316440
18221,8,4929,316440
18222,6,831,316441
18223,8,903,316441
18224,6,1796,316442
18225,8,2147,316442
18226,6,2258,316443
18227,8,2861,316443
18228,6,3236,316444
18229,8,3713,316444
18230,6,1876,316445
18231,8,1798,316445
18232,6,1254,316446
18233,8,1838,316446
18234,6,4812,316447
18235,8,5234,316447
18236,6,3118,316448
18237,8,3592,316448
18238,6,1083,316449
18239,8,929,316449
18240,6,1951,316450
18241,8,1891,316450
18242,6,1823,316451
18243,8,1753,316451
18244,6,3158,316468
18245,8,3115,316468
18246,6,1533,316471
18247,8,1462,316471
18248,6,4418,316472
18249,8,4378,316472
18250,6,7367,316473
18251,8,7367,316473
18252,6,1994,316475
18253,8,2070,316475
18254,6,6606,316476
18255,8,6526,316476
18256,6,1984,316477
18257,8,1984,316477
18258,6,4922,316479
18259,8,5010,316479
18260,6,2123,316480
18261,8,2208,316480
18262,6,1104,316482
18263,8,1343,316482
18264,6,1976,316932
18265,12,7392,312967
18266,14,5898,312967
18267,12,9565,312978
18268,14,8995,312978
18269,12,6093,312973
18270,14,6250,312973
18271,12,10590,314047
18272,14,8298,314047
18273,12,4474,313066
18274,14,4194,313066
18275,12,2258,313121
18276,14,2076,313121
18277,12,5038,313118
18278,14,4516,313118
18279,12,5378,312981
18280,14,3331,312981
18281,8,2696,316932
18282,6,3465,316933
18283,8,4664,316933
18284,6,4011,316934
18285,8,5240,316934
18286,6,4161,316935
18287,8,5423,316935
18288,6,2723,316938
18289,8,3323,316938
18290,6,2577,316939
18291,8,3097,316939
18292,6,4664,316940
18293,8,5899,316940
18294,6,4480,316944
18295,8,5099,316944
18296,6,3893,316945
18297,8,4567,316945
18298,6,4528,316946
18299,8,5131,316946
18300,6,6278,316951
18301,8,6828,316951
18302,6,3445,316953
18303,8,4055,316953
18304,6,4222,316954
18305,8,4739,316954
18306,6,1451,316962
18307,8,1413,316962
18308,6,3246,316963
18309,8,2247,316963
18310,6,1331,316964
18311,8,1711,316964
18312,6,2716,316974
18313,8,3439,316974
18314,6,2704,316975
18315,8,3763,316975
18316,6,4425,316976
18317,8,5333,316976
18318,6,2705,316977
18319,8,3748,316977
18320,6,487,317356
18321,8,489,317356
18322,6,19872,317358
18323,8,19628,317358
18324,6,2232,317360
18325,8,2985,317360
18326,6,3990,317361
18327,8,4481,317361
18328,6,1287,317362
18329,8,1871,317362
18330,6,3281,317364
18331,8,3134,317364
18332,6,4118,317365
18333,8,4030,317365
18334,6,2434,317367
18335,8,2461,317367
18336,6,2190,317369
18337,8,3235,317369
18338,6,2092,317370
18339,8,2496,317370
18340,6,3120,317371
18341,8,3037,317371
18342,6,2080,317372
18343,8,1975,317372
18344,6,2016,317374
18345,8,1937,317374
18346,6,2931,317375
18347,8,3824,317375
18348,6,1563,317377
18349,8,2181,317377
18350,6,2541,317378
18351,8,2506,317378
18352,6,3624,317379
18353,8,3506,317379
18354,6,3903,317386
18355,8,4094,317386
18356,6,3356,317387
18357,8,3331,317387
18358,6,1994,317392
18359,8,2126,317392
18360,6,6145,317398
18361,8,6129,317398
18362,6,3453,317399
18363,8,3187,317399
18364,6,659,317400
18365,8,593,317400
18366,6,13137,317402
18367,8,13505,317402
18368,6,7962,317403
18369,8,8887,317403
18370,6,6804,317404
18371,8,7209,317404
18372,6,1678,317406
18373,8,1665,317406
18374,6,5201,304525
18375,8,5663,304525
18376,6,5387,304514
18377,8,4133,304514
18378,6,2631,303900
18379,8,2441,303900
18380,6,6461,304239
18381,8,6786,304239
18382,6,2764,304867
18383,8,3086,304867
18384,6,3723,304567
18385,8,2953,304567
18386,6,2517,304571
18387,8,2277,304571
18388,6,8628,317254
18389,8,7584,317254
18390,12,7049,312976
18391,14,7293,312976
18392,12,4883,312975
18393,14,5390,312975
18394,12,3976,313117
18395,14,3628,313117
18396,12,8611,313030
18397,14,7713,313030
18398,12,6055,313077
18399,14,7116,313077
18400,12,5742,313119
18401,14,6234,313119
18402,12,6539,312368
18403,14,6905,312368
18404,12,3557,313060
18405,14,2757,313060
18406,12,3996,313115
18407,14,3925,313115
18408,5,4335,304996
18409,7,4622,304996
18410,5,4577,304637
18411,7,4746,304637
18412,5,4046,304639
18413,7,4666,304639
18414,5,4042,304673
18415,7,4227,304673
18416,5,5220,304780
18417,7,6065,304780
18418,5,1393,304965
18419,7,1162,304965
18420,5,3715,304986
18421,7,3470,304986
18422,5,4105,311946
18423,7,4475,311946
18424,5,6319,311945
18425,7,6061,311945
18426,5,4288,311944
18427,7,5337,311944
18428,5,6054,311943
18429,7,6837,311943
18430,5,4087,311942
18431,7,4949,311942
18432,5,4976,311941
18433,7,6804,311941
18434,5,9516,311940
18435,7,11154,311940
18436,5,10952,311939
18437,7,12391,311939
18438,5,5778,311938
18439,7,5969,311938
18440,5,7463,311937
18441,7,8484,311937
18442,5,6064,311936
18443,7,6921,311936
18444,5,7430,311935
18445,7,8542,311935
18446,5,6859,311934
18447,7,7837,311934
18448,5,5792,311933
18449,7,7407,311933
18450,5,6111,311951
18451,7,6664,311951
18452,5,6707,311950
18453,7,6821,311950
18454,5,8691,311949
18455,7,10029,311949
18456,5,6805,311948
18457,7,7921,311948
18458,5,4843,310655
18459,7,4793,310655
18460,5,2557,310656
18461,7,2242,310656
18462,5,5043,311113
18463,7,5812,311113
18464,5,1911,311114
18465,7,2606,311114
18466,5,6681,311116
18467,7,8963,311116
18468,5,5203,311119
18469,7,5282,311119
18470,5,6250,311139
18471,7,7169,311139
18472,5,4702,311144
18473,7,4868,311144
18474,5,7112,311240
18475,7,7388,311240
18476,5,5966,311241
18477,7,5151,311241
18478,5,4100,311245
18479,7,3910,311245
18480,5,3854,311247
18481,7,3684,311247
18482,5,2963,311249
18483,7,3758,311249
18484,5,4533,311250
18485,7,5027,311250
18486,5,4190,311257
18487,7,4546,311257
18488,5,4859,311256
18489,7,5705,311256
18490,5,4947,311263
18491,7,4896,311263
18492,5,5057,311254
18493,7,4542,311254
18494,5,6824,311253
18495,7,7205,311253
18496,5,3399,311303
18497,7,4245,311303
18498,5,4323,311304
18499,7,4609,311304
18500,5,5331,310972
18501,7,6591,310972
18502,5,3274,310973
18503,7,4008,310973
18504,5,5090,311554
18505,7,6238,311554
18506,5,3791,311556
18507,7,4308,311556
18508,5,7966,311262
18509,7,9257,311262
18510,5,6857,311691
18511,7,7528,311691
18512,5,4987,310746
18513,7,5312,310746
18514,5,6209,311565
18515,7,5346,311565
18516,5,3983,311549
18517,7,4120,311549
18518,5,3258,311550
18519,7,3055,311550
18520,5,4286,311576
18521,7,5245,311576
18522,5,4719,311577
18523,7,5077,311577
18524,5,6739,311647
18525,12,2921,312393
18526,14,3333,312393
18527,12,3841,312387
18528,14,4167,312387
18529,12,10284,312977
18530,14,10230,312977
18531,7,8041,311647
18532,5,5821,311648
18533,7,6069,311648
18534,5,6983,311665
18535,7,7546,311665
18536,5,5025,311666
18537,7,4960,311666
18538,5,3622,311546
18539,7,2729,311546
18540,5,7100,309165
18541,7,9661,309165
18542,5,4725,311921
18543,7,6218,311921
18544,5,4744,311349
18545,7,5915,311349
18546,5,6950,309078
18547,7,6944,309078
18548,5,6036,309184
18549,7,5963,309184
18550,5,6356,308186
18551,7,7476,308186
18552,5,9267,308131
18553,7,9859,308131
18554,5,3296,303894
18555,7,3645,303894
18556,5,5400,305170
18557,7,5669,305170
18558,5,3792,304074
18559,7,5677,304074
18560,5,3305,308468
18561,7,3495,308468
18562,5,4925,308487
18563,7,5961,308487
18564,5,8287,304642
18565,7,9407,304642
18566,5,6127,304643
18567,7,7069,304643
18568,5,6994,304688
18569,7,7324,304688
18570,5,6907,304760
18571,7,6835,304760
18572,5,3584,304777
18573,7,2670,304777
18574,5,2854,304861
18575,7,3269,304861
18576,5,5365,310641
18577,7,5200,310641
18578,5,3487,304534
18579,7,3480,304534
18580,5,6862,308589
18581,7,4860,308589
18582,5,6944,310642
18583,7,6440,310642
18584,12,11161,312966
18585,14,10431,312966
18586,12,3140,313654
18587,14,2510,313654
18588,12,4809,313120
18589,14,3804,313120
18590,12,2807,316427
18591,14,2807,316427
18592,12,2614,316428
18593,14,2614,316428
18594,12,1978,316429
18595,14,1978,316429
18596,12,1502,316430
18597,14,1502,316430
18598,12,2502,316431
18599,14,2502,316431
18600,12,2052,316432
18601,14,2052,316432
18602,12,3982,316433
18603,14,3982,316433
18604,12,940,316434
18605,14,940,316434
18606,12,3630,316435
18607,14,3630,316435
18608,12,1715,316436
18609,14,1715,316436
18610,12,3432,316437
18611,14,3432,316437
18612,12,1476,316438
18613,14,1476,316438
18614,12,2868,316439
18615,14,2868,316439
18616,12,4929,316440
18617,14,4929,316440
18618,12,903,316441
18619,14,903,316441
18620,12,2147,316442
18621,14,2147,316442
18622,12,2861,316443
18623,14,2861,316443
18624,12,3713,316444
18625,14,3713,316444
18626,12,1798,316445
18627,14,1798,316445
18628,12,1838,316446
18629,14,1838,316446
18630,12,5234,316447
18631,14,5234,316447
18632,12,3592,316448
18633,14,3592,316448
18634,12,929,316449
18635,14,929,316449
18636,12,1891,316450
18637,14,1891,316450
18638,12,1753,316451
18639,14,1753,316451
18640,5,840,308508
18641,7,768,308508
18642,5,3270,308502
18643,7,2890,308502
18644,5,2485,311845
18645,7,2485,311845
18646,5,8627,311846
18647,7,8627,311846
18648,5,7669,311847
18649,7,7669,311847
18650,5,6099,311848
18651,7,6099,311848
18652,5,7099,311849
18653,7,7099,311849
18654,5,5047,311850
18655,7,5047,311850
18656,5,4400,311851
18657,7,4400,311851
18658,5,8290,311852
18659,7,8290,311852
18660,5,3253,311853
18661,7,3253,311853
18662,5,6167,311855
18663,7,6167,311855
18664,5,5008,311856
18665,7,5008,311856
18666,5,5930,311857
18667,7,5930,311857
18668,5,5773,311858
18669,7,5773,311858
18670,5,2915,311859
18671,7,2915,311859
18672,5,5120,311860
18673,7,5120,311860
18674,5,2434,312314
18675,7,2741,312314
18676,5,3459,312315
18677,7,3318,312315
18678,5,4215,312316
18679,7,4415,312316
18680,5,5312,312317
18681,7,6320,312317
18682,5,6185,312320
18683,7,5728,312320
18684,5,6243,312311
18685,7,6091,312311
18686,5,3999,312312
18687,7,4372,312312
18688,5,3489,312313
18689,7,4287,312313
18690,5,1666,311798
18691,7,1659,311798
18692,5,3805,311768
18693,7,2090,311768
18694,5,3610,311771
18695,7,3108,311771
18696,5,2044,311919
18697,7,1739,311919
18698,5,6029,309153
18699,7,6796,309153
18700,5,10562,307324
18701,7,10562,307324
18702,5,4991,311513
18703,7,4991,311513
18704,5,5451,311514
18705,7,5451,311514
18706,5,5228,307329
18707,7,4951,307329
18708,5,4481,307327
18709,7,5565,307327
18710,5,5136,307328
18711,7,4962,307328
18712,5,6051,307330
18713,7,5882,307330
18714,5,5792,307331
18715,7,5474,307331
18716,5,3816,307332
18717,7,3246,307332
18718,5,4410,307326
18719,7,3562,307326
18720,5,5421,307333
18721,7,5122,307333
18722,5,4190,307334
18723,7,4043,307334
18724,5,4354,307335
18725,7,4092,307335
18726,5,5151,307325
18727,7,6095,307325
18728,5,6277,307336
18729,7,5767,307336
18730,5,7625,307337
18731,7,7382,307337
18732,5,5581,311620
18733,7,5856,311620
18734,5,7082,307341
18735,7,6173,307341
18736,5,6315,307342
18737,7,6814,307342
18738,5,7049,311598
18739,7,7049,311598
18740,5,3767,311599
18741,7,3767,311599
18742,5,7880,311600
18743,7,7880,311600
18744,5,8238,311601
18745,7,8238,311601
18746,5,9611,311602
18747,7,9611,311602
18748,5,8695,311603
18749,7,8695,311603
18750,5,10438,311604
18751,7,10438,311604
18752,5,9780,311605
18753,7,9780,311605
18754,5,3420,308155
18755,7,3391,308155
18756,5,8024,307343
18757,7,8048,307343
18758,5,7038,307344
18759,7,6706,307344
18760,5,8857,307345
18761,7,8303,307345
18762,5,3576,307346
18763,7,3477,307346
18764,5,8654,307347
18765,7,8139,307347
18766,5,4312,307349
18767,7,4225,307349
18768,5,6997,307352
18769,7,6811,307352
18770,5,4097,307353
18771,7,3803,307353
18772,5,2375,307354
18773,7,2751,307354
18774,5,4647,307355
18775,7,4649,307355
18776,5,4832,312622
18777,7,4968,312622
18778,5,4691,307357
18779,7,5273,307357
18780,5,3802,307356
18781,7,3374,307356
18782,5,6417,307358
18783,7,6282,307358
18784,5,3982,307359
18785,7,3392,307359
18786,5,5013,307360
18787,7,4744,307360
18788,5,2910,307361
18789,7,2809,307361
18790,5,5780,307362
18791,7,6257,307362
18792,5,9750,307363
18793,7,9483,307363
18794,5,5344,307364
18795,7,5597,307364
18796,5,1700,307365
18797,7,1602,307365
18798,5,718,307366
18799,7,790,307366
18800,5,3546,307367
18801,7,3565,307367
18802,5,2942,307368
18803,7,3084,307368
18804,5,7472,307370
18805,7,7030,307370
