SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7251,0,-1,10,143143
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7252,0,-1,10,143144
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7253,0,-1,10,143096
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7254,0,-1,10,143104
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7255,0,-1,10,143135
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7256,0,-1,10,143136
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7257,0,-1,10,143112
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7258,0,-1,10,143125
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7259,0,-1,10,143145
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7260,0,-1,10,143146
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7261,0,-1,10,143117
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7262,0,-1,10,143122
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7263,0,-1,10,143126
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7264,0,-1,10,143137
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7265,0,-1,10,143147
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7266,0,-1,10,143152
|cFFFFD200Beruf:|r Lederverarbeitung von Pandaria (75)|n|cFFFFD200Entdeckung:|r Gehärteter prächtiger Balg,7267,0,-1,10,143158
|cFFFFD200Beute von:|r Weltbeute von Pandaria|n|cFFFFD200Gegenstand: |rMuster: Himmlischer Stoff und seine Verwendung,7268,0,-1,0,143011
|cFFFFD200Beute von:|r Weltbeute|n|cFFFFD200Gegenstand:|r Pläne: Ausgeglichener Trilliumbarren und seine Verwendung,7269,0,-1,0,143255
|cFFFFD200Beute von:|r Weltbeute|n|cFFFFD200Gegenstand:|r Bauplan: Chefingenieur Jards Tagebuch,7270,0,-1,0,143714
|cFFFFD200Beute von: |rWeltkreaturen,7271,0,-1,0,146613
|cFFFFD200Beute von: |rWeltkreaturen,7272,0,-1,0,146638
|cFFFFD200Beute von:|r Weltbeute|n|cFFFFD200Gegenstand:|r Pläne: Ausgeglichener Trilliumbarren und seine Verwendung,7273,0,-1,0,146921
|cFFFFD200Beute von:|r Weltbeute von Pandaria|n|cFFFFD200Gegenstand:|r Muster: Gehärtete prächtige Bälge und ihre Verwendung,7274,0,-1,0,146923
|cFFFFD200Beute von:|r Weltbeute von Pandaria|n|cFFFFD200Gegenstand: |rMuster: Himmlischer Stoff und seine Verwendung,7275,0,-1,0,146925
|cFFFFD200Beruf:|r Inschriftenkunde (75)|n|cFFFFD200Entdeckung:|r Forschung: Mitternachtstinte,7278,0,-1,10,148266
|cFFFFD200Beruf:|r Inschriftenkunde (150)|n|cFFFFD200Entdeckung:|r Forschung: Jadefeuertinte,7281,0,-1,10,148270
|cFFFFD200Beruf:|r Inschriftenkunde (100)|n|cFFFFD200Entdeckung:|r Forschung: Löwentinte,7282,0,-1,10,148271
|cFFFFD200Beruf:|r Inschriftenkunde von Pandaria (1)|n|cFFFFD200Entdeckung:|r Forschung: Traumtinte,7287,0,-1,10,148274
|cFFFFD200Beute von: |rWeltkreaturen,7288,0,-1,0,148275
|cFFFFD200Beruf:|r Inschriftenkunde der Scherbenwelt (1)|n|cFFFFD200Entdeckung:|r Forschung: Astraltinte|n,7289,0,-1,10,148276
|cFFFFD200Beruf:|r Inschriftenkunde (25)|n|cFFFFD200Entdeckung:|r Forschung: Mondlichttinte,7290,0,-1,10,148278
|cFFFFD200Beruf:|r Inschriftenkunde (100)|n|cFFFFD200Entdeckung:|r Forschung: Löwentinte,7294,0,-1,10,148281
|cFFFFD200Beruf:|r Inschriftenkunde (75)|n|cFFFFD200Entdeckung:|r Forschung: Mitternachtstinte,7295,0,-1,10,148282
|cFFFFD200Beruf:|r Inschriftenkunde (200)|n|cFFFFD200Entdeckung:|r Forschung: Firmamenttinte,7305,0,-1,10,148292
|cFFFFD200Verkäufer: |rNonn Drillingsratsche|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,7346,0,0,2,177169
|cFFFFD200Verkäufer:|r Mary Kearie|n|cFFFFD200Gegenstand:|r Eine Abhandlung über die Alchemie Draenors|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Katherine Joplin|n|cFFFFD200Gegenstand:|r Eine Abhandlung über die Alchemie Draenors|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7347,0,1,2,156585
|cFFFFD200Verkäufer:|r Mary Kearie|n|cFFFFD200Gegenstand:|r Eine Abhandlung über die Alchemie Draenors|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Katherine Joplin|n|cFFFFD200Gegenstand:|r Eine Abhandlung über die Alchemie Draenors|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7348,0,1,2,156587
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7354,0,0,2,156560
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7355,0,0,2,156561
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7357,0,0,2,156563
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7358,0,0,2,156564
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7361,0,0,2,156568
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7362,0,0,2,156569
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7364,0,0,2,156571
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7365,0,0,2,156572
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7369,0,0,2,156576
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,7370,0,0,2,156577
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,7371,0,0,2,156578
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,7372,0,0,2,156579
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,7373,0,0,2,156580
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,7374,0,0,2,156581
|cFFFFD200Verkäufer:|r Albert de Hyde|n|cFFFFD200Gegenstand:|r Eine Abhandlung über die Alchemie Draenors|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Frostwall|n|n|cFFFFD200Verkäufer:|r Joshua Alvarez|n|cFFFFD200Gegenstand:|r Eine Abhandlung über die Alchemie Draenors|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7375,0,0,2,156582
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7376,0,0,2,162403
|cFFFFD200Verkäufer: |rJoshua Alvarez|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7377,0,0,2,156584
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7390,0,0,2,159673
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7391,0,0,2,158877
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7392,0,0,2,158878
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7393,0,0,2,158879
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7394,0,0,2,158881
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7395,0,0,2,159672
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7396,0,0,2,158884
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7397,0,0,2,158885
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7398,0,0,2,158886
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7399,0,0,2,158889
|cFFFFD200Verkäufer:|r Ayada die Weiße|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Bob|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7400,0,1,2,159236
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7401,0,0,2,159235
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7402,0,0,2,158892
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7403,0,0,2,158893
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7404,0,0,2,158894
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7405,0,0,2,158896
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7406,0,0,2,159671
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7407,0,0,2,158899
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7408,0,0,2,158900
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7409,0,0,2,158901
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7410,0,0,2,158903
|cFFFFD200Verkäufer:|r Ayada die Weiße|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Bob|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7411,0,1,2,158907
|cFFFFD200Verkäufer:|r Ayada die Weiße|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Bob|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7412,0,1,2,158908
|cFFFFD200Verkäufer:|r Ayada die Weiße|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Bob|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7413,0,1,2,158909
|cFFFFD200Verkäufer:|r Ayada die Weiße|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Bob|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7414,0,1,2,158911
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7415,0,0,2,158914
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7416,0,0,2,158915
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7417,0,0,2,158916
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7418,0,0,2,158918
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7419,0,0,2,162195
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7420,0,0,2,162196
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7421,0,0,2,162197
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7422,0,0,2,162198
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7423,0,0,2,162199
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r5|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7424,0,0,2,169076
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7425,0,0,2,162202
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7426,0,0,2,162203
|cFFFFD200Verkäufer:|r Zaren Hoffle|n|cFFFFD200Gegenstand:|r Ingenieurskunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Sean Fangleine|n|cFFFFD200Gegenstand:|r Ingenieurskunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7427,0,1,2,162204
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7428,0,0,2,162205
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7429,0,0,2,162206
|cFFFFD200Verkäufer:|r Zaren Hoffle|n|cFFFFD200Gegenstand:|r Ingenieurskunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Sean Fangleine|n|cFFFFD200Gegenstand:|r Ingenieurskunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7430,0,1,2,162207
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7432,0,0,2,162209
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7433,0,0,2,162210
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7434,0,0,2,169078
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7436,0,0,2,162214
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7437,0,0,2,162216
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7438,0,0,2,162217
|cFFFFD200Verkäufer: |rNik Stahlringer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7439,0,0,2,162218
|cFFFFD200Verkäufer:|r Zaren Hoffle|n|cFFFFD200Gegenstand:|r Ingenieurskunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Sean Fangleine|n|cFFFFD200Gegenstand:|r Ingenieurskunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7440,0,1,2,169080
|cFFFFD200Verkäufer: |rGed'kah|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Kosten: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7441,0,0,2,159674
|cFFFFD200Verkäufer:|r Ayada die Weiße|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Mondsturz|n|n|cFFFFD200Verkäufer:|r Bob|n|cFFFFD200Gegenstand:|r Verzauberkunst von Draenor|n|cFFFFD200Kosten:|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200Zone:|r Ashran,7515,0,1,2,162948
|cFFFFD200Berufsausbilder: |rLederverarbeitung des Kataklysmus (1)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7516,0,-1,3,163216
|cFFFFD200Berufsausbilder: |rLederverarbeitung des Kataklysmus (1)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7517,0,-1,3,163218
|cFFFFD200Beruf: |rLederverarbeitung von Pandaria (1)|n|cFFFFD200Lehrer: |rReinpelz|n|cFFFFD200Zone: |rKun-Lai-Gipfel|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7518,0,-1,3,163220
|cFFFFD200Berufsausbilder: |rLederverarbeitung von Nordend (1)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7519,0,-1,3,163222
|cFFFFD200Berufsausbilder: |rLederverarbeitung von Nordend (1)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7520,0,-1,3,163223
|cFFFFD200Berufsausbilder: |rLederverarbeitung von Nordend (1)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7521,0,-1,3,163224
|cFFFFD200Berufsausbilder: |rLederverarbeitung der Scherbenwelt (1)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7522,0,-1,3,163225
