Name_lang,InitialRotation[0],InitialRotation[1],InitialRotation[2],ID,Field_12_0_0_63534_003,GameObjectID,Flags,Type,ModelType,ModelFileDataID,ThumbnailFileDataID,WeightCost,ItemID,InitialScale,Field_12_0_0_63534_013,OrderIndex,Field_12_0_0_63534_015,Field_12_0_0_63534_016,UiModelSceneID
Schatz der Kaldorei,0,0,0,1887,0,0,3,1,1,1349622,7422161,3,245703,1,10,405,2,0,0
Fass aus Bel'ameth,0,0,0,1888,0,0,3,1,1,4690345,7422165,1,245704,1,10,406,2,0,0
Halbmondlaternenmast,0,0,0,1889,0,0,2,1,1,1096777,7422169,3,245739,1,10,407,2,0,0
Überwuchertes Rankgerüst der Arathi,0,0,0,1893,0,0,3,1,1,5360239,7422173,5,245938,1,10,408,2,0,0
Leerenverderbter Brunnen,0,0,0,1894,0,0,259,1,1,6905006,7422177,5,245939,1,0,409,3,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Special_TeleportPad01.m2,0,0,0,1895,0,0,131,1,1,6024535,7422181,0,245940,1,0,955,0,0,0
Fokus des Silbermondsanktums,0,0,0,1896,0,0,3,1,1,6075053,7422185,3,245941,1,10,925,2,0,0
Weisenwallfenster,0,0,0,1900,0,0,2,2,1,6988296,7422189,3,245984,1,10,410,2,0,0
Schwebende azurblaue Laterne,0,0,0,1901,0,0,3,1,1,6005281,7422193,1,245985,1,10,822,2,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_LanternHanging01.m2,0,0,0,1902,0,0,130,1,1,6005282,7116684,0,245986,1,0,871,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_LanternHanging02.m2,0,0,0,1903,0,0,130,1,1,6005283,7116685,0,245987,1,0,926,0,0,0
[DNT] 12BE_BloodElf_Lighting_LanternFloating01_Off.m2 - DO NOT USE - no off lights,0,0,0,1904,0,0,131,1,1,6023438,7422205,100,245988,1,0,927,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Navigation_RootPortal01.m2,0,0,0,1905,0,0,131,1,1,6930892,0,0,245989,1,0,928,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_Chandelier02.m2,0,0,0,1906,0,0,131,3,1,6985811,7422213,0,245990,1,0,872,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_Candle02.m2,0,0,0,1907,0,0,131,1,1,6985812,7422217,0,245991,1,0,823,0,0,0
Verzierter Kronleuchter aus Silbermond,0,0,0,1908,0,0,2,1,1,6985813,7422221,2,245992,1,10,873,2,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_LanternFloating02.m2,0,0,0,1909,0,0,131,1,1,6985814,7422225,0,245993,1,0,929,0,0,0
Orangefarbenes Sitzkissen aus Suramar,0,0,0,1919,0,0,3,1,1,1390430,7422229,1,246001,1,10,411,2,0,0
Rotes Sitzkissen aus Suramar,0,0,0,1920,0,0,3,1,1,1390431,7422233,1,246002,1,10,412,2,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_LanternHanging03.m2,0,0,0,1926,0,0,130,1,1,6005284,7116686,0,246007,1,0,930,0,0,0
[DNT] 12BE_BloodElf_Lighting_LanternHanging01_Off.m2 - DO NOT USE - no off lights,0,0,0,1927,0,0,130,1,1,6023439,7116687,100,246008,1,0,874,0,0,0
[DNT] 12BE_BloodElf_Lighting_LanternHanging02_Off.m2 - DO NOT USE - no off lights,0,0,0,1928,0,0,130,1,1,6023440,7116688,100,246009,1,0,948,0,0,0
[DNT] 12BE_BloodElf_Lighting_LanternHanging03_Off.m2 - DO NOT USE - no off lights,0,0,0,1929,0,0,130,1,1,6023441,7116689,100,246010,1,0,875,0,0,0
[DNT] Silvermoon Small Platform - WMO - DO NOT USE,0,0,0,1938,0,0,192,1,2,6892407,7135448,3,246014,1,0,413,0,0,0
[DNT] Silvermoon Large Platform - WMO - DO NOT USE,0,0,0,1943,0,0,192,1,2,6892408,7135447,5,246017,1,0,414,0,5,0
[DNT] Silvermoon Round Platform - WMO - DO NOT USE,0,0,0,1944,0,0,192,1,2,6892410,7135446,5,246018,1,0,415,0,4,0
[DNT] Silvermoon Beam Platform - WMO - DO NOT USE,0,0,0,1948,0,0,192,1,2,6892409,7135445,1,246019,1,0,416,0,5,0
[DNT] Silvermoon Angled Platform - WMO - DO NOT USE,0,0,0,1950,0,0,192,1,2,6892411,7135449,5,246020,1,0,417,0,0,0
[DNT] Bel'ameth Beam Platform - WMO - DO NOT USE,0,0,0,1952,0,0,192,1,2,6892494,7135467,1,246021,1,0,418,0,5,0
[DNT] Bel'ameth Round Platform - WMO - DO NOT USE,0,0,0,1953,0,0,192,1,2,6892495,7135468,5,246022,1,0,419,0,4,0
[DNT] Bel'ameth Large Platform - WMO - DO NOT USE,0,0,0,1954,0,0,192,1,2,6892493,7135469,5,246023,1,0,420,0,5,0
[DNT] Bel'ameth Small Platform - WMO - DO NOT USE,0,0,0,1955,0,0,192,1,2,6892492,7135470,3,246024,1,0,421,0,0,0
[DNT] Bel'ameth Angled Platform - WMO - DO NOT USE,0,0,0,1956,0,0,192,1,2,6892496,7135471,5,246025,1,0,422,0,0,0
[DNT] Orgrimmar Beam Platform - WMO - DO NOT USE,0,0,0,1957,0,0,192,1,2,6921725,7135489,1,246026,1,0,423,0,5,0
[DNT] Orgrimmar Round Platform - WMO - DO NOT USE,0,0,0,1958,0,0,192,1,2,6921726,7135490,5,246027,1,0,424,0,4,0
[DNT] Orgrimmar Large Platform - WMO - DO NOT USE,0,0,0,1959,0,0,192,1,2,6921727,7135491,5,246028,1,0,425,0,5,0
[DNT] Orgrimmar Small Platform - WMO - DO NOT USE,0,0,0,1960,0,0,192,1,2,6921728,7135492,3,246029,1,0,426,0,0,0
[DNT] Orgrimmar Angled Platform - WMO - DO NOT USE,0,0,0,1961,0,0,192,1,2,6921729,7135493,5,246030,1,0,427,0,0,0
[DNT] Stormwind Beam Platform - WMO - DO NOT USE,0,0,0,1962,0,0,192,1,2,6904656,7135454,1,246031,1,0,428,0,5,0
[DNT] Stormwind Round Platform - WMO - DO NOT USE,0,0,0,1963,0,0,192,1,2,6904657,7135455,5,246032,1,0,429,0,4,0
[DNT] Stormwind Large Platform - WMO - DO NOT USE,0,0,0,1964,0,0,192,1,2,6904658,7135456,5,246033,1,0,430,0,5,0
[DNT] Stormwind Small Platform - WMO - DO NOT USE,0,0,0,1965,0,0,192,1,2,6904659,7135457,3,246034,1,0,431,0,0,0
[DNT] Stormwind Angled Platform - WMO - DO NOT USE,0,0,0,1966,0,0,192,1,2,6904660,7135458,5,246035,1,0,432,0,0,0
Hochlehniger Stuhl aus Orgrimmar,0,0,0,1977,0,553606,3,1,1,6379058,7422253,3,246036,1,0,433,1,0,0
Eisenverstärkter Holzständer,0,0,0,1978,0,0,3,1,1,6379073,7422257,1,246037,1,0,434,1,0,0
Gesteppter Lederteppich,0,0,0,1979,0,0,3,4,1,6389812,7422261,5,246038,1,0,435,1,1,0
Schickimicki-Goblinlichterkette,0,0,0,1984,0,0,3,3,1,6914980,7422265,1,246066,1,10,436,2,0,0
Holztisch aus Bel'ameth,0,0,0,1987,0,0,3,1,1,4690346,7422269,3,246089,1,10,437,2,0,0
[DNT] Amirdrassil Stool - DO NOT USE - new asset,0,0,0,1988,0,553743,128,1,1,4690350,7422273,1,246090,1,0,438,2,0,0
Handwerkerzelt aus Bel'ameth,0,0,0,1989,0,0,3,1,1,4871267,7422277,5,246091,0.8,10,439,2,0,0
Kleines Zelt aus Bel'ameth,0,0,0,1990,0,0,3,1,1,4196083,7422281,5,246100,1,10,440,2,0,0
Kleiner Holzhocker,0,0,0,1991,0,553787,3,1,1,6390428,7422285,1,246101,1,0,441,1,0,0
Großer Holztisch mit Tischläufer,0,0,0,1992,0,0,3,1,1,6390432,7422289,3,246102,1,0,442,1,0,0
Kleiner Holznachttisch,0,0,0,1993,0,0,3,1,1,6390436,7422293,1,246103,1,0,443,1,0,0
Geschnitzte Holzkiste,0,0,0,1994,0,0,3,1,1,6390443,7422297,1,246104,1,0,444,1,0,0
Stabiler Waffenständer,0,0,0,1995,0,0,3,1,1,6390448,7422301,3,246105,1,0,445,1,0,0
Hölzerner Kerzenleuchter,0,0,0,1996,0,567758,2,1,1,6390548,7422305,1,246106,1,0,446,1,1,0
Großer stabiler Holztisch,0,0,0,1997,0,0,3,1,1,6435012,7422309,3,246107,1,0,447,1,0,0
Verzierter Zwergenfoliant,0,0,0,1998,0,0,3,1,1,6436349,7422313,1,246108,1,10,448,2,0,0
Offene geschnitzte Holzkiste,0,0,0,1999,0,0,3,1,1,6712066,7422317,1,246109,1,0,449,1,0,0
Filigrane Mondwandleuchte,0,0,0,2000,0,0,2,2,1,6980565,7422321,1,246110,1,10,450,2,0,0
Schattenschmiedewandleuchte,0,0,0,2001,0,0,2,2,1,6995868,7422325,1,246111,1,10,451,2,0,0
[DNT] Ornate Ironforge Bench - DO NOT USE - new asset coming,0,0,0,2018,0,553833,192,1,1,197272,7422329,3,246124,1,0,452,0,0,0
[DNT] Pyrewood Glass Bottle - DO NOT USE - duplicate,0,0,0,2019,0,0,192,1,1,304698,0,100,246125,1,0,912,0,0,0
Sprießender Laternenmast,0,0,0,2086,0,0,2,1,1,1108749,7422337,3,246216,1,10,453,2,0,0
Kurze Bank aus Orgrimmar,0,0,0,2087,0,572726,3,1,1,6379060,7422341,3,246217,1,0,454,1,0,0
Eisenverstärkte Kiste,0,0,0,2088,0,0,3,1,1,6379079,7422345,1,246218,1,0,455,1,0,0
Wetterfester Holztisch,0,0,0,2089,0,0,3,1,1,6390453,7422349,3,246219,1,0,456,1,0,0
Ledergebänderte Holzbank,0,0,0,2090,0,572727,3,1,1,6435783,7422353,3,246220,1,0,457,1,0,0
Lichterkette aus Boralus,0,0,0,2091,0,0,3,3,1,2026170,7422357,5,246222,1,10,458,2,0,0
Gemütliche lederbespannte Bank,0,0,0,2092,0,576307,3,1,1,6379061,7422361,3,246223,1,0,459,1,0,0
Großes Bücherregal aus Orgrimmar,0,0,0,2093,0,0,3,1,1,6379070,7422365,5,246224,1,0,460,1,0,0
Kleiner Lederteppich,0,0,0,2094,0,0,3,4,1,6389811,7422369,1,246225,1,0,461,1,0,0
[DNT] Spiky Banded Barrel - DO NOT USE - duplicate,0,0,0,2095,0,0,192,1,1,6999175,7422375,1,246226,1,0,462,0,0,0
Gebändertes Stachelfass,0,0,0,2098,0,0,3,1,1,6379080,7422375,1,246241,1,0,463,1,0,0
Balkenplattform aus Sturmwind,0,0,0,2099,0,0,3,1,1,7000933,7422377,1,246243,1,0,464,1,5,0
Runde Plattform aus Sturmwind,0,0,0,2100,0,0,3,1,1,7000934,7422381,5,246245,1,0,465,1,4,0
Große Plattform aus Sturmwind,0,0,0,2101,0,0,3,1,1,7000935,7422385,5,246246,1,0,466,1,5,0
Kleine Plattform aus Sturmwind,0,0,0,2102,0,0,3,1,1,7000936,7422389,3,246247,1,0,467,1,0,0
Dreiecksplattform aus Sturmwind,0,0,0,2103,0,0,3,1,1,7000937,7422393,5,246248,1,0,468,1,0,0
Balkenplattform aus Silbermond,0,0,0,2104,0,0,3,1,1,7000938,7422397,1,246249,1,0,469,1,5,0
Große Plattform aus Silbermond,0,0,0,2105,0,0,3,1,1,7000939,7422401,5,246250,1,0,470,1,5,0
Kleine Plattform aus Silbermond,0,0,0,2106,0,0,3,1,1,7000940,7422405,3,246251,1,0,471,1,0,0
Dreiecksplattform aus Silbermond,0,0,0,2107,0,0,3,1,1,7000941,7422413,5,246252,1,0,472,1,0,0
Runde Plattform aus Silbermond,0,0,0,2108,0,0,3,1,1,7000942,7422407,5,246253,1,0,473,1,4,0
Balkenplattform aus Bel'ameth,0,0,0,2109,0,0,3,1,1,7000943,7422417,1,246254,1,0,474,1,5,0
Große Plattform aus Bel'ameth,0,0,0,2110,0,0,3,1,1,7000944,7422411,5,246255,1,0,475,1,5,0
Kleine Plattform aus Bel'ameth,0,0,0,2111,0,0,3,1,1,7000945,7422425,3,246256,1,0,476,1,0,0
Dreiecksplattform aus Bel'ameth,0,0,0,2112,0,0,3,1,1,7000946,7422429,5,246257,1,0,477,1,0,0
Runde Plattform aus Bel'ameth,0,0,0,2113,0,0,3,1,1,7000947,7422433,5,246258,1,0,478,1,4,0
Balkenplattform aus Orgrimmar,0,0,0,2114,0,0,3,1,1,7000948,7422437,1,246259,1,0,479,1,5,0
Runde Plattform aus Orgrimmar,0,0,0,2115,0,0,3,1,1,7000949,7422441,5,246260,1,0,480,1,4,0
Große Plattform aus Orgrimmar,0,0,0,2116,0,0,3,1,1,7000950,7422445,5,246261,1,0,481,1,5,0
Kleine Plattform aus Orgrimmar,0,0,0,2117,0,0,3,1,1,7000951,7422449,3,246262,1,0,482,1,0,0
Dreiecksplattform aus Orgrimmar,0,0,0,2118,0,0,3,1,1,7000952,7422453,5,246263,1,0,483,1,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_Gourd01.m2,0,0,0,2218,0,0,131,1,1,6326901,7422457,0,246401,1,0,963,0,0,0
Ausgehöhlter Kürbis aus Harandar,0,0,0,2219,0,0,3,3,1,6326907,7422461,1,246402,1,10,964,2,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_HangingGourds02.m2,0,0,0,2220,0,0,131,1,1,6326908,7422465,0,246403,1,0,956,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_HangingGourds03.m2,0,0,0,2221,0,0,131,1,1,6326909,7422469,0,246404,1,0,957,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_BottleGourd01.m2,0,0,0,2222,0,0,131,1,1,6326910,7422473,0,246405,1,0,965,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_BottleGourd02.m2,0,0,0,2223,0,0,131,1,1,6326911,7422477,0,246406,1,0,958,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_BottleGourd03.m2,0,0,0,2224,0,0,131,1,1,6326912,7422481,0,246407,1,0,966,0,0,0
Kräuterregal der Haranir,0,0,0,2225,0,0,3,3,1,6326916,7422485,1,246408,1,10,959,2,0,0
Schleifscheibe der Schattenschmiede,0,0,0,2226,0,0,3,1,1,197155,7422489,3,246409,1,10,484,2,0,0
Tischsäge der Dunkeleisenzwerge,0,0,0,2227,0,0,3,1,1,197212,7422493,3,246410,1,10,485,2,0,0
Bücherregal aus Eisenschmiede,0,0,0,2228,0,0,3,1,1,197281,7422497,3,246411,1,10,486,2,0,0
Kleines Bücherregal aus Eisenschmiede,0,0,0,2229,0,0,3,1,1,197282,7422501,1,246412,1,10,487,2,0,0
Laternenmast des Schwarzfelsklans,0,0,0,2230,0,0,2,1,1,379433,7422505,3,246413,1,10,488,2,0,0
Lichterfüllter Rundbau,0,0,0,2231,0,0,259,1,1,7011540,7422509,5,246414,1,0,489,3,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Crafting_PaintBowl01.m2,0,0,0,2232,0,0,131,1,1,6326881,7422513,0,246415,1,0,883,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Crafting_PaintBowl02.m2,0,0,0,2233,0,0,131,1,1,6326882,7422517,0,246416,1,0,960,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Crafting_PaintBowl03.m2,0,0,0,2234,0,0,131,1,1,6326883,7422521,0,246417,1,0,967,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Crafting_PaintBowl04.m2,0,0,0,2235,0,0,131,1,1,6326884,7422525,0,246418,1,0,817,0,0,0
Bücherregal aus Kharanos,0,0,0,2237,0,0,3,1,1,197288,7422529,5,246420,1,10,490,2,0,0
Gestohlener Sitzplatz aus Eisenschmiede,0,0,0,2238,0,555516,3,1,1,197304,7422533,1,246421,1,10,491,2,0,0
Hängelaterne aus Thelsamar,0,0,0,2239,0,0,2,3,1,197430,7422537,1,246422,0.5,10,492,2,0,0
Holztisch aus Eisenschmiede,0,0,0,2240,0,0,3,1,1,197555,7422541,3,246423,1,10,493,2,0,0
Quadratischer Sturmlanzentisch,0,0,0,2241,0,0,3,1,1,197557,7422545,3,246424,1,10,494,2,0,0
Runder Zwergentisch,0,0,0,2242,0,0,3,1,1,197563,7422549,1,246425,1,10,495,2,0,0
Verzierter Tisch aus Eisenschmiede,0,0,0,2243,0,0,3,1,1,197568,7422555,3,246426,1,10,496,2,0,0
Baufälliger Wildhammerbrunnen,0,0,0,2244,0,0,3,1,1,391448,7422557,5,246427,1,10,497,2,0,0
Überwucherter Wildhammerbrunnen,0,0,0,2245,0,0,3,1,1,392127,7422561,5,246428,2,10,498,2,0,0
Dunkeleisenkronleuchter,0,0,0,2246,0,0,2,3,1,197168,7422565,1,246429,0.5,10,499,2,0,0
Eleganter gebundener Vorhang,0,0,0,2254,0,0,3,2,1,6435038,7422569,3,246431,1,0,853,1,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Crafting_Mortar01.m2,0,0,0,2295,0,0,131,1,1,6326876,7422573,0,246454,1,0,827,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Crafting_PigmentGourd01.m2,0,0,0,2296,0,0,131,1,1,6326879,7422577,0,246455,1,0,812,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Crafting_PigmentGourd02.m2,0,0,0,2297,0,0,131,1,1,6326880,7422581,0,246456,1,0,854,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_Bowl01.m2,0,0,0,2298,0,0,131,1,1,6326898,7422585,0,246457,1,0,968,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Ritual_Crystal01_Floating.m2,0,0,0,2299,0,0,131,1,1,6427293,7413070,0,246458,1,0,813,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Ritual_Crystal02_Floating.m2,0,0,0,2300,0,0,131,1,1,6427294,7109530,0,246459,1,0,814,0,0,0
Atmosphärischer Ätherkristall,0,0,0,2301,0,0,3,1,1,6427295,7422597,5,246460,1,10,855,2,0,0
Gnomisches W.E.R.K.Z.E.U.G.,0,0,0,2322,0,0,3,1,1,999909,7422601,1,246479,1,10,500,2,0,0
Automatisierter Wächter von Gnomeregan,0,0,0,2323,0,0,3,1,1,1089040,7422605,5,246480,1,10,501,3,0,0
Inaktiver industrieller Gnomgreifer,0,0,0,2324,0,0,3,1,1,1624683,7422609,5,246481,1,10,502,3,0,0
Mechanischer gnomischer Laternenmast,0,0,0,2325,0,0,2,1,1,1841735,7422613,3,246482,1,10,503,2,0,0
Redundanter Rückgewinnungsturm,0,0,0,2326,0,0,3,1,1,2745098,7422617,5,246483,1,10,504,2,0,0
Hängendes Flutlicht aus Mechagon,0,0,0,2327,0,0,2,3,1,2765475,7422621,1,246484,1,10,505,2,0,0
Nahrungsverteiler der Mechagnome,0,0,0,2328,0,0,3,1,1,2851774,7422625,3,246485,1,10,506,3,0,0
Gnomische Mega-Teslaspule,0,0,0,2329,0,0,3,1,1,6699744,7422629,5,246486,1,10,507,2,0,0
Gnomische Teslaspule,0,0,0,2330,0,0,2,1,1,6699745,7422633,3,246487,1,10,508,2,0,0
Kronleuchter aus Eisenschmiede,0,0,0,2331,0,0,2,3,1,7014376,7422637,1,246488,1,10,509,2,0,0
Stahlemblem von Eisenschmiede,0,0,0,2332,0,0,2,1,1,7014377,7428096,3,246489,1,10,510,2,0,0
Zaunpfahl aus Eisenschmiede,0,0,0,2333,0,0,3,1,1,7014379,7422641,1,246490,1,10,511,2,0,0
Zaun aus Eisenschmiede,0,0,0,2334,0,0,3,1,1,7014380,7422645,1,246491,1,10,512,2,0,0
Kleine Notfallwarnleuchte,0,0,0,2337,0,0,2,1,1,2316618,7422649,1,246497,1,10,513,2,0,0
Notfallwarnleuchte,0,0,0,2338,0,0,2,1,1,2316619,7422653,3,246498,1,10,514,2,0,0
Augenlichtlampe aus Mechagon,0,0,0,2339,0,0,2,1,1,2765473,7422657,3,246499,1,10,515,2,0,0
Künstliche Miniatursonne aus Mechagon,0,0,0,2340,0,0,2,1,1,2765483,7422661,1,246500,1,10,516,2,0,0
Gnomischer Sicherheitsflammenwerfer,0,0,0,2341,0,0,2,1,1,2929686,7422665,3,246501,1,10,517,3,0,0
Reizende Couch,0,0,0,2342,0,565054,3,1,1,6390430,7422669,3,246502,1,0,518,1,0,0
Großes H.E.I.M.-Zahnrad,0,0,0,2343,0,0,3,1,1,6699746,7422673,3,246503,1,10,519,2,0,0
Kleines Bücherregal aus Orgrimmar,0,0,0,2384,0,0,3,1,1,6379071,7422677,3,246587,1,0,520,1,0,0
Stabiles Holzrankgerüst,0,0,0,2385,0,0,3,1,1,6996568,7422681,3,246588,0.6,0,521,1,0,0
Gnomischer Zaunpfahl,0,0,0,2427,0,0,3,1,1,1841733,7422685,1,246595,1,10,522,2,0,0
Gnomischer Zaun,0,0,0,2428,0,0,3,1,1,1841734,7422689,1,246596,1,10,523,2,0,0
Perpetuum-Mobile-Kiste,0,0,0,2429,0,0,3,1,1,1842225,7422693,1,246597,1,10,524,2,0,0
Schraubenversiegeltes Dampffass,0,0,0,2430,0,0,3,1,1,1842466,7422697,1,246598,1,10,525,2,0,0
Selbstversiegelndes Dampffass,0,0,0,2431,0,0,3,1,1,1842467,7422701,1,246599,1,10,526,2,0,0
Kleine mechanische Kiste,0,0,0,2432,0,0,3,1,1,1842492,7422705,1,246600,1,10,527,2,0,0
Bolzenstuhl,0,0,0,2433,0,556065,3,1,1,1842737,7422709,1,246601,1,10,528,2,0,0
Kleines H.E.I.M.-Zahnrad,0,0,0,2434,0,0,3,1,1,2067166,7422713,3,246602,1,10,529,2,0,0
Gnomischer Zahnradstapel,0,0,0,2435,0,0,3,1,1,2068146,7422717,1,246603,1,10,530,2,0,0
Deaktivierter Atomarer Rekalibrierer ,0,0,0,2436,0,0,2,1,1,2816738,7422721,5,246604,1,10,531,2,0,0
Mechatruhe zur Mechalagerung,0,0,0,2437,0,0,3,1,1,2907352,7422725,3,246605,1,10,532,3,0,0
Arsenalständer aus Mechagon,0,0,0,2438,0,0,2,1,1,2967733,7422729,5,246606,1,10,533,3,0,0
Robuster Hextisch,0,0,0,2439,0,0,3,1,1,6379063,7422733,1,246607,1,0,534,1,0,0
Langer lederbespannter Tisch,0,0,0,2440,0,0,3,1,1,6379064,7422737,3,246608,1,0,535,1,0,0
Offene Kommode aus Orgrimmar,0,0,0,2441,0,0,3,1,1,6379067,7422741,5,246609,1,0,536,1,0,0
Standspiegel der Klingenschlucht,0,0,0,2442,0,0,3,1,1,6379074,7422745,5,246610,1,0,537,1,0,0
Brunnen der Klingenschlucht,0,0,0,2443,0,0,3,1,1,6435782,7422749,5,246611,1,0,538,1,0,0
Picknicktisch des Holzfällers,0,0,0,2444,0,0,3,1,1,6435784,7422753,3,246612,1,0,539,1,0,0
Langer robuster Tisch,0,0,0,2445,0,0,3,1,1,6435865,7422757,3,246613,1,0,540,1,0,0
Bartisch der Klingenschlucht,0,0,0,2446,0,0,3,1,1,7009610,7422761,3,246614,1,0,541,1,0,0
Offenes gebändertes Stachelfass,0,0,0,2447,0,0,3,1,1,7009611,7422765,1,246615,1,0,542,1,0,0
Offene eisenverstärkte Kiste,0,0,0,2448,0,0,3,1,1,7009612,7422769,1,246616,1,0,543,1,0,0
Banner des Zwergendistrikts,0,0,0,2452,0,0,2,1,1,197968,7422773,5,246685,1,10,544,2,0,0
Grummelschlafsack,0,0,0,2453,0,0,3,1,1,579120,7422777,3,246686,1,10,545,2,0,0
Hauerbewehrter Kerzenhalter,0,0,0,2454,0,572483,2,1,1,6379086,7422781,1,246687,1,0,546,1,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Storage_Basket01.m2,0,0,0,2455,0,0,131,1,1,4732033,7078492,0,246688,1,0,802,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Storage_HangingBasket01.m2,0,0,0,2456,0,0,131,1,1,5196940,7078493,0,246689,1,0,824,0,0,0
[DNT] [AUTOGEN] 12FN_Fungarian_Furniture_Stool01.m2,0,0,0,2457,0,0,131,1,1,6225706,7078508,0,246690,1,0,986,0,0,0
Prachtvoller elfischer Wandvorhang,0,0,0,2458,0,0,3,2,1,6435040,7422797,3,246691,1,0,969,1,0,0
Dekanter aus der Mördergasse,0,0,0,2459,0,0,3,1,1,7033299,7422801,1,246692,1,10,876,2,0,0
Thalassischer Sonnenwein mit Selbstausschank,0,0,0,2460,0,0,3,1,1,7033362,7422805,1,246693,1,10,970,2,0,0
Gnomisches dampfgetriebenes Bett,0,0,0,2465,0,0,3,1,1,197653,7422809,1,246700,1,10,547,2,0,0
Gnomischer Zahnradtisch,0,0,0,2466,0,0,3,1,1,1842929,7422813,1,246701,1,10,548,2,0,0
Doppelzahnradtisch,0,0,0,2467,0,0,3,1,1,1842930,7422817,3,246703,1,10,549,2,0,0
Karamell-Minze-Nudelgericht,0,0,0,2468,0,0,3,1,1,3870812,7422821,1,246705,1,10,550,2,0,0
Teetasse des eleganten Dracthyrs,0,0,0,2469,0,0,3,1,1,4201172,7422825,1,246706,1,10,551,2,0,0
Dekorativer Gluthonigtopf,0,0,0,2470,0,0,3,1,1,5203781,7422829,1,246707,1,10,552,2,0,0
Dornischer Steinebraten in Scheiben,0,0,0,2471,0,0,3,1,1,5203791,7422833,1,246708,1,10,553,2,0,0
Käseähnlicher Gastfreundschaftsziegel der Irdenen,0,0,0,2472,0,0,3,1,1,5203794,7422837,1,246709,1,10,554,2,0,0
[DNT] 12BE_BloodElf_Food_CheeseBoard01.m2 - DO NOT USE - duplicate,0,0,0,2473,0,0,131,1,1,6051297,7079336,0,246710,1,0,803,0,0,0
Elegante Kissenrolle,0,0,0,2474,0,0,3,1,1,6435034,7422845,1,246711,1,0,990,1,0,0
Grummeldeckenrolle,0,0,0,2495,0,0,3,1,1,579122,7422849,1,246741,1,10,555,2,0,0
Hoher stabiler Holzstuhl,0,0,0,2496,0,556467,3,1,1,6390427,7422853,3,246742,1,0,556,1,0,0
[DNT] 12BE_BloodElf_Lighting_LanternHanging01_Off_blue.m2 - DO NOT USE - no off lights,0,0,0,2498,0,0,131,1,1,7079621,7082838,100,246773,1,0,995,0,0,0
[DNT] 12BE_BloodElf_Lighting_LanternHanging02_Off_blue.m2 - DO NOT USE - no off lights,0,0,0,2499,0,0,131,1,1,7079622,7082841,100,246774,1,0,910,0,0,0
[DNT] 12BE_BloodElf_Lighting_LanternHanging03_Off_blue.m2 - DO NOT USE - no off lights,0,0,0,2500,0,0,131,1,1,7079623,7082842,100,246775,1,0,987,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_LanternHanging03_blue.m2,0,0,0,2501,0,0,131,1,1,7079624,7082846,0,246776,1,0,804,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_LanternHanging02_blue.m2,0,0,0,2502,0,0,131,1,1,7079625,7082849,0,246777,1,0,988,0,0,0
Hängende Manakohlenpfanne,0,0,0,2503,0,0,3,3,1,7079626,7422877,3,246779,1,10,989,2,0,0
Zangarpilzfläche,0,0,0,2505,0,0,131,1,1,193995,7422881,100,246802,1,0,557,0,0,0
Gewölbte Holzbank,0,0,0,2506,0,565055,131,1,1,6794415,7422885,3,246803,1,10,558,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Decor_Spool01.m2,0,0,0,2507,0,0,131,1,1,7082120,7084971,0,246804,1,0,978,0,0,0
Kafapresse,0,0,0,2510,0,0,3,1,1,1305131,7422893,1,246838,1,10,979,2,0,0
Foliant der Schattenschmiedelist,0,0,0,2511,0,0,3,1,1,375548,7422897,1,246845,1,10,559,2,0,0
Foliant der Pandarenweisheit,0,0,0,2512,0,0,3,1,1,534950,7422901,1,246846,1,10,560,2,0,0
