TaskName_lang,Description_lang,ID,CriteriaTreeID,QuestID,ProgressContributionAmount,RepetitionContributionDampeningCurve,Supersedes,Field_12_0_0_63534_008
Die Kammern von Atal'Utek: Schlagfertiger Wächter,Schließt Ereignisse in den Kammern von Atal'Utek auf der Gewundenen Insel ab.,211,225794,91023,50,87592,0,0
Heimat: Gassigehen mit einem Welpen,Geht mit einem Welpen Gassi für ein bisschen Bewegung.,212,225480,91024,10,87592,0,0
Heimat: Sammelt selbstgezogenes Wachs,Findet und sammelt Wachsansammlungen und zeigt sie den Kobolden.,213,225497,92099,75,87592,0,0
Heimat: Wachsbeitrag,Tragt mit selbstgezogenem Wachs zu Projekten in Eurer Nachbarschaft bei.,214,224927,92099,75,87592,0,0
Heimat: Wachsspende,Spendet selbstgezogenes Wachs an die Gemeinschaftstruhe in Eurer Nachbarschaft.,215,225499,92099,75,87592,0,0
Heimat: Kurs im Kerzenziehen,"Nehmt in Eurer Nachbarschaft an einem Kurs im Kerzenziehen teil, geleitet von Scally, dem Besten in der Kerzenkunst. Der Kerzenkessel muss mit selbstgezogenem Wachs gefüllt werden, bevor der Kurs beginnen kann.",216,225501,91739,150,87592,0,0
Heimat: Förderung der Künste,"Beauftragt einen Koboldkünstler in Eurer Nachbarschaft damit, eine Wachsskulptur herzustellen. Diese Aufgabe kann einmal pro Tag abgeschlossen werden.",217,225503,91022,25,87592,0,0
Sammelt Ressourcen: Die Gewundene Insel,"Sammelt Kräuter, Erz, Häute oder Fisch auf der Gewundenen Insel.",218,225801,91022,25,87592,0,0
Folgt dem Rat von Sitch Montaigne,Verbringt etwas Zeit im Bad von Gundargaz.,220,227370,92099,75,0,0,0
Heimat: Bleibt ein Weilchen und habt Spaß,"Genießt in Eurer Nachbarschaft die Sonne, das Wasser und den Sand mit Tortollanerbesuchern.",221,229218,92099,75,87592,0,0
Heimat: Geheimes Souvenir,"Findet geheime Souvenirs, die in Eurer Nachbarschaft von Tortollanerkindern versteckt wurden.",222,229259,91023,50,108894,0,0
Heimat: Eine Schildkröte schickt wässrige Grüße,"Helft dem tortollanischen Reiseführer in Eurer Nachbarschaft dabei, Werbehefte für die Unterwassertaverne zu verteilen. Diese Quest kann einmal pro Tag abgeschlossen werden.",223,229262,91023,50,0,0,1
Weltquests: Tortollaner,"Schließt Weltquests in Zandalar oder Kul Tiras ab, die Ruf bei den Tortollanern gewähren.",224,229615,91023,50,87592,0,0
Der Ruf ist alles,Verdient Ruf bei den tortollanischen Suchern.,225,229617,91023,50,87592,0,0
Kraulschwimmend zur Kneipe,Besucht alle tortollanischen Unterwasserkneipen in Azeroth.,226,229620,91739,150,87592,0,0
Familienreise,Nehmt an Aktivitäten auf dem verlorenen Arvillo an der Küste des Erwachens auf den Dracheninseln teil.,227,229805,92099,75,87592,0,0
Strandfest,Nehmt sonntagabends von 21:00 bis 23:00 Uhr am Wanderfest in der Krasarangwildnis in Pandaria teil.,228,229815,91739,150,0,0,0
Die Möglichkeiten ausloten,Rettet die tortollanischen Entdecker im Tempel von Ula'tek.,229,229880,91023,50,0,0,0
"Kommt zurück, wenn Ihr bessere Geschichten habt",Schließt Quests der Lehrensuche bei Lehrensucher Cho ab.,230,229902,91023,50,0,0,0
Sammelt Ressourcen: Zandalar oder Kul Tiras,"Sammelt Kräuter, Erz, Häute oder Fisch in Zandalar oder Kul Tiras.",231,229936,91022,25,87592,0,0
Sammelt Holz: Zandalar oder Kul Tiras,Sammelt Holz in Zandalar oder Kul Tiras.,232,229940,91023,50,87592,0,0
"Wenn Ihr etwas Exotisches findet, bringt es mir",Bergt archäologische Funde in Ausgrabungsstätten in Zandalar oder Kul Tiras.,233,229944,91022,25,87592,0,0
