ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
107,Nazjatar|n|cFFFFD200Ruf:|r Ankoaner - Wohlwollend|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 25 prismatische Manaperlen,Nazjatar|n|cFFFFD200Ruf:|r Die Entfesselten - Wohlwollend|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 25 prismatische Manaperlen,28,2,298455,298448,299376,299375
108,Nazjatar|n|cFFFFD200Ruf:|r Ankoaner - Respektvoll|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 50 prismatische Manaperlen,Nazjatar|n|cFFFFD200Ruf:|r Die Entfesselten - Respektvoll|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 50 prismatische Manaperlen,28,3,298456,298449,299378,299377
109,Nazjatar|n|cFFFFD200Ruf:|r Vorräte der Ankoaner|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer,Nazjatar|n|cFFFFD200Ruf:|r Vorräte der Entfesselten|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim,28,4,298457,298450,299378,299377
110,"Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldmeister""|n|cFFFFD200Verkäufer:|r Marschall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus","Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldmeister""|n|cFFFFD200Verkäufer:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala",18,4,299518,299519,299883,299887
111,"Dungeons auf Mythisch+|n|cFFFFD200Saison:|r 3 oder später|n|cFFFFD200Erfolg:|r ""Schlüsselsteinmeister von Battle for Azeroth""|n|cFFFFD200Verkäufer:|r Thaumaturg Vashreen|n|cFFFFD200Ort:|r Handelswindmarkt, Boralus","Dungeons auf Mythisch+|n|cFFFFD200Saison:|r 3 oder später|n|cFFFFD200Erfolg:|r ""Schlüsselsteinmeister von Battle for Azeroth""|n|cFFFFD200Verkäufer:|r Thaumaturg Vashreen|n|cFFFFD200Ort:|r Der Große Basar, Dazar'alor",20,4,299520,299521,299944,299940
112,Nazjatar|n|cFFFFD200Ruf:|r Vorräte der Ankoaner|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer,Nazjatar|n|cFFFFD200Ruf:|r Vorräte der Entfesselten|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim,17,4,299522,299523,299876,299879
113,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenvorräte|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen,,19,4,299529,299530,299933,299936
114,"Verstörende Visionen von N'Zoth|n|cFFFFD200Erfolg:|r|n""Durch die Tiefen der Visionen""|n|cFFFFD200NSC:|r Furorion|n|cFFFFD200Ort:|r Herzkammer",,16,4,299542,299544,310442,310426
115,Schlachtzug: Der Ewige Palast|n|cFFFFD200Beute von:|r Königin Azshara - Mythisch,,21,4,299559,299560,299959,303476
121,"Gewertetes PvP|n|cFFFFD200Saison:|r Saison 3 oder später|n|cFFFFD200Kosten:|r 250 Ehre|n|cFFFFD200Verkäufer:|r Marschall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus",Gewertetes PvP|n|cFFFFD200Saison:|r Saison 3 oder später|n|cFFFFD200Kosten:|r 250 Ehre|n|cFFFFD200Verkäufer:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala,32,1,303823,304081,303823,304081
122,"Gewertetes PvP|n|cFFFFD200Saison:|r Saison 3 oder später|n|cFFFFD200Wertung:|r 1.000+ in vorheriger Woche|n|cFFFFD200Kosten:|r 500 Ehre|n|cFFFFD200Verkäufer:|r Marshall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus",Gewertetes PvP|n|cFFFFD200Saison:|r Saison 3 oder später|n|cFFFFD200Wertung:|r 1.000+ in vorheriger Woche|n|cFFFFD200Kosten:|r 500 Ehre|n|cFFFFD200Verkäufer:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala,32,2,304086,304055,304088,304089
123,"Gewertetes PvP|n|cFFFFD200Saison:|r Saison 3 oder später|n|cFFFFD200Wertung:|r 1.400+ in vorheriger Woche|n|cFFFFD200Kosten:|r 1.000 Ehre|n|cFFFFD200Verkäufer:|r Marshall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus",Gewertetes PvP|n|cFFFFD200Saison:|r Saison 3 oder später|n|cFFFFD200Wertung:|r 1.400+ in vorheriger Woche|n|cFFFFD200Kosten:|r 1.000 Ehre|n|cFFFFD200Verkäufer:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala,32,3,303892,304125,304121,304123
124,"Gewertetes PvP|n|cFFFFD200Saison:|r Saison 3 oder später|n|cFFFFD200Wertung:|r 2400+|n|cFFFFD200Beute von:|r Kriegskasse|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus",Gewertetes PvP|n|cFFFFD200Saison:|r Saison 3 oder später|n|cFFFFD200Wertung:|r 2400+|n|cFFFFD200Beute von:|r Kriegskasse|n|cFFFFD200Ort:|r Mugambala,32,4,303894,304533,304121,304123
125,"Tal der Ewigen Blüten|n|cFFFFD200Questreihe beginnt mit:|r|n""Einfach ist es nie""|n|cFFFFD200Questreihe endet mit:|r|n""Wiederhergestellte Hoffnung""|n|cFFFFD200Questgeber:|r Magni Bronzebart|n|cFFFFD200Ort:|r Herzkammer",,33,1,295046,295164,295046,295164
126,Tal der Ewigen Blüten|n|cFFFFD200Kombinieren:|r Hauch des ewigwährenden Geistes|n|cFFFFD200Quest:|r|nErste tägliche Quest der Woche für Visionen der Dunkelheit|n|cFFFFD200Questgeber:|r Dunkelkrallenagent|n|cFFFFD200Ort:|r|nBei den Portalen zu Visionen der Dunkelheit in Uldum oder im Tal der Ewigen Blüten,,33,2,295098,295349,299984,299989
127,Tal der Ewigen Blüten|n|cFFFFD200Ruf:|r Rajani - Respektvoll|n|cFFFFD200Verkäufer:|r Zhang Ku|n|cFFFFD200Ort:|r Stilles Sanktum|n|cFFFFD200Kosten:|r 50 verderbte Andenken,,33,3,295119,295353,299988,299991
128,Tal der Ewigen Blüten|n|cFFFFD200Ruf:|r Vorräte der Rajani|n|cFFFFD200Verkäufer:|r Zhang Ku|n|cFFFFD200Ort:|r Stilles Sanktum,,33,4,295308,295309,299988,299991
129,Verstörende Visionen von N'Zoth|n|cFFFFD200Beute von:|r|nThralls oder Allerias verfluchte Truhen|n|cFFFFD200Ort:|r Herzkammer,,34,1,310592,310603,310592,310603
130,Verstörende Visionen von N'Zoth|n|cFFFFD200Beute von:|r|nVerderbte Truhen in verlorenen Bereichen|n|cFFFFD200Ort:|r Herzkammer,,34,2,310597,310605,310601,310607
131,Verstörende Visionen von N'Zoth|n|cFFFFD200Kombinieren:|r Funke der Unerschütterlichen Kraft|n|cFFFFD200Beute von:|r|nVerderbte Truhen in verderbten und verlorenen Bereichen|n|cFFFFD200Ort:|r Herzkammer,,34,3,310599,310606,310602,310608
132,"Verstörende Visionen von N'Zoth|n|cFFFFD200Erfolg:|r|n""Durch die Tiefen der Visionen""|n|cFFFFD200NSC:|r Furorion|n|cFFFFD200Ort:|r Herzkammer",,34,4,310600,310609,310602,310608
133,"Uldum|n|cFFFFD200Questreihe beginnt mit:|r|n""Ein titanisches Problem""|n|cFFFFD200Questbelohnung mit:|r|n""Auftretende Bedrohungen""|n|cFFFFD200Questgeber:|r König Phaoris|n|cFFFFD200Ort:|r Ramkahen",,35,1,310690,310712,310690,310712
134,Uldum|n|cFFFFD200Kombinieren:|r Hauch des ewigwährenden Geistes |n|cFFFFD200Quest:|r |nErste tägliche Quest der Woche für Visionen der Dunkelheit|n|cFFFFD200Questgeber:|r Dunkelkrallenagent |n|cFFFFD200Ort:|rBei den Portalen zu Visionen der Dunkelheit in Uldum oder im Tal der Ewigen Blüten,,35,2,310705,311166,311194,311197
135,Uldum|n|cFFFFD200Ruf:|r Abkommen von Uldum - Respektvoll|n|cFFFFD200Verkäufer:|r Versorgerin Qorra|n|cFFFFD200Ort:|r Ramkahen|n|cFFFFD200Kosten:|r 50 verderbte Andenken,,35,3,310710,311167,311195,311198
136,Uldum|n|cFFFFD200Ruf:|r Vorräte des Abkommens von Uldum|n|cFFFFD200Verkäufer:|r Versorgerin Qorra|n|cFFFFD200Ort:|r Ramkahen,,35,4,310711,311177,311195,311198
137,Verstörende Visionen von N'Zoth|n|cFFFFD200Beute von:|r|nThralls oder Allerias verfluchte Truhen|n|cFFFFD200Ort:|r Herzkammer,,36,1,311203,311210,311203,311210
138,Verstörende Visionen von N'Zoth|n|cFFFFD200Beute von:|r|nVerderbte Truhen in verlorenen Bereichen|n|cFFFFD200Ort:|r Herzkammer,,36,2,311206,311211,311302,311304
139,Verstörende Visionen von N'Zoth|n|cFFFFD200Kombinieren:|r Funke der Unerschütterlichen Kraft|n|cFFFFD200Beute von:|r|nVerderbte Truhen in verderbten und verlorenen Bereichen|n|cFFFFD200Ort:|r Herzkammer,,36,3,311207,311212,311303,311306
140,"Verstörende Visionen von N'Zoth|n|cFFFFD200Erfolg:|r|n""Durch die Tiefen der Visionen""|n|cFFFFD200NSC:|r Furorion|n|cFFFFD200Ort:|r Herzkammer",,36,4,311209,311213,311303,311306
141,"Schlachtzug: Ny'alotha|n|cFFFFD200Kombinieren:|r |nVerschlüsselte Schriften aus Ny'alotha|n|cFFFFD200Beute von:|r |nProphet Skitra, Ra-den der Entweihte, Vexiona, Il'gynoth, die Wiedergeborene Verderbnis, oder N'Zoth, der Verderber.",,37,1,312725,312771,312725,312771
142,"Schlachtzug: Ny'alotha|n|cFFFFD200Kombinieren:|r |nVerschlüsselte Schriften aus Ny'alotha|n|cFFFFD200Beute von:|r |nProphet Skitra, Ra-den der Entweihte, Vexiona, Il'gynoth, die Wiedergeborene Verderbnis, oder N'Zoth, der Verderber.",,37,2,312764,312773,313921,313919
143,"Schlachtzug: Ny'alotha|n|cFFFFD200Kombinieren:|r |nVerschlüsselte Schriften aus Ny'alotha|n|cFFFFD200Beute von:|r |nProphet Skitra, Ra-den der Entweihte, Vexiona, Il'gynoth, die Wiedergeborene Verderbnis, oder N'Zoth, der Verderber.",,37,3,312768,312774,313922,313920
144,"Schlachtzug: Ny'alotha|n|cFFFFD200Beute von:|r |nN'Zoth, der Verderber - Mythisch",,37,4,312770,312775,313922,313920
