ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
321,Lässt das Ziel $d lang verängstigt flüchten.,Flieht verängstigt.,6,407,0,3,0,0,0
322,Erhöht die Bewegungsgeschwindigkeit aller Verbündeten innerhalb von $A@effectindex Metern $d lang um $s@effectindex%.,Bewegungsgeschwindigkeit um $s@effectindex% erhöht.,6,31,1,6,0,0,0
326,test,test,244,0,0,0,0,2,0
327,Desorientiert das Ziel für $d,Desorientiert.,6,5,0,3,0,0,0
329,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Schattenschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenschaden.,6,3,1,7,32,50,50
330,Fügt einem Gegner $s@effectindex Feuerschaden zu.,,2,0,1,1,4,50,50
331,Verursacht Zauberschlagschaden.,,2,0,1,1,65,50,50
332,Fügt einem Gegner $s@effectindex Schattenschaden zu.,,2,0,1,1,32,50,50
333,Verursacht körperlichen Schaden.,,2,0,1,1,1,50,50
334,Verursacht Naturschaden.,,2,0,1,1,8,50,50
335,Verursacht Heiligschaden.,,2,0,1,1,2,50,50
336,Fügt einem Gegner $s@effectindex Frostschaden zu.,,2,0,1,1,16,50,50
337,Verursacht Chaosschaden.,,2,0,1,1,127,50,50
338,Verursacht Arkanschaden.,,2,0,1,1,64,50,50
339,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. Schattenschaden zu.,Verursacht alle $t@effectindex Sek. Schattenschaden.,6,70,1,9,32,50,50
340,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. körperlichen Schaden zu.,Verursacht alle $t@effectindex Sek. körperlichen Schaden.,6,70,1,9,1,50,50
341,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. Naturschaden zu.,Verursacht alle $t@effectindex Sek. Naturschaden.,6,70,1,9,8,50,50
342,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. Heiligschaden zu.,Verursacht alle $t@effectindex Sek. Heiligschaden.,6,70,1,9,2,50,50
343,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. Frostschaden zu.,Verursacht alle $t@effectindex Sek. Frostschaden.,6,70,1,9,16,50,50
344,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. Feuerschaden zu.,Verursacht alle $t@effectindex Sek. Feuerschaden.,6,70,1,9,4,50,50
345,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. Chaosschaden zu.,Verursacht alle $t@effectindex Sek. Chaosschaden.,6,70,1,9,127,50,50
346,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. Arkanschaden zu.,Verursacht alle $t@effectindex Sek. Arkanschaden.,6,70,1,9,64,50,50
347,Desorientiert alle Gegner vor dem Zaubernden für $d,Desorientiert.,6,5,0,9,0,0,0
348,Desorientiert Gegner innerhalb von $A@effectindex Metern um den Einschlagsort für $d,Desorientiert.,6,5,0,5,0,0,0
349,Stößt einen Gegner zurück.,,98,0,1,1,0,0,0
350,"Betäubt alle Gegner vor dem Zaubernden, sodass sie sich $d lang weder bewegen noch angreifen können.",Betäubt.,6,12,0,9,0,0,0
351,Macht alle Gegner vor dem Zaubernden $d lang bewegungsunfähig.,Bewegungsunfähig.,6,26,0,9,0,20,0
352,Macht alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang bewegungsunfähig.,Bewegungsunfähig.,6,26,0,5,0,20,0
353,Macht alle Gegner innerhalb von $A@effectindex Metern um den Zaubernden $d lang bewegungsunfähig.,Bewegungsunfähig.,6,26,0,7,0,20,0
354,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. Naturschaden erleiden.,Verursacht alle $t@effectindex Sek. Naturschaden.,6,70,1,5,8,50,50
355,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. körperlichen Schaden erleiden.,Verursacht alle $t@effectindex Sek. körperlichen Schaden.,6,70,1,5,1,50,50
356,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. Heiligschaden erleiden.,Verursacht alle $t@effectindex Sek. Heiligschaden.,6,70,1,5,2,50,50
357,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. Frostschaden erleiden.,Verursacht alle $t@effectindex Sek. Frostschaden.,6,70,1,5,16,50,50
358,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. Schattenschaden erleiden.,Verursacht alle $t@effectindex Sek. Schattenschaden.,6,70,1,5,32,50,50
359,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. Arkanschaden erleiden.,Verursacht alle $t@effectindex Sek. Arkanschaden.,6,70,1,5,64,50,50
360,Macht einen Gegner bis zu $d lang bewegungsunfähig.,Bewegungsunfähig.,6,26,0,1,0,20,0
361,Verringert die Bewegungsgeschwindigkeit aller Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang um $s@effectindex%.,Bewegungsgeschwindigkeit um $s@effectindex% verringert.,6,33,2,5,0,0,0
362,Verringert die Bewegungsgeschwindigkeit aller Gegner vor dem Zaubernden $d lang um $s@effectindex%.,Bewegungsgeschwindigkeit um $s@effectindex% verringert.,6,33,2,9,0,0,0
363,Stößt alle Gegner innerhalb von $A@effectindex Metern um den Zaubernden zurück.,,98,0,1,7,0,0,0
364,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex körperlichen Schaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex körperlichen Schaden.,6,3,1,7,1,50,50
365,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Heiligschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Heiligschaden.,6,3,1,7,2,50,50
366,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Feuerschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Feuerschaden.,6,3,1,7,4,50,50
367,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Naturschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Naturschaden.,6,3,1,7,8,50,50
368,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Frostschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Frostschaden.,6,3,1,7,16,50,50
369,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Arkanschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Arkanschaden.,6,3,1,7,64,50,50
370,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Chaosschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Chaosschaden.,6,3,1,7,127,50,50
371,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex Chaosschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Chaosschaden.,6,3,1,5,127,50,50
372,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex Arkanschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Arkanschaden.,6,3,1,5,64,50,50
373,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex Frostschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Frostschaden.,6,3,1,5,16,50,50
374,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex Naturschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Naturschaden.,6,3,1,5,8,50,50
375,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex Feuerschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Feuerschaden.,6,3,1,5,4,50,50
376,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex Heiligschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Heiligschaden.,6,3,1,5,2,50,50
377,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex körperlichen Schaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex körperlichen Schaden.,6,3,1,5,1,50,50
378,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex Schattenschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenschaden.,6,3,1,5,32,50,50
379,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Schattenschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenschaden.,6,3,1,9,32,50,50
380,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex körperlichen Schaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex körperlichen Schaden.,6,3,1,9,1,50,50
381,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Heiligschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Heiligschaden.,6,3,1,9,2,50,50
382,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Feuerschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Feuerschaden.,6,3,1,9,4,50,50
383,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Naturschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Naturschaden.,6,3,1,9,8,50,50
384,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Frostschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Frostschaden.,6,3,1,9,16,50,50
385,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Arkanschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Arkanschaden.,6,3,1,9,64,50,50
386,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Chaosschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Chaosschaden.,6,3,1,9,127,50,50
387,Desorientiert Gegner innerhalb von $A@effectindex Metern um den Zaubernden für $d,Desorientiert.,6,5,0,7,0,0,0
388,Fügt allen Gegnern innerhalb von $A@effectindex Metern $d lang alle $t@effectindex Sek. körperlichen Schaden zu.,Verursacht alle $t@effectindex Sek. körperlichen Schaden.,6,70,1,7,1,50,50
389,Fügt allen Gegnern innerhalb von $A@effectindex Metern $d lang alle $t@effectindex Sek. Heiligschaden zu.,Verursacht alle $t@effectindex Sek. Heiligschaden.,6,70,1,7,2,50,50
390,Fügt allen Gegnern innerhalb von $A@effectindex Metern $d lang alle $t@effectindex Sek. Feuerschaden zu.,Verursacht alle $t@effectindex Sek. Feuerschaden.,6,70,1,7,4,50,50
395,Fügt allen Gegnern innerhalb von $A@effectindex Metern $d lang alle $t@effectindex Sek. Frostschaden zu.,Verursacht alle $t@effectindex Sek. Frostschaden.,6,70,1,7,16,50,50
396,Fügt allen Gegnern innerhalb von $A@effectindex Metern $d lang alle $t@effectindex Sek. Arkanschaden zu.,Verursacht alle $t@effectindex Sek. Arkanschaden.,6,70,1,7,64,50,50
397,Stößt alle Gegner vor dem Zaubernden zurück.,,144,0,1,9,0,0,0
398,Stößt alle Gegner innerhalb von $A@effectindex Metern um den Zaubernden zurück.,,144,0,1,7,0,0,0
399,Stößt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort zurück.,,144,0,1,5,0,0,0
400,Stößt einen Gegner zurück.,,144,0,1,3,0,0,0
401,Stößt einen Gegner zurück.,,144,0,1,1,0,0,0
402,Stößt alle Gegner vor dem Zaubernden zurück.,,138,0,1,9,0,0,0
403,Stößt alle Gegner innerhalb von $A@effectindex Metern um den Zaubernden zurück.,,138,0,1,7,0,0,0
404,Stößt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort zurück.,,138,0,1,5,0,0,0
405,Stößt einen Gegner zurück.,,138,0,1,3,0,0,0
406,Stößt einen Gegner zurück.,,138,0,1,1,0,0,0
407,Versetzt das Ziel für $d in Angst und Schrecken.,In Angst und Schrecken versetzt.,6,7,0,3,0,0,0
408,Versetzt Gegner innerhalb von $A@effectindex Metern um den Einschlagsort für $d in Angst und Schrecken.,In Angst und Schrecken versetzt.,6,7,0,5,0,0,0
409,Versetzt Gegner innerhalb von $A@effectindex Metern um den Zaubernden für $d in Angst und Schrecken.,In Angst und Schrecken versetzt.,6,7,0,7,0,0,0
410,Versetzt alle Gegner vor dem Zaubernden für $d in Angst und Schrecken.,In Angst und Schrecken versetzt.,6,7,0,9,0,0,0
411,Lässt einen Gegner $d lang $s@effectindex% mehr Feuerschaden erleiden.,Erlittener Feuerschaden um $s@effectindex% erhöht.,6,87,1,1,4,0,0
412,Lässt einen Gegner $d lang $s@effectindex% mehr körperlichen Schaden erleiden.,Erlittener körperlicher Schaden um $s@effectindex% erhöht.,6,87,1,1,1,0,0
413,Lässt einen Gegner $d lang $s@effectindex% mehr Heiligschaden erleiden.,Erlittener Heiligschaden um $s@effectindex% erhöht.,6,87,1,1,2,0,0
414,Lässt einen Gegner $d lang $s@effectindex% mehr Frostschaden erleiden.,Erlittener Frostschaden um $s@effectindex% erhöht.,6,87,1,1,16,0,0
415,Lässt einen Gegner $d lang $s@effectindex% mehr Schattenschaden erleiden.,Erlittener Schattenschaden um $s@effectindex% erhöht.,6,87,1,1,32,0,0
416,Lässt einen Gegner $d lang $s@effectindex% mehr Arkanschaden erleiden.,Erlittener Arkanschaden um $s@effectindex% erhöht.,6,87,1,1,64,0,0
417,Lässt einen Gegner $d lang $s@effectindex% mehr Naturschaden erleiden.,Erlittener Naturschaden um $s@effectindex% erhöht.,6,87,1,1,8,0,0
418,Lässt einen Gegner $d lang $s@effectindex% mehr Schaden erleiden.,Erlittener Schaden um $s@effectindex% erhöht.,6,87,1,1,127,0,0
419,Verringert die maximale Gesundheit des Ziels $d lang um $s@effectindex%.,Maximale Gesundheit um $s@effectindex% verringert.,6,133,2,3,0,0,0
420,Verringert die maximale Gesundheit aller Gegner vor dem Zaubernden $d lang um $s@effectindex%.,Maximale Gesundheit um $s@effectindex% verringert.,6,133,2,9,0,0,0
421,Verringert die maximale Gesundheit aller Gegner innerhalb von $A@effectindex Metern um den Zaubernden $d lang um $s@effectindex%.,Maximale Gesundheit um $s@effectindex% verringert.,6,133,2,7,0,0,0
422,Verringert die maximale Gesundheit aller Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang um $s@effectindex%.,Maximale Gesundheit um $s@effectindex% verringert.,6,133,2,5,0,0,0
423,Verringert das Angriffstempo aller Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% verringert.,6,138,2,5,0,0,0
424,Verringert das Angriffstempo aller Gegner innerhalb von $A@effectindex Metern um den Zaubernden $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% verringert.,6,138,2,7,0,0,0
425,Verringert das Angriffstempo aller Gegner vor dem Zaubernden $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% verringert.,6,138,2,9,0,0,0
426,Verringert das Angriffstempo des Ziels $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% verringert.,6,138,2,3,0,0,0
427,Fügt allen Gegnern in einem kegelförmigen Bereich vor dem Zaubernden Arkanschaden zu.,,165,0,1,9,64,50,50
428,Fügt allen Gegnern in einem kegelförmigen Bereich vor dem Zaubernden Frostschaden zu.,,165,0,1,9,16,50,50
429,Fügt allen Gegnern in einem kegelförmigen Bereich vor dem Zaubernden Naturschaden zu.,,165,0,1,9,8,50,50
430,Fügt allen Gegnern in einem kegelförmigen Bereich vor dem Zaubernden Feuerschaden zu.,,165,0,1,9,4,50,50
431,Fügt allen Gegnern in einem kegelförmigen Bereich vor dem Zaubernden Heiligschaden zu.,,165,0,1,9,2,50,50
432,Fügt allen Gegnern in einem kegelförmigen Bereich vor dem Zaubernden körperlichen Schaden zu.,,165,0,1,9,1,50,50
435,Fügt Gegnern innerhalb von $A@effectindex Metern $s@effectindex Schattenflammenschaden zu.,,2,0,1,7,36,50,50
436,Fügt Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $s@effectindex Schattenflammenschaden zu.,,2,0,1,5,36,50,50
437,Fügt einem Gegner $s@effectindex Schattenflammenschaden zu.,,2,0,1,3,36,50,50
438,Fügt einem Gegner $d lang alle $t@effectindex Sek. $s@effectindex Schattenflammenschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenflammenschaden.,6,3,1,3,36,50,50
439,Fügt einem Gegner $d lang alle $t@effectindex Sek. $s@effectindex Schattenflammenschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenflammenschaden.,6,3,1,1,36,50,50
440,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex Schattenflammenschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenflammenschaden.,6,3,1,5,36,50,50
441,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Schattenflammenschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenflammenschaden.,6,3,1,7,36,50,50
442,Fügt allen Gegnern vor dem Zaubernden $s@effectindex Schattenflammenschaden zu.,,2,0,1,9,36,50,50
443,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Schattenflammenschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenflammenschaden.,6,3,1,9,36,50,50
444,"Umgibt das Ziel mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex Schattenschaden absorbieren kann.",Absorbiert $s@effectindex Schattenschaden.,6,69,1,3,32,0,0
445,"Umgibt das Ziel mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex körperlichen Schaden absorbieren kann.",Absorbiert $s@effectindex körperlichen Schaden.,6,69,1,3,1,0,0
446,"Umgibt das Ziel mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex Schaden absorbieren kann.",Absorbiert $s@effectindex Schaden.,6,69,1,3,127,0,0
447,"Umgibt das Ziel mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex Naturschaden absorbieren kann.",Absorbiert $s@effectindex Naturschaden.,6,69,1,3,8,0,0
448,"Umgibt das Ziel mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex Heiligschaden absorbieren kann.",Absorbiert $s@effectindex Heiligschaden.,6,69,1,3,2,0,0
449,"Umgibt das Ziel mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex Frostschaden absorbieren kann.",Absorbiert $s@effectindex Frostschaden.,6,69,1,3,16,0,0
450,"Umgibt das Ziel mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex Feuerschaden absorbieren kann.",Absorbiert $s@effectindex Feuerschaden.,6,69,1,3,4,0,0
451,"Umgibt das Ziel mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex Arkanschaden absorbieren kann.",Absorbiert $s@effectindex Arkanschaden.,6,69,1,3,64,0,0
452,Erhöht das Angriffstempo des Zaubernden $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% erhöht.,6,138,1,1,0,10,0
460,Heilt den Zaubernden und alle Verbündeten innerhalb von $A@effectindex Metern um $s@effectindex% der maximalen Gesundheit.,,136,0,1,6,0,0,0
461,Heilt den Zaubernden und alle Verbündeten innerhalb von $A@effectindex Metern um $s@effectindex% der maximalen Gesundheit.,,136,0,1,4,0,0,0
462,Überträgt alle $t@effectindex Sek. Gesundheit vom Zaubernden auf das Ziel.,Überträgt alle $t@effectindex Sek. Gesundheit.,6,62,1,2,0,0,0
464,Lässt den Zaubernden $s@effectindex% mehr Feuerschaden verursachen.,Verursachter Feuerschaden um $s@effectindex% erhöht.,6,79,1,1,4,30,30
465,Lässt den Zaubernden $s@effectindex% mehr Heiligschaden verursachen.,Verursachter Heiligschaden um $s@effectindex% erhöht.,6,79,1,1,2,30,30
466,Lässt den Zaubernden $s@effectindex% mehr Naturschaden verursachen.,Verursachter Naturschaden um $s@effectindex% erhöht.,6,79,1,1,8,30,30
467,Lässt den Zaubernden $s@effectindex% mehr Frostschaden verursachen.,Verursachter Frostschaden um $s@effectindex% erhöht.,6,79,1,1,16,30,30
468,Lässt den Zaubernden $s@effectindex% mehr Schattenschaden verursachen.,Verursachter Schattenschaden um $s@effectindex% erhöht.,6,79,1,1,32,30,30
469,Lässt den Zaubernden $s@effectindex% mehr Arkanschaden verursachen.,Verursachter Arkanschaden um $s@effectindex% erhöht.,6,79,1,1,64,30,30
470,Verringert die erhaltene Heilung eines Gegners $d lang um $s@effectindex%.,Erhaltene Heilung um $s@effectindex% verringert.,6,118,2,3,127,0,0
471,Lässt einen Gegner $s@effectindex% weniger Arkanschaden verursachen.,Verursachter Arkanschaden um $s@effectindex% verringert.,6,79,2,3,64,20,20
472,Lässt einen Gegner $s@effectindex% weniger Schattenschaden verursachen.,Verursachter Schattenschaden um $s@effectindex% verringert.,6,79,2,3,32,20,20
473,Lässt einen Gegner $s@effectindex% weniger Frostschaden verursachen.,Verursachter Frostschaden um $s@effectindex% verringert.,6,79,2,3,16,20,20
474,Lässt einen Gegner $s@effectindex% weniger Naturschaden verursachen.,Verursachter Naturschaden um $s@effectindex% verringert.,6,79,2,3,8,20,20
475,Lässt einen Gegner $s@effectindex% weniger Feuerschaden verursachen.,Verursachter Feuerschaden um $s@effectindex% verringert.,6,79,2,3,4,20,20
476,Lässt einen Gegner $s@effectindex% weniger Heiligschaden verursachen.,Verursachter Heiligschaden um $s@effectindex% verringert.,6,79,2,3,2,20,20
477,Lässt einen Gegner $s@effectindex% weniger körperlichen Schaden verursachen.,Verursachter körperlicher Schaden um $s@effectindex% verringert.,6,79,2,3,1,20,20
478,Lässt den Zaubernden $s@effectindex% mehr körperlichen Schaden verursachen.,Verursachter körperlicher Schaden um $s@effectindex% erhöht.,6,79,1,1,1,30,30
479,"Betäubt den Zaubernden, wodurch er $d lang bewegungs- und angriffsunfähig wird.",Betäubt.,6,12,0,1,0,0,0
480,Verringert die erhaltene Heilung aller Gegner in einem kegelförmigen Bereich vor dem Zaubernden $d lang um $s@effectindex%.,Erhaltene Heilung um $s@effectindex% verringert.,6,118,2,9,32,0,0
481,Verringert die Bewegungsgeschwindigkeit des Ziels $d lang um $s@effectindex%.,Bewegungsgeschwindigkeit um $s@effectindex% verringert.,6,33,2,1,0,0,0
482,"Chance, Angriffen auszuweichen, $d lang um $s@effectindex% erhöht.",Ausweichchance um $s@effectindex% erhöht.,6,49,1,1,0,0,0
483,"Chance, schädlichen Zaubern zu widerstehen, $d lang um $s@effectindex% erhöht.","Chance, schädlichen Zaubern zu widerstehen, um $s@effectindex% erhöht.",6,287,1,1,0,0,0
484,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang $s@effectindex% weniger Schaden verursachen.,Verursachter Schaden um $s@effectindex% verringert.,6,79,2,5,127,20,20
485,Lässt alle Gegner innerhalb von $A@effectindex Metern $d lang $s@effectindex% weniger Schaden verursachen.,Verursachter Schaden um $s@effectindex% verringert.,6,79,2,7,127,20,20
486,Erhöht die maximale Gesundheit aller Verbündeten innerhalb von $A@effectindex Metern um den Einschlagsort $d lang um $s@effectindex%.,Maximale Gesundheit um $s@effectindex% erhöht.,6,133,1,4,0,0,0
487,Erhöht die maximale Gesundheit aller Verbündeten innerhalb von $A@effectindex Metern um den Zaubernden $d lang um $s@effectindex%.,Maximale Gesundheit um $s@effectindex% erhöht.,6,133,1,6,0,0,0
488,Erhöht die maximale Gesundheit aller Verbündeten vor dem Zaubernden $d lang um $s@effectindex%.,Maximale Gesundheit um $s@effectindex% erhöht.,6,133,1,8,0,0,0
489,Erhöht die maximale Gesundheit des Ziels $d lang um $s@effectindex%.,Maximale Gesundheit um $s@effectindex% erhöht.,6,133,2,2,0,0,0
490,Erhöht das Angriffstempo des Ziels $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% erhöht.,6,9,1,2,0,0,0
491,Erhöht das Angriffstempo aller Verbündeten vor dem Zaubernden $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% erhöht.,6,9,1,8,0,0,0
492,Erhöht das Angriffstempo aller Verbündeten innerhalb von $A@effectindex Metern um den Zaubernden $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% erhöht.,6,9,1,6,0,0,0
493,Erhöht das Angriffstempo aller Verbündeten innerhalb von $A@effectindex Metern um den Einschlagsort $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% erhöht.,6,9,1,4,0,0,0
494,Erhöht das Angriffstempo des Zaubernden $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% erhöht.,6,9,1,1,0,10,0
495,Verringert das Angriffstempo $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% verringert.,6,9,2,1,0,0,0
498,Verringert das Angriffstempo $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% verringert.,6,9,2,3,0,0,0
499,Verringert das Angriffstempo aller Gegner vor dem Zaubernden $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% verringert.,6,9,2,9,0,0,0
500,Verringert das Angriffstempo aller Gegner innerhalb von $A@effectindex Metern um den Zaubernden $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% verringert.,6,9,2,7,0,0,0
501,Verringert das Angriffstempo aller Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang um $s@effectindex%.,Angriffstempo um $s@effectindex% verringert.,6,9,2,5,0,0,0
502,Verringert das Zaubertempo aller Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang um $s@effectindex%.,Zaubertempo um $s@effectindex% verringert.,6,65,2,5,0,0,0
503,Verringert das Zaubertempo aller Gegner innerhalb von $A@effectindex Metern um den Zaubernden $d lang um $s@effectindex%.,Zaubertempo um $s@effectindex% verringert.,6,65,2,7,0,0,0
504,Verringert das Zaubertempo aller Gegner vor dem Zaubernden $d lang um $s@effectindex%.,Zaubertempo um $s@effectindex% verringert.,6,65,2,9,0,0,0
505,Verringert das Zaubertempo $d lang um $s@effectindex%.,Zaubertempo um $s@effectindex% verringert.,6,65,2,3,0,0,0
506,Verringert das Zaubertempo $d lang um $s@effectindex%.,Zaubertempo um $s@effectindex% verringert.,6,65,2,1,0,0,0
507,Erhöht das Zaubertempo aller Verbündeten vor dem Zaubernden $d lang um $s@effectindex%.,Zaubertempo um $s@effectindex% erhöht.,6,65,1,8,0,0,0
508,Erhöht das Zaubertempo aller Verbündeten innerhalb von $A@effectindex Metern um den Zaubernden $d lang um $s@effectindex%.,Zaubertempo um $s@effectindex% erhöht.,6,65,1,6,0,0,0
