ID,Value_lang,ReqID,ParentWidgetID
5670,,4,2317
5671,Der Tarragrue ist hier! Schnell!,2,2318
5672,"Findet den Ausgang des Stocks, bevor er sich Euch in den Weg stellt!",3,2318
5673,,4,2318
5680,Aktuelle Stufe: %0jl,2,2320
5681,Ihr habt %0ji |4Stock:Stöcke; des Turms erklommen.,3,2320
5682,,4,2320
5683,Ankunft der Gäste in:,19,2515
5684,,273,2515
5685,|Hspell:336623|h,208,2515
5686,,212,2322
5687,,277,2322
5688,,212,2323
5689,,277,2323
5690,,212,2324
5691,,277,2324
5692,,212,2325
5693,,277,2325
5694,,212,2326
5695,,277,2326
5696,,212,2327
5697,,277,2327
5698,,212,2328
5699,,277,2328
5702,,212,2330
5703,,277,2330
5704,,212,2331
5705,,277,2331
5706,,212,2332
5707,,277,2332
5708,Phantasma gesamt: %1728c,2,2333
5709,,3,2333
5710,,4,2333
5711,,394,1749
5712,,14,967
5713,Anzahl der von der Allianz gesammelten Zutaten,250,967
5714,Anzahl der von der Horde gesammelten Zutaten,251,967
5742,"|cFFFFFFFFErschöpfung|r|nEs ist sehr erschöpfend für Reittiere, in N'Zoths Gegenwart zu fliegen.|nBei 0 wird Euer Reittier |cFFFF0000erschöpft|r.|nWird am Boden regeneriert.",275,2334
5743,,19,2340
5744,,208,2340
5745,%2432fn,273,2340
5746,|Hspell:317002|h,275,2341
5747,,19,2342
5748,%2427fn,273,2342
5749,,208,2342
5798,,273,1333
5802,3/5: |TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2362
5803,,273,2362
5804,"Auge des Kerkermeisters|nStufe 3/5|n|nEure Handlungen im Schlund lenken das Auge des Kerkermeisters auf Euch, was zunehmende Bedrohungen mit sich bringt.|n|nAktuelle Bedrohungen:|n|cFFFFFFFFSeelensucher greifen Euch auf der Stelle an.|n|nTürme bombardieren Eure Position, was Schaden verursacht und Euch verlangsamt.|n|nAssassinen werden entsandt, um Euch zu töten.|r|n|nNächste Bedrohung:|n|cFFFFFFFFEliteassassinen|r",208,2362
5805,0/5: |TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2359
5806,,273,2359
5807,"Auge des Kerkermeisters|nStufe 0/5|n|nEure Handlungen im Schlund lenken das Auge des Kerkermeisters auf Euch, was zunehmende Bedrohungen mit sich bringt.|n|nAktuelle Bedrohungen:|n|cFFFFFFFFKeine|r|n|nNächste Bedrohung:|n|cFFFFFFFFSeelensucher|r",208,2359
5808,4/5: |TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2363
5809,,273,2363
5810,"Auge des Kerkermeisters|nStufe 4/5|n|nEure Handlungen im Schlund lenken das Auge des Kerkermeisters auf Euch, was zunehmende Bedrohungen mit sich bringt.|n|nAktuelle Bedrohungen:|n|cFFFFFFFFSeelensucher greifen Euch auf der Stelle an.|n|nTürme bombardieren Eure Position, was Schaden verursacht und Euch verlangsamt.|n|nEliteassassinen werden entsandt, um Euch zu töten.|r|n|nNächste Bedrohung:|n|cFFFFFFFFSofortige Auslöschung|r",208,2363
5811,1/5: |TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2360
5812,,273,2360
5813,"Auge des Kerkermeisters|nStufe 1/5|n|nEure Handlungen im Schlund lenken das Auge des Kerkermeisters auf Euch, was zunehmende Bedrohungen mit sich bringt.|n|nAktuelle Bedrohungen:|n|cFFFFFFFFSeelensucher greifen Euch auf der Stelle an.|r|n|nNächste Bedrohung:|n|cFFFFFFFFBombardement|r",208,2360
5814,2/5: |TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2361
5815,,273,2361
5816,"Auge des Kerkermeisters|nStufe 2/5|n|nEure Handlungen im Schlund lenken das Auge des Kerkermeisters auf Euch, was zunehmende Bedrohungen mit sich bringt.|n|nAktuelle Bedrohungen:|n|cFFFFFFFFSeelensucher greifen Euch auf der Stelle an.|n|nTürme bombardieren Eure Position, was Schaden verursacht und Euch verlangsamt.|r|n|nNächste Bedrohung:|n|cFFFFFFFFAssassinen|r",208,2361
5817,%1751c,56,2364
5818,Rettet befreite Seelen vor dem Schlund und kehrt dann zum Sanktum Eures Pakts zurück.,57,2364
5819,,59,2364
5820,,60,2364
5821,,62,2364
5822,,63,2364
5823,,67,2364
5824,,66,2364
5825,Seelen,72,2364
5826,,73,2364
5827,,74,2364
5828,,75,2364
5829,Aktuelle Stufe: %0jl,52,2365
5830,Ihr habt %0ji |4Stock:Stöcke; des Turms erklommen.,394,2365
5831,%174942ic,56,2366
5832,"Bringt Stygia zu Ve'nari im Schlund, um Chiffren zu kaufen.",57,2366
5833,,59,2366
5834,,60,2366
5835,,62,2366
5836,,63,2366
5837,,67,2366
5838,,66,2366
5839,Stygia,72,2366
5840,,73,2366
5841,,74,2366
5842,,75,2366
5852,,19,2220
5853,,273,2220
5854,,208,2220
5858,Test Text %qr,15,2371
5860,Exanimabresche,19,2371
5861,Entropische Exanima getötet,273,2371
5862,|Hquestreward:60344|h,208,2371
5891,,212,2382
5892,,277,2382
5901,,19,2388
5902,Verbleibende Anima,273,2388
5903,,208,2388
5904,Zone 1 State 1 Test,342,2389
5905,Zone 1 State 2 Test,348,2389
5906,Zone 2 State 1 Test,356,2389
5907,Zone 2 State 2 Test,362,2389
5908,Zone 3 State 1 Test,370,2389
5909,Zone 3 State 2 Test,376,2389
5910,Zone 4 State 1 Test,384,2389
5911,Zone 4 State 2 Test,390,2389
5912,Neue Berufung verfügbar!     ,2,2390
5913,bbbb,3,2390
5914,,4,2390
5915,"This will eventually cast a spell that takes you to Bastion, for now you can just type ""cast Call to Bastion"" in console to replicate the effect.",212,2391
5916,Neue Berufung verfügbar!     ,277,2391
5922,,19,2394
5923,"Oh seht, oh seht, Ihr kommt ja viel zu spät!",208,2394
5924,Verbleibende Zeit,273,2394
5925,,19,2395
5926,"Die Verlorene Sibylle weigert sich, dem Licht nachzugeben.",208,2395
5927,Entschlossenheit,273,2395
5928,Halkias' Anima,19,2396
5929,Halkias' Anima,273,2396
5930,"Wenn die Splitter von Halkias besiegt werden, setzt ihre Anima den Goliath frei.",208,2396
5944,,19,2399
5945,,273,2399
5946,Abgefüllte Anima,208,2399
5947,,19,2400
5948,,273,2400
5949,Sünden und Leid,208,2400
5950,,19,2401
5951,,273,2401
5952,Konzentrierte Anima,208,2401
5953,,19,2402
5954,Prinz Renathals Mana,273,2402
5955,,208,2402
5974,,15,2486
5975,|Hitem:178886|hStimmung: Miserabel,212,2486
5976, ,277,2486
5977,|Hitem:178677|hAktuelle Zufriedenheit: %18981w,212,2404
5978,Prinz Renathal,277,2404
5979,,15,2404
5980,|Hitem:178677|hAktuelle Zufriedenheit: %18981w,212,2405
5981,Prinz Renathal,277,2405
5982,,15,2405
5983,|Hitem:178677|hAktuelle Zufriedenheit: %18981w,212,2406
5984,Prinz Renathal,277,2406
5985,,15,2406
5986,|Hitem:178677|hMiserabel,212,2407
5987, ,277,2407
5988,,19,2408
5989,,273,2408
5990,,208,2408
5991,,212,2409
5992,,277,2409
5993,,212,2410
5994,,277,2410
5995,,212,2411
5996,,277,2411
5997,,212,2412
5998,,277,2412
5999,,212,2413
6000,,277,2413
6001,,212,2414
6002,,277,2414
6003,,212,2415
6004,,277,2415
6005,,19,2416
6006,,208,2416
6007,%2446fn,273,2416
6008,,19,2417
6009,,208,2417
6010,%2452fn,273,2417
6011,,19,2418
6012,,208,2418
6013,%2454fn,273,2418
6014,,19,2419
6015,,208,2419
6016,%2455fn,273,2419
6017,,212,2420
6018,,277,2420
6019,,212,2421
6020,,277,2421
6021,,212,2422
6022,,277,2422
6023,,212,2423
6024,,277,2423
6025,,212,2424
6026,,277,2424
6027,,212,2425
6028,,277,2425
6029,,212,2426
6030,,277,2426
6031,,212,2427
6032,,277,2427
6033,,212,2428
6034,,277,2428
6035,,212,2429
6036,,277,2429
6037,,212,2430
6038,,277,2430
6039,,212,2431
6040,,277,2431
6041,,277,2432
6042,,212,2432
6043,,212,2433
6044,,277,2433
6045,,212,2434
6046,,277,2434
6047,,212,2435
6048,,277,2435
6049,,212,2436
6050,,277,2436
6051,,212,2437
6052,,277,2437
6053,,212,2438
6054,,277,2438
6055,,212,2439
6056,,277,2439
6057,,212,2440
6058,,277,2440
6059,,212,2441
6060,,277,2441
6061,,212,2442
6062,,277,2442
6063,,212,2443
6064,,277,2443
6065,,277,2444
6066,,212,2444
6067,,212,2445
6068,,277,2445
6069,,212,2446
6070,,277,2446
6071,,212,2447
6072,,277,2447
6073,,212,2448
6074,,277,2448
6075,,212,2449
6076,,277,2449
6077,,212,2450
6078,,277,2450
6079,,212,2451
6080,,277,2451
6081,,277,2452
6082,,212,2452
6083,,212,2453
6084,,277,2453
6085,,212,2454
6086,,277,2454
6087,,212,2455
6088,,277,2455
6090,,212,2457
6091, ,277,2457
6092,,19,2458
6093,,273,2458
6094,Abgefüllte Anima,208,2458
6095,,19,2459
6096,,273,2459
6097,Sünden und Leid,208,2459
6098,,19,2460
6099,,273,2460
6100,Konzentrierte Anima,208,2460
6101,,212,2461
6102, ,277,2461
6103,,212,2462
6104, ,277,2462
6105,,212,2463
6106, ,277,2463
6107,|Hitem:178886|hStimmung: Unbehaglich,212,2485
6108, ,277,2485
6109,,15,2485
6110,|Hitem:178886|hStimmung: Zufrieden,212,2484
6111, ,277,2484
6112,,15,2484
6113,|Hitem:178886|hStimmung: Begeistert,212,2483
6114, ,277,2483
6115,,15,2483
6116,|Hitem:178887|hStimmung: Miserabel,212,2468
6117, ,277,2468
6118,,15,2468
6119,|Hitem:178887|hStimmung: Unbehaglich,212,2469
6120, ,277,2469
6121,,15,2469
6122,|Hitem:178887|hStimmung: Zufrieden,212,2470
6123, ,277,2470
6124,,15,2470
6125,|Hitem:178887|hStimmung: Begeistert,212,2471
6126, ,277,2471
6127,,15,2471
6128,|Hitem:178888|hStimmung: Miserabel,212,2472
6129, ,277,2472
6130,,15,2472
6131,|Hitem:178888|hStimmung: Unbehaglich,212,2473
6132, ,277,2473
6133,,15,2473
6134,|Hitem:178888|hStimmung: Zufrieden,212,2474
6135, ,277,2474
6136,,15,2474
6137,|Hitem:178888|hStimmung: Begeistert,212,2475
6138, ,277,2475
6139,,15,2475
6140,|Hitem:178889|hStimmung: Miserabel,212,2476
6141, ,277,2476
6142,,15,2476
6143,|Hitem:178677|hAktuelle Zufriedenheit: %18981w,212,2481
6144, ,277,2481
6145,,15,2481
6146,|Hitem:178677|hAktuelle Zufriedenheit: %18981w,212,2482
6147, ,277,2482
6148,,15,2482
6149,|Hitem:178677|hAktuelle Zufriedenheit: %18981w,212,2480
6150, ,277,2480
6151,,15,2480
6152,|Hitem:178886|hStimmung: Unbehaglich,212,2465
6153, ,277,2465
6154,,212,2518
6155, ,277,2518
6156,|Hitem:178886|hStimmung: Miserabel,212,2464
6157, ,277,2464
6158,|Hitem:178886|hStimmung: Zufrieden,212,2466
6159, ,277,2466
6160,|Hitem:178886|hStimmung: Begeistert,212,2467
6161, ,277,2467
6162,|Hitem:178889|hStimmung: Begeistert,212,2479
6163, ,277,2479
6164,|Hitem:178889|hStimmung: Zufrieden,212,2478
6165, ,277,2478
6166,|Hitem:178889|hStimmung: Unbehaglich,212,2477
6167, ,277,2477
6168,|Hitem:178677|hAktuelle Zufriedenheit: %18981w,212,2487
6169,Prinz Renathal,277,2487
6170,,15,2487
6171,|Hitem:178886|hStimmung: Sehr zufrieden,212,2488
6172, ,277,2488
6173,|Hitem:178887|hStimmung: Sehr zufrieden,212,2489
6174, ,277,2489
6175,,15,2489
6176,|Hitem:178888|hStimmung: Sehr zufrieden,212,2490
6177, ,277,2490
6178,,15,2490
6179,|Hitem:178889|hStimmung: Sehr zufrieden,212,2491
6180, ,277,2491
6181,|Hitem:178677|hAktuelle Zufriedenheit: %18981w,212,2492
6182, ,277,2492
6183,,15,2492
6184,|Hitem:178886|hStimmung: Sehr zufrieden,212,2493
6185, ,277,2493
6186,,15,2493
6187,|Hitem:178887|hStimmung: Miserabel,212,2494
6188, ,277,2494
6189,,15,2494
6190,|Hitem:178887|hStimmung: Unbehaglich,212,2495
6191, ,277,2495
6192,,15,2495
6193,|Hitem:178887|hStimmung: Zufrieden,212,2496
6194, ,277,2496
6195,,15,2496
6196,|Hitem:178887|hStimmung: Sehr zufrieden,212,2497
6197, ,277,2497
6198,,15,2497
6199,|Hitem:178887|hStimmung: Begeistert,212,2498
6200, ,277,2498
6201,,15,2498
6202,|Hitem:178888|hStimmung: Miserabel,212,2499
6203, ,277,2499
6204,,15,2499
6205,|Hitem:178888|hStimmung: Unbehaglich,212,2500
6206, ,277,2500
6207,,15,2500
6208,|Hitem:178888|hStimmung: Zufrieden,212,2501
6209, ,277,2501
6210,,15,2501
6211,|Hitem:178888|hStimmung: Sehr zufrieden,212,2502
6212, ,277,2502
6213,,15,2502
6214,|Hitem:178888|hStimmung: Begeistert,212,2503
6215, ,277,2503
6216,,15,2503
6217,|Hitem:178889|hStimmung: Miserabel,212,2504
6218, ,277,2504
6219,,15,2504
6220,|Hitem:178889|hStimmung: Unbehaglich,212,2505
6221, ,277,2505
6222,,15,2505
6223,|Hitem:178889|hStimmung: Zufrieden,212,2506
6224, ,277,2506
6225,,15,2506
6226,|Hitem:178889|hStimmung: Sehr zufrieden,212,2507
6227, ,277,2507
6228,,15,2507
6229,|Hitem:178889|hStimmung: Begeistert,212,2508
6230, ,277,2508
6231,,15,2508
6250,,19,2513
6251,Teekannentemperatur,273,2513
6252,"Serviert den Tee, bevor er kalt wird! (|cfffb95ff+Förmlich|r)",208,2513
6253,Stücke gefangen: %329473as/5,19,2514
6254,Verbleibende Zeit,273,2514
6255,"Fangt alle fünf Stücke, bevor sie zerbrechen! (|cfff2e699+Bonuszufriedenheit|r)",208,2514
6256,Hof endet in:,19,2517
6257,,273,2517
6258,|Hspell:336622|h,208,2517
6259,,212,2519
6260, ,277,2519
6261,,212,2520
6262, ,277,2520
6263,,212,2521
6264, ,277,2521
6265,,212,2522
6266, ,277,2522
6267,,212,2523
6268, ,277,2523
6269,,212,2524
6270, ,277,2524
6271,,212,2525
6272, ,277,2525
6273,,212,2526
6274, ,277,2526
6275,,212,2527
6276, ,277,2527
6280,Gästevorlieben,52,2529
6281,,394,2529
6282,Hofatmosphäre,52,2530
6283,|Hspell:336484|h,394,2530
6288,|Hspell:331385|h,275,2535
6289,|Hspell:331384|h,275,2536
6290,|Hspell:331383|h,275,2537
6291,|Hspell:331382|h,275,2538
6309,Tarragrue erscheint in:,19,2321
6310,Beeilt Euch!,273,2321
6311,Begebt Euch schnell zum Ausgang!,208,2321
6314,Gesamtpunktzahl: %19343w,52,2509
6315,|Hspell:336491|h,394,2509
6316,,212,2403
6317,,277,2403
6318,,415,2515
6319,,212,2539
6320,,277,2539
6321,,212,2541
6322,,277,2541
6325,,19,2380
6326,,273,2380
6327,Gefäß des Frevels,208,2380
6328,,19,2456
6329,,273,2456
6330,Gefäß des Frevels,208,2456
6341,,212,2546
6342, ,277,2546
6343,,212,2547
6344, ,277,2547
6345,,212,2548
6346, ,277,2548
6347,,212,2549
6348, ,277,2549
6349,,212,2550
6350, ,277,2550
6351,,212,2551
6352, ,277,2551
6353,,212,2552
6354, ,277,2552
6359,,212,2554
6360,,277,2554
6361,,212,2553
6362,,277,2553
6363,,212,2555
6364,,277,2555
6365,,212,2556
6366,,277,2556
6367,,212,2557
6368,,277,2557
6369,,212,2558
6370,,277,2558
6371,,212,2559
6372,,277,2559
6373,Geschenke von Euren Gästen,52,2560
6374,,394,2560
6375,Geschenke von Eurem Gastgeber,52,2561
6376,,394,2561
6377,,212,2562
6378,,277,2562
6379,,19,2563
6380,,208,2563
6381,,273,2563
6382,,19,2564
6383,,208,2564
6384,,273,2564
6385,,19,2565
6386,,208,2565
6387,,273,2565
6388,,19,2566
6389,,208,2566
6390,,273,2566
6391,,19,2567
6392,,208,2567
6393,,273,2567
6394,,19,2568
6395,,208,2568
6396,,273,2568
6397,,19,2569
6398,,208,2569
6399,,273,2569
6403,,212,2571
6404,,277,2571
6405,,212,2572
6406,,277,2572
6407,,19,2573
6408,Gäste bedient,273,2573
6409,"Findet hungrige und durstige Gäste, um sie zu bedienen! (|cff1b8729+Dekadent|r)",208,2573
6410,,212,2574
6411,,277,2574
6416,,212,2577
6417,,277,2577
6420,,212,2579
6421,,277,2579
6422,,19,2580
6423,Teekannentemperatur,273,2580
6424,"Serviert den Tee, bevor er kalt wird!",208,2580
6425,,212,2581
6426,,277,2581
6427,,19,2582
6428,"Hört Euch Ivens Bedenken an und helft ihm, das Tanzen zu lernen, damit er Zena beeindrucken kann. (|cff1b8729+Dekadent|r)",208,2582
6429,Ivens Tanzfertigkeit,273,2582
6432,,19,2584
6433,Hungerstufe,273,2584
6434,"Füttert den Gorm, um ihn zu kontrollieren, während Ihr ihn zu dem auf Eurer Karte markierten Gormkäfig führt! (|cffdb453d+Sicher|r)",208,2584
6437,,212,2586
6438,,277,2586
6439,,19,2587
6440,Tiere gerettet,273,2587
6441,Bringt Barsche zurück ins Wasser und Gormlinge in ihre Kisten. (|cff34cceb+Sauber|r),208,2587
6442,,212,2588
6443,,277,2588
6457,Frakturkammern,33,2590
6458,,35,2590
6459,,69,2590
6460,,70,2590
6461,,71,2590
6462,|cffffffffSchwierigkeitsgrad %35451e|r bewältigt,46,2590
6463,,36,2590
6464,,38,2590
6465,,39,2590
6466,,41,2590
6467,,42,2590
6468,Skoldushalle,33,2589
6469,,35,2589
6470,,69,2589
6471,,70,2589
6472,,71,2589
6473,|cffffffffBewältigt (Schwierigkeitsgrad %35443e)|r,46,2589
6474,,36,2589
6475,,38,2589
6476,,39,2589
6477,,41,2589
6478,,42,2589
6479,Mort'regar,33,2593
6480,,35,2593
6481,,69,2593
6482,,70,2593
6483,,71,2593
6484,|cFF00FF00Schwierigkeitsgrad %35463e|r bewältigt,46,2593
6485,,36,2593
6486,,38,2593
6487,,39,2593
6488,,41,2593
6489,,42,2593
6490,Seelenschmieden,33,2591
6491,,35,2591
6492,,69,2591
6493,,70,2591
6494,,71,2591
6495,|cFF00FF00Schwierigkeitsgrad %35455e|r bewältigt,46,2591
6496,,36,2591
6497,,38,2591
6498,,39,2591
6499,,41,2591
6500,,42,2591
6501,Kaltherzinterstitia,33,2592
6502,,35,2592
6503,,69,2592
6504,,70,2592
6505,,71,2592
6506,|cFF00FF00Schwierigkeitsgrad %35459e|r bewältigt,46,2592
6507,,36,2592
6508,,38,2592
6509,,39,2592
6510,,41,2592
6511,,42,2592
6512,Die Oberen Ebenen,33,2594
6513,,35,2594
6514,,69,2594
6515,,70,2594
6516,,71,2594
6517,|cFF00FF00Schwierigkeitsgrad %35447e|r bewältigt,46,2594
6518,,36,2594
6519,,38,2594
6520,,39,2594
6521,,41,2594
6522,,42,2594
6556,Tooltip zu Status 1,407,2118
6557,Tooltip zu Status 2,413,2118
6591,,212,2617
6592,,277,2617
6593,,277,2618
6594,,212,2618
6595,,277,2619
6596,,212,2619
6597,,277,2620
6598,,212,2620
6599,Prüfung von Zo'Sorg: Stärke,14,2621
6600,Animaartefakte zu Zo'Sorg zurückgebracht,250,2621
6601,Animaartefakte zu Zo'Sorg zurückgebracht,251,2621
6602,Lebensessenz,19,2622
6603,,208,2622
6604,,273,2622
6605,Lebensessenz,19,2623
6606,,208,2623
6607,,273,2623
6608,Lebensessenz,19,2624
6609,,208,2624
6610,,273,2624
6611,Lebensessenz,19,2625
6612,,208,2625
6613,,273,2625
6614,Lebensessenz,19,2626
6615,,208,2626
6616,,273,2626
6617,Lebensessenz,19,2627
6618,,208,2627
6619,,273,2627
6620,Lebensessenz,19,2628
6621,,208,2628
6622,,273,2628
6629,,2,2631
6630,,3,2631
6631,,4,2631
6637,,212,2633
6638,,277,2633
6639,5/5: |TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t,52,2634
6640,"Auge des Kerkermeisters|nStufe 5/5|n|nEure Handlungen im Schlund lenken das Auge des Kerkermeisters auf Euch, was zunehmende Bedrohungen mit sich bringt.|n|nAktuelle Bedrohung:|n|cFFFFFFFFSeelensucher greifen Euch auf der Stelle an.|n|nTürme bombardieren Eure Position, was Schaden verursacht und Euch verlangsamt.|n|nEliteassassinen werden entsandt, um Euch zu töten.|n|nDer Kerkermeister lässt Eure Lebenskraft rapide schwinden.|r",394,2634
6641,,19,2635
6642,,208,2635
6643,%2447fn,273,2635
6644,,212,2636
6645,,277,2636
6646,,212,2637
6647,,277,2637
6648,,212,2638
6649,,277,2638
6650,,19,2639
6651,,208,2639
6652,%2448fn,273,2639
6653,,212,2640
6654,,277,2640
6655,,212,2641
6656,,277,2641
6657,,212,2642
6658,,277,2642
6659,,19,2643
6660,,208,2643
6661,%2449fn,273,2643
6662,,212,2644
6663,,277,2644
6664,,212,2645
6665,,277,2645
6666,,212,2646
6667,,277,2646
6668,,19,2647
6669,,208,2647
6670,%2450fn,273,2647
6671,,212,2648
6672,,277,2648
6673,,212,2649
6674,,277,2649
6675,,19,2650
6676,,208,2650
6677,%2451fn,273,2650
6678,,212,2651
6679,,277,2651
6680,,212,2652
6681,,277,2652
6682,,19,2653
6683,,208,2653
6684,%2453fn,273,2653
6685,,212,2654
6686,,277,2654
6687,,212,2655
6688,,277,2655
6689,,19,2656
6690,,208,2656
6691,%2456fn,273,2656
6692,,212,2657
6693,,277,2657
6694,,19,2658
6695,,208,2658
6696,%2457fn,273,2658
6697,,212,2659
6698,,277,2659
6699,,19,2660
6700,,208,2660
6701,%2458fn,273,2660
6702,,212,2661
6703,,277,2661
6704,,19,2662
6705,,208,2662
6706,%2461fn,273,2662
6707,,212,2663
6708,,277,2663
6709,,19,2664
6710,,208,2664
6711,%2459fn,273,2664
6712,,212,2665
6713,,277,2665
6714,,19,2666
6715,,208,2666
6716,%2460fn,273,2666
6717,,212,2667
6718,,277,2667
6719,,212,2668
6720, ,277,2668
6721,,212,2669
6722, ,277,2669
6723,,212,2670
6724, ,277,2670
6725,,212,2671
6726, ,277,2671
6727,,212,2672
6728, ,277,2672
6729,,212,2673
6730, ,277,2673
6731,,212,2674
6732, ,277,2674
6733,,212,2675
6734, ,277,2675
6735,,212,2676
6736, ,277,2676
6737,,212,2677
6738, ,277,2677
6739,,212,2678
6740, ,277,2678
6741,,212,2679
6742, ,277,2679
6743,,212,2680
6744, ,277,2680
6745,,212,2681
6746, ,277,2681
6747,,212,2682
6748, ,277,2682
6749,,212,2683
6750, ,277,2683
6751,,212,2684
6752, ,277,2684
6753,,212,2685
6754, ,277,2685
6755,,212,2686
6756, ,277,2686
6757,,212,2687
6758, ,277,2687
6759,,212,2688
6760, ,277,2688
6761,,212,2689
6762,,277,2689
6767,,275,2222
6768,,212,2691
6769,,277,2691
6770,,212,2692
6771,,277,2692
6772,,212,2693
6773,,277,2693
6774,,212,2694
6775,,277,2694
6776,,212,2695
6777,,277,2695
6786,,212,2700
6787,,277,2700
6788,,212,2701
6789,,277,2701
6790,,212,2702
6791,,277,2702
6792,,212,2703
6793,,277,2703
6794,,212,2704
6795,,277,2704
6796,,212,2705
6797,,277,2705
6798,,212,2706
6799,,277,2706
6800,,212,2707
6801,,277,2707
6802,,212,2708
6803,,277,2708
6808,|Hitem:181338|hStimmung: Miserabel,212,2711
6809, ,277,2711
6810,|Hitem:181338|hStimmung: Unbehaglich,212,2712
6811, ,277,2712
6812,|Hitem:181338|hStimmung: Zufrieden,212,2713
6813, ,277,2713
6814,|Hitem:181338|hStimmung: Sehr zufrieden,212,2714
6815, ,277,2714
6816,|Hitem:181338h|hStimmung: Begeistert,212,2715
6817, ,277,2715
6818,|Hitem:181338|hStimmung: Miserabel,212,2716
6819, ,277,2716
6820,,15,2716
6821,|Hitem:181338|hStimmung: Unbehaglich,212,2717
6822, ,277,2717
6823,,15,2717
6824,|Hitem:181338|hStimmung: Zufrieden,212,2718
6825, ,277,2718
6826,,15,2718
6827,|Hitem:181338|hStimmung: Sehr zufrieden,212,2719
6828, ,277,2719
6829,,15,2719
6830,|Hitem:181338|hStimmung: Begeistert,212,2720
6831, ,277,2720
6832,,15,2720
6833,|Hitem:181339|hStimmung: Begeistert,212,2721
6834, ,277,2721
6835,|Hitem:181339|hStimmung: Sehr zufrieden,212,2722
6836, ,277,2722
6837,|Hitem:181339|hStimmung: Zufrieden,212,2723
6838, ,277,2723
6839,|Hitem:181339|hStimmung: Unbehaglich,212,2724
6840, ,277,2724
6841,|Hitem:181339|hStimmung: Miserabel,212,2725
6842, ,277,2725
6843,|Hitem:181340|hStimmung: Begeistert,212,2726
6844, ,277,2726
6845,|Hitem:181340|hStimmung: Sehr zufrieden,212,2727
6846, ,277,2727
6847,|Hitem:181340|hStimmung: Zufrieden,212,2728
6848, ,277,2728
6849,|Hitem:181340|hStimmung: Unbehaglich,212,2729
6850, ,277,2729
6851,|Hitem:181340|hStimmung: Miserabel,212,2730
6852, ,277,2730
6853,|Hitem:181341|hStimmung: Begeistert,212,2731
6854, ,277,2731
6855,|Hitem:181341|hStimmung: Sehr zufrieden,212,2732
6856, ,277,2732
6857,|Hitem:181341|hStimmung: Zufrieden,212,2733
6858, ,277,2733
6859,|Hitem:181341|hStimmung: Unbehaglich,212,2734
6860, ,277,2734
6861,|Hitem:181341|hStimmung: Miserabel,212,2735
6862, ,277,2735
6863,|Hitem:181342|hStimmung: Begeistert,212,2736
6864, ,277,2736
6865,|Hitem:181342|hStimmung: Sehr zufrieden,212,2737
6866, ,277,2737
6867,|Hitem:181342|hStimmung: Zufrieden,212,2738
6868, ,277,2738
6869,|Hitem:181342|hStimmung: Unbehaglich,212,2739
