ActivityName_lang,Description_lang,ID,CriteriaTreeID,ThresholdContributionAmount,Field_10_1_0_48480_005,Field_10_1_0_48776_006
Festival do Fogo do Solstício: roubar uma Chama,"De 1/7 a 4/7, concluir a missão ""Roubando a chama de Orgrimmar"" ou ""Roubando a chama de Ventobravo"".",227,145588,150,0,-2
Usar expressão /vibrar no Posto Comercial,Usar a expressão /vibrar nos mercadores do Posto Comercial e suas mercadorias.,228,145597,20,0,0
/vibrar com a Gangue do Supercascokhan,Usar o brinquedo Gangue do Supercascokhan e usar a expressão /vibrar com a Gangue do Supercascokhan.,230,145600,20,0,0
/vibrar com os Aspectos Dragônicos,Usar a expressão /vibrar nos Aspectos Dragônicos em Valdrakken.,231,145602,20,0,0
Usar as Palmilhas Dançantes Isolantes de brinquedo,Usar as Palmilhas Dançantes Isolantes em Valdrakken e Argília.,232,145606,50,0,-30
Dar /viva para as Palmilhas Dançantes Isolantes,Usar expressão /viva com um jogador de facção adversária com o efeito Pés de Chamas das Palmilhas Dançantes Isolantes de brinquedo.,233,145613,100,0,-30
Concluir missões diárias da Ofensiva de Fyrakk nos Campos de Impregnação,"Concluir missões diárias da Ofensiva de Fyrakk nos Campos de Impregnação, nas Ilhas do Dragão.",234,145702,100,0,0
Usar expressão /vibrar nos Caracóis de Corrida de Lumerogg,Usar a expressão /vibrar nos caracóis de corrida in Lumerogg.,235,145736,50,0,0
Usar o Morsapalooza Feliz de brinquedo,Usar o brinquedo Morsapalooza Feliz em Valdrakken e Argília.,236,145723,50,0,0
Usar o brinquedo Areias Claudicantes,"Usar o brinquedo Areias Claudicantes em Valdrakken, Argília e na Aldeia Morqut.",237,145741,50,0,-40
Usar /dançar em Areias Claudicantes,Usar expressão /dançar com um jogador de facção adversária com o efeito Areias Claudicantes das Areias Claudicantes de brinquedo.,238,145745,100,0,-40
Lançar Revoadas Fulgurantes nas capitais,Usar fogos de engenharia da Revoada Fulgurante em Valdrakken e em Ventobravo ou Orgrimmar.,239,145765,50,0,-50
Saquear Baús do Tesouro nas Cavernas dos Farins,Saquear baús do tesouro ao explorar cavernas ao lado de um companheiro farim na Caverna Zaralek.,240,145770,200,0,0
Lançar Revoadas Fulgurantes em masmorras de Dragonflight,Usar fogos de engenharia da Revoada Fulgurante em masmorras de Dragonflight.,241,145788,50,0,-50
Lançar Revoadas Fulgurantes em raides de Dragonflight,Usar fogos de engenharia da Revoada Fulgurante em raides de Dragonflight.,242,145790,50,0,-50
Usar o Brinquedo de Dança de Negraluna,Usar o Brinquedo de Dança de Negraluna em Argília,243,145792,50,0,0
Usar o brinquedo Conjunto de Chá de Dragão,"Usar o Conjunto de Chá de Dragão de brinquedo em Valdrakken, Iskaara, na Aldeia Morqut e no Trono Obsidiano.",244,145794,50,0,0
Usar o brinquedo D.I.S.C.O.,Escutar música usando o brinquedo D.I.S.C.O. em Valdrakken e Ventobravo ou Orgrimmar.,245,145801,50,0,0
Feira de Negraluna: /vibrar com as bandas,"De 1/7 a 8/7, usar a expressão /vibrar com as bandas na Ilha da Feira de Negraluna.",246,145810,50,0,0
Obter Transbordamentos Elementais,Obter Transbordamento Elemental que pode ser saqueado de criaturas afetadas pelas Tempestades Primevistas.,247,145813,100,0,0
Saquear Crisóis de Impregnação da Ofensiva de Fyrakk nos Campos de Impregnação,Saquear Crisóis de Impregnação da Ofensiva de Fyrakk nos Campos de Impregnação das Ilhas do Dragão.,248,145855,100,0,0
Descobrir as Pedras Antigas nas Cavernas Zaralek,,249,145857,100,0,0
Coletar peças titânicas dos Pesquisadores Sob Fogo,Coletar peças titânicas dos Pesquisadores Sob Fogo durante a Bagunça no Confinamento.,250,145862,100,0,0
/fungar para Myrrit,Usar a expressão /fungar em Myrrit ao procurar tesouros em um mergulho na Caverna Zaralek.,251,145976,50,0,0
Expulsar fãs empolgados da corrida de caracóis,Expulsar fãs empolgados que interfiram em uma corrida de caracóis em Lumerogg.,252,145980,50,0,0
Matar criaturas dos Pesquisadores Sob Fogo,"Matar criaturas de Pesquisadores Sob Fogo nas Ruínas de Drekazera, na Caverna Zaralek.",253,145988,150,0,0
Um emissário ganancioso: matar Goblins do Tesouro,"De 1/6 a 15/6, matar goblins do tesouro em Ventobravo, Orgrimmar ou nas Ilhas do Dragão.",254,146252,250,0,0
Ganhar reputação com os Farins de Argília,,255,146080,100,0,0
Festival do Fogo do Solstício: /curvar para uma Faísca,"De 21/6 a 30/6, usar a expressão /curvar em uma Faísca de Verão ou uma Faísca do Festival.",256,146088,50,0,0
Vencer 1 batalha de mascotes JxJ,,258,146502,50,0,0
Vencer 5 batalhas de mascotes JxJ,,259,146504,100,258,0
Capturar uma Mascote de Batalha Incomum,Capturar uma mascote de batalha Incomum na Caverna Zaralek.,260,146506,100,0,0
Vencer duelos nas Ilhas do Dragão,"Vencer um duelo contra outro jogador em Valdrakken, Maruukai e Argília.",261,146508,100,0,0
Ajudar Matreiro a vencer a Corrida de Caracóis,"Membros da Horda ajudam Matreiro, o caracol, nas corridas de Lumerogg, na Caverna Zaralek.",262,146515,100,0,0
Ajudar Tímido a vencer a Corrida de Caracóis,"Membros da Aliança ajudam Tímido, o caracol, nas corridas de Lumerogg, na Caverna Zaralek.",263,146539,100,0,0
Ajudar Leskee a vencer a Corrida de Caracóis,"Ajudar Leskee, o caracol, nas corridas de Lumerogg, na Caverna Zaralek.",264,146541,100,0,0
Concluir 1 Percurso de Rali de Dragonaria nas Ilhas do Dragão,Falar com um Guarda-tempo Bronze em um local de reagrupamento ativo nas Ilhas do Dragão.,265,146543,100,0,0
Provação do Estilo: ganhar 20 Fichas da Provação do Estilo,"De 1/8 a 7/8, obter Fichas da Provação do Estilo participando da Provação do Estilo.",266,146545,20,0,0
Provação do Estilo: ganhar 300 Fichas da Provação do Estilo,"De 1/8 a 7/8, obter Fichas da Provação do Estilo participando da Provação do Estilo.",267,146547,200,61,0
"Provação do Estilo: concluir 2 missões ""Trabalhe""","De 1/8 a 7/8, concluir missões ""Trabalhe"" nas Ilhas do Dragão.",268,146549,20,0,0
"Provação do Estilo: concluir 10 missões ""Trabalhe""","De 1/8 a 7/8, concluir missões ""Trabalhe"" nas Ilhas do Dragão.",269,146551,180,268,0
Provação do Estilo: ficar em primeiro lugar,"De 1/8 a 7/8, ficar em primeiro lugar em uma competição da Provação do Estilo.",270,146553,150,0,0
Provação do Estilo: /admir para a exibição de um Traje Vencedor,"De 1/8 a 17/8, usar /admir para a exibição de um Traje Vencedor no Posto Comercial, em Ventobravo ou Orgrimmar",271,146559,20,0,0
"Dia das camisetas grátis - Saquear 1 ""Camiseta"" Grátis","Dia 16/8, saquear ""Camisetas"" grátis em Ventobravo ou Orgrimmar.",272,146561,50,0,0
"Dia das camisetas grátis - Saquear 7 ""Camisetas"" Grátis","Dia 16/8, saquear ""Camisetas"" grátis em Ventobravo ou Orgrimmar.",273,146563,70,272,0
"Dia das Camisetas Grátis: /muque para um jogador da facção oposta enquanto usa uma ""Camiseta"" grátis","Dia 16/8, mostrar o /muque para um jogador da facção oposta, enquanto estiver usando uma ""Camiseta"" grátis",274,146565,80,0,0
Feira de Negraluna: saquear um Berloque de Luta Livre,"De 6/8 a 12/8, saquear um berloque de Luta Livre durante o Vale-tudo de Negraluna, na Ilha da Feira de Negraluna.",275,146567,200,0,0
Feira de Negraluna: participar do show do Javali Pestilento,"De 6/8 a 12/8, participar do show do Javali Pestilento na Ilha da Feira de Negraluna.",276,146767,150,0,0
Feira de Negraluna: concluir 1 Corrida de Negraluna,"De 6/8 a 12/8, concluir as corridas do Tablado de Negraluna, na Ilha da Feira de Negraluna.",277,146769,50,0,0
Feira de Negraluna: concluir 4 Corridas de Negraluna,"De 6/8 a 12/8, concluir as corridas do Tablado de Negraluna, na Ilha da Feira de Negraluna.",278,146774,100,277,0
Caminhada Temporal: concluir 1 masmorra de Caminhada Temporal da Cruzada Ardente,"De 15/8 a 22/8, concluir uma masmorra da Caminhada Temporal de Burning Crusade.",279,146779,25,0,0
Caminhada Temporal: concluir 5 masmorras de Caminhada Temporal da Cruzada Ardente,"De 15/8 a 22/8, concluir uma masmorra da Caminhada Temporal de Burning Crusade.",280,146787,100,279,0
Derrotar domadores de mascote de Terralém,,281,146797,150,0,0
Pescar itens em Terralém,,282,146803,100,0,0
Concluir a história da Creche Escaminha,Falar com Jyhanna na Creche Escaminha em Valdrakken.,283,146806,250,0,0
"Bruxo: concluir ""Um tom mais claro de vileza""","Como Bruxo, cumpra as seguintes missões:",284,146821,150,0,0
Tornar-se Exaltado pelos Áugures ou pelos Aldor,Tornar-se exaltado pelas facções dos Áugure ou dos Aldor em Shattrath.,285,146834,100,0,0
Concluir 1 missão diária na Creche Escaminha,Concluir missões diárias na Creche Escaminha em Valdrakken.,286,146921,100,0,0
Concluir 5 missões diárias na Creche Escaminha,Concluir missões diárias na Creche Escaminha em Valdrakken.,287,146937,100,286,0
Obter Pedras Volantes,,288,147005,100,0,0
Brasões da Chama Sombria,Coletar fragmentos de Brasão da Chama Sombria e criar qualquer tipo de Brasão da Chama Sombria.,289,147009,150,0,0
Posto Comercial Test,Posto Comercial Test,290,147073,1000,0,0
Copa de Kalimdor: concluir 5 percursos de dragonaria,"De 15/8 a 29/8, falar com um Guarda-tempo Bronze em Kalimdor para participar de uma corrida.",291,147096,100,0,0
Copa de Kalimdor: concluir 10 percursos de dragonaria,"De 15/8 a 29/8, falar com um Guarda-tempo Bronze em Kalimdor para participar de uma corrida.",292,147098,150,291,0
Copa de Kalimdor: concluir 20 percursos de dragonaria,"De 15/8 a 29/8, falar com um Guarda-tempo Bronze em Kalimdor para participar de uma corrida.",293,147100,200,292,0
Copa de Kalimdor: coletar a Aparência Capacete do Velocista de Dracos coletada,"De 15/8 a 29/8, comprar o capacete do Velocista de Dracos de Maztha em Valdrakken.",294,147102,50,0,0
Copa de Kalimdor: prestar /continencia para o Lorde Andestrasz enquanto usa um equipamento do Velocista de Dracos,"De 15/8 a 29/8, prestar /continencia para o Lorde Andestrasz em Valdrakken enquanto usa um equipamento do Velocista de Dracos.",295,147104,20,0,0
Copa de Kalimdor: obter informações de um Assistente de Guarda-tempo Bronze,"De 15/8 a 29/8, perguntar o caminho até um percurso para um Assistente de Guarda-tempo Bronze em Kalimdor.",296,147106,20,0,0
Conjurante: concluir Aprimorar um Dragão,"Como Conjurante de Aprimoramento, concluir as missões a seguir:",297,147108,100,0,0
Concluir 2 missões diárias na Orla do Éon,"Conclua missões diárias na Orla do Éon, em Thaldraszus.",298,147197,100,0,0
Concluir 5 missões diárias na Orla do Éon,"Conclua missões diárias na Orla do Éon, em Thaldraszus.",299,147204,100,298,0
Concluir 1 Fenda Temporal,"Concluir uma Fenda Temporal no Reservatório do Baluarte de Tyr em Thaldraszus, que fica nas Ilhas do Dragão.",300,147575,50,0,0
Concluir 5 Fendas Temporais,"Concluir uma Fenda Temporal no Reservatório do Baluarte de Tyr em Thaldraszus, que fica nas Ilhas do Dragão.",301,147577,150,300,0
Derrotar Azmerloth,"Derrotar Azmerloth durante uma Fenda Temporal no Reservatório do Baluarte de Tyr em Thaldraszus, que fica nas Ilhas do Dragão.",302,147579,100,0,0
Ficar /perplexo com Soridormi,"Fazer a expressão /perplexo para Soridormi no Reservatório do Baluarte de Tyr em Thaldraszus, que fica nas Ilhas do Dragão.",303,147581,50,0,0
Obter a Caixa da Realidade Colapsada,"Obter a Caixa da Realidade Colapsada das Fendas Temporais no Reservatório do Baluarte de Tyr em Thaldraszus, que fica nas Ilhas do Dragão",304,147583,50,0,0
CervaFest: ganhar 100 Fichas-prêmio da CervaFest,From {EventStartDate} - {EventEndDate} earn Brewfest Prize Tokens by participating in Brewfest.,305,147728,100,0,0
CervaFest: ganhar 300 Fichas-prêmio da CervaFest,From {EventStartDate} - {EventEndDate} earn Brewfest Prize Tokens by participating in Brewfest.,306,147730,100,305,0
CervaFest: ganhar 600 Fichas-prêmio da CervaFest,From {EventStartDate} - {EventEndDate} earn Brewfest Prize Tokens by participating in Brewfest.,307,147732,200,306,0
Derrotar Arthas,"Derrotar Arthas durante uma Fenda Temporal no Reservatório do Baluarte de Tyr em Thaldraszus, que fica nas Ilhas do Dragão.",308,147734,100,0,0
Derrotar Illidan,"Derrotar Illidan durante uma Fenda Temporal no Reservatório do Baluarte de Tyr em Thaldraszus, que fica nas Ilhas do Dragão.",309,147736,100,0,0
Caminhada Temporal: concluir 1 masmorra da Caminhada Temporal de Wrath,"De 5/9 a 12/9, concluir uma masmorra da Caminhada Temporal de Wrath.",310,147759,25,0,-30
Caminhada Temporal: concluir 5 Masmorras da Caminhada Temporal de Wrath,"De 5/9 a 12/9, concluir masmorras da Caminhada Temporal de Wrath.",311,147770,100,310,-30
Caminhada Temporal: concluir 1 masmorra da Caminhada Temporal de Cataclysm,"De 26/9 a 3/10, concluir uma masmorra da Caminhada Temporal de Cataclysm.",312,147780,25,0,-70
Caminhada Temporal: concluir 5 Masmorras da Caminhada Temporal de Cataclysm,"De 26/9 a 3/10, concluir masmorras da Caminhada Temporal de Cataclismo.",313,147788,100,312,-70
CervaFest: matar Coren Cervatroz,From {EventStartDate} - {EventEndDate} kill Coren Direbrew.,314,147798,150,0,0
Dia dos Piratas: tornar-se pirata por um dia,From {EventStartDate} - {EventEndDate} speak to Dread Captain DeMeza in Booty Bay and become a member of her crew.,315,147800,80,0,0
"Dia dos Piratas: ""Você vai precisar de um barco maior""","From {EventStartDate} - {EventEndDate} speak to Dread Captain DeMeza in Booty Bay and complete the quest ""You're Gonna Need A Bigger Boat.""",316,147802,80,0,-40
Dia dos Piratas: derrotar Arlão Mel com Pedrex,"From {EventStartDate} - {EventEndDate} speak to Dread Captain DeMeza in Booty Bay to gain Petey, then defeat Harlan Sweete with Petey on your shoulder.",317,147804,80,0,0
"Festival da Colheita: ""Homenagem a um herói""","From {EventStartDate} - {EventEndDate} speak to Javnir Nashak, outside Orgrimmar, or Wagner Hammerstrike, outside Ironforge, and complete the quest ""Honoring a Hero.""",318,147806,200,0,0
Festival da Colheita: expressão /curvar com um Honorável Ancestral ou Herói Honrado,From {EventStartDate} - {EventEndDate} emote /bow at an Honored Ancestor outside or Orgrimmar or an Honored Hero outside of Ironforge.,319,147809,100,0,0
Segredos de Azeroth: 1 segredo encontrado,From {EventStartDate} - {EventEndDate} complete a Secrets of Azeroth quest or discover a related secret.,320,147811,50,0,0
Renegados: concluir a história da armadura tradicional,"Como Renegado, concluir as missões de armadura tradicional a seguir:",321,147832,100,0,0
Derrotar domadores de mascote de Nortúndria,,322,147839,150,0,-30
Derrotar domadores de mascote de Cataclysm,,323,147845,150,0,-70
Segredos de Azeroth: 3 segredos encontrados,From {EventStartDate} - {EventEndDate} complete Secrets of Azeroth quests or discover related secrets.,324,147853,100,320,0
Segredos de Azeroth: 7 segredos encontrados,From {EventStartDate} - {EventEndDate} complete Secrets of Azeroth quests or discover related secrets.,325,147856,150,324,0
Concluir um percurso de desafio de dragonaria nas Ilhas do Dragão,Falar com um Guarda-tempo Bronze nas Ilhas do Dragão.,326,147859,25,0,0
Concluir 5 percursos de desafio de dragonaria nas Ilhas do Dragão,Falar com um Guarda-tempo Bronze nas Ilhas do Dragão.,327,147861,50,326,0
Concluir 10 percursos de desafio de dragonaria nas Ilhas do Dragão,Falar com um Guarda-tempo Bronze nas Ilhas do Dragão.,328,147863,50,327,0
Concluir 20 percursos de desafio de dragonaria nas Ilhas do Dragão,Falar com um Guarda-tempo Bronze nas Ilhas do Dragão.,329,147865,100,328,0
Concluir 3 Sonhos do Despertar,Concluir eventos de Sonho do Despertar nas áreas de Surto Onírico nas Ilhas do Dragão.,330,147867,50,0,0
Concluir 15 Sonhos do Despertar,Concluir eventos de Sonho do Despertar nas áreas de Surto Onírico nas Ilhas do Dragão.,331,147869,100,330,0
Derrotar 3 Elites Raros potencializados pelo Surto Onírico,Derrotar Elites Raros na área do Surto Onírico atual das Ilhas do Dragão.,332,147871,50,0,0
Derrotar 15 Elites Raros potencializados pelo Surto Onírico,Derrotar Elites Raros na área do Surto Onírico atual das Ilhas do Dragão.,333,147873,100,332,0
Coletar 100 Coalescências do Surto Onírico,Coletar Coalescência do Surto Onírico de atividades em áreas de Surto Onírico nas Ilhas do Dragão.,334,147875,100,0,0
Concluir a história da Reconciliação,"Falar com a Comandante-de-escama Brasathal em Valdrakken para começar a missão ""Uma asa solitária"".",335,147877,100,0,0
Caminhada Temporal: concluir 1 masmorra de Caminhada Temporal de Mists of Pandaria,"De 17/10 a 24/10, concluir masmorras da Caminhada Temporal de Mists of Pandaria.",336,147879,25,0,-40
Caminhada Temporal: concluir 5 masmorras de Caminhada Temporal de Mists of Pandaria,"De 17/10 a 24/10, concluir masmorras da Caminhada Temporal de Mists of Pandaria.",337,145198,100,336,-40
Coletar 250 Coalescências do Surto Onírico,Coletar Coalescência do Surto Onírico de atividades em áreas de Surto Onírico nas Ilhas do Dragão.,339,149014,150,334,0
Derrotar Elites Raros potencializados pelo Surto Onírico,Derrotar Elites Raros na área do Surto Onírico atual das Ilhas do Dragão.,340,147886,100,0,0
"Feira de Negraluna: concluir ""É hora de martelar!""",From {EventStartDate} - {EventEndDate} complete the quest It's Hammer Time on Darkmoon Faire Island.,341,147895,50,0,0
Feira de Negraluna: aproveitar o passeio,From {EventStartDate} - {EventEndDate} ride the Darkmoon Faire carousel or rollercoaster on Darkmoon Faire Island.,342,147897,50,0,0
/dançar com um cliente no Tesouro do Dragão,"Usar a expressão /dançar com um Cliente da Festa Dançante no Tesouro do Dragão, em Valdrakken.",343,147900,50,0,0
LR: concluir um raide com seu Chapéu de Festa Rosa,Concluir um raide do LR enquanto usa o Chapéu de Festa Rosa.,344,147905,50,0,0
CervaFest: concluir 2 missões da CervaFest,"De 20/9 a 30/9, concluir missões da CervaFest no mundo.",345,147937,50,0,-50
CervaFest: concluir 5 missões da CervaFest,"De 20/9 a 30/9, concluir missões da CervaFest no mundo.",346,147939,150,345,-50
Vencer 1 Batalha de Mascotes JxJ com mascotes mortas-vivas,Ganhar 1 Batalha de Mascotes JxJ usando pelo menos 2 mascotes mortas-vivas,347,148003,50,0,0
Noturnália: visitar Baldes de Doces e de Balas no Modo de Guerra,"De 18/10 a 31/10, coletar um Punhado de Balas de Baldes de Doces e de Balas pelo mundo no Modo de Guerra.",348,148005,50,0,-60
Cuidar da sua Fazenda na Fazenda Sol Cantante,"Cultivar o solo da Fazenda Sol Cantante em Meia Colina, no Vale dos Quatro Ventos.",350,148009,50,0,-40
Obter ouro em 4 percursos de dragonaria nas Ilhas do Dragão,Falar com um Guarda-tempo Bronze nas Ilhas do Dragão.,351,148012,50,0,0
Noturnália: visitar Baldes de Balas nas Ilhas do Dragão.,"De 18/10 a 31/10, coletar um Punhado de Balas do Balde de Doces nas Ilhas do Dragão.",353,148016,50,0,-50
Noturnália: visitar Baldes de Balas em Pandária,"De 18/10 a 31/10, coletar um Punhado de Balas do Balde de Doces em Pandária.",354,148018,50,0,-50
Noturnália: concluir 5 missões diárias de Noturnália,,355,148020,100,0,-60
Noturnália: concluir 15 missões diárias de Noturnália,,356,148022,150,355,-60
Noturnália: derrotar o Cavaleiro Sem Cabeça repetidamente,"De 18/10 a 31/10, derrotar o Cavaleiro Sem Cabeça repetidamente.",357,148026,100,0,-60
Noturnália: derrotar o Cavaleiro Sem Cabeça com todas as 4 maldições dos Homens de Vime,"De 18/10 a 31/10, derrotar o Cavaleiro Sem Cabeça depois de aceitar todas as 4 maldições dos Homens de Vime.",358,148028,100,0,-60
Noturnália: colher maçãs com a máscara da Noturnália,"De 18/10 a 31/10, colher maçãs usando a máscara da Noturnália.",359,148042,50,0,-60
Feira de Negraluna: falar com um Espírito Indócil,Falar com um fantasma na ilha da Feira de Negraluna.,360,148056,50,0,-10
Grande Corrida de Gnomeregan: participar da Grande Corrida de Gnomeregan,"Em 14/10, participar da corrida a pé na Vila da Gambiarra, em Dun Morogh.",361,148058,100,0,-30
CervaFest: participar de um Bate-rango,,362,148060,50,0,-20
/risada para um jogador Renegado,Expressão /risada para um jogador Renegado,363,148065,50,0,0
Concluir missões mundiais de dragonaria no Recôndito Proibido,Falar com um Guarda-tempo Bronze nas Ilhas do Dragão.,364,148098,100,0,0
Concluir corridas de dragonaria avançadas nas Ilhas do Dragão,"Concluir corridas de dragonaria avançadas na Costa Desperta, Chapada Ohn'ahrana, Vasta Lazúli e Thaldraszus.",365,148100,100,0,0
Feira de Negraluna: usar uma cabeça de peixe nas masmorras,"De 1/10 a 7/10, usar a ferramenta Localizador de Masmorras para concluir uma masmorra usando uma Cabeça Decepada de Escama-escarlate ou uma Cabeça Decepada de Pinazul pescada na ilha de Feira de Negraluna.",366,148102,100,0,-30
Grande Corrida de Gnomeregan: concluir a Grande Corrida de Gnomeregan como um gnomo de nível 10 ou inferior usando uma Camisa Rosa,"Em 14/10, participar da corrida a pé na Vila da Gambiarra, em Dun Morogh, como um gnomo ou gnomecânico de nível 1 a 10 usando a Camisa de Magitrama Rosa.",367,148104,150,0,-30
"Coletar 50 plantas, minérios ou peles nas Ilhas do Dragão",,368,148528,50,0,0
"Coletar 250 plantas, minérios ou peles nas Ilhas do Dragão",,369,148743,100,368,0
Concluir 2 das seguintes missões mundiais de dragonaria,,370,148532,100,0,0
Gastar 100 de Vigor em dragonaria,,371,148542,50,0,0
Gastar 1000 de Vigor em dragonaria,,372,148546,100,371,0
"Feira de Negraluna: concluir ""Ele atira, ele acerta!""","De 5/11 a 11/11, concluir a missão ""Ele atira, ele acerta!"" na ilha da Feira de Negraluna.",373,148550,50,0,-30
"Concluir uma missão ""Centelha de Vida""","Concluir uma missão de ""Centelhas de Vida"" nas Ilhas do Dragão.",375,148554,100,0,0
Vencer em um Campo de Batalha abaixo do nível 70,,376,148556,100,0,0
Vencer uma Batalha de Mascotes JxJ com um peru,Vencer uma Batalha de Mascotes JxJ com qualquer peru na sua equipe,377,148558,100,0,0
Alimentar sua mascote com um biscoito ou guloseima,"Alimentar uma Mascote de Batalha com um Biscoito do Ajudante Feliz, Guloseima para Ajudantes ou Guloseima para Ajudantes Inferior.",378,148560,50,0,0
Concluir missões mundiais em um grupo durante a semana bônus de missão mundial,"De 1/11 a 7/11, concluir missões mundiais em um grupo.",379,148564,100,0,-20
Vencer em um Campo de Batalha Épico durante a semana bônus de Campo de Batalha Épico,"De 14/11 a 21/11, vencer em um Campo de Batalha Épico.",380,148566,100,0,-50
Concluir masmorras heroicas com jogadores aleatórios durante a semana bônus de masmorra de Revoada Dragônica,"De 21/11 a 28/11, usar a ferramenta Localizador de Masmorras para concluir masmorras heroicas com jogadores aleatórios.",381,148568,150,0,-80
Levar a guilda para as masmorras,Usar a ferramenta Localizador de Masmorras para concluir masmorras em um grupo de guilda.,383,148572,150,0,0
Concluir missões em um grupo,,384,148574,100,0,0
Ganhar todos os bônus a seguir de uma vez,,385,148576,50,0,0
Montar na montaria de outro jogador,,386,148582,50,0,0
Dia dos Mortos: derrotar um competidor,"De 1/11 a 3/11, comprar uma roupa de competidor de Chapa e derrotar outro jogador que também está usando uma roupa de competidor.",387,148584,100,0,-10
"Dia dos Mortos: concluir a missão ""Mortos de fome""","De 1/11 a 3/11, concluir a missão ""Mortos de fome"", que pode ser encontrada na corrida da sua cidade natal.",388,148586,100,0,-10
"Festival do Luniscante: concluir ""Monitorando os Luniscantes""","Em 12/11, concluir a missão ""Monitorando os Luniscantes"", em Clareira da Lua em Kalimdor.",389,148588,150,0,-40
Aniversário de WoW: participar da Revanche de Korrak,"De 16/11 a 7/12, participar do Campo de Batalha da Revanche de Korrak.",390,148590,100,0,-60
Aniversário do WoW: matar Armagedom,"De 16/11 a 7/12, matar Armagedom em Tanaris.",391,148592,100,0,-60
Aniversário do WoW: /vibrar para Leeroy Jenkins,"De 16/11 a 30/11, usar expressão /vibrar para Leeroy Jenkins nas Cavernas do Tempo.",392,148594,50,0,-60
Aniversário do WoW: concluir missões em um grupo abaixo do nível 20,"De 16/11 a 30/11, concluir 5 missões em um grupo e abaixo do nível 20.",393,148596,100,0,-60
Festival do Luniscante: matar inimigos com seus Lunisquitos,"Em 12/11, fazer amizade com um Lunisquito na Clareira da Lua, em Kalimdor, e depois matar 25 inimigos que dão EXP com seu ajudante Luniscante.",394,148609,150,0,-40
Aniversário do WoW: soltar Fogos de Artifício nas capitais,"De 16/11 a 30/11, soltar 10 Fogos de Artifício de Comemoração ou Revoadas Fulgurantes em Ventobravo ou Orgrimmar.",395,148611,50,0,-60
Festa da Fartura: ganha o Espírito da Partilha,"De 19/11 a 26/11, comer todas as comidas da Mesa Abundante para ganhar o Espírito da Partilha.",396,148617,50,0,-70
Festa da Fartura: ganhar o Espírito da Partilha em todas as áreas das Ilhas do Dragão,"De 19/11 a 26/11, comer todas as comidas da Mesa Abundante para ganhar o Espírito da Partilha em cada uma das áreas a seguir.",397,148619,100,396,-70
Festa da Fartura: cozinhar todas as receitas da Festa da Fartura,"De 19/11 a 26/11, cozinhar todas as comidas a seguir da Festa da Fartura.",398,148638,100,0,-70
Festa da Fartura: concluir missões,"De 19/11 a 26/11, concluir 5 missões da Festa da Fartura.",399,148656,100,0,-70
Festa da Fartura: experimentar os sabores de Azeroth,"De 19/11 a 26/11, comer cada comida listada abaixo.",400,148660,150,0,-70
Festa da Fartura: cobrir todos com Penas de Peru,"De 19/11 a 26/11, atirar em cada uma das corridas de jogador a seguir com Atiradores de Peru.",401,148674,100,0,-70
Festa da Fartura: caçar perus com um Chapéu do Peregrino,"De 19/11 a 26/11, matar Perus Selvagens rapidamente na Floresta de Elwynn, Clareiras de Tirisfal ou Chapada Ohn'ahrana para ganhar Dominação de Peru usando um Chapéu do Peregrino.",402,148717,150,0,-70
Aniversário do WoW: vencer uma Batalha de Mascotes JxJ com sua nova mascote,"De {EventStartDate} a {EventEndDate}, vencer uma Batalha de Mascotes JxJ com Asinha Gélida na sua equipe.",403,148719,100,0,-60
Aprimorar itens usando Pedras Volantes,,404,148721,100,0,0
Concluir uma masmorra aleatória ou Campo de Batalha com seu amigo recrutado ou recrutador,Usar a ferramenta Localizador de Masmorras para concluir uma masmorra aleatória ou Campo de Batalha Aleatório em um grupo com seu amigo recrutado ou recrutador.,405,148739,150,0,0
Passar de Nível na Culinária do Classic,,406,149016,100,0,0
Comer um Banquete da Comunidade Épico ou Lendário,Participar de um Banquete da Comunidade Morsana de Iskaara para aumentar sua raridade e depois tomar uma sopa épica!,407,149018,100,0,0
Participar do Calor da Batalha,,409,149478,50,0,0
Vencer 1 contenda do Calor da Batalha,,410,149481,50,0,0
Vencer 5 contendas do Calor da Batalha,,411,149571,50,410,0
Chegar ao nível 20,Subir qualquer personagem para o nível 20.,412,149577,25,0,0
Ganhar Reputação pelas Ilhas do Dragão,,414,149607,70,0,0
Derrotar 5 Chefes de Raide,,415,149619,50,0,10
Derrotar 20 Chefes de Raide,,416,149621,100,415,10
Cumprir 10 missões,Concluir missões que concedam experiência.,417,149633,100,0,0
Cumprir 25 missões,Concluir missões que concedam experiência.,418,149635,100,417,0
Cumprir 50 missões,Concluir missões que concedam experiência.,419,149637,100,418,0
Concluir 5 Missões Mundiais,,420,149639,50,0,0
Concluir 10 Missões Mundiais,,421,149641,50,420,0
Concluir 25 Missões Mundiais,,422,149643,100,421,0
Derrotar 25 chefes de masmorra,Derrotar chefes de masmorra que concedam experiência.,423,149645,100,0,0
Criar um Brasão da Chama Sombria,Coletar fragmentos de Brasão da Chama Sombria e criar qualquer tipo de Brasão da Chama Sombria.,424,149647,30,0,0
Alcançar o nível 30,Subir qualquer personagem para o nível 30.,426,149713,25,0,0
Alcançar o nível 40,Subir qualquer personagem para o nível 40.,427,149715,25,0,0
Alcançar o nível 50,Subir qualquer personagem para o nível 50.,428,149717,25,0,0
