ID,Description_lang,Color
14087,|nNivel de mejora: héroe 3/6,-8355712
14088,|nNivel de mejora: héroe 4/6,-8355712
14089,|nNivel de mejora: héroe 5/6,-8355712
14090,|nNivel de mejora: héroe 6/6,-8355712
14091,|nNivel de mejora: mito 1/4,-8355712
14092,|nNivel de mejora: mito 2/4,-8355712
14093,|nNivel de mejora: mito 3/4,-8355712
14094,|nNivel de mejora: mito 4/4,-8355712
14095,Mítica+,-16711936
14096,Fabricado por augurios,-15073511
14097,Naranja,65280
14098,Cargado de llama de las Sombras,15025839
14099,Heroica|n,65280
14100,Mítica|n,-16711936
14101,Buscador de bandas|n,-16711936
14102,Fabricado por principiantes,-15073511
14103,Fabricación despierta,-15073511
14104,Copas de Kalimdor y de los Reinos del Este,-11776
14105,Copa de Terrallende,-11776
14106,Copa de Rasganorte,0
14107,Tienda del juego,65280
14108,Variante de la tienda del juego,65280
14110,Rubí,15354699
14111,Ámbar,16292383
14112,Citrino,16308767
14113,Esmeralda,4448291
14114,Zafiro,2337760
14115,Ónice,11936454
14117,Gesta,2162464
14118,JcJ,-32704
14119,Asalto temporal,0
14120,Blanco,65280
14121,Original,65280
14122,Amarillo,65280
14123,Oscuro,65280
14124,Índigo,65280
14125,Marrón,65280
14126,Claro,65280
14127,Templado,65280
14128,Fresco,65280
14129,Jade,65280
14130,Oro,65280
14131,Plata,65280
14132,Luna,-11776
14133,Sol,-11776
14134,Ciclo,-11776
14135,Temporada 4 de Dragonflight,1703705
14136,Despierto,65280
14137,Puesto comercial: diente de león,-11776
14138,Puesto comercial: lavanda,-11776
14139,Puesto comercial: seda de maíz,-11776
14140,Puesto comercial: rojo,-11776
14141,Puesto comercial: azul,-11776
14142,Puesto comercial: naranja,-11776
14143,Puesto comercial: bruja del amor,-11776
14144,Puesto comercial: bruja del cielo,-11776
14145,Cian,65280
14146,Borgoña,65280
14147,Temporada 1 de The War Within,1703705
14148,Profundo enloquecido,-15073511
14149,Campeón chispeante,-15073511
14150,Plata electrizante,-15073511
14151,Rosa,65280
14152,Misiones de subida de nivel y profundidades,-14614752
14153,Plata,-15073511
14154,Oro,-15073511
14155,Profundo,-15073511
14156,Campeón,65280
14157,Gema de engranaje,6732799
14158,Gema meta,6732799
14159,Gema de manitas,6732799
14160,Gema prismática,6732799
14161,Remix: Pandaria,-1191680
14162,Cobre,65280
14163,Esquema de nave,6732799
14164,Gundargaz,0
14165,Foldefrey,0
14166,Dornogal,0
14167,Rango 1/4,-12032
14168,Rango 2/4,-12032
14169,Rango 3/4,-12032
14170,Rango 4/4,-12032
14172,Puesto Comercial: Aniversario de WoW,-11776
14173,Aniversario de WoW,-11776
14174,Profundidades,-14614752
14175,Celebración del Vuelo Bronce,-7820545
14176,Nivel 1,16764416
14177,Nivel 2,16764416
14178,Nivel 3,16764416
14179,Nivel 4,16764416
14180,Nivel 5,16764416
14181,Nivel 6,16764416
14182,Nivel 7,16764416
14183,Nivel 8,16764416
14185,Citrino de trueno cantarín,16774505
14186,Baraja de la fortuna de la Luna Negra,-8206849
14187,Temporada 2 de The War Within,1703705
14189,Citrino marino cantarín,4179947
14190,Citrino ventoso cantarín,16092346
14192,Creado por la fortuna,-15073511
14195,Élite de la temporada 1 de Dragonflight,-16711936
14196,Élite de la temporada 2 de Dragonflight,-15073511
14197,Élite de la temporada 3 de Dragonflight,-15073511
14198,Élite de la temporada 4 de Dragonflight,1703705
14199,Élite de las temporadas 3 y 4 de Dragonflight,1703705
14203,Vendedor de Paseos en el tiempo: azul,65280
14204,Vendedor de Paseos en el tiempo: marrón,65280
14205,Vendedor de Paseos en el tiempo: morado,65280
14206,Vendedores de reputación: rojo,65280
14207,Mazmorras: plateado,-14614752
14208,Mazmorras: azul,65280
14209,Mazmorras: marrón,65280
14210,Mazmorras: morado,65280
14211,Mazmorras: blanco,65280
14212,Vendedor de Paseos en el tiempo: verde,65280
14213,Mazmorras: verde,65280
14214,Monstruos poco comunes,0
14215,|nEdición limitada de Gallytech,15025839
14216,Edición limitada de Gallytech,15025839
14220,Golosina de bocadragón,2031360
14222,Vendedor de Paseos en el tiempo: negro,65280
14223,Vendedor de Paseos en el tiempo: rojo,65280
14224,Vendedor de Paseos en el tiempo: oscuro,65280
14225,Vendedor de Paseos en el tiempo: naranja,65280
14226,Perla,-14614752
14227,Suerte,-15073511
14229,Lista de la T.C.E.H.T.,0
14230,Vendedor de Paseos en el tiempo: amarillo,65280
14243,Corrupción persistente,11962111
14244,Regreso a las visiones horripilantes,-16711936
14245,Gris,65280
14246,¿No tiene precio?,-16711936
14249,del cruzado,0
14250,del clérigo,0
14251,del zelote,0
14252,del abad,0
14253,sobre muerte profética,0
14254,sobre rituales de sacrificio,0
14255,sobre invocaciones oscuras,0
14256,Temporada 1 de The War Within,-8355712
14258,Ocaso,0
14259,Radiancia de la Llama,0
14260,Objeto creado de la temporada 3,-15073511
14261,Mortocicleta de fuego del Vacío,-7820545
14290,Ígneo,65280
14291,Sangre,65280
14294,Un Emisario Codicioso,-7820545
