ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,Field_11_1_0_58221_009
312,Monasterio del Shadopan,"La guerra se ha propagado por Pandaria y el conflicto devastador entre la Horda y la Alianza ha llevado la guerra al majestuoso Monasterio del Shadopan. Allí, tres entidades malévolas - el sha de la violencia, el sha del odio y el sha de la ira - han escapado de sus prisiones. Aunque el sha de la ira ha abandonado el remoto monasterio, los otros dos han comenzado a aniquilar a los valientes defensores del Shadopan.",959,632267,632274,632361,632281,1,0,0
313,Templo del Dragón de Jade,"El Templo del Dragón de Jade, que se alza en la costa este de Pandaria, es un monumento sagrado erigido en honor de la legendaria victoria del emperador pandaren Shaohao sobre el sha de la duda, hace miles de años. Hace poco, un desastroso conflicto en El Bosque de Jade ha liberado a los sha, y varios de ellos han asaltado los almacenes de sabiduría y conocimiento más queridos del templo.",960,632269,632276,632363,632283,1,0,0
316,Monasterio Escarlata,"Los líderes fanáticos de la Cruzada dirigen a sus seguidores desde la Catedral Escarlata, en el corazón del monasterio. Este bastión fuertemente custodiado hace las veces de cuartel general de la orden. Los cruzados más fervientes e intolerantes de la orden recorren los pasillos de este lugar, antes sagrado.",1004,608175,608214,136354,608253,0,0,0
317,Cámaras Mogu'shan,"Los mogu, orgullosos de su supremacía, guardaban largos registros de sus hazañas en un gran complejo de cámaras. La construcción de estas enormes cámaras es anterior a cualquier registro pandaren, por lo que sus orígenes son un misterio. Se rumorea que un ejército está encerrado en su interior; es por eso que las cámaras fueron el primer objetivo de la rebelión pandaren. Están selladas desde que se derrocó al Imperio mogu.",1008,632266,632273,632360,632280,0,0,0
320,Veranda de la Primavera Eterna,"La Veranda de la Primavera Eterna, oculta en lo alto de las montañas, es el centro sagrado del Valle de la Flor Eterna. Se dice que sus pacíficas fuentes tienen el poder de curar y rejuvenecer, pero cuando el sha del miedo atacó, muchos de los guardianes del complejo comenzaron a luchar unos contra otros de puro terror.",996,643261,643264,643270,643267,0,0,0
321,Palacio Mogu'shan,"El antiguo Palacio Mogu'shan es el último bastión de los mogu en Pandaria. Tres de sus grandes clanes se han reunido recientemente en esta impresionante construcción para mantener audiencia con su rey, Xin, el Maestro de armas. Este formidable dirigente ha preparado un osado plan para unir a su pueblo desperdigado y recuperar la gloria de su Imperio caído. Ahora que Pandaria está atenazada por el conflicto, los sueños de conquista de Xin podrían volverse realidad.",994,632265,632272,632359,632279,1,0,0
322,Pandaria,"El antiguo reino de Pandaria, envuelto en niebla desde que el mundo se partiera en pedazos hace más de diez mil años, no ha conocido la guerra. Sus ricos bosques y sus montañas rodeadas de nubes albergan un complejo ecosistema de razas indígenas y criaturas exóticas. Es el hogar de los enigmáticos pandaren, una raza que celebra la vida al máximo, aunque viva bajo la amenaza de un mal antiguo.",996,652217,652218,1062579,652219,2,0,0
324,Asedio del Templo de Niuzao,"El Templo de Niuzao abarca dos islas fortificadas al otro lado de la gran muralla conocida como Espinazo del Dragón. Durante años, los tenaces defensores pandaren han defendido los estrechos puentes que conectan las islas de todo posible invasor. Sin embargo, hace poco los mántides han creado su propio puente, una gran raíz de árbol, y se han hecho con una de las islas por sorpresa. Ahora estos brutales insectoides se preparan para atacar a los guardianes que le quedan a Niuzao.",1011,643260,643263,643269,643266,0,0,0
330,Corazón del Miedo,"El sha del miedo ha corrompido a la gran emperatriz de los mántides. Sus órdenes cada vez más erráticas y paranoicas han obligado a los Klaxxi, los protectores de la cultura mántide, a tomar medidas drásticas. Dado que son pocos en número, los Klaxxi han aceptado a regañadientes la ayuda de forasteros para acabar con la emperatriz y purgar la influencia negativa del sha sobre su raza.",1009,632264,632271,632358,632278,0,0,0
362,Solio del Trueno,"Cuando Pandaria se separó de Kalimdor hace miles de años, una misteriosa bruma la mantuvo oculta y evitó que los forasteros la descubrieran. La niebla también diluyó el recuerdo de un mal ancestral: el Solio del Trueno de Lei Shen. Durante su reinado, esta fortaleza fue el trono de poder del Rey del Trueno. Incluso después de su muerte, hubo energía corrupta que no terminó de disiparse y, ahora, el resucitado Rey del Trueno y los trols Zandalari pretenden obtener esa energía para restablecer su reinado.",1098,828450,828453,838785,828454,0,0,0
369,Asedio de Orgrimmar,Las tensiones exacerbadas por la arrogancia de Garrosh Grito Infernal han alcanzado el cenit con la destrucción desatada en el Valle de la Flor Eterna. ¡Los líderes de la Horda y la Alianza asedian la capital de Grito Infernal para derrocar a este despiadado Jefe de Guerra de una vez por todas!,1136,904980,904981,904241,904982,0,0,0
385,Minas Machacasangre,"En las afueras del norte de la Cresta Fuego Glacial, los ogros Machacasangre tienen en marcha una brutal operación minera bajo el sofocante calor de cuevas volcánicas activas. Esclavos de todo Draenor son transportados a las minas para no volver a salir. Las Minas Machacasangre generan una abundante producción de gemas y menas, pero se rumorea que su auténtica función es buscar una antigua reliquia de un poder inmenso.",1175,1041968,1041994,1042059,1041984,1,0,0
457,Fundición Roca Negra,"Esta fundición era el hogar de los Roca Negra, donde se fundían y trabajaban las menas tan duras que dan nombre al clan orco. Ahora los gigantes capturados y sometidos por los Señor del Trueno calientan las forjas, los dominallamas Filo Ardiente imbuyen las menas de fuego y los ingenieros dan forma a la chatarra siguiendo esquemas procedentes de otro mundo. La fundición de Puño Negro es el núcleo de la fuerza militar de la Horda de Hierro, ya que crea en masa el armamento que se usará para devastar Azeroth.",1205,1041967,1041993,1042058,1041983,0,0,0
476,Trecho Celestial,"En lo más alto de las Cumbres de Arak, entre las nubes, el Trecho Celestial se erige como la sede del poder de los Adeptos de Rukhmar. Los arakkoa han reunido y dominado la tecnología apexis de sus antepasados, y ahora están listos para liberar el poder concentrado del sol contra sus enemigos.",1209,1041973,1041999,1042064,1041989,1,0,0
477,Ogrópolis,"Ogrópolis es la sede del Imperio goriano, la civilización ogra que gobernó Draenor durante generaciones hasta la llegada de los draenei. Ogrópolis, una ciudad que contradice la conocida estupidez de los ogros, está repleta de mercados, de nobles y del rugido de la multitud del Coliseo que resuena por los suburbios. Como se ve desde cualquier parte de la ciudad, la ciudadela del imperador Mar'gok proyecta una larga sombra sobre ella: un recordatorio de la presencia de su ojo vigilante y su mano de hierro.",1228,1041971,1041997,1042062,1041987,0,0,0
536,Terminal Malavía,"La Terminal Malavía es el núcleo de la maquinaria de guerra de la Horda de Hierro, ya que permite transportar a las tropas y los materiales producidos en la Fundición Roca Negra al frente de la guerra que se libra en Draenor. El nombre se debe al mismísimo Malavía, un enorme tren que puede albergar batallones completos de tropas y artillería. Hoy el Malavía lleva un gigantesco cañón de riel con la potencia suficiente para hacer añicos el escudo que protege Shattrath, y está a punto de partir...",1208,1041970,1041996,1042061,1041986,1,0,0
537,Cementerio de Sombraluna,"El cementerio tradicional del clan Sombraluna es el lugar de reposo final de innumerables generaciones de sus ancestros. El cabecilla caído Ner'zhul, en el punto más bajo de su depravación, ha sacrificado el alma de su clan en su desesperada búsqueda de poder. Ahora, los espíritus ancestrales están inquietos y atormentados, y son utilizados para llevar a cabo rituales oscuros que abocarán a todo Draenor al Vacío si no se hace algo para evitarlo.",1176,1041972,1041998,1042063,1041988,1,0,0
547,Auchindoun,"Auchindoun es el mausoleo sagrado de los draenei, un sagrario de la Luz en el que los espíritus de los muertos encuentran un descanso. Su estructura cristalina sirve además para proteger y escudar a las almas draenei de sus enemigos eternos: la Legión Ardiente y su insaciable apetito de espíritus draenei. Ello convierte a este lugar en un sitio de especial interés para Gul'dan y su Consejo de la Sombra, quienes esperan conseguir el favor de sus amos demoníacos.",1182,1041966,1041992,1042057,1041982,1,0,0
556,El Vergel Eterno,"Tras el sabotaje del Portal Oscuro, el Kirin Tor se percató de que, para luchar contra la Horda de Hierro, necesitarían refuerzos. Para ello crearon avanzadas por todo Draenor, unidas mediante vínculos mágicos a Azeroth. Por desgracia, una ubicación estratégica cerca de la Fundición Roca Negra, conocida entre los botani como El Vergel Eterno, era un lugar sagrado en los bosques de Gorgrond. El bosque pronto consumió la avanzada, pero esta aún conserva un vínculo con las afueras de Ventormenta...",1279,1060543,1060547,1060551,1060545,1,0,0
557,Draenor,"Draenor es una tierra salvaje, hogar de la raza orca y bautizada por los refugiados draenei hace siglos. Orcos, draenei y el Imperio goriano de los ogros coexistieron, aunque con alguna que otra disputa territorial. Las fuerzas ancestrales de la creación y la destrucción estaban enfrentadas y mantenían el equilibrio a través de la violencia. En este mundo despertó Garrosh tras su huida. Y ahora, gracias a la Horda de Hierro y a la oscura mano de Gul'dan, el destino de dos mundos pende de un hilo.",1228,1041969,1041995,1042060,1041985,0,0,0
558,Puerto de Hierro,"El Puerto de Hierro, en la costa norte de Gorgrond, constituye el corazón del poderío naval de la Horda de Hierro. En este enorme puerto se preparan para la guerra descomunales buques de imponente artillería, forjados y montados en la Fundición Roca Negra. Las bestias más grandes de Draenor se doman y adiestran junto a unidades de infantería de élite, y forman las tropas terrestres que desembarcarán en tropel para acabar con la voluntad de quien se atreva a oponerse a la Horda de Hierro.",1195,1060544,1060548,1060552,1060546,0,0,0
559,Cumbre de Roca Negra Superior,"La historia de esta fortaleza es compleja. Los Hierro Negro la construyeron hace siglos en el núcleo ígneo de la Montaña Roca Negra, aunque luego cayó en las manos de Nefarian y su linaje. Ahora, la vanguardia de La Marcha de Hierro ocupa la parte superior de la Cumbre de Roca Negra. Mientras continúan los preparativos para usarla como la base de una invasión de Azeroth a gran escala, la Horda de Hierro ha urdido un aterrador plan de emergencia: un arma apocalíptica en el corazón de la Montaña Roca Negra.",1358,1041974,1042000,1042065,1041990,0,0,0
669,Ciudadela del Fuego Infernal,"Cuando Garrosh animó a Grommash a empezar la construcción de este enorme bastión en el corazón de la Selva de Tanaan como base para atacar Azeroth, llegó a sugerirle el nombre de Fuego Infernal, inspirado en otra época y otro lugar. Soñaba con ver el poderoso acero orco dominando un paisaje incorrupto tan distinto al páramo que había conocido en Terrallende. Pero aunque los tiempos cambian, también permanecen igual.",1448,1135117,1135118,136340,1135119,0,0,0
707,Cámara de las Celadoras,"Estas instalaciones secretas de las Celadoras fueron esculpidas en una ladera del corazón de Azsuna y selladas con resguardos mágicos tanto para mantener alejados a los intrusos como para garantizar que los terrores encerrados dentro no pudieran escapar. Los enemigos más peligrosos con los que se han topado las Celadoras fueron encerrados en la Cámara, pero, tras la traición de Cordana y el ataque de la Legión, esas criaturas merodean ahora libremente por sus estancias.",1493,1411846,1411858,1411870,1411852,1,0,0
716,Ojo de Azshara,"Entre los escollos que rodean la costa de Azsuna, una fuente de poder ancestral yace bajo las olas. Hace mucho, el poder de la reina Azshara se extendía por estas tierras, y los nagas que buscaban la Piedramar de Golganneth aún cumplen sus órdenes. Mientras las nubes se arremolinan y el aire crepita con la energía de la tormenta que se aproxima, los seguidores de Azshara se preparan para invocar a una encarnación de su ira para que arrase estas tierras.",1456,1498149,1498157,1498161,1498153,1,0,0
721,Cámaras del Valor,"En las nubes que flotan sobre Tormenheim, el guardián de los titanes Odyn ha convocado a los guerreros vrykuls más poderosos de Azeroth para que sean sus Valarjar. Entre salones de banquetes y terrenos de caza, estos vrykuls ascendidos se ponen a prueba y se preparan para la gran guerra que se avecina. Los aventureros tienen que atravesar estas cámaras y demostrar su valía si aspiran a presentarse ante Odyn y reclamar la Égida de Aggramar.",1477,1498150,1498158,1498162,1498154,0,0,0
726,La Arquería,"Pese a lo grande que es Suramar, la red de túneles que se extiende bajo la urbe abarca un territorio aún mayor. La sociedad de los Nocheterna depende ahora del poder de la Fuente de la Noche y La Arquería distribuye esa savia vital por toda la ciudad. Este complejo laberíntico se construyó hace miles de años y se ramifica bajo los pilares de los edificios más grandes de la ciudad. Hoy en día, la mayor parte de los ciudadanos viven enteramente ajenos a lo que pueda acechar entre las sombras bajo sus pies.",1516,1411845,1411857,1411869,1411851,0,0,0
727,Fauce de Almas,"Mientras que los guerreros vrykuls más poderosos acuden a las Cámaras del Valor para alcanzar la gloria eterna; brillantes y dorados, los malditos y los condenados acaban en las orillas de la Fauce de Almas. Entre la niebla y la bruma, aguardan al Naglfar, un espeluznante navío hecho de tendones y huesos que viene a llevarse a esas pobres almas a Helheim y a las garras de Helya.",1492,1411844,1411856,1411868,1411850,0,0,0
740,Torreón Grajo Negro,"Tallado en la montaña más imponente de Val'sharah por elfos mamposteros antiguos, el Torreón Grajo Negro se erigió como baluarte contra la Legión Ardiente durante la Guerra de los Ancestros. Esta fortaleza prácticamente inexpugnable es también el ancestral hogar de lord Kur'talos Cresta Cuervo, otrora mentor del mismísimo Illidan. Sin embargo, desde el último ataque de la Legión, el torreón emana una extraña energía oscura y los muertos incapaces de hallar descanso asolan sus inmediaciones.",1501,1411841,1411853,1411865,1411847,1,0,0
741,Núcleo de magma,,409,1396460,1396586,136346,1396505,0,0,0
742,Guarida de Alanegra,,469,1396454,1396580,136329,1396499,0,0,0
743,Ruinas de Ahn'Qiraj,,509,1396465,1396591,136320,1396510,0,0,0
744,Templo de Ahn'Qiraj,,531,1396467,1396593,136321,1396512,0,0,0
745,Karazhan,,532,1396458,1396584,136343,1396503,0,0,0
746,Guarida de Gruul,,565,1396456,1396582,136337,1396501,0,0,0
747,Guarida de Magtheridon,,544,1396459,1396585,136340,1396504,0,0,0
748,Caverna Santuario Serpiente,,548,608160,608199,136356,608238,0,0,0
749,El Ojo,,550,608179,608218,136362,608257,0,0,0
750,La Batalla del Monte Hyjal,,534,608159,608198,136330,608237,0,0,0
751,Templo Oscuro,,564,1396453,1396579,136328,1396498,0,0,0
752,Meseta de La Fuente del Sol,,580,1396466,1396592,136361,1396511,0,0,0
753,La Cámara de Archavon,,624,1396470,1396596,303841,1396515,0,0,0
754,Naxxramas,,533,1396461,1396587,136347,1396506,0,0,0
755,El Sagrario Obsidiana,,615,1396462,1396588,237594,1396507,0,0,0
756,El Ojo de la Eternidad,,616,1396455,1396581,237600,1396500,0,0,0
757,Prueba del Cruzado,,649,1396468,1396594,311221,1396513,0,0,0
758,Ciudadela de la Corona de Hielo,,631,1396457,1396583,336390,1396502,0,0,0
759,Ulduar,,603,1396469,1396595,304502,1396514,0,0,0
760,Guarida de Onyxia,,249,1396463,1396589,329121,1396508,0,0,0
761,El Sagrario Rubí,,724,1396464,1396590,366689,1396509,0,0,0
762,Arboleda Corazón Oscuro,"A la sombra de Shaladrassil, la Pesadilla contamina cada palmo de un bosque antaño exuberante. Allá donde, en el pasado, los druidas más ancianos y prestigiosos cuidaban de los bosques y meditaban bajo el gran Árbol del Mundo, ahora reinan la corrupción y la locura. En lo más profundo de la intrincada maleza, el señor de la Pesadilla Xavius se esfuerza para quebrar la voluntad de su premio más preciado.",1466,1411843,1411855,1411867,1411849,1,0,0
767,Guarida de Neltharion,"El Guardián de la Tierra Neltharion, más tarde conocido como Alamuerte, llamó en su día hogar a esta caverna. Desde que sucumbiera, los drógbar que veneraban al gran dragón alzaron su capital dentro de esta ancestral guarida. Ahora Dargrul, cabecilla de los drógbar, congrega a un descomunal ejército en las entrañas de la cueva. Reforzados por el Martillo de Khaz'goroth y si nadie lo impide, este ejército surgirá de la ladera, devastará Monte Alto y amenazará la seguridad de todo Azeroth.",1458,1450570,1450574,1450576,1450572,1,0,0
768,Pesadilla Esmeralda,"Los titanes crearon el Sueño Esmeralda a imagen de la propia Azeroth, como un espejo del estado en que se encontraría la naturaleza de no haber sufrido la devastación de la llamada civilización. Durante años, los druidas y guardianes más cercanos a la naturaleza detectaron signos de una presencia inquietante que se agitaba en el Sueño. Alentada por la Legión y el señor de la Pesadilla Xavius, esa insidiosa presencia corrupta se ha abierto paso y engullirá toda Azeroth si no se erradica de raíz.",1520,1452686,1452687,1452699,1452688,0,0,0
777,Asalto al Bastión Violeta,"Tras la campaña de Rasganorte y el ataque del Vuelo Azul a esta prisión de Dalaran, se procedió a la reparación del Bastión Violeta. Sus celdas albergan ahora a algunos de los siervos más peligrosos del Rey Exánime. Mientras Dalaran flota sobre las Islas Abruptas como buque insignia de la guerra contra la Legión, una sombría amenaza trata de arremeter contra el Kirin Tor desde dentro.",1544,1498147,1498155,1498159,1498151,0,0,0
786,Bastión Nocturno,"El Bastión Nocturno, la mayor estructura de las Islas Abruptas y de las más imponentes de todo Azeroth, es un testimonio de los logros de la civilización Nocheterna. Se construyó alrededor de la Fuente de la Noche, una fuente de poder Arcano que lleva siglos sustentando Suramar, como refugio de las tribulaciones mundanas. Pero ahora que una tormenta vil se agita sobre el antiguo Templo de Elune y que el propio Gul'dan reside en palacio, representa el origen, y no el fin, de toda tribulación.",1530,1450571,1450575,1450577,1450573,0,0,0
800,Corte de las Estrellas,"Mientras las tropas de la Legión patrullan las calles y cubren de un halo mortecino la gran ciudad de Suramar, la nobleza Nocheterna sigue aferrándose a sus costumbres. En esta despejada noche, los gritos de los juerguistas reverberan en el aire gélido mientras la mayor mansión del Distrito Noble abre sus puertas para celebrar una gran gala. Se dice que la propia gran magistrix Elisande podría hacer acto de presencia, con la intención de tranquilizar a sus aliados tras la reciente agitación.",1571,1498148,1498156,1498160,1498152,1,0,0
822,Islas Abruptas,"Esta zona en torno a la capital de Suramar, fue antaño la cuna de la civilización élfica, hasta que el Cataclismo la devastó. Aunque el poder de la Fuente de la Noche preservó Suramar, los alrededores muestran las cicatrices del catastrófico acontecimiento. Ahora que Gul'dan ha despertado la Tumba de Sargeras, los campamentos tauren en las cumbres de Monte Alto, las arboledas druídicas en Val'sharah, los asentamientos vrykuls en Tormenheim y, en definitiva, todas las islas viven bajo la sombra de la Legión.",1520,1411842,1411854,1411866,1411848,2,0,0
860,Regreso a Karazhan,"Desde su misteriosa creación, el objetivo de esta oscura torre se ha vinculado a la historia de los guardianes de Tirisfal, que otrora fuesen el mayor baluarte de Azeroth ante la Legión. Ahora es más conocida como hogar de Medivh, que traicionó dramáticamente a Azeroth y logró quebrantar la irrompible cadena de guardianes. Este legado ha hecho de Karazhan un lugar de especial interés para la Legión, que ha descendido con toda su fuerza para abrir un nuevo frente en su guerra con los habitantes de Azeroth.",1651,1537279,1537283,1537287,1537281,0,0,0
861,Prueba del Valor,"Odyn lleva atrapado en las Cámaras del Valor desde la traición de Loken, mientras Helya urde un plan en las sombras para reclamar las almas de sus campeones Valarjar. Sin embargo, últimamente han llegado a las tierras de Tormenheim grandes héroes en la estela de la Legión. Con la esperanza de que su poder y determinación inclinen la balanza para acabar con el reinado de Helya, Odyn invoca a estos campeones para la prueba final.",1648,1537280,1537284,1537288,1537282,0,0,0
875,Tumba de Sargeras,"Aegwynn selló el avatar de Sargeras en el Templo de Elune después de derrotarlo. Esperaba que permaneciera en un estado de letargo, enterrado en las profundidades de la tierra, pero su poder no ha dejado de atraer criaturas malvadas al templo. Cuando Gul'dan volvió a la tumba, derribó los resguardos de Aegwynn y abrió una puerta a los invasores de la Legión. Ahora, el ejército vil arrasa la cripta, con la esperanza de recuperar el poder de su maestro.",1676,1616104,1616106,1616207,1616105,0,0,0
900,Catedral de la Noche Eterna,"Las cámaras superiores de la Tumba de Sargeras eran un santuario dedicado a Elune. Desde la invasión de la Legión, han sido profanadas por esbirros viles que las han corrompido a su antojo. Ahora, en estas cámaras se librará un combate que podría cambiar el curso de la invasión. Mientras las fuerzas del Ocaso de la Legión se enfrentan al ejército vil, un grupo de héroes se infiltra en las salas superiores de la catedral, en un intento desesperado por devolver la Égida de Aggramar a su lugar de descanso.",1677,1616892,1616922,1616925,1616920,0,0,0
945,Trono del Triunvirato,"Argus era gobernada desde las relucientes salas del Trono del Triunvirato, hasta que los eredar firmaron su trato impío con Sargeras. Furioso por el desafiante éxodo de Velen, Kil'jaeden decretó que el Trono quedase abandonado como símbolo de un pasado fútil, pues la Legión sería su futuro.

En sus otrora refulgentes estancias, en las que ahora solo habita la penumbra, el Trono irradia un poder oscuro que atrae a quienes quieren usar el poder del Vacío para arremeter contra sus enemigos.",1753,1718202,1718213,1718526,1718205,0,0,0
946,"Antorus, el Trono Ardiente","En el núcleo de Argus se encuentra Antorus, el Trono Ardiente. Desde este trono de poder, Sargeras dirige su Cruzada Ardiente para devastar el cosmos.

En las profundidades prácticamente impenetrables del Trono se están forjando poderes primordiales como armas de aniquilación total. Si estas fuerzas se alzan para servir a su amo, será el fin de la creación.",1712,1718200,1718211,1718524,1718203,0,0,0
959,Puntos de invasión,"Desde su bastión de Argus, la Legión emplea una gran variedad de portales para desperdigarse por el cosmos cual plaga. Innumerables mundos han sido saqueados por sus recursos, y sus habitantes, obligados a servir al Titán Oscuro o a morir tras una lenta agonía.

A menos que sea posible liberar a estos mundos, la Cruzada Ardiente consumirá todo lo que toque y reducirá el universo a cenizas.",1520,1718201,1718212,1718525,1718204,2,0,0
968,Atal'Dazar,"Durante milenios, los reyes Zandalari han tenido su último descanso en las tumbas de Atal'Dazar, ocultas en lo alto del monte Mugamba. Estas pirámides se fueron volviendo más elaboradas con cada gobernante, pues se fueron construyendo nuevas estancias para albergar la vasta riqueza de los fallecidos. Ahora, estas salas antes inmaculadas han sido corrompidas por el profeta Zul y su fiel lugarteniente, Yazma, que pretenden usar el poder de estos antiguos reyes para sus propias maquinaciones oscuras.",1763,1778888,1778892,1778896,1778890,0,0,0
1001,Fuerte Libre,"Fuerte Libre ha sido tradicionalmente un refugio para piratas, malandrines y aquellos que desean vivir libres del control de Kul Tiras. Ahora, los Asaltantes Marea de Hierro controlan la ciudad con puño de hierro y están obligando a las diversas tripulaciones piratas a unirse bajo su bandera. Mientras los piratas se reúnen, un pequeño grupo de héroes debe infiltrarse en la ciudad y eliminar a los líderes para disolver esta creciente alianza de criminales.",1754,1778889,1778893,1778897,1778891,0,0,0
1002,Tol Dagor,"En tiempos, Tol Dagor fue una prisión bien mantenida, pero la Compañía Gobernalle la compró y está bajo su control. Ahora sirve como centro de reclusión indefinida para cualquiera que se oponga a la Compañía Comercial Gobernalle.",1771,2177519,2178276,2178737,2177730,0,0,0
1012,VETA MADRE,"La Isla de Kezan, destrozada por la erupción del Monte Kajaro, ahora está rebosante de azerita, tras el asalto que Sargeras llevó a cabo en Azeroth. Con el objetivo de hacer una fortuna y reclamar el título de príncipe mercante, Mogul Razdunk ha centrado todos los esfuerzos de Ventura y Cía. en explotar el potencial armamentístico de la azerita y venderla al mejor postor.",1594,2177517,2178274,2178735,2177728,0,0,0
1021,Mansión Crestavía,"La Mansión Crestavía, que una vez fue la finca palaciega de la familia soberana de Drustvar, sirve ahora como el centro de oscuros rumores, desde que lord y lady Crestavía se encerraran en su interior sin explicación alguna. Entre los lugareños se habla de rituales infames, gente que desaparece por la noche y gritos espeluznantes que salen de la mansión. De entre todas esas historias, solo una cosa se sabe a ciencia cierta: algo malvado se ha afianzado en las tierras de los Crestavía.",1862,2177521,2178278,2178742,2177732,0,0,0
1022,Catacumbas Putrefactas,"En lo más profundo de los pantanos de Nazmir, una catástrofe acecha bajo la superficie. A menos que se purgue esta corrupción de inmediato, su influencia se extenderá por toda la tierra como una plaga hambrienta y no dejará tras de sí más que podredumbre.",1841,2177518,2178275,2178736,2177729,0,0,0
1023,Asedio de Boralus,Lady Gobernalle ha desatado su furia contra las menguantes defensas de la capital. Boralus arde y un reducido grupo de héroes debe atajar el creciente caos y poner fin al plan de Gobernalle de dominar la región.,1822,2177515,2178272,2178733,2177726,0,0,0
1028,Azeroth,"Mientras que muchas de las mayores amenazas a la paz en Azeroth permanecen encerradas en cámaras antiguas, o en lo más alto de elevadas fortalezas, otras pasean con descaro bajo el cielo azul. El instinto de supervivencia lleva a los sabios a refugiarse de estos terrores, pero la gloria aguarda a los valientes héroes que deseen probar su valía contra los más poderosos de los enemigos.",1861,2177522,2178279,2178743,2177733,2,0,0
1030,Templo de Sethraliss,"Hace siglos, Sethraliss, una poderosa loa serpiente, se sacrificó para impedir que Mythrax liberara a su maestro en Azeroth. Tras la batalla, sus seguidores devotos trasladaron sus restos y construyeron un templo a su alrededor, con la esperanza de que renaciera. Ahora, dentro del templo se agita una fuerza oscura que busca utilizar su poder con fines perversos.",1877,2177516,2178273,2178734,2177727,0,0,0
1031,Uldir,"Hace miles de años, intentando comprender la naturaleza de su eterno enemigo, los titanes construyeron esta enorme instalación subterránea para aislar e investigar a los especímenes capturados. Mediante el estudio de los puntos débiles y reacciones de la energía del Vacío que vincula a los dioses antiguos, esperaban hallar el modo de neutralizar dicha energía. Estaban muy equivocados. La instalación se selló para que los horrores que contenía nunca se desataran sobre Azeroth. Pero esos sellos se han roto...",1861,2177520,2178277,2178738,2177731,0,0,0
1036,Altar de la Tormenta,El Altar de la Tormenta es una sede de poder tanto de la casa Canto Tormenta como de los Sabiomar. Aquí se bendice a la flota de Kul Tiras para garantizar que nadie la supere en combate. Pero una fuerza oscura ha corrompido esta tierra sagrada y amenaza con hacerse para siempre con el control de la flota de Kul Tiras.,1864,2177514,2178271,2178732,2177725,0,0,0
1041,Reposo de los Reyes,"Pocos lugares de Zandalar son más sagrados que Reposo de los Reyes. Todo rey, conquistador o tirano que ha tenido el control del Imperio Zandalari descansa en esta gran ciudad de los muertos, para proteger no solo sus cuerpos, sino también sus espíritus.

Solo se permite el acceso al clero y a la realeza de Zandalar, pero la magia oscura de Zul se extiende por las tumbas, así que debes adentrarte en él y poner fin a la oscuridad que allí acecha.",1762,2177512,2178269,2178730,2177723,0,0,0
1176,Batalla de Dazar'alor,"Desde tiempos inmemoriales, la ciudad de Dazar'alor se ha alzado en el centro del gran y poderoso imperio Zandalari. Sus guardias han frustrado numerosos intentos de asesinato contra el rey Rastakhan, y ha soportado penurias en todas las épocas. Pero cuando la guerra llega a las costas de Zuldazar, la Alianza se embarca en una arriesgada táctica para asediar la pirámide dorada y cortar los vínculos de los Zandalari con la Horda.",2070,2482731,2482729,2482693,2482732,0,0,0
1177,Crisol de Tormentas,"Bajo el Altar de la Tormenta acecha un mal que lleva mucho tiempo oculto. Los susurros que llevaron a lord Canto Tormenta a la locura resuenan en las profundidades cual canción de sirena dotada de un poder sobrenatural. Aquellos que escuchan y obedecen realizan rituales oscuros para ejecutar la voluntad de su maestro. Sea cual sea el horripilante plan que alimenta su devoción fanática, una cosa es segura: hay que ponerle fin.",2096,2498192,2498193,2498195,2498194,0,0,0
1178,Operación: Mecandria,"El príncipe Erazmin lidera a un grupo de improbables aliados en una misión desesperada hacia el corazón de Mecandria. En esta carrera contrarreloj, deberán superar al ejército de monstruosidades mecanizadas del rey Mecandria y derrotar al genio loco antes de que su dispositivo apocalíptico purgue toda la vida orgánica de Azeroth.",2097,3025319,3025325,3025336,3025327,0,0,0
1179,Palacio Eterno,"Hace diez mil años, mientras las mareas se tragaban Zin-Azshari, la reina Azshara forjó un pacto oscuro con N'Zoth que transformó a sus súbditos en nagas siniestros. Durante milenios de conquistas despiadadas, Azshara ha construido un nuevo imperio sobre las ruinas del último, y ahora domina las profundidades que antaño la reclamaban. Siendo la cortés anfitriona que es, ha invitado tanto a la Alianza como a la Horda a su Palacio Eterno para que presencien su gloriosa ascensión... y encuentren su final.",2164,3025318,3025320,3025335,3025326,0,0,0
1180,"Ny'alotha, Ciudad del Despertar","Ny'alotha, la ciudad durmiente, ha despertado. Los ejércitos del Imperio Negro están bajo el control de N'Zoth y amenazan con engullir el mundo y cambiarlo acorde a las visiones de su maestro. Las forjas titánicas reparadas son la única esperanza para erradicar al Corruptor de una vez por todas. Pero para poder fijar a N'Zoth como el blanco del poder de las forjas, los campeones de Azeroth deberán aventurarse en el interior del reino horripilante y enfrentarse una última vez al dios antiguo.",2217,3221462,3221463,3221466,3221464,0,0,0
