ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,CovenantID
303,Porta del Sole Calante,"Per intere generazioni, un'enorme barriera di roccia conosciuta come Muraglia Serpeggiante ha protetto i cittadini di Pandaria dagli assalti periodici della feroce razza insettoide dei Mantid. Il nuovo ciclo di distruzione di questa razza brutale è iniziato prima di quanto ci si aspettasse, prendendo alla sprovvista i difensori della fortificazione. Pandaria deve ora respingere la più grande e devastante armata che la storia ricordi.",962,632263,632270,632357,632277,1,0,0
311,Sale Scarlatte,"I più feroci guerrieri della Crociata, coloro che hanno difeso e combattuto per il loro sacro monastero in questi tempi bui, stanno rapidamente ammassando un'armata all'interno delle Sale Scarlatte. Questi soldati sono legati tra loro dall'odio verso i non morti e sono pronti a sacrificare tutto per la causa del proprio ordine.",1001,643259,643262,643268,643265,0,0,0
312,Monastero degli Shandaren,"La guerra dilaga su Pandaria e il distruttivo conflitto tra l'Orda e l'Alleanza ha causato tumulti nel maestoso Monastero degli Shandaren. Qui, tre entità maligne conosciute come Sha della Violenza, Sha dell'Odio e Sha della Rabbia sono fuggite dalle loro prigioni. Nonostante lo Sha della Rabbia sia riuscito a fuggire completamente dal Monastero, le due entità rimanenti hanno iniziato a portare distruzione nella dimora dei coraggiosi difensori Shandaren.",959,632267,632274,632361,632281,1,0,0
313,Tempio della Serpe di Giada,"Il Tempio della Serpe di Giada, situato in alto sopra la costa orientale di Pandaria, costituisce un sacro monumento alla vittoria del leggendario Imperatore dei Pandaren Shaohao contro lo Sha del Dubbio, avvenuta migliaia di anni fa. Recentemente, un disastroso conflitto nella Foresta di Giada ha scatenato ancora una volta lo Sha, e molte entità hanno assalito le antiche vestigia di saggezza e conoscenza del tempio.",960,632269,632276,632363,632283,1,0,0
316,Monastero Scarlatto,"I fanatici comandanti della Crociata dirigono le operazioni dei loro seguaci dalla Cattedrale Scarlatta, nel cuore del monastero. Questo luogo pesantemente sorvegliato funge da centro di comando dell'ordine, e le sue sale, un tempo simbolo di santità e purezza, pullulano dei più accaniti e pericolosi crociati dell'intero movimento.",1004,608175,608214,136354,608253,0,0,0
317,Segrete Mogu'shan,"I Mogu, orgogliosi della loro supremazia, hanno tenuto traccia dei loro successi all'interno di un maestoso complesso di segrete. La costruzione di queste vaste camere è antecedente a qualsiasi testimonianza dei Pandaren, avvolgendo la loro origine nel più impenetrabile dei misteri. Voci parlano di un'immensa armata rinchiusa al suo interno; per questo motivo, le segrete sono state il primo obiettivo dell'antica ribellione dei Pandaren, in seguito alla quale poi furono sigillate.",1008,632266,632273,632360,632280,0,0,0
320,Terrazza dell'Eterna Primavera,"La Terrazza dell'Eterna Primavera, nascosta tra le alte vette della Vallata dell'Eterna Primavera, è stata per millenni un rifugio sacro. Si dice che le sue pacifiche fontane abbiano il potere di guarire e ringiovanire, ma quando lo Sha della Paura attaccò, molti dei guardiani del complesso si rivoltarono l'uno contro l'altro in preda al terrore.",996,643261,643264,643270,643267,0,0,0
321,Palazzo Mogu'shan,"L'antico Palazzo Mogu'shan costituisce l'ultimo vero baluardo della maestosa forza dei Mogu. Tre tra i più celebri clan si sono recentemente radunati al suo interno per convenire con il loro sovrano, Xin il Mastro d'Armi. Questo brutale despota ha formulato un ambizioso piano per riunire il suo popolo allo sbando e rivendicare la gloria del loro antico impero... e il tumulto crescente a Pandaria potrà soltanto giovare al suo scopo.",994,632265,632272,632359,632279,1,0,0
322,Pandaria,"Nascosto nelle nebbie da diecimila anni, fin dai tempi della Grande Separazione, il regno di Pandaria è rimasto estraneo agli eventi del resto del mondo. Le lussureggianti foreste e le montagne impervie nascondono un complesso ecosistema di specie indigene e creature esotiche. Questa è la terra natale dei Pandaren, una razza mitica capace di celebrare la vita in ogni sua forma pur trovandosi sotto l'assedio di un'antica minaccia.",996,652217,652218,1062579,652219,2,0,0
324,Assedio al Tempio di Niuzao,"Il Tempio di Niuzao si estende tra due isole fortificate molto oltre i confini segnati dalla grande Muraglia Serpeggiante. Per anni, i tenaci difensori Pandaren hanno protetto gli stretti ponti che collegano le due isole, annientando qualsiasi potenziale intruso. Ma recentemente anche i Mantid hanno costruito un loro ponte utilizzando le radici di un maestoso albero, e hanno dato inizio a un assedio a sorpresa contro le isole, con il solo scopo di distruggere per sempre ogni difesa rimasta del tempio.",1011,643260,643263,643269,643266,0,0,0
330,Cuore della Paura,"Lo Sha della Paura ha corrotto la Grande Imperatrice dei Mantid. I suoi sempre più eccentrici e paranoici ordini hanno costretto i Klaxxi, i custodi della cultura dei Mantid, a intraprendere azioni aggressive. A causa del loro scarso numero, i Klaxxi hanno accettato seppur con riluttanza l'aiuto di tutti coloro vogliano distruggere l'Imperatrice e purificare la razza dei Mantid dall'influenza negativa dello Sha.",1009,632264,632271,632358,632278,0,0,0
362,Regno del Tuono,"Quando Pandaria fu separata da Kalimdor migliaia di anni fa, una coltre di nebbia impedì agli stranieri di scoprire il continente appena nato. Le nebbie tennero celato anche un antico male: il Regno del Tuono di Lei Shen. Mentre il tiranno era in vita, questa fortezza era il centro del suo potere, e anche dopo la sua morte rimase satura di energie corrotte. Ora, il Re del Tuono risorto, con l'aiuto dei Troll Zandalari, vuole sfruttare queste stesse energie per rifondare il proprio impero.",1098,828450,828453,838785,828454,0,0,0
369,Assedio di Orgrimmar,Le tensioni alimentate dall'arroganza di Garrosh Malogrido hanno raggiunto il culmine con la devastazione inflitta alla Vallata dell'Eterna Primavera. I capi dell'Alleanza e dell'Orda hanno preso d'assedio la capitale di Malogrido con l'intento di far capitolare lo spietato Capoguerra una volta per tutte!,1136,904980,904981,904241,904982,0,0,0
385,Miniere dei Magliorosso,"Nei confini settentrionali della Landa di Fuocogelo, gli Ogre Magliorosso dirigono una brutale operazione mineraria nel caldo soffocante delle caverne vulcaniche. Schiavi provenienti da tutta Draenor vengono trasportati nella miniera, senza speranze di uscire vivi. Le miniere producono gemme e minerali, ma si dice che il vero scopo sia recuperare un antico manufatto di inestimabile potere.",1175,1041968,1041994,1042059,1041984,1,0,0
457,Fonderia dei Roccianera,"Questa fonderia era l'antica dimora degli Orchi Roccianera, dove i maestri fabbri plasmavano il durissimo metallo che dà il nome al Clan. Ora, imponenti giganti soggiogati dagli Spaccatuono alimentano il calore delle fucine, i Domafiamme delle Lame Ardenti infondono i minerali con il fuoco e degli ingegneri modellano le scorie secondo schemi sconosciuti in questo mondo. La fonderia di Manonera è il fulcro della potenza militare dell'Orda di Ferro e produce gli armamenti per conquistare Azeroth.",1205,1041967,1041993,1042058,1041983,0,0,0
476,Vetta dei Cieli,"Sulle cime più alte delle Guglie di Arakk, nascosta tra le nubi, Vetta dei Cieli rappresenta il centro del potere dei Proseliti di Rukhmar. Gli Arakkoa hanno raccolto e sfruttato la tecnologia Apexis dei loro progenitori, e ora sono pronti a scatenare il potere concentrato del sole sui loro nemici.",1209,1041973,1041999,1042064,1041989,1,0,0
477,Altomaglio,"Altomaglio è la capitale dell'Impero Gorian, la civiltà Ogre che regnò su Draenor fino all'arrivo dei Draenei: una città imponente che smentisce la reputazione di stupidità e brutalità degli Ogre. Al suo interno si trovano fiorenti mercati, una ricca nobiltà e gli incessanti cori della folla nel Colosseo. Visibile da ogni punto interno delle mura, la cittadella dell'Imperatore Mar'gok getta un'ombra cupa su tutto il complesso, simbolo del suo occhio vigile e del suo pugno di ferro.",1228,1041971,1041997,1042062,1041987,0,0,0
536,Treno Frecciacupa,"Il Treno Frecciacupa è un elemento vitale per la macchina bellica dell'Orda di Ferro, permettendo il trasporto di truppe e risorse prodotte nella Fonderia dei Roccianera fino ai fronti di battaglia su tutta Draenor. Il Frecciacupa è un massiccio treno capace di spostare battaglioni e artiglieria pesante: oggi, trasporta un potente cannone a rotaia sufficientemente forte da distruggere lo scudo difensivo di Shattrath... e partirà a breve.",1208,1041970,1041996,1042061,1041986,1,0,0
537,Necropoli dei Torvaluna,"Le tradizionali necropoli del Clan Torvaluna sono il luogo di riposo di innumerevoli generazioni di Orchi. Il Capoclan decaduto Ner'zhul, spinto dalla sua follia, ha sacrificato le anime stesse del suo clan in una disperata ricerca di potere. Ora gli antichi spiriti sono senza riposo, torturati e usati per alimentare gli oscuri rituali il cui scopo è trascinare tutta Draenor nel Vuoto.",1176,1041972,1041998,1042063,1041988,1,0,0
547,Auchindoun,"Auchindoun è il sacro mausoleo dei Draenei, un santuario della Luce in cui gli spiriti dei morti trovano riposo. La struttura cristallina serve anche a proteggere e schermare le anime dei Draenei dai loro eterni nemici della Legione Infuocata, che desiderano consumare i loro spiriti. Tutto ciò rende il luogo importante per Gul'dan e il suo Concilio dell'Ombra, che desiderano conquistare il favore dei loro padroni demoniaci.",1182,1041966,1041992,1042057,1041982,1,0,0
556,Verdeterno,"Dopo la distruzione del Portale Oscuro, il Kirin Tor si rese conto di aver bisogno di una rotta stabile di rifornimenti. Vennero così creati degli avamposti su tutta Draenor con connessioni magiche verso Azeroth. Sfortunatamente, quella che sembrava una posizione strategica vicino alla Fonderia dei Roccianera era nota ai Botani come Verdeterno, un luogo sacro di Gorgrond. L'avamposto è stato rapidamente ricoperto di vegetazione, ma contiene ancora una connessione con Roccavento...",1279,1060543,1060547,1060551,1060545,1,0,0
557,Draenor,"Draenor è la selvaggia terra natale degli Orchi, chiamata così dai Draenei che vi si rifugiarono centinaia d'anni fa. Per generazioni, Orchi, Draenei e gli Ogre dell'Impero Gorian hanno convissuto nonostante i continui conflitti. Qui le primordiali forze della creazione e della distruzione hanno mantenuto l'equilibrio con la violenza. Questo è il mondo in cui Garrosh si è destato dopo la fuga: ora, grazie all'Orda di Ferro e all'oscura influenza di Gul'dan, il destino di due mondi è appeso a un filo.",1228,1041969,1041995,1042060,1041985,0,0,0
558,Darsena di Ferro,"Nella costa settentrionale di Gorgrond, la Darsena di Ferro rappresenta il cuore della forza navale dell'Orda di Ferro. Immensi velieri da guerra e pezzi d'artiglieria, forgiati e assemblati nella Fonderia dei Roccianera, vengono preparati alla battaglia in questo immenso porto. Le bestie più potenti di Draenor vengono soggiogate e addestrate insieme alle unità di fanteria d'élite, formando assieme l'esercito che sbarcherà per spezzare la volontà di chiunque osi opporsi all'Orda di Ferro.",1195,1060544,1060548,1060552,1060546,0,0,0
559,Bastioni di Roccianera Superiori,"La storia di questa imponente fortezza è lunga e complessa. Scavata secoli fa nel cuore stesso del Massiccio Roccianera dal Clan Ferroscuro, venne successivamente conquistata dal Drago Nero Nefarian. La parte superiore dei Bastioni di Roccianera ora è la dimora dell'avanguardia della Marcia di Ferro. L'Orda di Ferro vuole usare i Bastioni come base per l'invasione di Azeroth, ma ha preparato anche un piano d'emergenza: un'arma di distruzione di massa nascosta nel cuore del Massiccio Roccianera.",1358,1041974,1042000,1042065,1041990,0,0,0
669,Cittadella del Fuoco Infernale,"Quando Garrosh incoraggiò Grommash a iniziare la costruzione di una possente fortezza nel cuore della Giungla di Tanaan come base per l'assalto di Azeroth, suggerì anche il nome Fuoco Infernale, proveniente da un luogo e un tempo differente. Sognava di vedere gli Orchi governare su un territorio non corrotto, molto diverso dal paesaggio devastato che aveva conosciuto nelle Terre Esterne. Ma nonostante tutto, i due mondi hanno finito con l'assomigliarsi.",1448,1135117,1135118,136340,1135119,0,0,0
707,Segrete delle Custodi,"Questa struttura segreta delle Custodi venne scavata nelle profondità delle montagne di Azsuna e sigillata con protezioni magiche per impedire sia l'ingresso di intrusi, sia la fuga dei terrori nascosti al suo interno. Molti dei più pericolosi nemici delle Custodi sono stati incarcerati all'interno delle Segrete, ma in seguito al tradimento di Cordana e all'attacco della Legione, queste creature ora si aggirano libere per le loro sale.",1493,1411846,1411858,1411870,1411852,1,0,0
716,Occhio di Azshara,"Tra le secche più lontane delle coste di Azsuna riposa un'antica sorgente di potere. Molto tempo fa, il controllo della Regina Azshara si estendeva anche su queste terre, e i Naga alla ricerca della Pietra delle Maree di Golganneth sono ancora sotto il suo comando. L'addensarsi delle nuvole e l'elettricità nell'aria annunciano l'arrivo di una tempesta: i seguaci di Azshara si stanno preparando a evocare un'incarnazione della sua ira per portare distruzione sulla terra.",1456,1498149,1498157,1498161,1498153,1,0,0
721,Sale del Valore,"Nelle nubi sopra Stromheim, il Guardiano dei Titani Odyn ha richiamato i più grandi guerrieri Vrykul di Azeroth affinché diventassero i suoi Valarjar. Nelle sale dei banchetti e nei terreni di caccia, questi Vrykul ascesi si addestrano per affrontare la grande guerra in arrivo. Chiunque desideri apparire di fronte a Odyn e ottenere l'Egida di Aggramar dovrà attraversare queste sale e dimostrare il proprio valore.",1477,1498150,1498158,1498162,1498154,0,0,0
726,Arcavia,"Nonostante la vastità della città di Suramar, la rete di gallerie sotto di essa è ancora più ampia. La società dei Nobili Oscuri è cresciuta sfruttando il potere del Pozzo Oscuro, e l'Arcavia distribuisce questa energia vitale in tutta la città. Il labirintico complesso fu costruito migliaia di anni fa e si estende sotto le fondamenta degli edifici più grandi; la maggior parte dei cittadini vive all'oscuro delle ombre che si aggirano sotto ai suoi piedi...",1516,1411845,1411857,1411869,1411851,0,0,0
727,Fauci delle Anime,"Mentre i più grandi guerrieri Vrykul vengono portati nelle Sale del Valore verso un'eterna e luminosa gloria, i maledetti e i dannati si ritrovano sulle rive di Fauci delle Anime. Tra le sue nebbie attende la Naglfar, una spaventosa nave costruita da ossa e tendini, che trasporta queste povere anime a Helheim e nelle grinfie di Helya.",1492,1411844,1411856,1411868,1411850,0,0,0
740,Forte Corvonero,"Scolpito nella più grande montagna di Val'sharah da antichi mastri muratori elfici, il Forte Corvonero resistette agli assalti della Legione Infuocata durante la Guerra degli Antichi. La fortezza, quasi impenetrabile, è anche la dimora ancestrale di Ser Kur'talos Crinocorvo, un tempo mentore di Illidan stesso. In seguito all'ultimo attacco della Legione, un'energia strana e oscura permea il Forte, e morti viventi hanno invaso le terre circostanti.",1501,1411841,1411853,1411865,1411847,1,0,0
741,Nucleo Ardente,,409,1396460,1396586,136346,1396505,0,0,0
742,Fortezza dell'Ala Nera,,469,1396454,1396580,136329,1396499,0,0,0
743,Rovine di Ahn'qiraj,,509,1396465,1396591,136320,1396510,0,0,0
744,Tempio di Ahn'qiraj,,531,1396467,1396593,136321,1396512,0,0,0
745,Karazhan,,532,1396458,1396584,136343,1396503,0,0,0
746,Antro di Gruul,,565,1396456,1396582,136337,1396501,0,0,0
747,Antro di Magtheridon,,544,1396459,1396585,136340,1396504,0,0,0
748,Caverna di Sacrespire,,548,608160,608199,136356,608238,0,0,0
749,Occhio della Tempesta,,550,608179,608218,136362,608257,0,0,0
750,Battaglia per il Monte Hyjal,,534,608159,608198,136330,608237,0,0,0
751,Tempio Nero,,564,1396453,1396579,136328,1396498,0,0,0
752,Cittadella del Pozzo Solare,,580,1396466,1396592,136361,1396511,0,0,0
753,Volta di Archavon,,624,1396470,1396596,303841,1396515,0,0,0
754,Naxxramas,,533,1396461,1396587,136347,1396506,0,0,0
755,Santuario di Ossidiana,,615,1396462,1396588,237594,1396507,0,0,0
756,Occhio dell'Eternità,,616,1396455,1396581,237600,1396500,0,0,0
757,Ordalia dei Crociati,,649,1396468,1396594,311221,1396513,0,0,0
758,Rocca della Corona di Ghiaccio,,631,1396457,1396583,336390,1396502,0,0,0
759,Ulduar,,603,1396469,1396595,304502,1396514,0,0,0
760,Antro di Onyxia,,249,1396463,1396589,329121,1396508,0,0,0
761,Santuario di Rubino,,724,1396464,1396590,366689,1396509,0,0,0
762,Boschetto Cuortetro,"All'ombra di Shaladrassil, l'Incubo permea ogni centimetro della foresta un tempo rigogliosa. Dove i più grandi e saggi Druidi della storia accudivano gli alberi e meditavano presso l'Albero del Mondo, adesso regna la corruzione e la maledizione. Nelle profondità dell'intricato boschetto, il Signore dell'Incubo Xavius si adopera per spezzare la volontà del suo più grande nemico.",1466,1411843,1411855,1411867,1411849,1,0,0
767,Antro di Neltharion,"Il Custode della Terra Neltharion, conosciuto poi come Alamorte, un tempo dimorava in queste caverne. Dopo la sua caduta, i Drogbar, che un tempo adoravano il grande drago, costruirono la loro capitale nell'antico antro. Ora Dargrul, il capo dei Drogbar, sta radunando un ingente esercito in queste profondità: se non verrà fermato, il suo esercito, potenziato dal Martello di Khaz'goroth, uscirà dalle montagne e devasterà Alto Monte, mettendo in pericolo tutta Azeroth.",1458,1450570,1450574,1450576,1450572,1,0,0
768,Incubo di Smeraldo,"Il Sogno di Smeraldo fu creato dai Titani come progetto per Azeroth stessa: un riflesso verdeggiante e perfetto di come sarebbe la natura se non venisse rovinata dalla cosiddetta civilizzazione. Per molti anni, i Druidi e i custodi più vicini alla natura avevano notato segni di una presenza inquietante all'interno del Sogno. Alimentata dalla Legione e dal Signore dell'Incubo Xavius, la corruzione è esplosa e presto inghiottirà tutta Azeroth, se non verrà eliminata alla radice.",1520,1452686,1452687,1452699,1452688,0,0,0
777,Assalto alla Fortezza Violacea,"In seguito alla campagna di Nordania e all'attacco dello Stormo dei Draghi Blu alla prigione di Dalaran, la Fortezza Violacea è stata riparata e le sue celle riprogettate per contenere alcuni dei più pericolosi servitori del Re dei Lich. Adesso, mentre Dalaran vola sopra alle Isole Disperse come avamposto nella guerra contro la Legione, un oscuro pericolo cerca di colpire nuovamente il Kirin Tor dall'interno.",1544,1498147,1498155,1498159,1498151,0,0,0
786,Rocca della Notte,"La Rocca della Notte, la più grande struttura delle Isole Disperse e tra le più imponenti di tutta Azeroth, è un testamento della civiltà dei Nobili Oscuri. Gli edifici costruiti attorno al Pozzo Oscuro, la fonte di potere arcano che ha alimentato Suramar per secoli, dovevano servire come rifugio dai pericoli del mondo. Tuttavia, con la viltempesta che si è scatenata sopra il tempio di Elune dall'altra parte della baia e con il trasferimento di Gul'dan tra le sue mura, il pericolo ora è al suo interno.",1530,1450571,1450575,1450577,1450573,0,0,0
800,Corte delle Stelle,"Nonostante le truppe della Legione pattuglino le ormai tetre strade della grande città di Suramar, i Nobili Oscuri si aggrappano alle formalità sociali e alle consuetudini di un tempo. In questa notte stellata, le grida di divertimento echeggiano nella fredda aria, mentre nella più grande residenza del Quartiere dei Nobili è in corso un grande ballo. Si mormora che la Gran Magistra Elisande sia tra i partecipanti per rassicurare gli alleati più vicini riguardo ai recenti tumulti.",1571,1498148,1498156,1498160,1498152,1,0,0
822,Isole Disperse,"Quest'area attorno all'antica capitale di Suramar rappresentò la culla della civiltà elfica fin quando la Separazione non spezzò il continente. Il potere del Pozzo Oscuro preservò Suramar, ma le terre vicine mostrano ancora le ferite del catastrofico evento. In seguito al risveglio della Tomba di Sargeras da parte di Gul'dan, l'ombra della Legione è calata sugli accampamenti dei Tauren delle vette di Alto Monte, nelle selve dei Druidi di Val'sharah, e negli insediamenti dei Vrykul a Stromheim.",1520,1411842,1411854,1411866,1411848,2,0,0
860,Ritorno a Karazhan,"Dal momento della sua misteriosa creazione, lo scopo di questa torre oscura si intreccia con la storia dei Guardiani di Tirisfal, un tempo eroici difensori di Azeroth contro la Legione Infuocata. Ora è conosciuta come la casa di Medivh, colui che tragicamente tradì Azeroth e spezzò la catena fino ad allora ininterrotta di Guardiani. Questa eredità fa di Karazhan un luogo di particolare interesse per la Legione, che la sta invadendo per aprire un nuovo fronte nella guerra contro gli abitanti di Azeroth.",1651,1537279,1537283,1537287,1537281,0,0,0
861,Prova del Valore,"Dopo il tradimento di Loken, Odyn è imprigionato all'interno delle Sale del Valore, mentre Helya trama nell'ombra per impadronirsi delle anime dei suoi campioni Valarjar. Tuttavia, di recente alcuni grandi eroi in lotta contro la Legione sono arrivati nelle terre di Stromheim. Sperando che la loro forza e determinazione possano fare la differenza e porre fine al regno di Helya, Odyn decide di metterli alla prova.",1648,1537280,1537284,1537288,1537282,0,0,0
875,Tomba di Sargeras,"Aegwynn usò questo sacro tempio di Elune per rinchiudere per sempre l'Avatar di Sargeras. Sperava che sarebbe rimasto dormiente, sepolto in profondità all'interno della terra, ma il richiamo del potere continuò ad attirare entità malvagie. Quando Gul'dan rientrò nella tomba, fece breccia nelle difese di Aegwynn e aprì la porta all'invasione della Legione. Ora, l'esercito vile è penetrato nelle segrete, nella speranza di recuperare il potere del proprio padrone.",1676,1616104,1616106,1616207,1616105,0,0,0
900,Cattedrale della Notte Eterna,"Le stanze superiori della Tomba di Sargeras un tempo erano un luogo di culto di Elune. Dopo l'invasione della Legione, servitori vili lo profanarono, contaminandolo. Ora, proprio qui si terrà la battaglia che potrebbe cambiare le sorti dell'invasione. Mentre l'Armata Spezzalegione affronta direttamente l'esercito demoniaco, un piccolo gruppo di eroi si infiltra nei recessi della cattedrale, nel disperato tentativo di restituire l'Egida di Aggramar al luogo cui appartiene.",1677,1616892,1616922,1616925,1616920,0,0,0
945,Seggio del Triumvirato,"Argus fu governato dalle sontuose sale del Seggio del Triumvirato... finché gli Eredar non strinsero il loro scellerato patto con Sargeras. Infuriato per la fuga di Velen, Kil'jaeden decretò che il Seggio fosse abbandonato, come simbolo di un passato irrilevante. La Legione sarebbe stata il futuro.

Con le sue volte scintillanti ora cadute nell'ombra, il Seggio irradia un potere scuro che attira coloro che vogliono sfruttare la forza del Vuoto per scatenarla sui propri nemici.",1753,1718202,1718213,1718526,1718205,0,0,0
946,"Antorus, il Trono Infuocato","Nel nucleo di Argus sorge Antorus, il Trono Infuocato. Dal suo seggio del potere, Sargeras guida la Crociata Infuocata nella distruzione del cosmo.

Nelle profondità quasi inaccessibili del Trono, poteri primordiali vengono forgiati in armi di distruzione di massa. Se queste forze dovessero servire il loro nuovo padrone, significherebbe la fine per tutto il creato.",1712,1718200,1718211,1718524,1718203,0,0,0
959,Punti di Invasione,"Dalla sua roccaforte su Argus, la Legione sfrutta una vasta rete di portali per espandersi nel cosmo come una piaga. Innumerevoli mondi sono stati razziati delle proprie risorse, mentre i loro abitanti venivano costretti a servire il Titano Oscuro o subire una lenta e agonizzante fine.

Se questi mondi non verranno liberati, la Crociata Infuocata consumerà tutto ciò che potrà raggiungere, riducendo in cenere l'universo.",1520,1718201,1718212,1718525,1718204,2,0,0
968,Atal'dazar,"Per millenni, i re Zandalari furono sepolti nelle tombe di Atal'dazar, isolate sulla cima della montagna Mugamba. Queste piramidi divennero sempre più elaborate di reggente in reggente, con nuove stanze capaci di custodire le immense ricchezze dei deceduti. Le sale un tempo immacolate sono di recente state corrotte dal Profeta Zul e dal suo fidato luogotenente Yazma, che vogliono sfruttare il potere degli antichi imperatori per le proprie oscure macchinazioni.",1763,1778888,1778892,1778896,1778890,0,0,0
1001,Covo della Libertà,"Il Covo della Libertà è sempre stato un nascondiglio per pirati, delinquenti e tutti quelli che vogliono vivere liberi dal controllo dei Kul Tirani. Recentemente, gli Incursori Marferreo hanno preso possesso della città e stanno costringendo le altre bande a unirsi sotto il loro vessillo. Mentre i pirati si riuniscono, un piccolo gruppo di eroi deve infiltrarsi in città ed eliminare i loro capi per mandare a monte questa alleanza di tagliagole.",1754,1778889,1778893,1778897,1778891,0,0,0
1002,Tol Dagor,"Un tempo una prigione ben organizzata, Tol Dagor è stata recentemente acquistata ed è ora gestita dalla Compagnia dei Bracescura. Ora è il luogo dove vengono incarcerati perpetuamente tutti coloro che si sono opposti a questa potente organizzazione.",1771,2177519,2178276,2178737,2177730,0,0,0
1012,Vena Madre,"L'isola di Kezan, lacerata dall'eruzione del Monte Kajaro, trabocca di Azerite dopo l'attacco di Sargeras su Azeroth. In cerca di fortuna e di un modo per proclamarsi Principe del Commercio, il Magnate Trucirazzi ha impiegato la forza lavoro della S.P.R. & Co. nella creazione di armi a base d'Azerite da vendere al miglior offerente.",1594,2177517,2178274,2178735,2177728,0,0,0
1021,Maniero dei Crestabianca,"Un tempo residenza della famiglia reale di Drustvar, il Maniero dei Crestabianca è diventato un luogo oscuro da quando Ser e Dama Crestabianca si sono inspiegabilmente rinchiusi nelle sue sale. Storie di rituali blasfemi, persone scomparse durante la notte e orribili grida provenienti dall'interno della magione sono diventate argomento comune tra la gente del luogo. In questo vociferare, un solo fatto è dato per certo: qualcosa di malvagio si annida tra le mura del Maniero.",1862,2177521,2178278,2178742,2177732,0,0,0
1022,Grottamarcia,"Nelle profondità delle paludi di Nazmir, una malattia cresce sotto la superficie. Se questa corruzione non verrà epurata immediatamente, invaderà tutto il mondo come una piaga, lasciando dietro di sé solo marciume e infezione.",1841,2177518,2178275,2178736,2177729,0,0,0
1023,Assedio di Boralus,"Dama Bracescura ha scatenato la sua furia contro le vacillanti difese di Boralus. Mentre la città è in fiamme, un piccolo gruppo di eroi deve combattere il caos crescente e mettere fine al piano di Bracescura di ottenere il dominio della regione.",1822,2177515,2178272,2178733,2177726,0,0,0
1028,Azeroth,"Benché molte delle minacce più grandi alla pace di Azeroth siano tenute sotto chiave in antiche cripte o nascoste in fortezze montane, altre camminano sfacciatamente alla luce del sole. Nonostante il senso di sopravvivenza spinga i saggi a fuggire da questi terrori, la gloria attende i coraggiosi eroi che oseranno mettere alla prova il loro coraggio contro questi temibili avversari.",1861,2177522,2178279,2178743,2177733,2,0,0
1030,Tempio di Sethraliss,"Secoli or sono, Sethraliss, una potente Loa Serpente, si sacrificò per impedire a Mythrax di liberare il suo padrone su Azeroth. Dopo la battaglia, i devoti seguaci di Sethraliss trasportarono i suoi resti e costruirono un tempio in cui custodirli, in attesa che si reincarnasse. Ora, una forza oscura si è risvegliata tra le mura del sacro tempio, intenzionata a trasfigurarne il potere per scopi nefasti.",1877,2177516,2178273,2178734,2177727,0,0,0
1031,Uldir,"Millenni fa, desiderosi di comprendere la natura del loro eterno nemico, i Titani costruirono questa struttura sotterranea per studiare e mantenere in quarantena gli esemplari catturati. Speravano che, studiando le energie del Vuoto che vincolano gli Dei Antichi alla ricerca di debolezze e reazioni, avrebbero trovato un modo per neutralizzarlo. Purtroppo, si sbagliavano. La struttura venne sigillata per impedire agli orrori di riversarsi su Azeroth. Ma di recente i sigilli sono stati spezzati...",1861,2177520,2178277,2178738,2177731,0,0,0
1036,Santuario della Tempesta,"Il Santuario della Tempesta è il centro di potere della Casata dei Sacraonda e dei Saggi delle Maree. Qui viene benedetta la flotta di Kul Tiras per fare in modo che le navi siano ineguagliabili in combattimento. Ciò nonostante, un oscuro potere ha corrotto queste sacre mura e minaccia di prendere il controllo della flotta di Kul Tiras per sempre.",1864,2177514,2178271,2178732,2177725,0,0,0
1041,Requie dei Re,"Pochi luoghi a Zandalar sono più sacri di Requie dei Re. Ogni re, conquistatore o tiranno che abbia regnato sull'impero degli Zandalari riposa in questa grande necropoli, dove sia il corpo che lo spirito vengono protetti e onorati.

L'ingresso è sempre stato concesso solo ai sacerdoti di Zandalar e alla nobiltà, ma per evitare che la magia oscura di Zul invada il sacro tempio bisognerà avventurarsi al suo interno e mettere fine all'oscurità che vi ha preso luogo.",1762,2177512,2178269,2178730,2177723,0,0,0
1176,Battaglia di Dazar'alor,"Per innumerevoli ere, Dazar'alor è stata il centro del grande e potente Impero degli Zandalari. Le sue guardie hanno sventato innumerevoli attentati alla vita di Re Rastakhan e la città ha superato ordalie antiche e nuove. Mentre la guerra si avvicina alle rive di Zuldazar, l'Alleanza si imbarca in un rischioso tentativo per assediare la Piramide Dorata e spezzare il legame tra gli Zandalari e l'Orda.",2070,2482731,2482729,2482693,2482732,0,0,0
1177,Crogiolo delle Tempeste,"Un male rimasto sommerso per lungo tempo si sta risvegliando sotto il Santuario della Tempesta. I sussurri che spinsero Ser Sacraonda alla follia echeggiano nelle profondità, un canto di sirena dal potere nefasto. Coloro che ascoltano e obbediscono stanno preparando rituali oscuri per volere del loro signore. A prescindere dai terribili piani che alimentano la loro assoluta devozione, una cosa è certa: devono essere fermati.",2096,2498192,2498193,2498195,2498194,0,0,0
