Name_lang,ID,SecondaryID,Flags,ChrRacesID,Sex,ChrModelID,OrderIndex,ChrCustomizationCategoryID,OptionType,BarberShopCostModifier,ChrCustomizationID,Requirement,SecondaryOrderIndex,AddedInPatch
Cor dos Olhos,552,377,2,9,0,17,6,2,0,0,2,0,6,90001
Cor dos Olhos,553,378,2,9,1,18,6,2,0,0,2,0,6,90001
Elementos do Rosto,559,382,32,5,1,10,6,13,0,0,14,0,6,90001
Elementos do Rosto,563,386,32,5,0,9,7,13,0,0,14,0,7,90001
Tipo de Pele,567,389,0,5,0,9,2,13,0,0,1,0,2,90001
Tipo de Pele,568,390,0,5,0,10,2,13,0,0,1,0,2,90001
Cor dos Olhos,571,391,66,10,0,19,13,2,0,0,2,0,13,90001
Cor dos Olhos,572,392,66,10,1,20,6,2,0,0,2,0,6,90001
Colar,575,394,8,10,1,20,13,3,0,0,5,0,13,90001
Cor dos Olhos,578,395,66,29,0,57,6,2,0,0,2,0,6,90001
Cor dos Olhos,579,396,66,29,1,58,5,2,0,0,2,0,5,90001
Orelhas,582,397,8,10,0,19,6,2,0,0,1,0,6,90001
Orelhas,583,398,8,10,1,20,11,3,0,0,1,0,11,90001
Cor da Pele Secundária,585,399,0,0,-1,57,7,1,0,0,1,0,8,90001
Cor do Cabelo Secundária,586,400,0,0,-1,57,8,1,0,0,4,0,9,90001
Cor da Pele Secundária,588,401,0,0,-1,58,7,1,0,0,1,0,8,90001
Cor do Cabelo Secundária,589,402,0,0,-1,58,8,1,0,0,4,0,9,90001
Brincos,600,405,8,3,0,5,10,17,0,0,5,0,10,90001
Brincos,601,406,72,3,1,6,7,2,0,0,5,0,7,90001
Piercing de Nariz,604,407,8,3,0,5,11,17,0,0,5,0,11,90001
Piercings,605,408,8,3,1,6,8,2,0,0,5,0,8,90001
Cor da Tatuagem,607,409,10,3,1,6,10,5,0,0,1,0,11,90001
Tatuagem,608,410,40,3,1,6,9,5,0,0,1,0,10,90001
Cor da Tatuagem,610,411,10,3,0,5,21,5,0,0,1,0,21,90001
Tatuagem,611,412,40,3,0,5,20,5,0,0,1,0,20,90001
Cor dos Olhos,614,413,2,34,0,67,8,16,0,0,2,0,8,90001
Cor dos Olhos,615,414,2,34,1,68,7,2,0,0,2,0,7,90001
Cor dos Olhos,618,415,2,11,0,21,6,2,0,0,2,0,6,90001
Cor dos Olhos,619,416,2,11,1,22,6,2,0,0,2,0,6,90001
Cor dos Olhos,622,417,2,22,0,43,6,20,0,0,2,0,6,90001
Cor dos Olhos,623,418,2,22,1,44,6,20,0,0,2,0,6,90001
Braceletes,631,425,9,10,1,20,27,5,0,0,5,0,27,90001
Cor dos Olhos,646,438,2,6,0,11,10,19,0,0,2,0,10,90001
Cor dos Olhos,647,439,2,6,1,12,7,18,0,0,2,0,7,90001
Brincos,649,440,8,6,1,12,12,19,0,0,5,0,12,90001
Colar,651,441,8,6,1,12,14,19,0,0,5,0,14,90001
Colar,653,442,8,6,0,11,14,19,0,0,5,0,15,90001
Adereços de Cabeça,655,443,40,6,1,12,11,19,0,0,5,0,11,90001
Adereços de Cabeça,657,444,40,6,0,11,12,19,0,0,5,0,13,90001
Piercing de Nariz,659,445,8,6,1,12,13,19,0,0,5,0,13,90001
Piercing de Nariz,661,446,8,6,0,11,13,19,0,0,5,0,14,90001
Pintura Corporal,662,447,8,6,1,12,20,5,0,0,1,0,20,90001
Pintura Corporal,663,448,8,6,0,11,20,5,0,0,1,0,20,90001
Pintura Facial,666,451,40,6,1,12,10,19,0,0,1,0,10,90001
Pintura Facial,667,452,40,6,0,11,11,19,0,0,1,0,12,90001
Cor da Pintura,668,453,10,6,1,12,21,5,0,0,1,0,21,90001
Cor da Pintura,669,454,10,6,0,11,21,5,0,0,1,0,21,90001
Cabelo,671,455,0,6,0,11,6,18,0,0,164,0,6,90001
Crina Frontal,672,456,32,6,0,11,5,18,0,0,164,0,5,90001
Crina Frontal,673,457,32,6,1,12,5,18,0,0,15,0,5,90001
Orelhas,675,458,8,22,0,43,5,20,0,0,5,0,5,90001
Cor dos Olhos,682,459,66,4,0,7,24,23,0,0,2,0,12,90001
Cor dos Olhos,683,460,66,4,1,8,12,23,0,0,2,0,12,90001
Cor dos Olhos,686,461,2,32,0,63,7,2,0,0,2,0,7,90001
Cor dos Olhos,687,462,2,32,1,64,5,2,0,0,2,0,5,90001
Cauda,689,463,8,11,0,22,20,1,0,0,1,0,20,90001
Cauda,691,464,0,11,1,21,20,1,0,0,1,0,20,90001
Tentáculos,695,465,0,11,0,21,10,3,0,0,5,0,10,90001
Tentáculos,697,466,0,11,1,22,10,2,0,0,5,0,8,90001
Diadema,699,467,40,11,1,22,8,2,1,0,5,0,9,90001
Enfeite de Cabelo,701,468,8,11,1,22,9,2,0,0,5,0,10,90001
Diadema,703,469,40,11,0,21,7,2,1,0,5,0,8,90001
Enfeite de Chifres,705,470,8,11,0,21,8,2,0,0,5,0,9,90001
Bigode,706,471,0,32,0,63,5,2,0,0,5,0,5,90001
Brincos,708,472,8,4,1,8,16,3,0,0,5,0,17,90001
Colar,710,473,8,4,1,8,18,3,0,0,5,0,19,90001
Piercing de Nariz,712,474,8,4,1,8,17,3,0,0,5,0,18,90001
Adereço de Cabeça,714,475,40,4,1,8,15,3,0,0,5,0,16,90001
Plantas,724,476,40,4,1,8,5,2,1,0,5,0,5,90001
Cor da Planta,726,477,10,4,1,8,6,2,0,0,5,0,6,90001
Plantas,728,478,40,4,0,7,25,3,1,0,5,0,26,90001
Cor da Planta,730,479,10,4,0,7,26,3,0,0,5,0,27,90001
Orelhas,732,480,0,4,1,8,8,2,0,0,1,0,8,90001
Orelhas,734,481,0,4,0,7,22,23,0,0,1,0,14,90001
Sobrancelhas,736,482,0,4,1,8,7,23,0,0,1,0,9,90001
Sobrancelhas,738,483,0,4,0,7,21,23,0,0,5,0,10,90001
Costeletas,739,484,0,4,0,7,5,2,0,0,5,0,5,90001
Bigode,740,485,0,4,0,7,6,2,0,0,5,0,6,90001
Cicatrizes,742,486,40,4,0,7,23,3,0,0,1,0,23,90001
Cicatrizes,744,487,40,4,1,8,11,23,0,0,1,0,16,90001
Cor das Marcas,745,488,10,4,1,8,14,23,0,0,4,0,15,90001
Cor dos Olhos,747,489,2,24,0,47,7,14,0,0,2,0,7,90001
Cor dos Olhos,750,491,2,24,1,48,5,14,0,0,2,0,5,90001
Cauda,751,492,0,24,1,48,7,1,0,0,171,0,8,90001
Bigode,752,493,0,24,0,47,4,14,0,0,172,0,4,90001
Sobrancelhas,753,494,0,24,0,47,6,14,0,0,172,0,6,90001
Cor dos Olhos,756,495,2,8,0,15,6,2,0,0,2,0,6,90001
Cor dos Olhos,757,496,2,8,1,16,6,2,0,0,2,0,6,90001
Piercing,759,497,8,8,1,16,13,3,0,0,5,0,13,90001
Piercing,761,498,8,8,0,15,13,3,0,0,5,0,13,90001
Brincos,764,499,8,8,0,15,12,3,0,0,5,0,12,90001
Brincos,766,500,8,8,1,16,12,3,0,0,5,0,12,90001
Pintura Facial,767,501,40,8,0,15,10,3,0,0,19,0,10,90001
Cor da Pintura Facial,768,502,10,8,0,15,11,3,0,0,4,0,11,90001
Pintura Corporal,769,503,8,8,0,15,20,1,0,0,19,0,20,90001
Cor da Pintura Corporal,770,504,10,8,0,15,21,1,0,0,4,0,21,90001
Pintura Facial,771,505,40,8,1,16,10,3,0,0,19,0,10,90001
Cor da Pintura Facial,772,506,10,8,1,16,11,3,0,0,4,0,11,90001
Pintura Corporal,773,507,8,8,1,16,20,1,0,0,19,0,20,90001
Cor da Pintura Corporal,774,508,10,8,1,16,21,1,0,0,4,0,21,90001
Cor das Joias,776,509,10,10,1,20,26,5,0,0,5,0,26,90001
Cor das Joias,778,510,2,11,1,22,11,1,0,0,1,0,21,90001
Cor das Joias,782,511,2,11,0,21,12,3,0,0,1,0,12,90001
Bigode,783,512,0,7,0,13,5,2,0,0,5,0,5,90001
Sobrancelhas,784,513,0,7,0,13,7,2,0,0,5,0,7,90001
Cor do Brinco,786,514,10,7,1,14,7,2,0,0,18,0,8,90001
Cor dos Olhos,794,515,2,37,0,73,7,2,0,0,2,0,7,90001
Cor dos Olhos,795,516,2,37,1,74,6,2,0,0,2,0,6,90001
Pintura,797,517,2,37,0,73,12,1,0,0,1,0,12,90001
Pintura,799,518,2,37,1,74,12,1,0,0,1,0,12,90001
Flor,801,519,40,6,0,11,16,19,1,0,5,0,17,90001
Cor das Joias,803,520,10,6,0,11,15,19,0,0,5,0,16,90001
Cor das Joias,805,521,2,6,1,12,15,19,0,0,5,0,15,90001
Nariz,806,522,0,9,0,17,12,3,0,0,20,0,12,90001
Queixo,807,523,0,9,0,17,8,2,0,0,20,0,8,90001
Nariz,808,524,0,9,1,18,12,3,0,0,20,0,12,90001
Queixo,809,525,0,9,1,18,8,2,0,0,20,0,8,90001
Brincos,811,526,72,9,1,18,11,3,0,0,20,0,11,90001
Piercing de Nariz,813,527,104,9,1,18,13,3,0,0,20,0,13,90001
Brincos,815,528,72,9,0,17,11,3,0,0,20,0,11,90001
Piercing de Nariz,817,529,104,9,0,17,13,3,0,0,20,0,13,90001
Cor das Joias,819,530,8,9,0,17,14,3,0,0,4,0,14,90001
Cor das Joias,821,531,8,9,1,18,14,3,0,0,4,0,14,90001
Cor dos Olhos,824,532,2,2,0,3,7,2,0,0,2,0,7,90001
Cor dos Olhos,825,533,2,2,1,4,5,2,0,0,2,0,5,90001
Cicatrizes,826,534,40,2,0,3,10,3,0,0,1,0,10,90001
Tatuagem,827,535,41,2,0,3,21,5,0,0,1,0,21,90001
Pintura de Guerra,828,536,40,2,0,3,22,5,0,0,1,0,22,90001
Cor da Pintura,829,537,10,2,0,3,23,5,0,0,1,0,23,90001
Cicatrizes,830,538,40,2,1,4,6,2,0,0,1,0,7,90001
Tatuagem,831,539,41,2,1,4,20,5,0,0,1,0,20,90001
Pintura de Guerra,832,540,40,2,1,4,21,5,0,0,1,0,21,90001
Cor da Pintura,833,541,10,2,1,4,22,5,0,0,1,0,22,90001
Brincos,836,542,8,2,0,3,12,3,0,0,5,0,12,90001
Colar,841,544,8,2,1,4,12,3,0,0,11,0,12,90001
Flor,842,545,40,6,1,12,16,19,1,0,5,0,16,90001
Cor dos Olhos,845,546,2,30,0,59,10,2,0,0,2,0,10,90001
Cor dos Olhos,846,547,2,30,1,60,8,2,0,0,2,0,8,90001
Piercing de Nariz,847,548,8,2,1,4,11,3,0,0,11,0,11,90001
Tentáculos,848,549,0,30,0,59,7,2,0,0,5,0,12,90001
Sobrancelhas,849,550,0,30,0,59,9,2,0,0,5,0,9,90001
Cor dos Olhos,852,551,2,35,0,69,7,2,0,0,2,0,7,90001
Cor dos Olhos,853,552,2,35,1,70,7,2,0,0,2,0,7,90001
Brincos,854,553,8,35,0,69,8,2,1,0,161,0,9,90001
Brincos,855,554,8,35,1,70,8,2,1,0,161,0,9,90001
Cor dos Olhos,858,555,2,27,0,53,7,2,0,0,2,0,7,90001
Cor dos Olhos,859,556,2,27,1,54,7,2,0,0,2,0,7,90001
Cor dos Olhos,862,557,2,28,0,55,7,2,0,0,2,0,7,90001
Cor dos Olhos,863,558,2,28,1,56,4,2,0,0,2,0,8,90001
Brincos,864,559,8,28,1,56,8,3,0,0,5,0,26,90001
Pintura Corporal,865,560,9,28,0,55,8,1,0,0,37,0,30,90001
Pintura Corporal,866,561,9,28,1,56,9,1,0,0,37,0,30,90001
Cor dos Olhos,869,562,2,31,0,61,8,2,0,0,2,0,8,90001
Cor dos Olhos,870,563,2,31,1,62,6,2,0,0,2,0,6,90001
Colar,871,564,8,31,1,62,13,3,0,0,31,0,13,90001
Piercings,872,565,8,31,1,62,12,3,0,0,31,0,12,90001
Alargador,873,566,8,31,0,61,9,3,0,0,30,0,21,90001
Presas,874,567,8,2,0,3,14,3,0,0,5,0,14,90001
Piercing de Nariz,875,568,8,2,0,3,13,3,0,0,5,0,13,90001
Costeletas,876,569,0,2,0,3,6,2,0,0,5,0,6,90001
Sujeira,877,570,40,2,0,3,11,3,0,0,5,0,11,90001
Cor dos Olhos,880,571,2,36,0,71,7,15,0,0,1,0,7,90001
Cor dos Olhos,881,572,2,36,1,72,5,15,0,0,1,0,5,90001
Costeletas,882,573,0,36,0,71,6,15,0,0,5,0,6,90001
Presas,883,574,8,36,0,71,23,3,0,0,2,0,23,90001
Brincos,884,575,8,36,0,71,21,3,0,0,5,0,21,90001
Piercings,885,576,8,36,0,71,22,3,0,0,5,0,22,90001
Piercing de Nariz,886,577,8,36,1,72,7,34,0,0,11,0,21,90001
Colar,887,578,8,36,1,72,8,34,0,0,11,0,23,90001
Bigode,888,579,0,1,0,1,5,2,0,0,5,0,6,90001
Costeletas,889,580,0,1,0,1,7,2,0,0,5,0,9,90001
Sobrancelhas,890,581,0,1,0,1,10,3,0,0,5,0,10,90001
Embraces,891,582,8,10,1,20,25,5,0,0,5,0,25,90001
Cor das Joias,892,583,10,29,1,58,9,2,0,0,5,0,10,90001
Forma de Urso,901,592,32,0,-1,189,0,6,0,0,0,0,0,90001
Forma de Felino,911,602,32,0,-1,190,0,7,0,0,0,0,0,90001
Transformação completa,922,604,32,0,-1,194,0,46,0,0,0,0,0,90001
Bigode,936,618,0,3,0,5,5,16,0,0,5,0,5,90001
Sobrancelhas,937,619,0,3,0,5,12,16,0,0,5,0,12,90001
Forma Aquática,946,628,32,0,-1,191,0,9,0,0,0,0,0,90001
Forma de Viagem,956,638,32,0,-1,192,0,10,0,0,0,0,0,90001
Forma Voadora,966,648,32,0,-1,193,0,11,0,0,0,0,0,90001
Cor da Pele,968,650,16,20,1,40,1,2,0,0,1,0,1,90001
Características,969,651,0,20,1,40,4,4,0,0,5,0,4,90001
Sobrancelhas,970,652,0,1,1,2,10,2,0,0,5,0,5,90001
Tentáculos,1516,663,0,11,1,60,9,3,0,0,24,0,20,90105
Enfeite de Chifres,1517,664,8,11,1,60,10,2,0,0,24,0,6,90105
Adereços de Cabeça,1518,665,8,11,1,60,11,3,0,0,24,0,22,90105
Enfeite de Mandíbula,1519,666,8,11,1,60,12,3,1,0,24,0,24,90105
Enfeite de Cabelo,1520,667,8,11,1,60,13,2,1,0,24,0,7,90105
Colar,1521,668,8,1,1,60,14,3,1,0,24,0,25,90105
Brincos,1522,669,8,2,1,60,15,3,0,0,24,0,23,90105
Cauda,1523,670,8,11,0,60,16,1,0,0,1,0,31,90105
Cor das Joias,1524,671,3,11,1,60,17,1,0,0,1,0,32,90105
Cor das Joias,1525,672,3,11,0,59,11,1,0,0,1,0,32,90105
Cauda,1526,673,0,11,1,59,12,1,0,0,1,0,31,90105
Enfeite de Chifres,1527,674,8,11,0,59,13,2,1,0,5,0,13,90105
Estilo,1528,661,64,1,1,148,0,21,0,0,2,0,0,100105
Olhos,1529,676,0,27,1,54,8,2,0,0,2,0,6,90105
Olhos,1530,677,0,27,1,53,8,2,0,0,2,0,6,90105
Sobrancelhas,1531,678,0,4,1,54,9,2,0,0,1,0,5,90105
Sobrancelhas,1532,679,0,4,1,53,9,2,0,0,1,0,5,90105
Joias de Rosto,1533,680,8,11,1,54,10,3,0,0,43,0,23,90105
Joias de Rosto,1534,681,8,11,1,53,10,3,0,0,44,0,23,90105
Joias no Queixo,1535,682,8,11,1,54,11,3,0,0,43,0,24,90105
Enfeite de Queixo,1536,683,8,11,1,53,11,3,0,0,44,0,25,90105
Joias no Queixo,1537,684,8,11,1,53,12,3,0,0,44,0,24,90105
Bigode,1538,685,0,1,0,53,13,3,0,0,5,0,19,90105
Colar,1539,686,8,1,1,54,12,3,0,0,43,0,25,90105
Tatuagem no Rosto,1540,687,9,27,1,54,13,3,0,0,42,0,20,90001
Tatuagem no Rosto,1541,688,9,27,0,53,14,3,0,0,42,0,20,90001
Cor das Joias,1542,690,3,11,0,53,15,3,0,0,1,0,26,90105
Cor das Joias,1543,689,3,11,1,54,14,3,0,0,1,0,26,90105
Adereços de Cabeça,1544,691,8,11,1,54,18,3,1,0,43,0,21,90105
Enfeite de Cabelo,1545,692,8,11,1,54,15,2,1,0,43,0,9,90105
Adereços de Cabeça,1546,693,8,11,1,53,16,3,1,0,44,0,21,90105
Orelhas,1548,694,8,10,1,58,10,2,0,0,1,0,11,90105
Orelhas,1549,695,8,10,0,57,9,2,0,0,1,0,10,90105
Tentáculos,1550,696,0,29,1,58,11,2,1,0,3,0,12,90105
Tentáculos,1551,697,0,29,0,57,10,2,1,0,3,0,11,90105
Cabelo,1555,698,8,28,0,55,6,2,0,0,170,0,5,90105
Crina Frontal,1556,699,0,6,0,55,16,2,0,0,170,0,4,90105
Crina Frontal,1557,700,0,6,1,56,7,2,0,0,38,0,3,90105
Pena,1558,701,8,6,1,56,17,2,1,0,5,0,6,90105
Enfeite de Cabelo,1559,702,8,28,1,56,18,2,0,0,38,0,5,90105
Piercing de Nariz,1560,703,8,6,0,55,17,3,0,0,5,0,26,90105
Adereço,1561,704,8,6,0,55,18,2,0,0,5,0,9,90105
Bandagem de Chifres,1562,705,0,6,0,55,19,3,0,0,5,0,22,90105
Enfeite de Chifres,1563,706,8,6,0,55,20,3,0,0,5,0,23,90105
Enfeite de Rabo,1564,707,8,6,0,55,21,1,0,0,5,0,33,90105
Rabo,1565,708,8,11,1,55,22,1,0,0,1,0,32,90105
Cor das Joias,1566,709,2,6,0,55,23,3,0,0,5,0,23,90105
Cor das Joias,1567,710,2,6,0,56,19,3,0,0,5,0,19,90105
Pena,1568,711,8,6,1,55,24,3,0,0,5,0,25,90105
Cor do Chifre,1569,712,2,28,0,55,25,3,0,0,40,0,20,90105
Piercing de Nariz,1570,713,8,28,1,56,20,3,0,0,5,0,27,90105
Adereço,1571,714,8,6,0,56,21,2,0,0,5,0,7,90105
Bandagem de Chifres,1572,715,8,6,0,56,22,3,1,0,5,0,23,90105
Enfeite de Chifres,1573,716,8,6,0,56,23,3,1,0,5,0,24,90105
Cor do Chifre,1574,717,2,28,0,56,26,3,0,0,40,0,21,90105
Rabo,1575,718,8,11,1,56,27,1,0,0,1,0,32,90105
Enfeite de Rabo,1576,719,8,6,0,56,28,1,0,0,5,0,33,90105
Mãos Luminosas,1577,653,8,27,1,54,19,1,1,0,2,0,31,90105
Cor primária,1578,720,80,1,0,89,0,22,0,0,1,0,2,100000
Visão,1582,723,32,1,0,89,3,32,0,0,2,0,26,100000
Cor dos olhos,1583,721,2,1,0,89,5,32,0,0,2,0,24,100000
Estilo dos olhos,1584,722,0,1,0,89,4,32,0,0,2,0,25,100000
Mãos Luminosas,1585,654,8,27,1,53,17,1,1,0,2,0,31,90105
Rosto,1586,724,136,1,0,89,3,32,0,0,2,0,20,100000
Intensidade do fundo,1587,725,8,1,0,89,1,22,0,0,4,0,3,100000
Orelhas,1588,726,8,22,0,89,6,33,0,0,5,0,30,100000
Cor dos chifres,1589,727,10,6,0,89,7,31,0,0,4,0,11,100000
Chifres,1590,728,8,1,0,89,8,31,0,0,3,0,10,100000
Bochecha,1591,729,8,22,0,89,9,33,0,0,2,0,33,100000
Testa,1592,730,0,22,0,89,10,33,0,0,2,0,31,100000
Maçã do rosto,1593,731,8,22,0,89,11,33,0,0,2,0,32,100000
Focinho,1594,732,0,22,0,89,12,32,0,0,2,0,21,100000
Crista,1595,733,8,22,0,89,13,31,0,0,3,0,15,100000
Garganta,1596,734,8,22,0,89,14,33,0,0,3,0,34,100000
Tamanho do Corpo,1597,735,0,22,0,89,15,22,0,0,1,0,1,100000
Cauda,1598,736,8,22,0,89,16,26,0,0,1,0,56,100000
Crista do rabo,1599,737,8,22,0,89,17,26,0,0,1,0,57,100000
Esporões das pernas,1600,738,0,22,0,89,18,22,1,0,1,0,9,100000
Esporões de Braço,1601,739,128,22,0,89,19,24,0,0,1,0,47,100000
Espinhos do torso,1602,740,128,22,0,89,20,22,0,0,1,0,8,100000
Marcas no corpo,1603,741,8,1,0,89,21,22,0,0,4,0,6,100000
Padrão corporal,1604,742,8,1,0,89,22,22,0,0,4,0,5,100000
Marcas no rosto,1607,743,8,1,0,89,23,32,0,0,4,0,23,100000
Padrão do rosto,1608,744,8,1,0,89,24,32,0,0,4,0,22,100000
Cor da pele,1609,745,16,1,0,123,1,27,0,0,1,3137,2,100000
Tipo de escama,1610,746,0,1,0,123,0,27,0,0,1,4079,3,100000
Cor da pele,1611,747,16,1,0,124,1,27,0,0,1,3146,2,100000
Tipo de escama,1612,748,0,1,0,124,0,27,0,0,1,4076,3,100000
Cor da pele,1613,749,16,1,0,125,1,27,0,0,1,3732,1,100000
Tipo de escama,1614,750,0,1,0,125,0,28,0,0,1,4080,2,100000
Cor da pele,1615,751,16,1,0,126,1,27,0,0,1,0,1,100000
Tipo de escama,1616,752,0,1,0,126,0,27,0,0,1,4078,2,100000
Chifres,1625,753,0,0,-1,123,2,27,0,0,0,3137,5,100000
Crista,1627,754,0,0,-1,123,3,29,0,0,0,3137,31,100000
Testa,1628,755,0,0,-1,123,4,30,0,0,0,3137,50,100000
Orelhas,1629,756,0,0,-1,123,5,30,0,0,0,3137,55,100000
Mandíbula,1630,757,0,0,-1,123,6,29,0,0,0,3137,36,100000
Queixo,1631,758,0,0,-1,123,7,29,0,0,0,3137,35,100000
Nariz,1632,759,0,0,-1,123,8,29,0,0,0,3137,34,100000
Garganta,1633,760,0,0,-1,123,9,28,0,0,0,3137,20,100000
Pernas,1634,761,0,0,-1,123,10,28,0,0,0,3137,26,100000
Rabo,1635,762,0,0,-1,123,11,28,0,0,0,3137,22,100000
Costas,1636,763,0,0,-1,123,12,28,0,0,0,3137,21,100000
Asas,1637,764,0,0,-1,123,13,28,0,0,0,3137,27,100000
Olhos,1638,765,0,0,-1,123,14,30,0,0,0,3137,51,100000
Armadura corporal,1639,766,0,0,-1,123,15,28,0,0,0,3137,23,100000
Armadura de cabeça,1640,767,0,0,-1,123,16,28,0,0,0,3137,24,100000
Cor do cabelo,1648,768,2,0,-1,123,18,29,0,0,0,3137,32,100000
Cor dos chifres,1649,769,2,0,-1,123,19,27,0,0,0,3137,6,100000
Padrão,1651,770,0,0,-1,123,20,27,0,0,0,3137,4,100000
Cor da armadura,1652,771,2,0,-1,123,21,28,0,0,0,3137,25,100000
Visão,1656,772,32,1,0,123,22,30,0,0,2,3137,52,100000
Cor dos olhos,1657,773,2,1,0,123,23,30,0,0,2,3137,53,100000
Estilo dos olhos,1658,774,0,1,0,123,24,30,0,0,2,4127,54,100000
Focinho,1659,775,0,0,-1,124,2,29,0,0,0,3146,4,100000
Chifres,1660,776,0,0,-1,124,3,27,0,0,0,3146,6,100000
Crista,1662,777,0,0,-1,124,4,29,0,0,0,3146,5,100000
Mandíbula,1664,778,0,0,-1,124,5,29,0,0,0,3146,6,100000
Testa,1666,779,0,0,-1,124,6,29,0,0,0,3146,7,100000
Costas,1667,780,0,0,-1,124,7,28,0,0,0,3146,8,100000
Rabo,1668,781,0,0,-1,124,8,28,0,0,0,3146,9,100000
Garganta,1669,782,0,0,-1,124,9,28,0,0,0,3146,10,100000
Olhos,1670,783,0,0,-1,124,10,29,0,0,0,3146,11,100000
Armadura corporal,1671,784,0,0,-1,124,11,28,0,0,0,3146,12,100000
Armadura de cabeça,1672,785,0,0,-1,124,12,28,0,0,0,3146,13,100000
Cor do cabelo,1673,786,2,0,-1,124,13,29,0,0,0,3146,14,100000
Cor dos chifres,1674,787,2,0,-1,124,14,27,0,0,0,3146,7,100000
Padrão,1675,788,0,0,-1,124,15,27,0,0,0,3146,4,100000
Cor da armadura,1676,789,2,0,-1,124,16,28,0,0,0,3146,17,100000
Visão,1680,790,32,1,0,124,17,29,0,0,2,3146,18,100000
Cor dos olhos,1681,791,2,1,0,124,18,29,0,0,2,3146,19,100000
Estilo dos olhos,1682,792,0,1,0,124,19,29,0,0,2,4128,20,100000
Chifres,1683,793,0,0,-1,126,2,27,0,0,0,0,3,100000
Crista,1684,794,0,0,-1,126,3,30,0,0,0,0,4,100000
Testa,1685,795,0,0,-1,126,4,29,0,0,0,0,5,100000
Orelhas,1686,796,0,0,-1,126,5,30,0,0,0,0,6,100000
Mandíbula,1687,797,0,0,-1,126,6,30,0,0,0,0,7,100000
Queixo,1688,798,0,0,-1,126,7,29,0,0,0,0,8,100000
Nariz,1689,799,0,0,-1,126,8,29,0,0,0,0,9,100000
Garganta,1690,800,0,0,-1,126,9,30,0,0,0,0,10,100000
Pernas,1691,801,0,0,-1,126,10,27,0,0,0,0,11,100000
Rabo,1692,802,0,0,-1,126,11,27,0,0,0,0,12,100000
Costas,1693,803,0,0,-1,126,12,28,0,0,0,0,13,100000
Asas,1694,804,0,0,-1,126,13,28,0,0,0,0,14,100000
Armadura,1695,805,0,0,-1,126,14,28,0,0,0,0,15,100000
Cor do cabelo,1697,806,2,0,-1,126,15,30,0,0,0,0,17,100000
Cor dos chifres,1698,807,2,0,-1,126,16,27,0,0,0,0,18,100000
Padrão,1699,808,0,0,-1,126,17,28,0,0,0,0,19,100000
Cor da armadura,1700,809,2,0,-1,126,18,28,0,0,0,0,20,100000
Visão,1704,810,32,1,0,126,19,29,0,0,2,0,21,100000
Cor dos olhos,1705,811,2,1,0,126,20,29,0,0,2,0,22,100000
Estilo dos olhos,1706,812,0,1,0,126,21,29,0,0,2,4129,23,100000
Chifres,1707,813,0,0,-1,125,2,27,0,0,0,3732,3,100000
Testa,1708,814,0,0,-1,125,3,29,0,0,0,3732,4,100000
Orelhas,1709,815,0,0,-1,125,4,29,0,0,0,3732,5,100000
Mandíbula,1710,816,0,0,-1,125,5,29,0,0,0,3732,6,100000
Queixo,1711,817,0,0,-1,125,6,28,0,0,0,3732,7,100000
Nariz,1713,818,0,0,-1,125,7,29,0,0,0,3732,8,100000
Garganta,1714,819,0,0,-1,125,8,27,0,0,0,3732,9,100000
Crista,1715,820,0,0,-1,125,9,27,0,0,0,3732,16,100000
Rabo,1716,821,0,0,-1,125,10,28,0,0,0,3732,95,100000
Olhos,1717,822,0,0,-1,125,11,29,0,0,0,3732,12,100000
Armadura corporal,1718,823,0,0,-1,125,12,28,0,0,0,3732,13,100000
Armadura de cabeça,1719,824,0,0,-1,125,13,28,0,0,0,3732,14,100000
Cor do pelo,1721,825,2,0,-1,125,14,28,0,0,0,3732,97,100000
Cor dos chifres,1722,826,2,0,-1,125,15,27,0,0,0,3732,5,100000
Cor da armadura,1723,827,2,0,-1,125,16,28,0,0,0,3732,17,100000
Visão,1727,828,32,1,0,125,17,29,0,0,2,3732,18,100000
Cor dos olhos,1728,829,2,1,0,125,18,29,0,0,2,3732,19,100000
Estilo dos olhos,1729,830,0,1,0,125,19,29,0,0,2,4130,20,100000
Colar,1730,831,8,6,0,56,29,3,0,0,5,0,28,90105
Cor da pele,1731,832,81,0,-1,128,0,2,0,0,1,0,1,100000
Tipo de escama,1732,833,0,1,0,129,0,27,0,0,1,4077,2,100000
Cor da pele,1733,834,18,0,-1,129,1,27,0,0,0,0,1,100000
Focinho,1734,835,0,0,-1,129,2,27,0,0,0,0,4,100000
Chifres,1735,836,0,0,-1,129,3,27,0,0,0,0,5,100000
Crista,1737,837,0,0,-1,129,4,27,0,0,0,0,16,100000
Garganta,1738,838,0,0,-1,129,5,29,0,0,0,0,7,100000
Mandíbula,1739,839,0,0,-1,129,6,29,0,0,0,0,8,100000
Costas,1741,840,0,0,-1,129,7,28,0,0,0,0,9,100000
Rabo,1742,841,0,0,-1,129,8,28,0,0,0,0,10,100000
Olhos,1743,842,0,0,-1,129,9,29,0,0,0,0,11,100000
Armadura corporal,1744,843,0,0,-1,129,10,28,0,0,0,0,12,100000
Armadura de cabeça,1745,844,0,0,-1,129,11,28,0,0,0,0,13,100000
Cor do pelo,1746,845,2,0,-1,129,12,29,0,0,0,0,14,100000
