Name_lang,Field_12_0_0_63534_001[0],Field_12_0_0_63534_001[1],Field_12_0_0_63534_001[2],ID,Size,ParentComponentID,ModelFileDataID,Field_12_0_0_63534_006,Field_12_0_0_63534_007,Type,Field_12_0_0_63534_009,GameObjectID,Field_11_2_7_64044_011,HouseExteriorWmoDataID
Fortificación con ventilación - Roja,0,0,0,2525,1,0,7118926,3,2,15,0,0,37,87
Fortificación de ventana de madera - Roja,0,0,0,2526,1,0,7118930,2,2,15,0,0,37,87
Fortificación de ventana de piedra - Roja,0,0,0,2527,1,0,7118929,2,2,15,0,0,37,87
Fortificación cubierta - Roja,0,0,0,2528,1,0,7118928,2,2,15,0,0,37,87
Fortificación de escotilla - Roja,0,0,0,2529,1,0,7118927,2,2,15,0,0,37,87
Ventana arqueada - Roja,0,0,0,2530,1,0,7118920,3,2,14,0,0,37,87
Ventana en ángulo - Roja,0,0,0,2531,1,0,7118921,2,2,14,0,0,37,87
Cantería,0,0,0,3793,4,0,6648724,0,1,9,0,0,0,9
Cantería,0,0,0,3795,3,0,6648725,0,1,9,0,0,0,9
Cabaña,0,0,0,3797,2,0,7118931,0,1,9,0,0,0,9
Techo de placas,0,0,0,3805,2,0,7118908,0,2,10,0,0,37,87
Techo con ventilación,0,0,0,3811,2,0,7118906,1,2,10,0,0,37,87
Techo de cuero,0,0,0,3817,2,0,7118907,0,2,10,0,0,37,87
Techo de placas,0,0,0,3823,4,0,7118911,0,2,10,0,0,37,87
Techo de placas,0,0,0,3829,3,0,7118905,0,2,10,0,0,37,87
Techo de cuero,0,0,0,3835,3,0,7118904,0,2,10,0,0,37,87
Techo con ventilación,0,0,0,3841,3,0,7118903,1,2,10,0,0,37,87
Techo con ventilación,0,0,0,3847,4,0,7118909,1,2,10,0,0,37,87
Techo de cuero,0,0,0,3853,4,0,7118910,0,2,10,0,0,37,87
