ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
108,Nazjatar|n|cFFFFD200Reputación:|r Ankoanos - Venerado|n|cFFFFD200Vendedor:|r Portavoz Utia|n|cFFFFD200Ubicación:|r Mezzamere|n|cFFFFD200Costo:|r 50 Perlas de maná prismáticas,Nazjatar|n|cFFFFD200Reputación:|r Desencadenados - Venerado|n|cFFFFD200Vendedor:|r Atolia Perlamar|n|cFFFFD200Ubicación:|r Nuevogar|n|cFFFFD200Costo:|r 50 Perlas de maná prismáticas,28,3,298456,298449,299378,299377
109,Nazjatar|n|cFFFFD200Reputación:|r Suministros de los Ankoanos|n|cFFFFD200Vendedor:|r Portavoz Utia|n|cFFFFD200Ubicación:|r Mezzamere,Nazjatar|n|cFFFFD200Reputación:|r Suministros de los Desencadenados|n|cFFFFD200Vendedora:|r Atolia Perlamar|n|cFFFFD200Ubicación:|r Nuevogar,28,4,298457,298450,299378,299377
110,"Campos de batalla|n|cFFFFD200Logro:|r ""Maestro del campo de batalla""|n|cFFFFD200Vendedor:|r Mariscal Gabriel|n|cFFFFD200Ubicación:|r Muelles Aspafresno, Boralus","Campos de batalla|n|cFFFFD200Logro:|r ""Maestro del campo de batalla""|n|cFFFFD200Vendedor:|r Xander Silberman|n|cFFFFD200Ubicación:|r Mugambala",18,4,299518,299519,299883,299887
111,"Calabozos Míticos+|n|cFFFFD200Temporada:|r 3 o posterior|n|cFFFFD200Logro:|r ""Maestro de piedra angular de Battle for Azeroth""|n|cFFFFD200Vendedor:|r Taumaturgo Vashreen|n|cFFFFD200Ubicación:|r Mercado Vientos Alisios en Boralus","Calabozos Míticos+|n|cFFFFD200Temporada:|r 3 o posterior|n|cFFFFD200Logro:|r ""Maestro de piedra angular de Battle for Azeroth""|n|cFFFFD200Vendedor:|r Taumaturgo Vashreen|n|cFFFFD200Ubicación:|r Gran Bazar en Dazar'alor",20,4,299520,299521,299944,299940
112,Nazjatar|n|cFFFFD200Reputación:|r Suministros de los Ankoanos|n|cFFFFD200Vendedor:|r Portavoz Utia|n|cFFFFD200Ubicación:|r Mezzamere,Nazjatar|n|cFFFFD200Reputación:|r Suministros de los Desencadenados|n|cFFFFD200Vendedora:|r Atolia Perlamar|n|cFFFFD200Ubicación:|r Nuevogar,17,4,299522,299523,299876,299879
113,Mecalópolis|n|cFFFFD200Reputación:|r Suministros de Pernoxidado|n|cFFFFD200Vendedor:|r Vendebot real robado|n|cFFFFD200Ubicación:|r Pernoxidado,,19,4,299529,299530,299933,299936
114,"Visiones horribles de N'Zoth|n|cFFFFD200Logro:|r|n""Más allá de las Visiones""|n|cFFFFD200PNJ:|r Wrathion|n|cFFFFD200Ubicación:|r Cámara del Corazón",,16,4,299542,299544,310442,310426
115,Banda El Palacio Eterno|n|cFFFFD200Botín:|r Reina Azshara - Mítico,,21,4,299559,299560,299959,303476
121,"JcJ puntuado|n|cFFFFD200Temporada:|r Temporada 3 o posterior|n|cFFFFD200Costo:|r 250 p. de Honor|n|cFFFFD200Vendedor:|r Mariscal Gabriel|n|cFFFFD200Ubicación:|r Muelles Aspafresno, Boralus",JcJ puntuado|n|cFFFFD200Temporada:|r Temporada 3 o posterior|n|cFFFFD200Costo:|r 250 p. de Honor|n|cFFFFD200Vendedor:|r Xander Silberman|n|cFFFFD200Ubicación:|r Mugambala,32,1,303823,304081,303823,304081
122,"JcJ puntuado|n|cFFFFD200Temporada:|r Temporada 3 o posterior|n|cFFFFD200Índice:|r 1000+ en la semana anterior |n|cFFFFD200Costo:|r 500 p. de Honor|n|cFFFFD200Vendedor:|r Mariscal Gabriel|n|cFFFFD200Ubicación:|r Muelles Aspafresno, Boralus",JcJ puntuado|n|cFFFFD200Temporada:|r Temporada 3 o posterior|n|cFFFFD200Índice:|r 1000+ en la semana anterior |n|cFFFFD200Costo:|r 500 p. de Honor |n|cFFFFD200Vendedor:|r Xander Silberman|n|cFFFFD200Ubicación:|r Mugambala,32,2,304086,304055,304088,304089
123,"JcJ puntuado|n|cFFFFD200Temporada:|r Temporada 3 o posterior|n|cFFFFD200Índice:|r 1400+ en la semana anterior|n|cFFFFD200Costo:|r 1000 p. de Honor|n|cFFFFD200Vendedor:|r Mariscal Gabriel|n|cFFFFD200Ubicación:|r Muelles Aspafresno, Boralus",JcJ puntuado|n|cFFFFD200Temporada:|r Temporada 3 o posterior|n|cFFFFD200Índice:|r 1400+ en la semana anterior|n|cFFFFD200Costo:|r 1000 p. de Honor|n|cFFFFD200Vendedor:|r Xander Silberman|n|cFFFFD200Ubicación:|r Mugambala,32,3,303892,304125,304121,304123
124,"JcJ puntuado|n|cFFFFD200Temporada:|r Temporada 3 o posterior|n|cFFFFD200Índice:|r 2400+|n|cFFFFD200Botín:|r Cofre de guerra|n|cFFFFD200Ubicación:|r Muelles Aspafresno, Boralus",JcJ puntuado|n|cFFFFD200Temporada:|r Temporada 3 o posterior|n|cFFFFD200Índice:|r 2400+|n|cFFFFD200Botín:|r Cofre de guerra|n|cFFFFD200Ubicación:|r Mugambala,32,4,303894,304533,304121,304123
125,"Valle de la Flor Eterna |n|cFFFFD200La primera misión de la serie es:|r|n""Nada es fácil"" |n|cFFFFD200La última misión de la serie es:|r|n""Esperanza renovada""|n|cFFFFD200Personaje con misión:|r Magni Barbabronce|n|cFFFFD200Ubicación:|r Cámara del Corazón",,33,1,295046,295164,295046,295164
126,Valle de la Flor Eterna |n|cFFFFD200Combina:|r Aliento de espíritu eterno |n|cFFFFD200Misión:|r|n Primera “Visión de la oscuridad” de la semana - Diaria |n|cFFFFD200Personaje con misión:|r Agente garfaoscura |n|cFFFFD200Ubicación:|r|nCerca de los portales de Visiones de la oscuridad en Uldum o Valle de la Flor Eterna,,33,2,295098,295349,299984,299989
127,Valle de la Flor Eterna|n|cFFFFD200Reputación:|r Rajani - Venerado|n|cFFFFD200Vendedor:|r Zhang Ku|n|cFFFFD200Ubicación:|r El Santuario Silente|n|cFFFFD200Costo:|r 50 Recuerdos corrompidos,,33,3,295119,295353,299988,299991
128,Valle de la Flor Eterna |n|cFFFFD200Reputación:|r Suministros rajani|n|cFFFFD200Vendedor:|r Zhang Ku |n|cFFFFD200Ubicación:|r El Santuario Silente,,33,4,295308,295309,299988,299991
129,Visiones horribles de N'Zoth|n|cFFFFD200Botín:|r|nCofres malditos de Thrall o Alleria|n|cFFFFD200Ubicación:|r Cámara del Corazón,,34,1,310592,310603,310592,310603
130,Visiones horribles de N'Zoth|n|cFFFFD200Botín:|r|nCofres corruptos de las áreas perdidas|n|cFFFFD200Ubicación:|r Cámara del Corazón,,34,2,310597,310605,310601,310607
131,Visiones horribles de N'Zoth|n|cFFFFD200Combina:|r Chispa de fuerza inquebrantable |n|cFFFFD200Botín:|r|nCofres corruptos de las áreas corruptas y perdidas|n|cFFFFD200Ubicación:|r Cámara del Corazón,,34,3,310599,310606,310602,310608
132,"Visiones horribles de N'Zoth|n|cFFFFD200Logro:|r|n""Más allá de las Visiones""|n|cFFFFD200PNJ:|r Wrathion|n|cFFFFD200Ubicación:|r Cámara del Corazón",,34,4,310600,310609,310602,310608
133,"Uldum |n|cFFFFD200La primera misión de la serie es:|r |n""Un problema titánico"" |n|cFFFFD200Recibirás la recompensa tras completar:|r |n""Amenazas incipientes""|n|cFFFFD200Personaje con misión:|r Rey Phaoris|n|cFFFFD200Ubicación:|r Ramkahen",,35,1,310690,310712,310690,310712
134,Uldum|n|cFFFFD200Combina:|r Aliento de espíritu eterno |n|cFFFFD200Misión:|r |n Primera “Visión de la oscuridad” de la semana - Diaria|n|cFFFFD200Personaje con misión:|r Agente garfaoscura |n|cFFFFD200Ubicación:|rCerca de los portales de Visiones de la oscuridad en Uldum o Valle de la Flor Eterna,,35,2,310705,311166,311194,311197
135,Uldum|n|cFFFFD200Reputación:|r Acuerdo de Uldum - Venerado|n|cFFFFD200Vendedora:|r Proveedora Qorra|n|cFFFFD200Ubicación:|r Ramkahen|n|cFFFFD200Costo:|r 50 Recuerdos corrompidos,,35,3,310710,311167,311195,311198
136,Uldum |n|cFFFFD200Reputación:|r Suministros del Acuerdo de Uldum|n|cFFFFD200Vendedora:|r Proveedora Qorra|n|cFFFFD200Ubicación:|r Ramkahen,,35,4,310711,311177,311195,311198
137,Visiones horribles de N'Zoth|n|cFFFFD200Botín:|r|nCofres malditos de Thrall o Alleria|n|cFFFFD200Ubicación:|r Cámara del Corazón,,36,1,311203,311210,311203,311210
138,Visiones horribles de N'Zoth|n|cFFFFD200Botín:|r|nCofres corruptos de las áreas perdidas|n|cFFFFD200Ubicación:|r Cámara del Corazón,,36,2,311206,311211,311302,311304
139,Visiones horribles de N'Zoth|n|cFFFFD200Combina:|r Chispa de fuerza inquebrantable |n|cFFFFD200Botín:|r|nCofres corruptos de las áreas corruptas y perdidas|n|cFFFFD200Ubicación:|r Cámara del Corazón,,36,3,311207,311212,311303,311306
140,"Visiones horribles de N'Zoth|n|cFFFFD200Logro:|r|n""Más allá de las Visiones""|n|cFFFFD200PNJ:|r Wrathion|n|cFFFFD200Ubicación:|r Cámara del Corazón",,36,4,311209,311213,311303,311306
141,"Banda de Ny'alotha|n|cFFFFD200Combina:|r |nTextos ny'alothianos encriptados|n|cFFFFD200Botín:|r |nEl profeta Skitra; Ra-den, el Despojado; Vexiona; Il'gynoth, Corrupción renacida, o N'Zoth, el Corruptor",,37,1,312725,312771,312725,312771
142,"Banda de Ny'alotha|n|cFFFFD200Combina:|r |nTextos ny'alothianos encriptados|n|cFFFFD200Botín:|r |nEl profeta Skitra; Ra-den, el Despojado; Vexiona; Il'gynoth, Corrupción renacida, o N'Zoth, el Corruptor",,37,2,312764,312773,313921,313919
143,"Banda de Ny'alotha|n|cFFFFD200Combina:|r |nTextos ny'alothianos encriptados|n|cFFFFD200Botín:|r |nEl profeta Skitra; Ra-den, el Despojado; Vexiona; Il'gynoth, Corrupción renacida, o N'Zoth, el Corruptor",,37,3,312768,312774,313922,313920
144,"Banda de Ny'alotha|n|cFFFFD200Botín:|r |nN'Zoth, el Corruptor - Mítico",,37,4,312770,312775,313922,313920
