ID,Description_lang,OrderIndex,ProfTraitTreeID
642,"Обучает новым вариантам огранки самоцветов, позволяя расширить ваш ассортимент.",0,401
643,"Совершенствует искусство изготовления реагентов, предоставляя лучшие дополнительные и базовые реагенты для всех рецептов.",2,402
644,"Обучает более эффективным методам измельчения, позволяя изготавливать ювелирную пыль более высокого качества.",1,402
645,"Улучшает ваше мастерство просеивания, чтобы находить самоцветы более высокого качества в образцах руды.",0,402
646,"Создавайте больше товаров, получив бонус к перепроизводству.",2,403
647,Превращает вас в самого находчивого ювелира из всех.,1,403
648,Максимально увеличивает концентрацию и изобретательность для всех эскизов Midnight в вашем арсенале.,0,403
649,"Повышает эффективность расхода реагентов и концентрации при изготовлении колец, ожерелий, инструментов и аксессуаров для профессий.",2,404
650,Обучает помогать другим ремесленникам достичь совершенства в их профессиях благодаря инструментам и аксессуарам для профессий.,1,404
651,"Обучает создавать мощные ювелирные украшения, такие как кольца и ожерелья.",0,404
652,Мастерство приходит с опытом: вы учитесь создавать зелья быстрее и эффективнее.,3,405
653,Обучает искусству создавать полуночный котел для зелий.,2,405
654,"Наполняет вас силой Бездны, чтобы ваши зелья достигли максимального потенциала.",1,405
655,"Указывает вам путь Света, чтобы наполнить ваши зелья силой и стабильностью.",0,405
656,"Обучает комбинировать заказы, чтобы выгоднее расходовать материалы.",3,406
657,"Систематизирует все накопленные знания, позволяя изготовить великолепный полуночный котел для настоев.",2,406
658,"Обучает традициям хараниров, раскрывая ваш потенциал изготовления флаконов.",1,406
659,"Обучает перенимать методы син'дорай, чтобы изготавливать еще более потрясающие настои.",0,406
660,Обучает чаще производить трансмутацию.,1,407
661,Открывает доступ к новым видам трансмутации.,0,407
662,Улучшает общий навык алхимии.,2,408
663,"Обучает изготавливать больше, а тратить меньше.",1,408
664,Позволяет проявлять большую находчивость в занятиях алхимией Midnight!,0,408
665,Увеличивает количество создаваемых предметов при перепроизводстве зачарованных предметов.,2,409
666,Повышает эффективность концентрации и изобретательности.,1,409
667,"Обучает расщеплять магические сущности, чтобы получать временные бонусы, которые улучшаются с развитием специализации.",0,409
668,Открывает способность время от времени извлекать магические сущности при распылении эпических предметов.,2,410
669,"Увеличивает количество вечнопоющей пыли и лучистых осколков, получаемых при распылении.",1,410
670,"Повышает качество реагентов для наложения чар, создаваемых при распылении.",0,410
671,"Позволяет лучше освоить формулы для изготовления расходуемых предметов, повышая их эффективность.",2,411
672,Обучает созданию мощных магических и чародейских жезлов.,1,411
673,"Повышает качество иллюзий, продлевая их действие.",0,411
674,"Уменьшает количество концентрации, необходимое при применении к предмету постоянных чар с максимальным уровнем специализации.",2,412
675,Обучает ряду новых формул для улучшения снаряжения.,1,412
676,Повышает качество постоянных чар.,0,412
677,Обучает изготовлению более прочных накладок на доспехи и более сильных дополнительных реагентов для всех искателей приключений.,2,413
678,"Повышает навык при изготовлении ресурсов для профессий, чтобы гарантировать результаты высокого качества.",1,413
679,У вас лучше получается создавать снаряжение для профессий.,0,413
680,"Повышает изобретательность, находчивость и профессиональный навык, когда вы изготавливаете кожаные доспехи.",2,414
681,Обучает использовать дополнительные и завершающие реагенты при изготовлении кожаных доспехов.,1,414
682,Обучает изготовлению эпических кожаных доспехов луносветского агента.,0,414
683,У вас лучше получается создавать несколько единиц ресурсов за раз.,2,415
684,"Позволяет сэкономить больше реагентов, когда срабатывает находчивость.",1,415
685,Повышает эффективность концентрации и изобретательности во время работы с любыми выкройками.,0,415
686,"Повышает изобретательность, находчивость и профессиональный навык, когда вы изготавливаете кольчужные доспехи.",2,416
687,Обучает использовать дополнительные и завершающие реагенты при изготовлении кольчужных доспехов.,1,416
688,Обучает изготовлению эпических кольчужных доспехов Странника.,0,416
689,"Доводит до совершенства изготовление различных ботов и дополнительных реагентов, которые нужны только для инженерного снаряжения.",2,399
690,"Позволяет таким деталям, как реагенты для зубчатых колес, быть заточенными под одну из характеристик.",3,399
691,Повышает шансы показать небывалую изобретательность.,2,407
692,Позволяет добавлять интересные мелочи для создания нестандартного снаряжения.,2,417
693,Обучает усиливать ваш отряд нестандартным инженерным снаряжением.,1,417
694,"Обучает изготавливать мощное боевое снаряжение, чтобы побеждать самых грозных противников.",0,417
695,Позволяет добавлять интересные мелочи для создания нестандартного снаряжения.,2,418
696,Обучает усиливать ваш отряд нестандартным инженерным снаряжением.,1,418
697,"Обучает изготавливать мощное боевое снаряжение, чтобы побеждать самых грозных противников.",0,418
698,Позволяет добавлять интересные мелочи для создания нестандартного снаряжения.,2,419
699,Обучает усиливать ваш отряд нестандартным инженерным снаряжением.,1,419
700,"Обучает изготавливать мощное боевое снаряжение, чтобы побеждать самых грозных противников.",0,419
701,Закрепляет владение шифрами.,3,420
702,Развивает измельчение.,2,420
703,Совершенствует ваши чернила.,1,420
704,Обучает быстро создавать реагенты для начертания при создании нескольких предметов сразу.,0,420
705,Закрепляет владение шифрами.,3,421
706,Развивает измельчение.,2,421
707,Совершенствует ваши чернила.,1,421
708,Обучает быстро создавать реагенты для начертания при создании нескольких предметов сразу.,0,421
