SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200Профессия:|r инженерное дело Пандарии (1)|n|cFFFFD200Предмет:|r Пандарийский фейерверк,6788,0,-1,3,128262
|cFFFFD200Профессия:|r инженерное дело Пандарии (1)|n|cFFFFD200Предмет:|r Пандарийский фейерверк,6789,0,-1,3,128260
|cFFFFD200Профессия:|r инженерное дело Пандарии (1)|n|cFFFFD200Предмет:|r Пандарийский фейерверк,6790,0,-1,3,128261
|cFFFFD200Учитель профессии: |rначертание Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6791,0,-1,3,112996
|cFFFFD200Учитель профессии: |rначертание Пандарии (35)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6792,0,-1,3,111921
|cFFFFD200Задание:|r Кроваво-красные чернила|n|cFFFFD200Зона:|r Нефритовый лес,6793,0,-1,1,127475
|cFFFFD200Учитель профессии: |rначертание Пандарии (35)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6794,0,-1,3,111920
|cFFFFD200Учитель профессии: |rначертание Пандарии (55)|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6795,0,-1,3,112045
|cFFFFD200Задание:|r Вырубить в нефрите|n|cFFFFD200Зона:|r Нефритовый лес,6796,0,-1,1,127391
|cFFFFD200Задание:|r В память об ушедшем|n|cFFFFD200Зона:|r Нефритовый лес,6797,0,-1,1,127481
|cFFFFD200Учитель профессии: |rначертание Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6798,0,-1,3,111830
|cFFFFD200Учитель профессии: |rначертание Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6800,0,-1,3,111645
|cFFFFD200Учитель профессии: |rначертание Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6801,0,-1,3,111646
|cFFFFD200Учитель профессии: |rначертание Пандарии (35)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6802,0,-1,3,111919
|cFFFFD200Учитель профессии: |rначертание Пандарии (35)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6803,0,-1,3,111908
|cFFFFD200Учитель профессии: |rначертание Пандарии (35)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6804,0,-1,3,111918
|cFFFFD200Учитель профессии: |rначертание Пандарии (35)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6805,0,-1,3,111909
|cFFFFD200Учитель профессии: |rначертание Пандарии (35)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6806,0,-1,3,111910
|cFFFFD200Учитель профессии: |rначертание Пандарии (15)|n|cFFFFD200Цена: |r50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6807,0,-1,3,127017
|cFFFFD200Учитель профессии: |rначертание Пандарии (45)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6808,0,-1,3,126996
|cFFFFD200Учитель профессии: |rначертание Пандарии (50)|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6809,0,-1,3,127021
|cFFFFD200Учитель профессии: |rначертание Пандарии (15)|n|cFFFFD200Цена: |r50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6810,0,-1,3,127019
|cFFFFD200Учитель профессии: |rначертание Пандарии (50)|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6811,0,-1,3,127024
|cFFFFD200Учитель профессии: |rначертание Пандарии (15)|n|cFFFFD200Цена: |r50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6812,0,-1,3,127018
|cFFFFD200Учитель профессии: |rначертание Пандарии (45)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6813,0,-1,3,126995
|cFFFFD200Учитель профессии: |rначертание Пандарии (50)|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6814,0,-1,3,127023
|cFFFFD200Учитель профессии: |rначертание Пандарии (45)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6815,0,-1,3,126994
|cFFFFD200Учитель профессии: |rначертание Пандарии (15)|n|cFFFFD200Цена: |r50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6816,0,-1,3,127016
|cFFFFD200Учитель профессии: |rначертание Пандарии (45)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6817,0,-1,3,126997
|cFFFFD200Учитель профессии: |rначертание Пандарии (50)|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6818,0,-1,3,127020
|cFFFFD200Учитель профессии: |rначертание Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6819,0,-1,3,127009
|cFFFFD200Учитель профессии: |rначертание Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6820,0,-1,3,126988
|cFFFFD200Учитель профессии: |rначертание Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6821,0,-1,3,126989
|cFFFFD200Учитель профессии: |rначертание Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6822,0,-1,3,127007
|cFFFFD200Задание:|r Предмет несравненной красоты|n|cFFFFD200Зона:|r Нефритовый лес,6823,0,-1,1,127378
|cFFFFD200Учитель профессии: |rначертание Пандарии (35)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6824,0,-1,3,111917
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6825,0,-1,3,127118
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6826,0,-1,3,127136
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6827,0,-1,3,127129
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6828,0,-1,3,127119
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6829,0,-1,3,127120
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6830,0,-1,3,127138
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6831,0,-1,3,127121
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6832,0,-1,3,127127
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6833,0,-1,3,127139
|cFFFFD200Профессия: |rинженерное дело (1)|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6834,0,-1,3,127113
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6835,0,-1,3,127134
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6836,0,-1,3,127128
|cFFFFD200Профессия: |rинженерное дело (1)|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6837,0,-1,3,127114
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6838,0,-1,3,127117
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6839,0,-1,3,127124
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (40)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6840,0,-1,3,127137
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (35)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6841,0,-1,3,127115
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (50)|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6842,0,-1,3,127135
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6843,0,-1,3,127116
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6844,0,-1,3,127130
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6845,0,-1,3,127123
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (75)|n|cFFFFD200Цена: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6846,0,-1,3,127122
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6847,0,-1,3,127131
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6848,0,-1,3,109099
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (45)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6849,0,-1,3,127132
|cFFFFD200Задание:|r Портрет дамы|n|cFFFFD200Зона:|r Нефритовый лес,6850,0,-1,1,128922
|cFFFFD200Учитель профессии: |rклассическая алхимия (300)|n|cFFFFD200Цена: |r66|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,6851,0,-1,3,114786
|cFFFFD200Профессия: |rпортняжное дело Пандарии (35)|n|cFFFFD200Учитель: |rШелкодел Цай|n|cFFFFD200Зона: |rДолина Четырех Ветров|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6852,0,-1,3,130325
|cFFFFD200Профессия:|r алхимия Пандарии|n|cFFFFD200Открытие:|r прочие алхимические рецепты Пандарии|n,6853,0,-1,3,130326
|cFFFFD200Профессия: |rювелирное дело Пандарии (5)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r15|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6855,0,-1,3,130656
|cFFFFD200Профессия: |rювелирное дело Пандарии (45)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6856,0,-1,3,130655
|cFFFFD200Профессия:|r ювелирное дело Пандарии (20)|n|cFFFFD200Открытие:|r императорский аметист,6857,0,-1,10,130657
|cFFFFD200Профессия:|r ювелирное дело Пандарии (20)|n|cFFFFD200Открытие:|r императорский аметист,6858,0,-1,10,130658
|cFFFFD200Профессия: |rналожение чар Пандарии (50)|n|cFFFFD200Учитель: |rЛай Плавная Лапа|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6859,0,-1,3,130758
|cFFFFD200Профессия:|r Начертание (250)|n|cFFFFD200Открытие:|r Исследование: мерцающие чернила,6860,0,-1,10,131152
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6861,0,-1,3,131211
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6862,0,-1,3,131212
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6863,0,-1,3,131213
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6864,0,-1,3,131214
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6865,0,-1,3,131215
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6866,0,-1,3,131216
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6867,0,-1,3,131217
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6868,0,-1,3,131218
|cFFFFD200Профессия:|r инженерное дело Пандарии (1)|n|cFFFFD200Предмет:|r Пандарийский фейерверк,6869,0,-1,3,131256
|cFFFFD200Профессия:|r инженерное дело Пандарии (1)|n|cFFFFD200Предмет:|r Пандарийский фейерверк,6870,0,-1,3,131258
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6871,0,-1,3,131353
|cFFFFD200Учитель профессии: |rинженерное дело Пандарии (25)|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6872,0,-1,3,131563
|cFFFFD200Профессия: |rювелирное дело Пандарии (1)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6873,0,-1,3,131593
|cFFFFD200Профессия: |rювелирное дело Пандарии (10)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6874,0,-1,3,131688
|cFFFFD200Профессия: |rювелирное дело Пандарии (10)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6875,0,-1,3,131690
|cFFFFD200Профессия: |rювелирное дело Пандарии (20)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6876,0,-1,3,131691
|cFFFFD200Профессия: |rювелирное дело Пандарии (25)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6877,0,-1,3,131686
|cFFFFD200Профессия: |rювелирное дело Пандарии (1)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6878,0,-1,3,131695
|cFFFFD200Профессия: |rювелирное дело Пандарии (25)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6879,0,-1,3,131759
|cFFFFD200Профессия: |rкожевничество Пандарии (25)|n|cFFFFD200Учитель: |rЧистая Шкура|n|cFFFFD200Зона: |rвершина Кунь-Лай|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6880,0,-1,3,131865
|cFFFFD200Добыча:|r древний тайник Го-Лай|n|n|cFFFFD200Добыча:|r сокровища Дола|n|n|cFFFFD200Профессия:|r ювелирное дело Пандарии (1)|n|cFFFFD200Предмет:|r змеиное сердце,6881,0,-1,0,131897
|cFFFFD200Добыча:|r древний тайник Го-Лай|n|n|cFFFFD200Добыча:|r сокровища Дола|n|n|cFFFFD200Профессия:|r ювелирное дело Пандарии (1)|n|cFFFFD200Предмет:|r змеиное сердце,6882,0,-1,0,131898
|cFFFFD200Торговец: |rКователь янтаря Зикк|n|cFFFFD200Зона: |rЖуткие пустоши|n|cFFFFD200Фракция: |rКлакси – уважение|n|cFFFFD200Цена: |r20|Hitem:72093|h|TINTERFACE\ICONS\INV_ORE_MANTICYTE.BLP:0|t|h,6883,0,-1,2,131929
|cFFFFD200Торговец: |rКователь янтаря Зикк|n|cFFFFD200Зона: |rЖуткие пустоши|n|cFFFFD200Фракция: |rКлакси – уважение|n|cFFFFD200Цена: |r20|Hitem:72093|h|TINTERFACE\ICONS\INV_ORE_MANTICYTE.BLP:0|t|h,6884,0,-1,2,131928
|cFFFFD200Учитель профессии: |rпортняжное дело Пандарии (65)|n|cFFFFD200Цена: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6885,0,-1,3,134585
|cFFFFD200Учитель профессии: |rалхимия Пандарии (1)|n|cFFFFD200Цена: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,6887,0,-1,3,136197
|cFFFFD200Профессия: |rювелирное дело Пандарии (25)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6888,0,-1,3,136274
|cFFFFD200Профессия: |rювелирное дело Пандарии (25)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6889,0,-1,3,136269
|cFFFFD200Профессия: |rювелирное дело Пандарии (25)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6890,0,-1,3,136270
|cFFFFD200Профессия: |rювелирное дело Пандарии (25)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6891,0,-1,3,136272
|cFFFFD200Профессия: |rювелирное дело Пандарии (25)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6892,0,-1,3,136273
|cFFFFD200Профессия: |rювелирное дело Пандарии (25)|n|cFFFFD200Учитель: |rМай Огранщица Нефрита|n|cFFFFD200Зона: |rНефритовый лес|n|cFFFFD200Цена: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,6893,0,-1,3,136275
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6894,0,-1,10,138597
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6895,0,-1,10,138598
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6896,0,-1,10,138600
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6897,0,-1,10,137907
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6898,0,-1,10,137908
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6899,0,-1,10,138599
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6900,0,-1,10,137918
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6901,0,-1,10,137919
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6902,0,-1,10,137920
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6903,0,-1,10,137936
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6904,0,-1,10,137937
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6905,0,-1,10,137909
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6906,0,-1,10,137910
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6907,0,-1,10,137911
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6908,0,-1,10,137912
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6909,0,-1,10,137913
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6910,0,-1,10,137914
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6911,0,-1,10,137924
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6912,0,-1,10,137929
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6913,0,-1,10,137934
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6914,0,-1,10,137941
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6915,0,-1,10,137915
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6916,0,-1,10,137916
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6917,0,-1,10,137921
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6918,0,-1,10,137926
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6919,0,-1,10,137931
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6920,0,-1,10,137938
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6921,0,-1,10,137922
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6922,0,-1,10,137927
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6923,0,-1,10,137932
|cFFFFD200Профессия:|r портняжное дело Пандарии (25)|n|cFFFFD200Открытие:|r императорский шелк,6924,0,-1,10,137939
