Title_lang,Subtitle_lang,InstructionText_lang,SubIcon_lang,TitleTooltip_lang,SubtitleTooltip_lang,EventToastID,PlayerConditionID,UiTextureAtlasMemberID,UiTextureKitID,EventType,DisplayType,EventAsset,Field_9_1_0_38312_011,IconFileID,UiWidgetSetID,ExtraUiWidgetSetID,TitleTooltipUiWidgetSetID,SubtitleTooltipUiWidgetSetID,ShowSoundKitID,HideSoundKitID,Field_10_2_5_52554_021
"Открыты локальные задания, слухи и раскопки",Пакт: визирь,,,,,248,0,0,5554,18,3,0,0,5862762,0,0,0,0,0,0,0
Слух проверен,,,,,,249,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
Слух принят,,,,,,250,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
Слух проверен,,,,,,251,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
Слух принят,,,,,,252,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
Открыт портал на остров Дорн,Логово Прядильщицы,,,,,253,0,0,5586,12,3,78248,0,5901551,0,0,0,0,0,0,0
Счетчик воскрешений сброшен,"Уровень понижен, награды менее ценные",,,,,255,0,0,5554,18,6,0,0,0,0,0,0,0,0,0,0
|cnRED_FONT_COLOR:Осталось 0 жизней|r,,,,,,256,0,0,5554,18,13,0,0,6013778,0,0,0,0,0,0,0
Осталась одна жизнь!,,,,,,258,0,0,5554,18,13,0,0,6013778,0,0,0,0,0,0,0
,,,Ваши новые знания позволили материализовать проницательность ремесленника:,,,259,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Инструменты собирателя,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:453812|h[Инструменты собирателя]|r.,,,260,0,12014,0,18,3,0,0,4374707,0,0,0,0,0,0,0
+1 жизнь,,,,,,263,0,0,5554,18,13,0,0,6013778,0,0,0,0,0,0,0
Вы помешали громилам Бур-босса!,Количество наград увеличено,,,,,264,0,0,5554,18,6,0,0,0,0,0,0,0,0,0,0
Искрящийся цитрин владыки грома,Получен поющий цитрин,Теперь его можно покупать у Диди Гаечный Ключ.,,,,265,130603,0,5268,22,3,0,0,6215538,0,0,0,0,0,0,0
Цитрин покорителя шквалов,Получен поющий цитрин,Теперь его можно покупать у Диди Гаечный Ключ.,,,,266,130276,0,5268,22,3,0,0,6215541,0,0,0,0,0,0,0
Цитрин подводного надзирателя,Получен поющий цитрин,Теперь его можно покупать у Диди Гаечный Ключ.,,,,267,130275,0,5268,22,3,0,0,6215539,0,0,0,0,0,0,0
Цитрин заклинателя шторма,Получен поющий цитрин,Теперь его можно покупать у ученика Танмара.,,,,268,130282,0,5268,22,3,0,0,6215513,0,0,0,0,0,0,0
Бардовский цитрин старого моряка,Получен поющий цитрин,Теперь его можно покупать у ученика Танмара.,,,,269,130283,0,5268,22,3,0,0,6215516,0,0,0,0,0,0,0
Освященный цитрин морехода,Получен поющий цитрин,Теперь его можно покупать у ученика Танмара.,,,,270,130605,0,5268,22,3,0,0,6215515,0,0,0,0,0,0,0
Рунный цитрин призывателя бурь,Получен поющий цитрин,Теперь его можно покупать у Ангорлы.,,,,271,130286,0,5268,22,3,0,0,6215532,0,0,0,0,0,0,0
Рунный цитрин обитателя глубин,Получен поющий цитрин,Теперь его можно покупать у Ангорлы.,,,,272,130285,0,5268,22,3,0,0,6215529,0,0,0,0,0,0,0
Рунный цитрин песни ветра,Получен поющий цитрин,Теперь его можно покупать у Ангорлы.,,,,273,130604,0,5268,22,3,0,0,6215530,0,0,0,0,0,0,0
Цитрин легендарного шкипера,Получен поющий цитрин,Теперь его можно покупать у Талжори.,,,,274,130512,0,5268,22,3,0,0,6215534,0,0,0,0,0,0,0
Цитрин глубинного левиафана,Получен поющий цитрин,Теперь его можно покупать у Талжори.,,,,275,130415,0,5268,22,3,0,0,6215535,0,0,0,0,0,0,0
Цитрин ярой королевы-воительницы,Получен поющий цитрин,Теперь его можно покупать у Талжори.,,,,276,130513,0,5268,22,3,0,0,6215536,0,0,0,0,0,0,0
Сейф заклятого врага улучшен,,,,,,277,0,0,5554,18,13,0,0,6381230,0,0,0,0,0,0,0
Заголовок,Подзаголовок,Our heroes go on some whacky adventure to do some whacky stuff to save the world....again. Our heroes go on some whacky adventure to do some whacky stuff to save the world....again. Our heroes go on some whacky adventure to do some whacky stuff to save the world....again. Our heroes go on some whacky adventure to do some whacky stuff to save the world....again. Our heroes go on some whacky adventu,,Описание заголовка,Описание подзаголовка,278,0,15864,5554,18,12,0,0,1061206,0,0,0,0,0,0,0
Дневник исследователя о выживании,Бранн стал сильнее!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r повысил уровень способности: |cff71D5FF|Hspell:472874|h[Дневник исследователя о выживании]|r.,,,279,0,12012,0,18,3,0,0,4625105,0,0,0,0,0,0,0
Дневник исследователя о выживании,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:472874|h[Дневник исследователя о выживании]|r.,,,280,0,12014,0,18,3,0,0,4625105,0,0,0,0,0,0,0
Сторожевой тотем,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:473633|h[Сторожевой тотем]|r.,,,281,0,12014,0,18,3,0,0,1385909,0,0,0,0,0,0,0
Фокус с веревкой,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:472848|h[Фокус с веревкой]|r.,,,282,0,12014,0,18,3,0,0,1119937,0,0,0,0,0,0,0
Электрическая цепь,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:1215128|h[Электрическая цепь]|r.,,,283,0,12014,0,18,3,0,0,1385911,0,0,0,0,0,0,0
Мощный удар Бранна,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:472803|h[Мощный удар Бранна]|r.,,,284,0,12014,0,18,3,0,0,236444,0,0,0,0,0,0,0
Наэлектризованные устройства,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:473707|h[Наэлектризованные устройства]|r.,,,285,0,12014,0,18,3,0,0,4548867,0,0,0,0,0,0,0
Бурый медведь Бронзоборода,Бранну доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Бранн Бронзобород]|h|r изучил новую способность: |cff71D5FF|Hspell:473521|h[Бурый медведь Бронзоборода]|r.,,,286,0,12014,0,18,3,0,0,132183,0,0,0,0,0,0,0
Счет,,,,,,287,0,0,0,18,14,0,0,0,1504,0,0,0,0,0,1
Находка,Путевой камень,,Открыта находка:|cff71D5FF|Hspell:1228297|h [путевой камень]|r.,,,288,0,0,5554,18,6,0,99,0,0,0,0,0,0,0,0
ЗАВЕРШЕНО,"Событие завершено!
 |cFF1eff00Чистое изобилие: 300 |TInterface\ICONS\INV_10_Gathering_BioluminescentSpores_Large.BLP:16:16|t|r",,,,,289,0,0,5765,17,8,1229176,0,0,0,1532,0,0,0,0,0
,,,Открыта находка:|cff71D5FF|Hspell:1228297|h [путевой камень]|r.,,,290,0,0,5708,18,6,0,99,0,0,0,0,0,0,0,0
Открыты ветра Акил'зон,Высший пилотаж,,,,,291,0,0,5586,12,3,90823,0,4640500,0,0,0,0,0,0,0
Открыто благословение: вихрь Акил'зон,Благословение лоа,,,,,292,0,0,5586,12,3,86809,0,132172,0,0,0,0,0,0,0
Открыто благословение: средоточие Халаззи,Благословение лоа,,,,,293,0,0,5586,12,3,92084,0,132142,0,0,0,0,0,0,0
Открыто благословение: вечное пламя Джан'алай,Благословение лоа,,,,,294,0,0,5586,12,3,90772,0,6119037,0,0,0,0,0,0,0
Открыто благословение: вызов Налоракка,Благословение лоа,,,,,295,0,0,5586,12,3,91958,0,132183,0,0,0,0,0,0,0
Открыт гость Амани,Зул'Аман,,,,,296,0,0,5586,12,3,86722,0,1455894,0,0,0,0,0,0,0
"   
Добыча: магистр Солнцебой",,,,,,297,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: магистр Жгучая Плеть",,,,,,298,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: старший механик Озвольд",,,,,,299,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: утилизатор ЭЛ4-Н0Р",,,,,,300,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Мордрил Удар Ночи",,,,,,301,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Делия Песнь Мглы",,,,,,302,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: фазовый клинок Талаша",,,,,,303,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: лезвие Нексуса Хадим",,,,,,304,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Джо'золо Разрушитель",,,,,,305,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Заду Кулак Налоракка",,,,,,306,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Коготь Джан'алай",,,,,,307,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Крыло Акил'зон",,,,,,308,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: следопыт Быстрый Бор",,,,,,309,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: лейтенант Огнекрыл",,,,,,310,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Петиолл Острый Лист",,,,,,311,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Ламина из Крипты",,,,,,312,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: верховный воздаятель Вурим",,,,,,313,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: рыцарь Люксия Максвелл",,,,,,314,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: претор Сингулярий",,,,,,315,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: консул Небулор",,,,,,316,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: палач Каэний",,,,,,317,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: император Энигмалиа",,,,,,318,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: странствующий рыцарь Кровавый Осколок",,,,,,319,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Виленна Дезертирша",,,,,,320,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Телдрин Потерянный",,,,,,321,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Нейдра Истощенная",,,,,,322,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: терномант Эдгат",,,,,,323,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: терновидица Лисет",,,,,,324,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Гротгоз Пылающая Тень",,,,,,325,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
"   
Добыча: Денгзаг Потемневшее Пламя",,,,,,326,0,0,5704,18,6,0,0,0,1668,0,0,0,0,0,0
Пылающий кристалл указывает направление к добыче,,,,,,327,0,0,0,18,13,0,0,0,1852,0,0,0,0,0,0
Завершено,"|cFF1eff00Погружение завершено!|n
 |cFF1eff00Собранные глубоководные жемчужины: |cFFffffff%3506c|r |TInterface\ICONS\Item_enchantedpearl.blp:16:16|t|r",,,,,334,0,0,5765,17,8,1253233,0,0,0,1994,0,0,347959,347845,0
Мерцающие трофеи появятся после завершения вылазки,,,,,,337,0,0,5554,18,13,0,0,4914669,0,0,0,0,0,0,0
Затененные мерцающие трофеи появятся после завершения вылазки,,,,,,338,0,0,5554,18,13,0,0,4914669,0,0,0,0,0,0,0
Появились мерцающие врата,,,,,,339,0,0,5554,18,13,0,0,4914669,0,0,0,0,0,0,0
,,,,,,340,0,0,0,26,15,0,0,0,0,0,0,0,0,0,0
Победите добычу,,"Общее время:
%49752e ч. %49756e мин. %49754e сек.",,,,341,0,0,5704,18,6,0,0,0,0,0,0,0,0,0,0
Неумолимость,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1248169|h[Неумолимость]|r.,,,343,0,12014,0,18,3,0,0,5041289,0,0,0,0,0,0,0
Договор на крови,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1248108|h[Договор на крови]|r.,,,344,0,12014,0,18,3,0,0,441148,0,0,0,0,0,0,0
Профессиональные инструменты,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1249528|h[Профессиональные инструменты]|r.,,,345,0,12014,0,18,3,0,0,132594,0,0,0,0,0,0,0
Кинжал в горло,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1248172|h[Кинжал в горло]|r.,,,346,0,12014,0,18,3,0,0,132324,0,0,0,0,0,0,0
Яд забытого повелителя,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1248501|h[Яд забытого повелителя]|r.,,,347,0,12014,0,18,3,0,0,538441,0,0,0,0,0,0,0
Череда убийств,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1248011|h[Череда убийств]|r.,,,348,0,12014,0,18,3,0,0,236277,0,0,0,0,0,0,0
Подлый трюк,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1248196|h[Подлый трюк]|r.,,,349,0,12014,0,18,3,0,0,460691,0,0,0,0,0,0,0
Ликвидация,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1248339|h[Ликвидация]|r.,,,350,0,12014,0,18,3,0,0,236174,0,0,0,0,0,0,0
Никаких свидетелей,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1248595|h[Никаких свидетелей]|r.,,,351,0,12014,0,18,3,0,0,132305,0,0,0,0,0,0,0
Кровавый кодекс Некоронованных,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новый пассивный эффект: |cff71D5FF|Hspell:1260257|h[Кровавый кодекс Некоронованных]|r.,,,352,0,12014,0,18,3,0,0,4549131,0,0,0,0,0,0,0
Кровавый кодекс Некоронованных,Валира стала сильнее!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r повысила уровень способности: |cff71D5FF|Hspell:1260257|h[Кровавый кодекс Некоронованных]|r.,,,353,0,12012,0,18,3,0,0,4549131,0,0,0,0,0,0,0
Вампирическая жатва,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1249953|h[Вампирическая жатва]|r.,,,354,0,12014,0,18,3,0,0,1450139,0,0,0,0,0,0,0
Покров Тьмы,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1250738|h[Покров Тьмы]|r.,,,355,0,12014,0,18,3,0,0,5852173,0,0,0,0,0,0,0
Яд жажды душ,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1251862|h[Яд жажды душ]|r.,,,356,0,12014,0,18,3,0,0,132290,0,0,0,0,0,0,0
Живительные испарения,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1250162|h[Живительные испарения]|r.,,,357,0,12014,0,18,3,0,0,237586,0,0,0,0,0,0,0
Обезболивающее,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1250763|h[Обезболивающее]|r.,,,358,0,12014,0,18,3,0,0,135936,0,0,0,0,0,0,0
Плащ Тьмы,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1250769|h[Плащ Тьмы|r.,,,359,0,12014,0,18,3,0,0,136194,0,0,0,0,0,0,0
Алхимический кодекс Некоронованных,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новый пассивный эффект: |cff71D5FF|Hspell:1261074|h[Алхимический кодекс Некоронованных]|r.,,,360,0,12014,0,18,3,0,0,4624733,0,0,0,0,0,0,0
Алхимический кодекс Некоронованных,Валира стала сильнее!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r повысила уровень способности: |cff71D5FF|Hspell:1261074|h[Алхимический кодекс Некоронованных]|r.,,,361,0,12012,0,18,3,0,0,4624733,0,0,0,0,0,0,0
Омертвевшие нервы,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1250892|h[Омертвевшие нервы]|r.,,,362,0,12014,0,18,3,0,0,132286,0,0,0,0,0,0,0
Первая ошибка,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1251050|h[Первая ошибка]|r.,,,363,0,12014,0,18,3,0,0,458737,0,0,0,0,0,0,0
Яд кровавого склепа,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1251997|h[Яд кровавого склепа]|r.,,,364,0,12014,0,18,3,0,0,132290,0,0,0,0,0,0,0
Ядовитое облако,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1251054|h[Ядовитое облако]|r.,,,365,0,12014,0,18,3,0,0,5764921,0,0,0,0,0,0,0
Атака из теней,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1251101|h[Атака из теней]|r.,,,366,0,12014,0,18,3,0,0,3163618,0,0,0,0,0,0,0
Запачканные кровью клинки,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новую способность: |cff71D5FF|Hspell:1251079|h[Запачканные кровью клинки]|r.,,,367,0,12014,0,18,3,0,0,236304,0,0,0,0,0,0,0
Книга хитростей Некоронованных,Валире доступна новая способность!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r изучила новый пассивный эффект: |cff71D5FF|Hspell:1261077|h[Книга хитростей Некоронованных]|r.,,,368,0,12014,0,18,3,0,0,4549135,0,0,0,0,0,0,0
Книга хитростей Некоронованных,Валира стала сильнее!,,|cff20ff20|Hdelvecompanionconfig:|h[Валира Сангвинар]|h|r повысила уровень способности: |cff71D5FF|Hspell:1261077|h[Книга хитростей Некоронованных]|r.,,,369,0,12012,0,18,3,0,0,4549135,0,0,0,0,0,0,0
Появилось освященное знамя,,,,,,370,0,0,5554,18,13,0,0,462672,0,0,0,0,0,0,0
Великие освященные трофеи появятся после завершения вылазки,,,,,,371,0,0,5554,18,13,0,0,462672,0,0,0,0,0,0,0
Освященные трофеи появятся после завершения вылазки,,,,,,372,0,0,5554,18,13,0,0,462672,0,0,0,0,0,0,0
,,,Внимательность при рыбной ловле Midnight принесла дополнительные ресурсы:,,,373,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Открыто новое подземелье!,Шпили Ветрокрылых,"
",,,,374,0,0,0,19,4,111899,0,7266215,0,0,0,0,0,0,0
Открыто новое подземелье!,Закоулок душегубов,"
",,,,375,0,0,0,19,4,111933,0,7266213,0,0,0,0,0,0,0
Открыто новое подземелье!,Терраса Магистров,"
",,,,376,0,0,0,19,4,111934,0,7439625,0,0,0,0,0,0,0
Открыто новое подземелье!,Пещеры Маисара,"
",,,,377,0,0,0,19,4,111935,0,7322719,0,0,0,0,0,0,0
Открыто новое подземелье!,Берлога Налоракка,"
",,,,378,0,0,0,19,4,111936,0,7266214,0,0,0,0,0,0,0
Открыто новое подземелье!,Слепящая долина,"
",,,,379,0,0,0,19,4,111937,0,7354408,0,0,0,0,0,0,0
Открыто новое подземелье!,Арена Шрама Бездны,"
",,,,380,0,0,0,19,4,111938,0,7439626,0,0,0,0,0,0,0
Открыто новое подземелье!,Узел Нексуса Зенас,"
",,,,382,0,0,0,19,4,111939,0,7553062,0,0,0,0,0,0,0
ЗАВЕРШЕНО,"Событие завершено!
 |cFF1eff00Чистое изобилие: 600 |TInterface\ICONS\INV_10_Gathering_BioluminescentSpores_Large.BLP:16:16|t|r",,,,,383,0,0,5765,17,8,1273114,0,0,0,1532,0,0,0,0,0
ЗАВЕРШЕНО,"Событие завершено!
 |cFF1eff00Чистое изобилие: 900 |TInterface\ICONS\INV_10_Gathering_BioluminescentSpores_Large.BLP:16:16|t|r",,,,,384,0,0,5765,17,8,1273115,0,0,0,1532,0,0,0,0,0
ЗАВЕРШЕНО,Событие завершено!,,,,,385,0,0,5765,17,8,1273116,0,0,0,1532,0,0,0,0,0
Открыто благословение медицины,"Кулзи, лоа исцеления",,,"Кулзи, лоа медицины, теперь внемлет вашим молитвам у алтаря благословений в деревне Амани'Зар.",,390,0,0,5727,18,3,0,0,7414435,0,0,0,0,0,0,0
Открыто благословение детей,"Фило, лоа детства",,,"Фило, лоа детства, теперь внемлет вашим молитвам у алтаря благословений в деревне Амани'Зар.",,391,0,0,5727,18,3,0,0,2205591,0,0,0,0,0,0,0
Открыто благословение глубин,"Пак, лоа глубин",,,"Пак, лоа глубин, теперь внемлет вашим молитвам у алтаря благословений в деревне Амани'Зар.",,392,0,0,5727,18,3,0,0,2027958,0,0,0,0,0,0,0
Открыто благословение голода,"Мот'амра, лоа голода",,,"Мот'амра, лоа голода, теперь внемлет вашим молитвам у алтаря благословений в деревне Амани'Зар.",,393,0,0,5727,18,3,0,0,2766226,0,0,0,0,0,0,0
Открыто благословение путников,"Во'ла Мона, лоа путников",,,"Во'ла Мона, лоа путников, теперь внемлет вашим молитвам у алтаря благословений в деревне Амани'Зар.",,394,0,0,5727,18,3,0,0,4034841,0,0,0,0,0,0,0
Открыто благословение уловок,"Шадра, лоа уловок",,,"Шадра, лоа уловок, теперь внемлет вашим молитвам у алтаря благословений в деревне Амани'Зар.",,395,0,0,5727,18,3,0,0,2027951,0,0,0,0,0,0,0
Открыто благословение изобилия,"Дандан, лоа изобилия",,,"Дандан, лоа изобилия, теперь внемлет вашим молитвам у алтаря благословений в деревне Амани'Зар.",,396,0,0,5727,12,3,94834,0,6351950,0,0,0,0,0,0,0
Открыто благословение опасностей,"Пул, лоа опасностей",,,"Пул, лоа опасностей, теперь внемлет вашим молитвам у алтаря благословений в деревне Амани'Зар.",,397,0,0,5727,18,3,0,0,294472,0,0,0,0,0,0,0
Открыто благословение роста,"Оэ, лоа роста",,,"Оэ, лоа роста, теперь внемлет вашим молитвам у алтаря благословений в деревне Амани'Зар.",,398,0,0,5727,18,3,0,0,464030,0,0,0,0,0,0,0
Вы открыли,"обычный режим ""Охоты""",,,,,399,149566,0,0,12,4,93086,0,7493985,0,0,0,0,0,0,0
Вы открыли,"сложный режим ""Охоты""",,,,,400,149202,0,0,12,4,92178,0,7493985,0,0,0,0,0,0,0
Вы открыли,"кошмарный режим ""Охоты""",,,,,401,149203,0,0,12,4,92182,0,7493985,0,0,0,0,0,0,0
Завершено,"|cFF1eff00Событие ""Глубоководная рыбалка"" завершено!
 |cFF1eff00Собранные глубоководные жемчужины: 600 |TInterface\ICONS\INV_MISC_ENCHANTEDPEARL.BLP:16:16|t|r",,,,,403,0,0,5765,17,8,1280008,0,0,0,1994,0,0,347959,347845,0
Завершено,"|cFF1eff00Событие ""Глубоководная рыбалка"" завершено!
 |cFF1eff00Собранные глубоководные жемчужины: 900 |TInterface\ICONS\INV_MISC_ENCHANTEDPEARL.BLP:16:16|t|r",,,,,404,0,0,5765,17,8,1280009,0,0,0,1994,0,0,347959,347845,0
Завершено,"|cFF1eff00Событие ""Глубоководная рыбалка"" завершено!",,,,,405,0,0,5765,17,8,1280010,0,0,0,1994,0,0,347959,347845,0
,,,Валира Сангвинар помогла вам раздобыть кое-что еще:,,,415,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
ЗАВЕРШЕНО,Событие завершено!,,,,,418,0,0,5765,17,8,1283455,0,0,0,1532,0,0,0,0,0
Завершено,"|cFF1eff00Событие ""Глубоководная рыбалка"" завершено!",,,,,419,0,0,5765,17,8,1283462,0,0,0,1994,0,0,0,0,0
ИЗОБИЛИЕ,Лучший и общий счет,,,,,420,0,0,5765,17,8,1283464,0,0,0,1950,0,0,0,0,0
ГЛУБОКОВОДНАЯ РЫБАЛКА,Лучший и общий счет,,,,,421,0,0,5765,17,8,1283466,0,0,0,1951,0,0,0,0,0
Доступна новая возможность!,Ключевые таланты,,Открыт |cff20ff20|Htalentpane:|h[ключевой талант]|h|r!,,,422,152789,12015,0,15,4,0,-2,1305149,0,0,0,0,0,0,0
Доступна новая возможность!,Ключевые таланты,,Открыт |cff20ff20|Htalentpane:|h[ключевой талант]|h|r!,,,423,152790,12015,0,15,4,0,-2,236699,0,0,0,0,0,0,0
Доступна новая возможность!,Ключевые таланты,,Открыт |cff20ff20|Htalentpane:|h[ключевой талант]|h|r!,,,424,152791,12015,0,15,4,0,-2,3601558,0,0,0,0,0,0,0
Доступна новая возможность!,Ключевые таланты,,Открыт |cff20ff20|Htalentpane:|h[ключевой талант]|h|r!,,,425,152796,12015,0,15,4,0,-2,7636565,0,0,0,0,0,0,0
Доступна новая возможность!,Ключевые таланты,,Открыт |cff20ff20|Htalentpane:|h[ключевой талант]|h|r!,,,426,152797,12015,0,15,4,0,-2,7636564,0,0,0,0,0,0,0
Доступна новая возможность!,Ключевые таланты,,Открыт |cff20ff20|Htalentpane:|h[ключевой талант]|h|r!,,,427,152798,12015,0,15,4,0,-2,572029,0,0,0,0,0,0,0
Доступна новая возможность!,Ключевые таланты,,Открыт |cff20ff20|Htalentpane:|h[ключевой талант]|h|r!,,,428,152799,12015,0,15,4,0,-2,1585420,0,0,0,0,0,0,0
Доступна новая возможность!,Ключевые таланты,,Открыт |cff20ff20|Htalentpane:|h[ключевой талант]|h|r!,,,429,152800,12015,0,15,4,0,-2,7439193,0,0,0,0,0,0,0
