ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
111,"Подземелья в режиме ""Эпохальный+""|n|cFFFFD200Сезон:|r 3-й или более поздний|n|cFFFFD200Достижение:|r ""Мастер ключей Battle for Azeroth""|n|cFFFFD200Торговец:|r чудотворец Вашрин|n|cFFFFD200Зона:|r рынок Семи Ветров в Боралусе","Подземелья в режиме ""Эпохальный+""|n|cFFFFD200Сезон:|r 3-й или более поздний|n|cFFFFD200Достижение:|r ""Мастер ключей Battle for Azeroth""|n|cFFFFD200Торговец:|r чудотворец Вашрин|n|cFFFFD200Зона:|r большой базар в Дазар'алоре",20,4,299520,299521,299944,299940
112,Назжатар|n|cFFFFD200Репутация:|r анкоа|n|cFFFFD200Торговец:|r вестник Утиа|n|cFFFFD200Зона:|r Меззамер,Назжатар|n|cFFFFD200Репутация:|r Освобожденные|n|cFFFFD200Торговец:|r Атолия Морская Жемчужина|n|cFFFFD200Зона:|r Новый Дом,17,4,299522,299523,299876,299879
113,Мехагон|n|cFFFFD200Репутация:|r Ржавоболтское сопротивление|n|cFFFFD200Торговец:|r украденный королевский торгобот|n|cFFFFD200Зона:|r Ржавый Болт,,19,4,299529,299530,299933,299936
114,"Жуткие видения Н'Зота|n|cFFFFD200Достижение:|r|n""Сквозь глубины видений""|n|cFFFFD200НИП:|r Гневион|n|cFFFFD200Зона:|r Зал Сердца",,16,4,299542,299544,310442,310426
115,"Рейд ""Вечный дворец""|n|cFFFFD200Источник:|r королева Азшара (эпохальный режим)",,21,4,299559,299560,299959,303476
121,"Рейтинговые PvP-бои|n|cFFFFD200Сезон:|r 3-й сезон или позднее|n|cFFFFD200Цена:|r 250 очков чести|n|cFFFFD200Торговец:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус",Рейтинговые PvP-бои|n|cFFFFD200Сезон:|r 3-й сезон или позднее|n|cFFFFD200Цена:|r 250 очков чести|n|cFFFFD200Торговец:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала,32,1,303823,304081,303823,304081
122,"Рейтинговые PvP-бои|n|cFFFFD200Сезон:|r 3-й сезон или позднее|n|cFFFFD200Рейтинг:|r 1000+ на прошлой неделе|n|cFFFFD200Цена:|r 500 очков чести|n|cFFFFD200Торговец:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус",Рейтинговые PvP-бои|n|cFFFFD200Сезон:|r 3-й сезон или позднее|n|cFFFFD200Рейтинг:|r 1000+ на прошлой неделе|n|cFFFFD200Цена:|r 500 очков чести|n|cFFFFD200Торговец:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала,32,2,304086,304055,304088,304089
123,"Рейтинговые PvP-бои|n|cFFFFD200Сезон:|r 3-й сезон или позднее|n|cFFFFD200Рейтинг:|r 1400+ на прошлой неделе|n|cFFFFD200Цена:|r 1000 очков чести|n|cFFFFD200Торговец:|r маршал Габриэль|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус",Рейтинговые PvP-бои|n|cFFFFD200Сезон:|r 3-й сезон или позднее|n|cFFFFD200Рейтинг:|r 1400+ на прошлой неделе|n|cFFFFD200Цена:|r 1000 очков чести|n|cFFFFD200Торговец:|r Зандер Зильберман|n|cFFFFD200Зона:|r Мугамбала,32,3,303892,304125,304121,304123
124,"Рейтинговые PvP-бои|n|cFFFFD200Сезон:|r 3-й сезон или позднее|n|cFFFFD200Рейтинг:|r 2400+|n|cFFFFD200Источник:|r трофейный сундук|n|cFFFFD200Зона:|r док корпорации Эшвейнов, Боралус",Рейтинговые PvP-бои|n|cFFFFD200Сезон:|r 3-й сезон или позднее|n|cFFFFD200Рейтинг:|r 2400+|n|cFFFFD200Источник:|r трофейный сундук|n|cFFFFD200Зона:|r Мугамбала,32,4,303894,304533,304121,304123
125,"Вечноцветущий дол |n|cFFFFD200Первое задание цепочки:|r|n""Все непросто"" |n|cFFFFD200Последнее задание цепочки:|r|n""Возрожденная надежда""|n|cFFFFD200Задание дает:|r Магни Бронзобород|n|cFFFFD200Зона:|r Зал Сердца",,33,1,295046,295164,295046,295164
126,"Вечноцветущий дол |n|cFFFFD200Материал:|r дыхание вечного духа |n|cFFFFD200Задание:|r первое на неделе ежедневное задание ""Видение темной судьбы"" |n|cFFFFD200Задание дает:|r представитель Черного Когтя |n|cFFFFD200Зона:|r рядом с порталами в видения тьмы в Ульдуме или Вечноцветущем доле",,33,2,295098,295349,299984,299989
127,Вечноцветущий дол |n|cFFFFD200Репутация:|r Раджани (почтение)|n|cFFFFD200Торговец:|r Чжан Ку|n|cFFFFD200Зона:|r Тихий приют|n|cFFFFD200Цена:|r 50 зараженных реликвий,,33,3,295119,295353,299988,299991
128,Вечноцветущий дол |n|cFFFFD200Репутация:|r Раджани|n|cFFFFD200Торговец:|r Чжан Ку |n|cFFFFD200Зона:|r Тихий приют,,33,4,295308,295309,299988,299991
129,Жуткие видения Н'Зота|n|cFFFFD200Источник:|r|nпроклятые сундуки Тралла или Аллерии|n|cFFFFD200Зона:|r Зал Сердца,,34,1,310592,310603,310592,310603
130,Жуткие видения Н'Зота|n|cFFFFD200Источник:|r зараженные сундуки в захваченных областях|n|cFFFFD200Зона:|r Зал Сердца,,34,2,310597,310605,310601,310607
131,Жуткие видения Н'Зота|n|cFFFFD200Материал:|r искра незыблемой силы |n|cFFFFD200Источник:|r зараженные сундуки в зараженных и захваченных областях|n|cFFFFD200Зона:|r Зал Сердца,,34,3,310599,310606,310602,310608
132,"Жуткие видения Н'Зота|n|cFFFFD200Достижение:|r|n""Сквозь глубины видений""|n|cFFFFD200НИП:|r Гневион|n|cFFFFD200Зона:|r Зал Сердца",,34,4,310600,310609,310602,310608
133,"Ульдум |n|cFFFFD200Первое задание цепочки:|r |n""Титаническая проблема"" |n|cFFFFD200Награда за задание:|r |n""Новые угрозы""|n|cFFFFD200Задание дает:|r король Фаорис|n|cFFFFD200Зона:|r Рамкахен",,35,1,310690,310712,310690,310712
134,"Ульдум|n|cFFFFD200Материал:|r дыхание вечного духа |n|cFFFFD200Задание:|r первое на неделе ежедневное задание ""Видение темной судьбы"" |n|cFFFFD200Задание дает:|r представитель Темного Когтя |n|cFFFFD200Зона:|r рядом с порталами в видения тьмы в Ульдуме или Вечноцветущем доле",,35,2,310705,311166,311194,311197
135,Ульдум|n|cFFFFD200Репутация:|r Ульдумский союз (почтение)|n|cFFFFD200Торговец:|r поставщик Корра|n|cFFFFD200Зона:|r Рамкахен|n|cFFFFD200Цена:|r 50 зараженных реликвий,,35,3,310710,311167,311195,311198
136,Ульдум |n|cFFFFD200Репутация:|r Ульдумский союз|n|cFFFFD200Торговец:|r поставщик Корра|n|cFFFFD200Зона:|r Рамкахен,,35,4,310711,311177,311195,311198
137,Жуткие видения Н'Зота|n|cFFFFD200Источник:|r|nпроклятые сундуки Тралла или Аллерии|n|cFFFFD200Зона:|r Зал Сердца,,36,1,311203,311210,311203,311210
138,Жуткие видения Н'Зота|n|cFFFFD200Источник:|r зараженные сундуки в захваченных областях|n|cFFFFD200Зона:|r Зал Сердца,,36,2,311206,311211,311302,311304
139,Жуткие видения Н'Зота|n|cFFFFD200Материал:|r искра незыблемой силы |n|cFFFFD200Источник:|r зараженные сундуки в зараженных и захваченных областях|n|cFFFFD200Зона:|r Зал Сердца,,36,3,311207,311212,311303,311306
140,"Жуткие видения Н'Зота|n|cFFFFD200Достижение:|r|n""Сквозь глубины видений""|n|cFFFFD200НИП:|r Гневион|n|cFFFFD200Зона:|r Зал Сердца",,36,4,311209,311213,311303,311306
141,"Рейд ""Ни'алота""|n|cFFFFD200Материал:|r |nзашифрованные тексты из Ни'алоты|n|cFFFFD200Источник:|r |nпророк Скитра, Ра-ден Отчаявшийся, Вексиона, Ил'гинот, Возрожденная Порча или Н'Зот Заразитель",,37,1,312725,312771,312725,312771
142,"Рейд ""Ни'алота""|n|cFFFFD200Материал:|r |nзашифрованные тексты из Ни'алоты|n|cFFFFD200Источник:|r |nпророк Скитра, Ра-ден Отчаявшийся, Вексиона, Ил'гинот, Возрожденная Порча или Н'Зот Заразитель",,37,2,312764,312773,313921,313919
143,"Рейд ""Ни'алота""|n|cFFFFD200Материал:|r |nзашифрованные тексты из Ни'алоты|n|cFFFFD200Источник:|r |nпророк Скитра, Ра-ден Отчаявшийся, Вексиона, Ил'гинот, Возрожденная Порча или Н'Зот Заразитель",,37,3,312768,312774,313922,313920
144,"Рейд ""Ни'алота""|n|cFFFFD200Источник:|r |nН'Зот Заразитель (эпохальный режим)",,37,4,312770,312775,313922,313920
