ID,Description_lang,Title_lang,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
1837,到後頭放置誘餌。,放置誘餌,911,0,0,0,0,2,0,0,0
1838,,殺死獵犬,911,0,0,0,0,3,0,0,0
1839,把尖牙帶回達拉然。,取回尖牙,911,0,0,0,0,4,0,0,0
1843,在塔倫米爾對抗燃燒軍團的威脅。,守禦塔倫米爾,916,49508,43296,0,0,0,0,0,0
1844,在十字路口擊敗指揮入侵行動的惡魔領主。,擊敗惡魔領主,907,47042,43282,0,0,3,0,0,0
1847,前往艾薩拉之眼，阻止艾薩拉之怒的力量被釋放席捲破碎群島。,艾薩拉之眼,918,45914,44437,0,0,0,0,0,0
1849,前往艾薩拉之眼，阻止艾薩拉之怒力量釋放席捲破碎群島。,艾薩拉之眼,920,45090,44437,0,0,0,0,0,0
1853,擊敗巴納札爾。,復活的巴納札爾,775,45269,0,0,0,5,0,0,0
1854,回去找提里奧‧弗丁。,大領主的命運,775,45277,0,0,0,6,0,0,0
1856,和赫魯茲納一起找到麥格納爾的墓穴。,封印之墓,909,45335,0,0,0,0,0,0,0
1861,證明你的資格，並取得阿格拉瑪之盾。,英靈殿,929,45722,44437,0,0,0,0,0,0
1867,證明你的資格，並取得阿格拉瑪之盾。,英靈殿,932,45732,44437,0,0,0,0,0,0
1869,擊敗麥格納爾‧碎冰者。,最偉大的戰士,909,45762,0,0,0,4,0,0,0
1870,一群奇怪的維酷人在和惡魔戰鬥。他們看來沒有敵意。接近他們，了解他們的來意。,另一個戰場,933,45768,0,0,0,0,0,0,0
1871,另一群惡魔開始攻擊了，協助維酷人擊敗這些敵人。,背水一戰,933,45770,0,0,0,1,0,0,0
1872,惡魔援軍出現了，當中還有一隻巨大的莫阿格。擊敗貝茲瑞德斯和他的手下。,支援作戰,933,45772,0,0,0,3,0,0,0
1873,屠殺之王馬爾加洛現身戰場，企圖殺光所有抵抗者。和剩下的維酷勇士並肩作戰，殺掉馬爾加洛，或是奮戰到死。,深淵領主,933,45776,0,0,0,4,0,0,0
1884,史力弗男爵應該已經抵達了。找到他。,獵殺獵人,940,45809,0,0,0,0,0,0,0
1886,擊敗達古爾的軍隊，並且在高嶺毀滅之前取得卡茲格羅斯之錘。,奈薩里奧巢穴,942,45818,44437,0,0,0,0,0,0
1887,寂靜峰上的大師集結準備召開議會。,大師議會,943,45900,0,0,0,0,0,0,0
1888,村落籠罩在濃濃的迷霧中。點燃篝火驅散迷霧，挑釁黑爾拉亞士兵。,勇闖迷霧,944,45848,0,0,0,0,0,0,0
1889,驅散迷霧的舉動激怒了科瓦迪爾。撐過他們的攻擊，直到指揮的黑爾拉亞現身，然後殺了他。,詛咒村落,944,45860,0,0,0,1,0,0,0
1891,維格弗斯繼續無視你的存在。釋放他奪來的靈魂，逼他現身。,失竊的靈魂,944,45862,0,0,0,3,0,0,0
1896,拯救鶴上師,鶴之悲鳴,943,45841,0,0,0,1,0,0,0
1897,透過鶴上師的協助，抵達西邊的寺廟,東遊記,943,45902,0,0,0,2,0,0,0
1898,老陳‧風暴烈酒還在教導孩童時，攻擊就開始了。解救他跟孩童！,與虎相鬥,943,45904,0,0,0,3,0,0,0
1899,伴隨老陳跟孩童返回寺廟。,珍愛之寶,943,45906,0,0,0,4,0,0,0
1900,有個叫做裘維納斯的惡魔開啟了一座巨大的傳送門！你務必要關閉它，別讓燃燒軍團踏平寂靜峰。,克服逆境,943,45908,0,0,0,5,0,0,0
1901,裘維納斯死後，傳送門就無人看守了。想辦法摧毀它！,惱人的傳送門,943,45910,0,0,0,6,0,0,0
1902,追蹤蓋斯勳的魔化之血。,降伏惡魔,950,45912,0,0,0,0,0,0,0
1905,擊敗吞噬小鬼。,深淵裡的腐化,950,45920,0,0,0,1,0,0,0
1906,追蹤蓋斯勳的魔化之血。,奮力追擊,950,45922,0,0,0,2,0,0,0
1907,擊倒腐化的渦旋蟲。,淨化大地,950,45928,0,0,0,3,0,0,0
1908,依循線索找到蓋斯勳。,底下的惡魔,950,45930,0,0,0,4,0,0,0
1909,取得末日錘！,末日錘的呼喚,950,45932,0,0,0,5,0,0,0
1910,用末日錘擊倒蓋斯勳。,完成工作,950,45934,0,0,0,6,0,0,0
1911,協助風暴召喚者米爾拉。,議會永存,950,45936,0,0,0,7,0,0,0
1912,維格弗斯‧刃風終於現身了。殺了他！,維格弗斯,944,45948,0,0,0,4,0,0,0
1913,維格弗斯逃向淺灘了，追過去殺了他！,緊追不捨,944,45950,0,0,0,5,0,0,0
1914,刃風戰劍是你的了。拿起它們。,戰劍,944,45952,0,0,0,6,0,0,0
1926,擊敗冰裔咒術師。,冰封大廳,957,45956,0,0,0,0,0,0,0
1927,巫妖王的手下召喚出冰牆阻擋你的去路。破壞它們。,融化,957,45960,0,0,0,1,0,0,0
1928,撐過燃燒的不死怪物的攻擊。,奮力追擊,957,45962,0,0,0,2,0,0,0
1929,殺死黎安德菈‧逐日者。,玩火自焚,957,45964,0,0,0,3,0,0,0
1930,費羅米隆是你的了。拿起它。,烈焰之擊,957,45966,0,0,0,4,0,0,0
1931,在奧格瑪後門對抗燃燒軍團的威脅。,守禦後門,958,50193,43298,0,0,0,0,0,0
1932,在卡拉諾斯對抗燃燒軍團的威脅。,守禦卡拉諾斯,959,49069,43291,0,0,0,0,0,0
1939,釋放艾萊莉。,撿起碎片,961,45975,0,0,0,0,0,0,0
1940,在惡魔大軍當中殺出一條血路，然後摧毀它們的傳送門。,腥風血雨,961,45977,0,0,0,1,0,0,0
1941,使用你的惡魔感官來找出凱莉亞的蹤跡。,無處可躲,961,45979,0,0,0,4,0,0,0
1942,凱莉亞‧魔魂的死期到了。,伊利達瑞的復仇,961,45981,0,0,0,5,0,0,0
1943,維格弗斯和他的靈魂就在下方，殺掉阻擋去路的秘術使，抵達碼頭。,深入迷霧,944,45983,0,0,0,2,0,0,0
1944,聆聽瑞特辛的話。,遠離家園,962,46003,0,0,0,0,0,0,0
1945,奴役獄卒貝許塔爾並逃出他的牢籠，然後跟瑞特辛一起擊敗他。,驚懼獄卒,962,46005,0,0,0,1,0,0,0
1947,,最後一步,908,31016,0,0,0,1,0,0,0
1948,戈古納斯現身阻止你進攻。,身處黑暗深淵,961,46015,0,0,0,3,0,0,0
1949,拯救裘貝卡‧破影者、辛尼‧斯麥瑟，和馨菲‧疫誓。,破碎的議會,962,46020,0,0,0,2,0,0,0
1950,跟隨卡萊德斯前往檔案室，調查賈岡諾斯所尋找的神器線索。,深淵領主的秘密,962,46018,0,0,0,4,0,0,0
1952,跟隨卡萊德斯逃出懼痕裂隙。,留得青山在,962,46063,40729,0,0,5,0,0,0
1953,跟卡萊德斯在惡魔火焰屏障另一邊的橋上碰面。,越獄,962,46042,0,0,0,3,0,0,0
1959,探索錯綜複雜的幽暗地道。,幽暗地道,967,46065,44437,0,0,0,0,0,0
1965,伍赫應該已經找到了適合的地方。等候他的信號，然後到降落地點會合。,降落,973,46178,0,0,0,0,0,0,0
1967,科瓦迪爾結界擋住了進入沼澤的路。調查蔑潮港，找出前進的方式。,鬧鬼的港口,973,46182,0,0,0,1,0,0,0
1968,迷霧結界師控制這些結界。使用冰凍陷阱或殺死他們，以偷走結界石。,以智取勝,973,46184,0,0,0,2,0,0,0
1969,需要更多結界石才能突破這道牆。在港口從科瓦迪爾收集更多的結界石。,再多幾個,973,46186,0,0,0,4,0,0,0
1970,雅帕塔和伍赫在結界附近，找到他們並想辦法解除結界。,迷霧之牆,973,46220,0,0,0,5,0,0,0
1971,只要有魚叉和符文，就能解除這道迷霧屏障。使用魚叉來穿過結界。,進入霧中,973,46222,0,0,0,6,0,0,0
1973,進入冰冠城塞。,門已開啟,901,46224,0,0,0,1,0,0,0
1974,雅帕塔想仔細勘察這一帶的地形，跟著她一同繞行沼澤。,死亡低地,973,46240,0,0,0,7,0,0,0
1976,達卡爾對你派出了虛幻潛獵者，做好防禦的準備！,致命的暗影,973,46246,0,0,0,8,0,0,0
1977,達卡爾躲藏在濃霧中。進入濃霧，設置陷阱捕捉他。,獵殺或是被獵,973,46248,0,0,0,9,0,0,0
1985,那隻怪物逃到霧中的另一個巢穴了，想辦法再抓到它，幫伍赫報仇。,為了倒下的同伴,973,46287,0,0,0,10,0,0,0
1986,達卡爾逃回他真正的巢穴了，但是已經太虛弱無法再用濃霧掩藏行跡。到他的巢穴解決他。,野獸巢穴,973,46289,0,0,0,11,0,0,0
1987,凶猛的野獸已死，通往神矛的路暢通無阻。拿起猛禽之爪。,猛禽之爪,973,46291,0,0,0,12,0,0,0
1988,勘察前方的高地並消滅燃燒軍團的巡邏兵。,救援行動,972,46361,0,0,0,0,0,0,0
1992,與白虎交談。,證明你的價值,976,46300,0,0,0,0,0,0,0
1993,挑戰並擊敗『巨人殺手』西格德。,擊敗巨人殺手,976,46302,0,0,0,1,0,0,0
1994,在夏達希爾的根部擊敗薩維斯的部隊。,暗心灌木林,977,46304,44437,0,0,0,0,0,0
1995,在夏達希爾的根部擊敗薩維斯的部隊。,暗心灌木林,978,46310,44437,0,0,0,0,0,0
1999,和雷加組隊贏得勝利。,風暴英雄,976,46335,0,0,0,2,0,0,0
2000,擊敗埃雷達爾召喚師，別讓他們召喚更多惡魔。,阻止召喚師,972,46326,0,0,0,1,0,0,0
2001,深入燃燒軍團的領地，找出艾蘭里亞和歐瑞斯提的下落。,搜救盟友,972,46435,0,0,0,2,0,0,0
2002,殺死托薇絲女士並拯救歐瑞斯提。,擊敗獵犬魔女,972,46340,0,0,0,3,0,0,0
2006,跟隨莉莉，並且保護她避開天空之牆的危險。,進入天空,983,46363,0,0,0,0,0,0,0
2007,你的敵人使用了風觸之球來強化自己。摧毀風觸之球，並且擊敗狂怒的風元素。,驚人的發展,983,46367,0,0,0,2,0,0,0
2008,泰菲尼斯召喚了他的僕從，在這場突襲中活下來！,抵抗風暴,983,46392,0,0,0,3,0,0,0
2009,你成功弱化了風暴龍。跳到牠的身上，飛向泰菲尼斯。,與龍激鬥,983,46405,0,0,0,4,0,0,0
2010,擊敗泰菲尼斯。,天空之牆的暴君,983,46407,0,0,0,5,0,0,0
2011,蒼天之拳是你的了，拿起它們。,蒼天之拳,983,46409,0,0,0,6,0,0,0
2013,莉莉跑到前面去了！跟上她。,奔跑在雲端,983,46365,0,0,0,1,0,0,0
2017,進入大教堂並擊敗信使薩比祖德。,消滅信使,972,46385,0,0,0,4,0,0,0
2021,進入卡拉贊地下墓穴追查黑騎兵的下落。,往下的迴旋樓梯,988,46413,0,0,0,0,0,0,0
2022,想辦法越過埃瑞丁的靈魂屏障。,詛咒之握,988,46415,0,0,0,1,0,0,0
2023,擊敗黑騎兵寶庫的保護者。,移除程序,988,46417,0,0,0,2,0,0,0
2024,在黑騎兵的寶藏中找到逆風收割者。,奪得收割者,988,46421,0,0,0,3,0,0,0
2025,深入卡拉贊地下墓穴，追上埃瑞丁。,黑騎兵的寶物,988,46423,0,0,0,4,0,0,0
2026,擊敗埃瑞丁。,烏薩萊許大快朵頤,988,46426,0,0,0,5,0,0,0
2029,進入獸穴，找出厄索克之爪。,厄索克巢穴,990,46437,0,0,0,0,0,0,0
2030,莉雅‧石爪開始進行儀式，要移除保護厄索克之爪的最後一道屏障。在她進行儀式的時候保護她，別讓她被夢魘怪物攻擊。,夢魘逼近,990,46439,0,0,0,2,0,0,0
2031,教徒進入了湖泊底下的墓地。儀式場所一定就在那裡。,追殺盜墓者,991,46441,0,0,0,1,0,0,0
2032,邪教徒已經闖入古老泰坦守衛者的陵墓！殺掉衛兵，開啟通往裡面的道路。,被褻瀆的陵墓,991,46475,0,0,0,2,0,0,0
2033,第二波入侵者開始進攻了！,夢魘不息,990,46443,0,0,0,3,0,0,0
2034,第三波入侵者開始進攻了！,夢魘不息,990,46445,0,0,0,4,0,0,0
2035,儀式快完成了！保護莉雅不受最後一波入侵者攻擊。,夢魘不息,990,46447,0,0,0,5,0,0,0
2040,夢魘之王俘虜了厄索克，並且利用爪子強化他的手下！,亡者,990,46471,0,0,0,6,0,0,0
2041,夢魘部隊已經消滅。爪子是你的了。,取回神爪,990,46459,0,0,0,7,0,0,0
2042,登上奈格法號，在黑爾雅的地盤上對付她。,靈魂之喉,992,46461,44437,0,0,0,0,0,0
2043,在卡拉贊內與大法師卡德加碰面。,大法師,989,46465,0,0,0,0,0,0,0
2047,登上奈格法號，在黑爾雅的地盤上對付她。,靈魂之喉,995,46467,44437,0,0,0,0,0,0
2048,渣錘知道儀式在更裡面的地方舉行。進入墓穴，解決教徒。,提爾之墓,991,46553,0,0,0,3,0,0,0
2052,test,test,997,0,0,0,0,0,0,0,0
2053,得知卡拉贊過去的秘密。,往日的幻象,989,46479,0,0,0,1,0,0,0
2054,協助卡德加解除防禦符文。,闖入,989,46481,0,0,0,4,0,0,0
2055,解決結界師了，快封印結界石。,不是對手,973,46483,0,0,0,3,0,0,0
2056,留在卡德加身邊。,我們並不孤單,989,46485,0,0,0,3,0,0,0
2057,在懼痕裂隙擊敗賈岡諾斯。,議會的復仇,998,46487,0,0,0,0,0,0,0
2058,取得主宰之心。,直搗黃龍,998,46489,0,0,0,1,0,0,0
2059,在主宰王座把主宰之心放在祭壇上方，然後號令其大軍。,成為主宰,998,46491,0,0,0,2,0,0,0
2061,裝備薩斯朵拉，風行者之遺。,傳奇神弓,972,46511,0,0,0,7,0,0,0
2063,擊敗高階審判官奎瑪拉敦和他的守護者之眼。,終結審判官,972,46664,0,0,0,5,0,0,0
2065,幫卡德加削弱守護者。,不是你要找的入侵者,989,46494,0,0,0,7,0,0,0
2078,裝備並精通風暴神兵。,風暴神兵,976,46515,0,0,0,3,0,0,0
2079,擊敗克拉沃斯領主。,惡魔之擾,976,46517,0,0,0,4,0,0,0
2080,在看守者鐵獄尋找寇達娜‧魔歌並且擊敗她。,看守者鐵獄,1005,46531,44437,0,0,0,0,0,0
2081,幫卡德加調校保衛者來保護卡拉贊。,卡拉贊保衛者,989,46542,0,0,0,8,0,0,0
2082,誦唸守護者的秘紋以逃出圖書館。,幽光消逝,989,46544,0,0,0,5,0,0,0
2083,摧毀激動的典籍。,整理書目,989,46546,0,0,0,6,0,0,0
2084,阻止古爾丹召喚燃燒軍團。,阻止古爾丹,786,47225,0,0,0,8,0,0,0
2086,教徒弱化了墓穴裡面的神聖結界。擋下他們的防禦，然後殺死祭儀師來解除屏障。,再次奉獻,991,46477,0,0,0,4,0,0,0
2087,聆聽卡德加有關書籍的指示。,智者之言,989,46564,0,0,0,10,0,0,0
2089,通往監獄的道路敞開了。繼續沿著開放的通道往下，迎接底下的挑戰。,黑暗通道,991,46618,0,0,0,6,0,0,0
2091,幫塔蘭‧祝恢復他的傷勢。,治療塔蘭‧祝,1007,46575,0,0,0,0,0,0,0
2098,打開牢籠釋放影潘，然後擊敗地獄守衛薩凡。,解救影潘,1007,46585,0,0,0,1,0,0,0
2099,暮光執事企圖復活殺死提爾的怪物！阻止他！,執事之死,991,46620,0,0,0,7,0,0,0
2100,跟每個影潘交談，協調對腐化豐泉台的攻擊行動。,影潘計畫,1007,46635,0,0,0,2,0,0,0
2101,奪取海緣號。,海事交涉,1012,46639,0,0,0,0,0,0,0
2108,進入卡拉贊地下墓穴追查黑騎兵的下落。,往下的迴旋樓梯,1014,46641,0,0,0,0,0,0,0
2109,想辦法越過埃瑞丁的靈魂屏障。,詛咒之握,1014,46643,0,0,0,1,0,0,0
2110,擊敗黑騎兵寶庫的保護者。,移除程序,1014,46645,0,0,0,2,0,0,0
2111,在黑騎兵的寶藏中找到伊露恩之鐮。,伊露恩的寶藏,1014,46647,0,0,0,3,0,0,0
2112,深入卡拉贊地下墓穴，追上埃瑞丁。,黑騎兵的寶物,1014,46649,0,0,0,4,0,0,0
2113,擊敗埃瑞丁。,劫掠騎兵的寶物,1014,46651,0,0,0,5,0,0,0
2115,暮光執事已死，這把刀刃是你的了。拿起它。,黑暗帝國之刃,991,46666,0,0,0,8,0,0,0
2116,克蘇拉希將軍未來仍可能對我們造成威脅。我們必須使用匕首，確保它徹底死亡。,扎卡茲真正死亡,991,46668,0,0,0,9,0,0,0
2117,在千燈神廟找到驚懼上將伊莉莎。,鮮血與掠奪,1012,46655,0,0,0,1,0,0,0
2126,前往破碎海岸。(部落),破碎海岸(部落),1017,46657,0,0,0,0,0,0,0
2127,前往破碎海岸。(聯盟),DNT - The Broken Shore (A),1018,46659,34638,0,0,0,0,0,0
2131,在影潘熊貓人的協助下擊敗埃斯柏休斯。,別喝那裡的水,1007,46661,0,0,0,3,0,0,0
2132,擊敗鹽鬍子領主。,伊莉莎的賭注,1012,46670,0,0,0,2,0,0,0
2133,進入神廟追殺驚懼上將伊莉莎。,深入追擊,1012,46672,0,0,0,3,0,0,0
2135,有道烈焰之牆擋住了道路。在史力弗男爵解除這道屏障的時候保護他。,突破防線,940,46708,0,0,0,2,0,0,0
2136,跟隨史力弗男爵進入燃燒軍團的領域然後搜索營地。,繼續搜尋,940,46753,0,0,0,3,0,0,0
2137,獵殺審判官薩林諾，取得他的鑰石。,審判終結,940,46755,0,0,0,4,0,0,0
2138,用鑰石釋放你的夥伴。,回去找囚犯,940,46757,0,0,0,5,0,0,0
2139,前往堡壘，在史力弗男爵解除屏障的時候保護他。,圍攻城塞,940,46759,0,0,0,6,0,0,0
2141,可以進入堡壘了。繼續往下進入建築，找到瑪葛瑞弗。,邁入深淵,940,46802,0,0,0,7,0,0,0
2142,葛里克斯殺死了瑪葛瑞弗！消滅這個惡魔！,裂肉狂魔,940,46804,0,0,0,8,0,0,0
2143,葛里克斯已死，這把斧頭是你的了。拿起它。,遭譴者之顎,940,46806,0,0,0,9,0,0,0
2150,擊敗驚懼上將伊莉莎，奪取驚懼雙刀。,奪取戰利品,1012,46690,0,0,0,4,0,0,0
2151,登上玄鴉堡，追蹤黑羽堡主。,玄鴉堡,1023,46693,44437,0,0,0,0,0,0
2153,,玄鴉堡,1023,46698,44437,0,0,1,0,0,0
2154,跟隨史力弗男爵登上前方的高地。,偵察路徑,940,46712,0,0,0,1,0,0,0
2156,殺死島上的所有魚人。,殺死魚人,1025,46714,0,0,0,0,0,0,0
2157,取得雪崙，迷霧之杖。,大帝的遺贈,1007,46716,0,0,0,4,0,0,0
2158,進入卡拉贊地下墓穴追查黑騎兵的下落。,往下的迴旋樓梯,1026,46720,0,0,0,0,0,0,0
2159,想辦法越過埃瑞丁的靈魂屏障。,詛咒之握,1026,46722,0,0,0,1,0,0,0
2160,擊敗黑騎兵寶庫的保護者。,移除程序,1026,46724,0,0,0,2,0,0,0
2161,在黑騎兵的寶藏中找到天啟。,世界終結者,1026,46726,0,0,0,3,0,0,0
2162,深入卡拉贊地下墓穴，追上埃瑞丁。,黑騎兵的寶物,1026,46728,0,0,0,4,0,0,0
2163,追上並擊敗埃瑞丁。,人子的命運,1026,46730,0,0,0,5,0,0,0
2164,取得天啟。,天啟,1026,46761,0,0,0,6,0,0,0
2166,殺死莫咕哺。,莫咕哺,1025,46769,0,0,0,4,0,0,0
2167,釣起薄暮狂魚。,釣魚,1025,46771,0,0,0,1,0,0,0
2168,保護紫羅蘭堡，抵抗進犯的燃燒軍團。,紫羅蘭堡之襲,1027,46774,0,0,0,0,0,0,0
2170,保護紫羅蘭堡，抵抗進犯的燃燒軍團。,紫羅蘭堡之襲,1029,52946,0,0,0,0,0,0,0
2171,我們阻止了儀式，但是虛無能量還在！摧毀它！,別害怕死亡,991,46784,0,0,0,5,0,0,0
2175,協助莫爾‧魔風作戰，攻擊驚懼領主卡斯拉納提爾。,與敵人交戰,1034,46812,0,0,0,0,0,0,0
2176,消滅正在吸取守護者熔爐力量的虹吸裂隙。,受制的熔爐,1034,46814,0,0,0,1,0,0,0
2177,啟動守護者熔爐。,守護者的力量,1034,46817,0,0,0,2,0,0,0
2178,使用守護者熔爐賦予的力量擊敗卡斯拉納提爾。,驚懼領主的落敗,1034,46819,0,0,0,3,0,0,0
2179,協助莫爾‧魔風和艾洛岱，將守護者熔爐運送到安全的地方。,保守秘密，保守安全,1034,46838,0,0,0,5,0,0,0
2180,巫妖王正在等候你的好消息。使用史力弗男爵的死亡之門以前往寒冰皇冠。,寒冰皇冠的呼喚,940,46836,0,0,0,10,0,0,0
2181,聆聽莫爾‧魔風說的話。,小小的勝利,1034,46821,0,0,0,4,0,0,0
2203,索拉丁的鬼魂正受到教徒的折磨。殺死祭儀師，解救他。,王魂,1037,46850,0,0,0,1,0,0,0
2204,這個鬼魂知道很多事情。跟隨索拉丁，聆聽他的故事。,索拉丁的愚行,1037,46852,0,0,0,2,0,0,0
2205,與諾柏多談話。,重建陶土議會,1038,46917,0,0,0,0,0,0,0
2206,幫助四散的薩滿。,光榮的倖存者,1038,46919,0,0,0,1,0,0,0
2207,擊敗煉獄火。,混戰大漩渦,1038,46930,0,0,0,2,0,0,0
2208,使用托菈的矛把法瑟斯射下來。,擊落魔化蝙蝠,1038,46938,0,0,0,3,0,0,0
2209,啟動漩渦之柱，擊敗蓋斯勳。,風暴主宰,1038,46946,0,0,0,4,0,0,0
2210,破碎的封印在湖底對你呼喚。進入提爾之墓。,提爾之墓,1037,46862,0,0,0,3,0,0,0
2211,監獄入口受到腐化的阻擋。消滅墓穴中的腐化虛無觸鬚。,淨化穢瀆之物,1037,46866,0,0,0,4,0,0,0
2212,腐化源頭終於出現了。殺死索斯奧茲，完成淨化墓穴的任務。,腐化的根源,1037,46868,0,0,0,5,0,0,0
2213,往下的通道開啟了，繼續前往扎卡茲的牢獄。,黑暗通道,1037,46870,0,0,0,6,0,0,0
2214,扎卡茲奮力想保護自己。把劍拔出，使出最後一擊！,引劍成一快,1037,46874,0,0,0,7,0,0,0
2215,扎卡茲醒了，但是身體跟神智都沒有完全恢復。再把他打昏！,殺死克蘇拉希,1037,46876,0,0,0,8,0,0,0
2216,扎卡茲又被打敗了，不過這只是暫時的。拿起斯托姆卡，對他使出真正的最後一擊。,破戰巨劍,1037,46878,0,0,0,9,0,0,0
2220,取得逆風收割者。,,988,46881,0,0,0,6,0,0,0
2221,暮光之錘在這裡設立了臨時營地。調查這座營地，看看有沒有什麼線索。,暮光營地,991,46885,0,0,0,0,0,0,0
2224,雙劍的腐化已經淨化了，將它們取為己用。,飢寒之力,901,46909,0,0,0,6,0,0,0
2225,名叫丹妮卡的黃金華爾琪降臨戰場，迎接勇士的靈魂。觀看整個過程。,華爾琪,933,46911,0,0,0,2,0,0,0
2227,取得伊露恩之鐮。,奪回鐮刀,1014,46932,0,0,0,6,0,0,0
2233,如何補滿能量條！,補滿能量條,1045,46960,0,0,0,0,0,0,0
2234,這真的是最後一步了！(cm 109970),最後一步,1045,46963,0,0,0,1,0,0,0
2235,證明你的資格，並取得阿格拉瑪之盾。,英靈殿,1046,46965,0,0,0,0,0,0,0
2236,在北貧瘠之地擊退燃燒軍團的部隊。,擊退燃燒軍團,907,44325,43290,0,0,2,0,0,0
2237,暮光教徒就在入口附近紮營。調查他們在這裡做什麼。,滅除教徒,1037,46982,0,0,0,0,0,0,0
2243,潛入眾星之廷，面對大博學者艾莉珊德。,眾星之廷,1050,47000,44437,0,0,0,0,0,0
2244,潛入眾星之廷，面對大博學者艾莉珊德。,眾星之廷,1051,47004,44437,0,0,0,0,0,0
2255,幫凡蕾莎搜索審判官的瞰臺，尋找艾蘭里亞的蹤影。,她在哪裡？,972,47031,0,0,0,6,0,0,0
2257,在十字路口對抗燃燒軍團的威脅。,守禦十字路口,907,47038,43289,0,0,0,0,0,0
2259,這裡發生了可怕的事 - 跟傲天者歐姆奴隆交談以了解狀況。,燃燒軍團的破壞,1061,47051,0,0,0,0,0,0,0
2269,大德魯伊哈繆爾‧符文圖騰以及他的夥伴，需要你協助療傷。,拯救傷者,1061,47059,0,0,0,1,0,0,0
2270,與萊耶莎交談以進行淨化儀式。,淨化開始,1061,47081,0,0,0,2,0,0,0
2272,在萊耶莎完成儀式的時候保護她。,清除腐化,1061,47084,0,0,0,3,0,0,0
2274,呼喚森林的靈魂，消滅代斯特麥斯。,自然之怒,1061,47103,0,0,0,6,0,0,0
2275,擊敗束縛艾索雷苟斯的虛無之觸導魔師，把他從以太族手中救出來並治好他的傷勢。,藍龍俘虜,1065,47106,0,0,0,0,0,0,0
2277,前往藏書所找出方法進入奧核寶庫。,找尋解答,1065,47110,0,0,0,1,0,0,0
2278,擊敗審判之焰。,聖火淨化,1065,47112,0,0,0,2,0,0,0
2279,擊敗奈薩斯王子彼列爾。,被虛無吞噬,1065,47116,0,0,0,4,0,0,0
2280,控制聖光之怒。,烈焰意志,1065,47118,0,0,0,5,0,0,0
2281,取得聖光之怒然後離開奧核寶庫。,操弄烈焰,1065,47171,0,0,0,6,0,0,0
2282,治療並招募遭受圍攻的海巨人。,莫大的幫助,1066,47120,0,0,0,0,0,0,0
2283,找到並釋放消失的薩滿，語濤者愛德麗。,拯救語濤者愛德麗,1066,47122,0,0,0,1,0,0,0
2284,擊敗克拉利斯。,占領中央匯合點,1066,47126,0,0,0,2,0,0,0
2286,登到上一層並帶領你的隊伍穿過浪潮。,激流障壁,1066,47130,0,0,0,3,0,0,0
2287,擊敗澤瑟琳女士。,消滅海巫,1066,47132,0,0,0,4,0,0,0
2288,拿起薩拉達爾。,取得薩拉達爾,1066,47134,0,0,0,5,0,0,0
2291,與格瑞夫交談，並與維酷人嚮導普洛絲塔加見面。,彼此介紹,1068,47167,0,0,0,0,0,0,0
2292,前往裂隙。,穿過去是唯一的路,1065,47114,0,0,0,3,0,0,0
2293,擊敗威脅十字路口的燃燒軍團指揮官。,擊敗惡魔指揮官,907,47175,42236,0,0,1,0,0,0
2298,搜尋沃隆德的寶庫，尋找泰坦之擊。,翻遍每一個角落,1068,47178,0,0,0,3,0,0,0
2299,凱莉亞的兩名手下正在進行黑暗儀式。一定要阻止他們。,靈魂之流,961,47200,0,0,0,2,0,0,0
2300,在遠古諸王之墓當中找到督軍沃隆德的墓穴入口。,古墓奇兵,1068,47215,0,0,0,1,0,0,0
2301,協助普洛絲塔加開啟沃隆德墓穴的門。,沃隆德的寶庫,1068,47217,0,0,0,2,0,0,0
2302,把奧達奇戰刃取為己用。,晉升之權,961,47219,0,0,0,6,0,0,0
2304,學習如何使用審判。,審判敵人,1073,47308,0,0,0,1,0,0,0
2305,學習如何使用正義之刃。,維護正義,1073,47328,0,0,0,2,0,0,0
2317,學習如何使用十字軍聖擊。,遍地聖擊,1073,47320,0,0,0,3,0,0,0
2318,學習如何使用聖盾術。,你好神聖,1073,47322,0,0,0,7,0,0,0
2319,學習如何使用聖光閃現。,聖光閃閃,1073,47323,0,0,0,8,0,0,0
2320,學習如何使用聖殿騎士之裁決。,裁決結果如何？,1073,47321,0,0,0,4,0,0,0
2321,學以致用，擊敗一名對手。,隨堂考,1073,49721,0,0,0,9,0,0,0
2325,將法杖交給萊耶莎來完成儀式。,關鍵的一刻,1061,47336,0,0,0,4,0,0,0
2327,夢魘怪物在攻擊厄索克的靈魂！殺死它們！,黑暗中的光明,990,47340,0,0,0,1,0,0,0
2363,趁有機會的時候，對艾可莉‧影血發動奇襲。,無形之刃,1078,47352,0,0,0,0,0,0,0
2364,靈魂守衛者陷入深層的沉思。拿走吊在他腰帶上的鑰匙。,關鍵鑰匙,1078,47360,0,0,0,1,0,0,0
2366,艾可莉派出審判官席羅斯來阻止你。,欺詐者的雙眼,1078,47364,0,0,0,3,0,0,0
2367,在要塞頂端找到艾可莉‧影血。,晉升,1078,47366,0,0,0,4,0,0,0
2368,殺死艾可莉‧影血,命運的決鬥,1078,47368,0,0,0,5,0,0,0
2369,取得吞噬者之牙。,暗影大師,1078,47370,0,0,0,6,0,0,0
