ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
114,"느조스의 공포의 환영|n|cFFFFD200업적:|r|n""환영에 온 걸 환영합니다""|n|cFFFFD200NPC:|r 래시온|n|cFFFFD200위치:|r 심장의 방",,16,4,299542,299544,310442,310426
115,영원한 궁전 공격대|n|cFFFFD200획득:|r 여왕 아즈샤라 - 신화,,21,4,299559,299560,299959,303476
121,평점제 플레이어 간 전투|n|cFFFFD200시즌:|r 3 시즌 또는 이후 시즌|n|cFFFFD200가격:|r 명예 점수 250점|n|cFFFFD200상인:|r 작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두,평점제 플레이어 간 전투|n|cFFFFD200시즌:|r 3 시즌 또는 이후 시즌|n|cFFFFD200가격:|r 명예 점수 250점|n|cFFFFD200상인:|r 잔더 실버만|n|cFFFFD200위치:|r 무감발라,32,1,303823,304081,303823,304081
122,평점제 플레이어 간 전투|n|cFFFFD200시즌:|r 3 시즌 또는 이후 시즌|n|cFFFFD200평점:|r 이전 주에 1000+|n|cFFFFD200가격:|r 명예 점수 500점|n|cFFFFD200상인:|r작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두,평점제 플레이어 간 전투|n|cFFFFD200시즌:|r 3 시즌 또는 이후 시즌|n|cFFFFD200평점:|r 이전 주에 1000+|n|cFFFFD200가격:|r 명예 점수 500점|n|cFFFFD200상인:|r잔더 실버만|n|cFFFFD200위치:|r 무감발라,32,2,304086,304055,304088,304089
123,평점제 플레이어 간 전투|n|cFFFFD200시즌:|r 3 시즌 또는 이후 시즌|n|cFFFFD200평점:|r 이전 주에 1400+|n|cFFFFD200가격:|r 명예 점수 1000점|n|cFFFFD200상인:|r작전사령관 가브리엘|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두,평점제 플레이어 간 전투|n|cFFFFD200시즌:|r 3 시즌 또는 이후 시즌|n|cFFFFD200평점:|r 이전 주에 1400+|n|cFFFFD200가격:|r 명예 점수 1000점|n|cFFFFD200상인:|r잔더 실버만|n|cFFFFD200위치:|r 무감발라,32,3,303892,304125,304121,304123
124,평점제 플레이어 간 전투|n|cFFFFD200시즌:|r 3 시즌 또는 이후 시즌|n|cFFFFD200평점:|r 2400+|n|cFFFFD200획득:|r 전쟁 상자|n|cFFFFD200위치:|r 보랄러스 애쉬베인 부두,평점제 플레이어 간 전투|n|cFFFFD200시즌:|r 3 시즌 또는 이후 시즌|n|cFFFFD200평점:|r 2400+|n|cFFFFD200획득:|r 전쟁 상자|n|cFFFFD200위치:|r 무감발라,32,4,303894,304533,304121,304123
125,"영원꽃 골짜기 |n|cFFFFD200연계 퀘스트 시작:|r|n""세상에 왕도는 없다"" |n|cFFFFD200연계 퀘스트 종료:|r|n""되살아난 희망""|n|cFFFFD200퀘스트 시작 NPC:|r 마그니 브론즈비어드|n|cFFFFD200위치:|r 심장의 방",,33,1,295046,295164,295046,295164
126,영원꽃 골짜기 |n|cFFFFD200결합:|r 영생하는 영혼의 숨결 |n|cFFFFD200퀘스트:|r|n1주차 어둠의 환영 일일 퀘스트 |n|cFFFFD200퀘스트 NPC:|r 검은발톱 요원 |n|cFFFFD200위치:|r|n울둠의 어둠의 환영 차원문 근처 또는 영원꽃 골짜기,,33,2,295098,295349,299984,299989
127,영원꽃 골짜기|n|cFFFFD200평판:|r 라자니 - 매우 우호적|n|cFFFFD200상인:|r 장 쿠|n|cFFFFD200위치:|r 침묵의 성역|n|cFFFFD200가격:|r 50 타락한 기념품,,33,3,295119,295353,299988,299991
128,영원꽃 골짜기 |n|cFFFFD200평판:|r 라자니 보급품|n|cFFFFD200상인:|r 장 쿠 |n|cFFFFD200위치:|r 침묵의 성역,,33,4,295308,295309,299988,299991
129,느조스의 공포의 환영|n|cFFFFD200획득:|r|n스랄 또는 알레리아의 저주받은 궤짝|n|cFFFFD200위치:|r 심장의 방,,34,1,310592,310603,310592,310603
130,느조스의 공포의 환영|n|cFFFFD200획득:|r|n상실 지역 내 타락의 상자|n|cFFFFD200위치:|r 심장의 방,,34,2,310597,310605,310601,310607
131,느조스의 공포의 환영|n|cFFFFD200결합:|r 불변하는 힘의 불꽃 |n|cFFFFD200획득:|r|n타락 및 상실 지역 내 타락의 상자|n|cFFFFD200위치:|r 심장의 방,,34,3,310599,310606,310602,310608
132,"느조스의 공포의 환영|n|cFFFFD200업적:|r|n""환영에 온 걸 환영합니다""|n|cFFFFD200NPC:|r 래시온|n|cFFFFD200위치:|r 심장의 방",,34,4,310600,310609,310602,310608
133,"울둠 |n|cFFFFD200시작 퀘스트:|r |n""가공할 문제"" |n|cFFFFD200퀘스트 보상:|r |n""부상하는 위협""|n|cFFFFD200퀘스트 NPC:|r 왕 파오리스|n|cFFFFD200위치:|r 람카헨",,35,1,310690,310712,310690,310712
134,울둠|n|cFFFFD200결합:|r 영생하는 영혼의 숨결 |n|cFFFFD200퀘스트:|r |n1주차 어둠의 환영 일일 퀘스트|n|cFFFFD200퀘스트 NPC:|r 검은발톱 요원 |n|cFFFFD200위치:|r울둠의 어둠의 환영 차원문 근처 또는 영원꽃 골짜기,,35,2,310705,311166,311194,311197
135,울둠|n|cFFFFD200평판:|r 울둠 협의회 - 매우 우호적|n|cFFFFD200상인:|r 배급원 큐오라|n|cFFFFD200위치:|r 람카헨|n|cFFFFD200가격:|r 50 타락한 기념품,,35,3,310710,311167,311195,311198
136,울둠 |n|cFFFFD200평판:|r 울둠 협의회 보급품|n|cFFFFD200상인:|r 배급원 큐오라|n|cFFFFD200위치:|r 람카헨,,35,4,310711,311177,311195,311198
137,느조스의 공포의 환영|n|cFFFFD200획득:|r|n스랄 또는 알레리아의 저주받은 궤짝|n|cFFFFD200위치:|r 심장의 방,,36,1,311203,311210,311203,311210
138,느조스의 공포의 환영|n|cFFFFD200획득:|r|n상실 지역 내 타락의 상자|n|cFFFFD200위치:|r 심장의 방,,36,2,311206,311211,311302,311304
139,느조스의 공포의 환영|n|cFFFFD200결합:|r 불변하는 힘의 불꽃 |n|cFFFFD200획득:|r|n타락 및 상실 지역 내 타락의 상자|n|cFFFFD200위치:|r 심장의 방,,36,3,311207,311212,311303,311306
140,"느조스의 공포의 환영|n|cFFFFD200업적:|r|n""환영에 온 걸 환영합니다""|n|cFFFFD200NPC:|r 래시온|n|cFFFFD200위치:|r 심장의 방",,36,4,311209,311213,311303,311306
141,"나이알로사 공격대|n|cFFFFD200결합:|r |n암호화된 나이알로사의 문서|n|cFFFFD200획득:|r |n예언자 스키트라, 약탈당한 자 라덴, 벡시오나, 다시 태어난 타락 일기노스 또는 타락자 느조스",,37,1,312725,312771,312725,312771
142,"나이알로사 공격대|n|cFFFFD200결합:|r |n암호화된 나이알로사의 문서|n|cFFFFD200획득:|r |n예언자 스키트라, 약탈당한 자 라덴, 벡시오나, 다시 태어난 타락 일기노스 또는 타락자 느조스",,37,2,312764,312773,313921,313919
143,"나이알로사 공격대|n|cFFFFD200결합:|r |n암호화된 나이알로사의 문서|n|cFFFFD200획득:|r |n예언자 스키트라, 약탈당한 자 라덴, 벡시오나, 다시 태어난 타락 일기노스 또는 타락자 느조스",,37,3,312768,312774,313922,313920
144,나이알로사 공격대|n|cFFFFD200획득:|r |n타락자 느조스 - 신화,,37,4,312770,312775,313922,313920
