Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
624	0.429478772	0.429478772	0.429478772	0.889560031
625	0.427561218	0.427561218	0.427561218	0.888115566
626	0.425642291	0.425642291	0.425642291	0.886621382
627	0.423722183	0.423722183	0.423722183	0.885078525
628	0.421801079	0.421801079	0.421801079	0.883488026
629	0.419879165	0.419879165	0.419879165	0.881850903
630	0.417956619	0.417956619	0.417956619	0.880168156
631	0.41603362	0.41603362	0.41603362	0.878440773
632	0.41411034	0.41411034	0.41411034	0.876669727
633	0.412186951	0.412186951	0.412186951	0.874855975
634	0.410263619	0.410263619	0.410263619	0.873000462
635	0.40834051	0.40834051	0.40834051	0.87110412
636	0.406417785	0.406417785	0.406417785	0.869167864
637	0.404495601	0.404495601	0.404495601	0.867192598
638	0.402574114	0.402574114	0.402574114	0.865179213
639	0.400653477	0.400653477	0.400653477	0.863128585
640	0.398733839	0.398733839	0.398733839	0.861041578
641	0.396815347	0.396815347	0.396815347	0.858919044
642	0.394898144	0.394898144	0.394898144	0.85676182
643	0.392982372	0.392982372	0.392982372	0.854570734
644	0.391068169	0.391068169	0.391068169	0.852346598
645	0.389155671	0.389155671	0.389155671	0.850090213
646	0.38724501	0.38724501	0.38724501	0.847802371
647	0.385336318	0.385336318	0.385336318	0.845483847
648	0.383429722	0.383429722	0.383429722	0.843135408
649	0.381525346	0.381525346	0.381525346	0.840757808
650	0.379623315	0.379623315	0.379623315	0.838351791
651	0.377723749	0.377723749	0.377723749	0.835918087
652	0.375826764	0.375826764	0.375826764	0.833457417
653	0.373932478	0.373932478	0.373932478	0.830970491
654	0.372041002	0.372041002	0.372041002	0.828458007
655	0.370152448	0.370152448	0.370152448	0.825920653
656	0.368266923	0.368266923	0.368266923	0.823359107
657	0.366384536	0.366384536	0.366384536	0.820774036
658	0.364505389	0.364505389	0.364505389	0.818166095
659	0.362629583	0.362629583	0.362629583	0.815535933
660	0.36075722	0.36075722	0.36075722	0.812884185
661	0.358888396	0.358888396	0.358888396	0.810211478
662	0.357023207	0.357023207	0.357023207	0.807518428
663	0.355161746	0.355161746	0.355161746	0.804805644
664	0.353304104	0.353304104	0.353304104	0.802073722
665	0.351450371	0.351450371	0.351450371	0.799323251
666	0.349600633	0.349600633	0.349600633	0.79655481
667	0.347754977	0.347754977	0.347754977	0.793768969
668	0.345913485	0.345913485	0.345913485	0.790966288
669	0.34407624	0.34407624	0.34407624	0.78814732
670	0.34224332	0.34224332	0.34224332	0.785312608
671	0.340414803	0.340414803	0.340414803	0.782462686
672	0.338590766	0.338590766	0.338590766	0.779598081
673	0.336771283	0.336771283	0.336771283	0.776719309
674	0.334956426	0.334956426	0.334956426	0.77382688
675	0.333146265	0.333146265	0.333146265	0.770921295
676	0.33134087	0.33134087	0.33134087	0.768003046
677	0.329540309	0.329540309	0.329540309	0.765072619
678	0.327744646	0.327744646	0.327744646	0.76213049
679	0.325953945	0.325953945	0.325953945	0.759177128
680	0.32416827	0.32416827	0.32416827	0.756212995
681	0.322387681	0.322387681	0.322387681	0.753238545
682	0.320612236	0.320612236	0.320612236	0.750254224
683	0.318841995	0.318841995	0.318841995	0.74726047
684	0.317077013	0.317077013	0.317077013	0.744257716
685	0.315317344	0.315317344	0.315317344	0.741246386
686	0.313563043	0.313563043	0.313563043	0.738226897
687	0.31181416	0.31181416	0.31181416	0.73519966
688	0.310070746	0.310070746	0.310070746	0.732165077
689	0.308332851	0.308332851	0.308332851	0.729123547
690	0.306600522	0.306600522	0.306600522	0.726075458
691	0.304873804	0.304873804	0.304873804	0.723021193
692	0.303152743	0.303152743	0.303152743	0.71996113
693	0.301437383	0.301437383	0.301437383	0.716895639
694	0.299727766	0.299727766	0.299727766	0.713825083
695	0.298023932	0.298023932	0.298023932	0.710749821
696	0.296325922	0.296325922	0.296325922	0.707670203
697	0.294633775	0.294633775	0.294633775	0.704586575
698	0.292947526	0.292947526	0.292947526	0.701499277
699	0.291267213	0.291267213	0.291267213	0.69840864
700	0.289592871	0.289592871	0.289592871	0.695314994
701	0.287924533	0.287924533	0.287924533	0.692218659
702	0.286262232	0.286262232	0.286262232	0.689119952
703	0.284605999	0.284605999	0.284605999	0.686019183
704	0.282955865	0.282955865	0.282955865	0.682916656
705	0.28131186	0.28131186	0.28131186	0.679812671
706	0.27967401	0.27967401	0.27967401	0.676707522
707	0.278042345	0.278042345	0.278042345	0.673601498
708	0.276416889	0.276416889	0.276416889	0.670494881
709	0.274797668	0.274797668	0.274797668	0.66738795
710	0.273184706	0.273184706	0.273184706	0.664280978
711	0.271578027	0.271578027	0.271578027	0.661174232
712	0.269977652	0.269977652	0.269977652	0.658067977
713	0.268383603	0.268383603	0.268383603	0.654962469
714	0.2667959	0.2667959	0.2667959	0.651857963
715	0.265214563	0.265214563	0.265214563	0.648754707
716	0.263639609	0.263639609	0.263639609	0.645652945
717	0.262071057	0.262071057	0.262071057	0.642552915
718	0.260508924	0.260508924	0.260508924	0.639454853
719	0.258953224	0.258953224	0.258953224	0.636358988
720	0.257403974	0.257403974	0.257403974	0.633265547
721	0.255861187	0.255861187	0.255861187	0.630174751
722	0.254324877	0.254324877	0.254324877	0.627086816
723	0.252795056	0.252795056	0.252795056	0.624001956
724	0.251271736	0.251271736	0.251271736	0.620920379
725	0.249754928	0.249754928	0.249754928	0.617842289
726	0.248244643	0.248244643	0.248244643	0.614767887
727	0.246740889	0.246740889	0.246740889	0.61169737
728	0.245243676	0.245243676	0.245243676	0.608630929
729	0.243753011	0.243753011	0.243753011	0.605568753
730	0.242268902	0.242268902	0.242268902	0.602511026
731	0.240791356	0.240791356	0.240791356	0.599457931
732	0.239320378	0.239320378	0.239320378	0.596409643
733	0.237855974	0.237855974	0.237855974	0.593366336
734	0.236398148	0.236398148	0.236398148	0.590328179
735	0.234946904	0.234946904	0.234946904	0.58729534
736	0.233502246	0.233502246	0.233502246	0.584267981
737	0.232064175	0.232064175	0.232064175	0.581246261
738	0.230632695	0.230632695	0.230632695	0.578230335
739	0.229207807	0.229207807	0.229207807	0.575220357
740	0.227789511	0.227789511	0.227789511	0.572216475
741	0.226377808	0.226377808	0.226377808	0.569218835
742	0.224972697	0.224972697	0.224972697	0.566227579
743	0.223574178	0.223574178	0.223574178	0.563242848
744	0.22218225	0.22218225	0.22218225	0.560264777
745	0.220796909	0.220796909	0.220796909	0.5572935
746	0.219418155	0.219418155	0.219418155	0.554329146
747	0.218045983	0.218045983	0.218045983	0.551371844
748	0.21668039	0.21668039	0.21668039	0.548421716
749	0.215321373	0.215321373	0.215321373	0.545478884
750	0.213968926	0.213968926	0.213968926	0.542543467
751	0.212623046	0.212623046	0.212623046	0.539615581
752	0.211283725	0.211283725	0.211283725	0.536695337
753	0.209950959	0.209950959	0.209950959	0.533782847
754	0.208624741	0.208624741	0.208624741	0.530878217
755	0.207305064	0.207305064	0.207305064	0.527981552
756	0.205991921	0.205991921	0.205991921	0.525092954
757	0.204685304	0.204685304	0.204685304	0.522212524
758	0.203385206	0.203385206	0.203385206	0.519340357
759	0.202091617	0.202091617	0.202091617	0.516476548
760	0.200804529	0.200804529	0.200804529	0.51362119
761	0.199523932	0.199523932	0.199523932	0.510774371
762	0.198249817	0.198249817	0.198249817	0.50793618
763	0.196982173	0.196982173	0.196982173	0.5051067
764	0.19572099	0.19572099	0.19572099	0.502286014
765	0.194466258	0.194466258	0.194466258	0.499474204
766	0.193217965	0.193217965	0.193217965	0.496671345
767	0.1919761	0.1919761	0.1919761	0.493877516
768	0.190740651	0.190740651	0.190740651	0.491092788
769	0.189511605	0.189511605	0.189511605	0.488317234
770	0.18828895	0.18828895	0.18828895	0.485550922
771	0.187072673	0.187072673	0.187072673	0.482793921
772	0.185862762	0.185862762	0.185862762	0.480046295
773	0.184659202	0.184659202	0.184659202	0.477308108
774	0.18346198	0.18346198	0.18346198	0.47457942
775	0.182271082	0.182271082	0.182271082	0.471860292
776	0.181086494	0.181086494	0.181086494	0.469150781
777	0.179908201	0.179908201	0.179908201	0.466450941
778	0.178736187	0.178736187	0.178736187	0.463760827
779	0.178736187	0.178736187	0.178736187	0.463760827
780	0.178736187	0.178736187	0.178736187	0.463760827
781	0.178736187	0.178736187	0.178736187	0.463760827
782	0.178736187	0.178736187	0.178736187	0.463760827
783	0.178736187	0.178736187	0.178736187	0.463760827
784	0.178736187	0.178736187	0.178736187	0.463760827
785	0.178736187	0.178736187	0.178736187	0.463760827
786	0.178736187	0.178736187	0.178736187	0.463760827
787	0.178736187	0.178736187	0.178736187	0.463760827
788	0.178736187	0.178736187	0.178736187	0.463760827
789	0.178736187	0.178736187	0.178736187	0.463760827
790	0.178736187	0.178736187	0.178736187	0.463760827
791	0.178736187	0.178736187	0.178736187	0.463760827
792	0.178736187	0.178736187	0.178736187	0.463760827
793	0.178736187	0.178736187	0.178736187	0.463760827
794	0.178736187	0.178736187	0.178736187	0.463760827
795	0.178736187	0.178736187	0.178736187	0.463760827
796	0.178736187	0.178736187	0.178736187	0.463760827
797	0.178736187	0.178736187	0.178736187	0.463760827
798	0.178736187	0.178736187	0.178736187	0.463760827
799	0.178736187	0.178736187	0.178736187	0.463760827
800	0.178736187	0.178736187	0.178736187	0.463760827
801	0.178736187	0.178736187	0.178736187	0.463760827
802	0.178736187	0.178736187	0.178736187	0.463760827
803	0.178736187	0.178736187	0.178736187	0.463760827
804	0.178736187	0.178736187	0.178736187	0.463760827
805	0.178736187	0.178736187	0.178736187	0.463760827
806	0.178736187	0.178736187	0.178736187	0.463760827
807	0.178736187	0.178736187	0.178736187	0.463760827
808	0.178736187	0.178736187	0.178736187	0.463760827
809	0.178736187	0.178736187	0.178736187	0.463760827
810	0.178736187	0.178736187	0.178736187	0.463760827
811	0.178736187	0.178736187	0.178736187	0.463760827
812	0.178736187	0.178736187	0.178736187	0.463760827
813	0.178736187	0.178736187	0.178736187	0.463760827
814	0.178736187	0.178736187	0.178736187	0.463760827
815	0.178736187	0.178736187	0.178736187	0.463760827
816	0.178736187	0.178736187	0.178736187	0.463760827
817	0.178736187	0.178736187	0.178736187	0.463760827
818	0.178736187	0.178736187	0.178736187	0.463760827
819	0.178736187	0.178736187	0.178736187	0.463760827
820	0.178736187	0.178736187	0.178736187	0.463760827
821	0.178736187	0.178736187	0.178736187	0.463760827
822	0.178736187	0.178736187	0.178736187	0.463760827
823	0.178736187	0.178736187	0.178736187	0.463760827
824	0.178736187	0.178736187	0.178736187	0.463760827
825	0.178736187	0.178736187	0.178736187	0.463760827
826	0.178736187	0.178736187	0.178736187	0.463760827
827	0.178736187	0.178736187	0.178736187	0.463760827
828	0.178736187	0.178736187	0.178736187	0.463760827
829	0.178736187	0.178736187	0.178736187	0.463760827
830	0.178736187	0.178736187	0.178736187	0.463760827
831	0.178736187	0.178736187	0.178736187	0.463760827
832	0.178736187	0.178736187	0.178736187	0.463760827
833	0.178736187	0.178736187	0.178736187	0.463760827
834	0.178736187	0.178736187	0.178736187	0.463760827
835	0.178736187	0.178736187	0.178736187	0.463760827
836	0.178736187	0.178736187	0.178736187	0.463760827
837	0.178736187	0.178736187	0.178736187	0.463760827
838	0.178736187	0.178736187	0.178736187	0.463760827
839	0.178736187	0.178736187	0.178736187	0.463760827
840	0.178736187	0.178736187	0.178736187	0.463760827
841	0.178736187	0.178736187	0.178736187	0.463760827
842	0.178736187	0.178736187	0.178736187	0.463760827
843	0.178736187	0.178736187	0.178736187	0.463760827
844	0.178736187	0.178736187	0.178736187	0.463760827
845	0.178736187	0.178736187	0.178736187	0.463760827
846	0.178736187	0.178736187	0.178736187	0.463760827
847	0.178736187	0.178736187	0.178736187	0.463760827
848	0.178736187	0.178736187	0.178736187	0.463760827
849	0.178736187	0.178736187	0.178736187	0.463760827
850	0.178736187	0.178736187	0.178736187	0.463760827
851	0.178736187	0.178736187	0.178736187	0.463760827
852	0.178736187	0.178736187	0.178736187	0.463760827
853	0.178736187	0.178736187	0.178736187	0.463760827
854	0.178736187	0.178736187	0.178736187	0.463760827
855	0.178736187	0.178736187	0.178736187	0.463760827
856	0.178736187	0.178736187	0.178736187	0.463760827
857	0.178736187	0.178736187	0.178736187	0.463760827
858	0.178736187	0.178736187	0.178736187	0.463760827
859	0.178736187	0.178736187	0.178736187	0.463760827
860	0.178736187	0.178736187	0.178736187	0.463760827
861	0.178736187	0.178736187	0.178736187	0.463760827
862	0.178736187	0.178736187	0.178736187	0.463760827
863	0.178736187	0.178736187	0.178736187	0.463760827
864	0.178736187	0.178736187	0.178736187	0.463760827
865	0.178736187	0.178736187	0.178736187	0.463760827
866	0.178736187	0.178736187	0.178736187	0.463760827
867	0.178736187	0.178736187	0.178736187	0.463760827
868	0.178736187	0.178736187	0.178736187	0.463760827
869	0.178736187	0.178736187	0.178736187	0.463760827
870	0.178736187	0.178736187	0.178736187	0.463760827
871	0.178736187	0.178736187	0.178736187	0.463760827
872	0.178736187	0.178736187	0.178736187	0.463760827
873	0.178736187	0.178736187	0.178736187	0.463760827
874	0.178736187	0.178736187	0.178736187	0.463760827
875	0.178736187	0.178736187	0.178736187	0.463760827
876	0.178736187	0.178736187	0.178736187	0.463760827
877	0.178736187	0.178736187	0.178736187	0.463760827
878	0.178736187	0.178736187	0.178736187	0.463760827
879	0.178736187	0.178736187	0.178736187	0.463760827
880	0.178736187	0.178736187	0.178736187	0.463760827
881	0.178736187	0.178736187	0.178736187	0.463760827
882	0.178736187	0.178736187	0.178736187	0.463760827
883	0.178736187	0.178736187	0.178736187	0.463760827
884	0.178736187	0.178736187	0.178736187	0.463760827
885	0.178736187	0.178736187	0.178736187	0.463760827
886	0.178736187	0.178736187	0.178736187	0.463760827
887	0.178736187	0.178736187	0.178736187	0.463760827
888	0.178736187	0.178736187	0.178736187	0.463760827
889	0.178736187	0.178736187	0.178736187	0.463760827
890	0.178736187	0.178736187	0.178736187	0.463760827
891	0.178736187	0.178736187	0.178736187	0.463760827
892	0.178736187	0.178736187	0.178736187	0.463760827
893	0.178736187	0.178736187	0.178736187	0.463760827
894	0.178736187	0.178736187	0.178736187	0.463760827
895	0.178736187	0.178736187	0.178736187	0.463760827
896	0.178736187	0.178736187	0.178736187	0.463760827
897	0.178736187	0.178736187	0.178736187	0.463760827
898	0.178736187	0.178736187	0.178736187	0.463760827
899	0.178736187	0.178736187	0.178736187	0.463760827
900	0.178736187	0.178736187	0.178736187	0.463760827
901	0.178736187	0.178736187	0.178736187	0.463760827
902	0.178736187	0.178736187	0.178736187	0.463760827
903	0.178736187	0.178736187	0.178736187	0.463760827
904	0.178736187	0.178736187	0.178736187	0.463760827
905	0.178736187	0.178736187	0.178736187	0.463760827
906	0.178736187	0.178736187	0.178736187	0.463760827
907	0.178736187	0.178736187	0.178736187	0.463760827
908	0.178736187	0.178736187	0.178736187	0.463760827
909	0.178736187	0.178736187	0.178736187	0.463760827
910	0.178736187	0.178736187	0.178736187	0.463760827
911	0.178736187	0.178736187	0.178736187	0.463760827
912	0.178736187	0.178736187	0.178736187	0.463760827
913	0.178736187	0.178736187	0.178736187	0.463760827
914	0.178736187	0.178736187	0.178736187	0.463760827
915	0.178736187	0.178736187	0.178736187	0.463760827
916	0.178736187	0.178736187	0.178736187	0.463760827
917	0.178736187	0.178736187	0.178736187	0.463760827
918	0.178736187	0.178736187	0.178736187	0.463760827
919	0.178736187	0.178736187	0.178736187	0.463760827
920	0.178736187	0.178736187	0.178736187	0.463760827
921	0.178736187	0.178736187	0.178736187	0.463760827
922	0.178736187	0.178736187	0.178736187	0.463760827
923	0.178736187	0.178736187	0.178736187	0.463760827
924	0.178736187	0.178736187	0.178736187	0.463760827
925	0.178736187	0.178736187	0.178736187	0.463760827
926	0.178736187	0.178736187	0.178736187	0.463760827
927	0.178736187	0.178736187	0.178736187	0.463760827
928	0.178736187	0.178736187	0.178736187	0.463760827
929	0.178736187	0.178736187	0.178736187	0.463760827
930	0.178736187	0.178736187	0.178736187	0.463760827
931	0.178736187	0.178736187	0.178736187	0.463760827
932	0.178736187	0.178736187	0.178736187	0.463760827
933	0.178736187	0.178736187	0.178736187	0.463760827
934	0.178736187	0.178736187	0.178736187	0.463760827
935	0.178736187	0.178736187	0.178736187	0.463760827
936	0.178736187	0.178736187	0.178736187	0.463760827
937	0.178736187	0.178736187	0.178736187	0.463760827
938	0.178736187	0.178736187	0.178736187	0.463760827
939	0.178736187	0.178736187	0.178736187	0.463760827
940	0.178736187	0.178736187	0.178736187	0.463760827
941	0.178736187	0.178736187	0.178736187	0.463760827
942	0.178736187	0.178736187	0.178736187	0.463760827
943	0.178736187	0.178736187	0.178736187	0.463760827
944	0.178736187	0.178736187	0.178736187	0.463760827
945	0.178736187	0.178736187	0.178736187	0.463760827
946	0.178736187	0.178736187	0.178736187	0.463760827
947	0.178736187	0.178736187	0.178736187	0.463760827
948	0.178736187	0.178736187	0.178736187	0.463760827
949	0.178736187	0.178736187	0.178736187	0.463760827
950	0.178736187	0.178736187	0.178736187	0.463760827
951	0.178736187	0.178736187	0.178736187	0.463760827
952	0.178736187	0.178736187	0.178736187	0.463760827
953	0.178736187	0.178736187	0.178736187	0.463760827
954	0.178736187	0.178736187	0.178736187	0.463760827
955	0.178736187	0.178736187	0.178736187	0.463760827
956	0.178736187	0.178736187	0.178736187	0.463760827
957	0.178736187	0.178736187	0.178736187	0.463760827
958	0.178736187	0.178736187	0.178736187	0.463760827
959	0.178736187	0.178736187	0.178736187	0.463760827
960	0.178736187	0.178736187	0.178736187	0.463760827
961	0.178736187	0.178736187	0.178736187	0.463760827
962	0.178736187	0.178736187	0.178736187	0.463760827
963	0.178736187	0.178736187	0.178736187	0.463760827
964	0.178736187	0.178736187	0.178736187	0.463760827
965	0.178736187	0.178736187	0.178736187	0.463760827
966	0.178736187	0.178736187	0.178736187	0.463760827
967	0.178736187	0.178736187	0.178736187	0.463760827
968	0.178736187	0.178736187	0.178736187	0.463760827
969	0.178736187	0.178736187	0.178736187	0.463760827
970	0.178736187	0.178736187	0.178736187	0.463760827
971	0.178736187	0.178736187	0.178736187	0.463760827
972	0.178736187	0.178736187	0.178736187	0.463760827
973	0.178736187	0.178736187	0.178736187	0.463760827
974	0.178736187	0.178736187	0.178736187	0.463760827
975	0.178736187	0.178736187	0.178736187	0.463760827
976	0.178736187	0.178736187	0.178736187	0.463760827
977	0.178736187	0.178736187	0.178736187	0.463760827
978	0.178736187	0.178736187	0.178736187	0.463760827
979	0.178736187	0.178736187	0.178736187	0.463760827
980	0.178736187	0.178736187	0.178736187	0.463760827
981	0.178736187	0.178736187	0.178736187	0.463760827
982	0.178736187	0.178736187	0.178736187	0.463760827
983	0.178736187	0.178736187	0.178736187	0.463760827
984	0.178736187	0.178736187	0.178736187	0.463760827
985	0.178736187	0.178736187	0.178736187	0.463760827
986	0.178736187	0.178736187	0.178736187	0.463760827
987	0.178736187	0.178736187	0.178736187	0.463760827
988	0.178736187	0.178736187	0.178736187	0.463760827
989	0.178736187	0.178736187	0.178736187	0.463760827
990	0.178736187	0.178736187	0.178736187	0.463760827
991	0.178736187	0.178736187	0.178736187	0.463760827
992	0.178736187	0.178736187	0.178736187	0.463760827
993	0.178736187	0.178736187	0.178736187	0.463760827
994	0.178736187	0.178736187	0.178736187	0.463760827
995	0.178736187	0.178736187	0.178736187	0.463760827
996	0.178736187	0.178736187	0.178736187	0.463760827
997	0.178736187	0.178736187	0.178736187	0.463760827
998	0.178736187	0.178736187	0.178736187	0.463760827
999	0.178736187	0.178736187	0.178736187	0.463760827
1000	0.178736187	0.178736187	0.178736187	0.463760827
1001	0.178736187	0.178736187	0.178736187	0.463760827
1002	0.178736187	0.178736187	0.178736187	0.463760827
1003	0.178736187	0.178736187	0.178736187	0.463760827
1004	0.178736187	0.178736187	0.178736187	0.463760827
1005	0.178736187	0.178736187	0.178736187	0.463760827
1006	0.178736187	0.178736187	0.178736187	0.463760827
1007	0.178736187	0.178736187	0.178736187	0.463760827
1008	0.178736187	0.178736187	0.178736187	0.463760827
1009	0.178736187	0.178736187	0.178736187	0.463760827
1010	0.178736187	0.178736187	0.178736187	0.463760827
1011	0.178736187	0.178736187	0.178736187	0.463760827
1012	0.178736187	0.178736187	0.178736187	0.463760827
1013	0.178736187	0.178736187	0.178736187	0.463760827
1014	0.178736187	0.178736187	0.178736187	0.463760827
1015	0.178736187	0.178736187	0.178736187	0.463760827
1016	0.178736187	0.178736187	0.178736187	0.463760827
1017	0.178736187	0.178736187	0.178736187	0.463760827
1018	0.178736187	0.178736187	0.178736187	0.463760827
1019	0.178736187	0.178736187	0.178736187	0.463760827
1020	0.178736187	0.178736187	0.178736187	0.463760827
1021	0.178736187	0.178736187	0.178736187	0.463760827
1022	0.178736187	0.178736187	0.178736187	0.463760827
1023	0.178736187	0.178736187	0.178736187	0.463760827
1024	0.178736187	0.178736187	0.178736187	0.463760827
1025	0.178736187	0.178736187	0.178736187	0.463760827
1026	0.178736187	0.178736187	0.178736187	0.463760827
1027	0.178736187	0.178736187	0.178736187	0.463760827
1028	0.178736187	0.178736187	0.178736187	0.463760827
1029	0.178736187	0.178736187	0.178736187	0.463760827
1030	0.178736187	0.178736187	0.178736187	0.463760827
1031	0.178736187	0.178736187	0.178736187	0.463760827
1032	0.178736187	0.178736187	0.178736187	0.463760827
1033	0.178736187	0.178736187	0.178736187	0.463760827
1034	0.178736187	0.178736187	0.178736187	0.463760827
1035	0.178736187	0.178736187	0.178736187	0.463760827
1036	0.178736187	0.178736187	0.178736187	0.463760827
1037	0.178736187	0.178736187	0.178736187	0.463760827
1038	0.178736187	0.178736187	0.178736187	0.463760827
1039	0.178736187	0.178736187	0.178736187	0.463760827
1040	0.178736187	0.178736187	0.178736187	0.463760827
1041	0.178736187	0.178736187	0.178736187	0.463760827
1042	0.178736187	0.178736187	0.178736187	0.463760827
1043	0.178736187	0.178736187	0.178736187	0.463760827
1044	0.178736187	0.178736187	0.178736187	0.463760827
1045	0.178736187	0.178736187	0.178736187	0.463760827
1046	0.178736187	0.178736187	0.178736187	0.463760827
1047	0.178736187	0.178736187	0.178736187	0.463760827
1048	0.178736187	0.178736187	0.178736187	0.463760827
1049	0.178736187	0.178736187	0.178736187	0.463760827
1050	0.178736187	0.178736187	0.178736187	0.463760827
1051	0.178736187	0.178736187	0.178736187	0.463760827
1052	0.178736187	0.178736187	0.178736187	0.463760827
1053	0.178736187	0.178736187	0.178736187	0.463760827
1054	0.178736187	0.178736187	0.178736187	0.463760827
1055	0.178736187	0.178736187	0.178736187	0.463760827
1056	0.178736187	0.178736187	0.178736187	0.463760827
1057	0.178736187	0.178736187	0.178736187	0.463760827
1058	0.178736187	0.178736187	0.178736187	0.463760827
1059	0.178736187	0.178736187	0.178736187	0.463760827
1060	0.178736187	0.178736187	0.178736187	0.463760827
1061	0.178736187	0.178736187	0.178736187	0.463760827
1062	0.178736187	0.178736187	0.178736187	0.463760827
1063	0.178736187	0.178736187	0.178736187	0.463760827
1064	0.178736187	0.178736187	0.178736187	0.463760827
1065	0.178736187	0.178736187	0.178736187	0.463760827
1066	0.178736187	0.178736187	0.178736187	0.463760827
1067	0.178736187	0.178736187	0.178736187	0.463760827
1068	0.178736187	0.178736187	0.178736187	0.463760827
1069	0.178736187	0.178736187	0.178736187	0.463760827
1070	0.178736187	0.178736187	0.178736187	0.463760827
1071	0.178736187	0.178736187	0.178736187	0.463760827
1072	0.178736187	0.178736187	0.178736187	0.463760827
1073	0.178736187	0.178736187	0.178736187	0.463760827
1074	0.178736187	0.178736187	0.178736187	0.463760827
1075	0.178736187	0.178736187	0.178736187	0.463760827
1076	0.178736187	0.178736187	0.178736187	0.463760827
1077	0.178736187	0.178736187	0.178736187	0.463760827
1078	0.178736187	0.178736187	0.178736187	0.463760827
1079	0.178736187	0.178736187	0.178736187	0.463760827
1080	0.178736187	0.178736187	0.178736187	0.463760827
1081	0.178736187	0.178736187	0.178736187	0.463760827
1082	0.178736187	0.178736187	0.178736187	0.463760827
1083	0.178736187	0.178736187	0.178736187	0.463760827
1084	0.178736187	0.178736187	0.178736187	0.463760827
1085	0.178736187	0.178736187	0.178736187	0.463760827
1086	0.178736187	0.178736187	0.178736187	0.463760827
1087	0.178736187	0.178736187	0.178736187	0.463760827
1088	0.178736187	0.178736187	0.178736187	0.463760827
1089	0.178736187	0.178736187	0.178736187	0.463760827
1090	0.178736187	0.178736187	0.178736187	0.463760827
1091	0.178736187	0.178736187	0.178736187	0.463760827
1092	0.178736187	0.178736187	0.178736187	0.463760827
1093	0.178736187	0.178736187	0.178736187	0.463760827
1094	0.178736187	0.178736187	0.178736187	0.463760827
1095	0.178736187	0.178736187	0.178736187	0.463760827
1096	0.178736187	0.178736187	0.178736187	0.463760827
1097	0.178736187	0.178736187	0.178736187	0.463760827
1098	0.178736187	0.178736187	0.178736187	0.463760827
1099	0.178736187	0.178736187	0.178736187	0.463760827
1100	0.178736187	0.178736187	0.178736187	0.463760827
1101	0.178736187	0.178736187	0.178736187	0.463760827
1102	0.178736187	0.178736187	0.178736187	0.463760827
1103	0.178736187	0.178736187	0.178736187	0.463760827
1104	0.178736187	0.178736187	0.178736187	0.463760827
1105	0.178736187	0.178736187	0.178736187	0.463760827
1106	0.178736187	0.178736187	0.178736187	0.463760827
1107	0.178736187	0.178736187	0.178736187	0.463760827
1108	0.178736187	0.178736187	0.178736187	0.463760827
1109	0.178736187	0.178736187	0.178736187	0.463760827
1110	0.178736187	0.178736187	0.178736187	0.463760827
1111	0.178736187	0.178736187	0.178736187	0.463760827
1112	0.178736187	0.178736187	0.178736187	0.463760827
1113	0.178736187	0.178736187	0.178736187	0.463760827
1114	0.178736187	0.178736187	0.178736187	0.463760827
1115	0.178736187	0.178736187	0.178736187	0.463760827
1116	0.178736187	0.178736187	0.178736187	0.463760827
1117	0.178736187	0.178736187	0.178736187	0.463760827
1118	0.178736187	0.178736187	0.178736187	0.463760827
1119	0.178736187	0.178736187	0.178736187	0.463760827
1120	0.178736187	0.178736187	0.178736187	0.463760827
1121	0.178736187	0.178736187	0.178736187	0.463760827
1122	0.178736187	0.178736187	0.178736187	0.463760827
1123	0.178736187	0.178736187	0.178736187	0.463760827
1124	0.178736187	0.178736187	0.178736187	0.463760827
1125	0.178736187	0.178736187	0.178736187	0.463760827
1126	0.178736187	0.178736187	0.178736187	0.463760827
1127	0.178736187	0.178736187	0.178736187	0.463760827
1128	0.178736187	0.178736187	0.178736187	0.463760827
1129	0.178736187	0.178736187	0.178736187	0.463760827
1130	0.178736187	0.178736187	0.178736187	0.463760827
1131	0.178736187	0.178736187	0.178736187	0.463760827
1132	0.178736187	0.178736187	0.178736187	0.463760827
1133	0.178736187	0.178736187	0.178736187	0.463760827
1134	0.178736187	0.178736187	0.178736187	0.463760827
1135	0.178736187	0.178736187	0.178736187	0.463760827
1136	0.178736187	0.178736187	0.178736187	0.463760827
1137	0.178736187	0.178736187	0.178736187	0.463760827
1138	0.178736187	0.178736187	0.178736187	0.463760827
1139	0.178736187	0.178736187	0.178736187	0.463760827
1140	0.178736187	0.178736187	0.178736187	0.463760827
1141	0.178736187	0.178736187	0.178736187	0.463760827
1142	0.178736187	0.178736187	0.178736187	0.463760827
1143	0.178736187	0.178736187	0.178736187	0.463760827
1144	0.178736187	0.178736187	0.178736187	0.463760827
1145	0.178736187	0.178736187	0.178736187	0.463760827
1146	0.178736187	0.178736187	0.178736187	0.463760827
1147	0.178736187	0.178736187	0.178736187	0.463760827
1148	0.178736187	0.178736187	0.178736187	0.463760827
1149	0.178736187	0.178736187	0.178736187	0.463760827
1150	0.178736187	0.178736187	0.178736187	0.463760827
1151	0.178736187	0.178736187	0.178736187	0.463760827
1152	0.178736187	0.178736187	0.178736187	0.463760827
1153	0.178736187	0.178736187	0.178736187	0.463760827
