Level	Unused 0	Defense Skill	Dodge	Parry	Block	Hit - Melee	Hit - Ranged	Hit - Spell	Crit - Melee	Crit - Ranged	Crit - Spell	Corruption	Corruption Resistance	Speed	Resilience - Crit Taken	Resilience - Player Damage	Lifesteal	Haste - Melee	Haste - Ranged	Haste - Spell	Avoidance	Sturdiness	Unused 7	Expertise	Armor Penetration	Mastery	PvP Power	Unused 27	Versatility - Damage Done	Versatility - Healing Done	Versatility - Damage Taken	Unused 12
86	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
87	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
88	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
89	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
90	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
91	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
92	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
93	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
94	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
95	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
96	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
97	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
98	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
99	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
100	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
101	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
102	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
103	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
104	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
105	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
106	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
107	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
108	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
109	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
110	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
111	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
112	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
113	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
114	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
115	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
116	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
117	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
118	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
119	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
120	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
121	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
122	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
123	0	81.59961	750	750	339.998375	373.9982125	373.9982125	373.9982125	700	700	700	1	1	169.9991875	11	339.998375	1019.995125	660	660	660	543.9974	67.999675	11	373.9982125	11	700	299.19857	0	780	780	1560	11
